context: Now you'll be saying goodbye to your johnny, too. response:	Your luck ran out when you met me there.
context: What?! Why didn't you tell me sooner?!\I couldn't say this in front of her!\Plus, judging from how he was acting at the time,\Osugi definitely saw Morimi with Mr. Takizawa.\And what did Osugi do after dinner?\He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do? response:	We can't leave Osugi out in the cold on such an important occasion!
context: I couldn't say this in front of her!\Plus, judging from how he was acting at the time,\Osugi definitely saw Morimi with Mr. Takizawa.\And what did Osugi do after dinner?\He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion! response:	True, even if he did skip out on us while he was job hunting,
context: Plus, judging from how he was acting at the time,\Osugi definitely saw Morimi with Mr. Takizawa.\And what did Osugi do after dinner?\He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting, response:	he is an important charter member.
context: Osugi definitely saw Morimi with Mr. Takizawa.\And what did Osugi do after dinner?\He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member. response:	However, this is also a golden opportunity to keep Saki in Eden.
context: And what did Osugi do after dinner?\He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden. response:	All right, find Osugi and hold him in the club room.
context: He disappeared into the night, blind drunk.\And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room. response:	Roger.
context: And now it seems even Morimi can't get in touch with him...\What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger. response:	This is his house?!
context: What should we do?\We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger.\This is his house?! response:	Aren't there any other entrances?
context: We can't leave Osugi out in the cold on such an important occasion!\True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger.\This is his house?!\Aren't there any other entrances? response:	I don't think so, because there were no homeless people inside.
context: True, even if he did skip out on us while he was job hunting,\he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger.\This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside. response:	This could so easily be a trap...
context: he is an important charter member.\However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger.\This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap... response:	I guess we've got no choice.
context: However, this is also a golden opportunity to keep Saki in Eden.\All right, find Osugi and hold him in the club room.\Roger.\This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice. response:	Saki, you might be marrying into money here!
context: All right, find Osugi and hold him in the club room.\Roger.\This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here! response:	Property values around here fell pretty sharply after Careless Monday.
context: Roger.\This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday. response:	Now, we don't know that he bought this place after the missile strike.
context: This is his house?!\Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike. response:	Whoa, hey, hold everything!
context: Aren't there any other entrances?\I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything! response:	This place is a gold mine!
context: I don't think so, because there were no homeless people inside.\This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine! response:	Hey, look! Look at this!
context: This could so easily be a trap...\I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this! response:	-It's so cute! -It's so cute!
context: I guess we've got no choice.\Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute! response:	Don't go messing with those and getting us into trouble.
context: Saki, you might be marrying into money here!\Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble. response:	It looks like he's home.
context: Property values around here fell pretty sharply after Careless Monday.\Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home. response:	Takizawa lives in the VIP room upstairs.
context: Now, we don't know that he bought this place after the missile strike.\Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs. response:	We've come this far, so why don't you say a few words to him as our rep?
context: Whoa, hey, hold everything!\This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep? response:	Excuse me!
context: This place is a gold mine!\Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me! response:	-What's wrong? -Where's Takizawa?
context: Hey, look! Look at this!\-It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa? response:	Not there. But the man's had us under surveillance all along!
context: -It's so cute! -It's so cute!\Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along! response:	Let's get out of here, now!
context: Don't go messing with those and getting us into trouble.\It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now! response:	It's best not to get involved with such a dubious character!
context: It looks like he's home.\Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character! response:	Who's a dubious character?
context: Takizawa lives in the VIP room upstairs.\We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character? response:	This Takizawa person, obviously!
context: We've come this far, so why don't you say a few words to him as our rep?\Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously! response:	Yo.
context: Excuse me!\-What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously!\Yo. response:	Oh my, he has wings! How cute!
context: -What's wrong? -Where's Takizawa?\Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute! response:	This title deed is the real thing.
context: Not there. But the man's had us under surveillance all along!\Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute!\This title deed is the real thing. response:	I just found it today, actually.
context: Let's get out of here, now!\It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually. response:	I more or less understand what you've said,
context: It's best not to get involved with such a dubious character!\Who's a dubious character?\This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said, response:	but what exactly made you decide to support our club?
context: Who's a dubious character?\This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club? response:	And more fundamentally, what are your intentions for Saki?
context: This Takizawa person, obviously!\Yo.\Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki? response:	No particular intentions,
context: Yo.\Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions, response:	I just thought there was no need for her to work for men
context: Oh my, he has wings! How cute!\This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men response:	who would up and dump beef bowls on her.
context: This title deed is the real thing.\I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her. response:	If everyone, not just Saki, became NEETs, we could turn this country around.
context: I just found it today, actually.\I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around. response:	Those old guys who take it for granted they're the winners
context: I more or less understand what you've said,\but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners response:	will freak out and come crying to us.
context: but what exactly made you decide to support our club?\And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us. response:	You can't be serious.
context: And more fundamentally, what are your intentions for Saki?\No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious. response:	Why not? Didn't you basically have the same idea?
context: No particular intentions,\I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea? response:	I saw Eden of the East.
context: I just thought there was no need for her to work for men\who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East. response:	This is really well done.
context: who would up and dump beef bowls on her.\If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done. response:	Would you call it an image search engine?
context: If everyone, not just Saki, became NEETs, we could turn this country around.\Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done.\Would you call it an image search engine? response:	I tried entering that miniature Shiba,
context: Those old guys who take it for granted they're the winners\will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba, response:	and it recognizes him no matter what angle I take a pic from.
context: will freak out and come crying to us.\You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from. response:	She's the one who wrote the program.
context: You can't be serious.\Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program. response:	Oh, really? You're smart, Mittan!
context: Why not? Didn't you basically have the same idea?\I saw Eden of the East.\This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan! response:	She's got a sharp tongue when she's among friends,
context: I saw Eden of the East.\This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends, response:	but she's always like this with strangers.
context: This is really well done.\Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers. response:	As a kid, she never played with anyone but Hirasawa, her cousin, so...
context: Would you call it an image search engine?\I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so... response:	You're cute.
context: I tried entering that miniature Shiba,\and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute. response:	I-I'm not Mittan.
context: and it recognizes him no matter what angle I take a pic from.\She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan. response:	So if you register something on the site, any cell phone can use the info.
context: She's the one who wrote the program.\Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info. response:	This is pretty cool.
context: Oh, really? You're smart, Mittan!\She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool. response:	Saki told me. If you pulled off this great an invention,
context: She's got a sharp tongue when she's among friends,\but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention, response:	it must've seemed like a good idea to turn it into a business,
context: but she's always like this with strangers.\As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business, response:	so why didn't that go smoothly?
context: As a kid, she never played with anyone but Hirasawa, her cousin, so...\You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly? response:	I don't need you if I end up having to take care of things anyway.
context: You're cute.\I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway. response:	I-I'm so sorry!
context: I-I'm not Mittan.\So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry! response:	Honestly, the road ahead is long... in a lot of ways.
context: So if you register something on the site, any cell phone can use the info.\This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways. response:	-Juiz. -Yes, this is Juiz.
context: This is pretty cool.\Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz. response:	I need a secretary fluent in French and Cantonese, on the double.
context: Saki told me. If you pulled off this great an invention,\it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double. response:	Accepted. Noblesse oblige.
context: it must've seemed like a good idea to turn it into a business,\so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige. response:	I sincerely pray that you, the most hardworking of CEOs,
context: so why didn't that go smoothly?\I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs, response:	will be an innovative savior.
context: I don't need you if I end up having to take care of things anyway.\I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior. response:	You don't need to show up tomorrow, or ever again.
context: I-I'm so sorry!\Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again. response:	CEO Shiratori is in a dark mood today...
context: Honestly, the road ahead is long... in a lot of ways.\-Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today... response:	To make the story short,
context: -Juiz. -Yes, this is Juiz.\I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short, response:	we just had a little trouble
context: I need a secretary fluent in French and Cantonese, on the double.\Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble response:	of the sort that can happen on any site or message board.
context: Accepted. Noblesse oblige.\I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board. response:	One girl had the misfortune of having to leave school,
context: I sincerely pray that you, the most hardworking of CEOs,\will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school, response:	and the university opened an investigation.
context: will be an innovative savior.\You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation. response:	-How about this? -That?
context: You don't need to show up tomorrow, or ever again.\CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That? response:	-Hey, I thought it was nice. -No way.
context: CEO Shiratori is in a dark mood today...\To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way. response:	Over here, over here.
context: To make the story short,\we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here. response:	We started out as a little recycling community,
context: we just had a little trouble\of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community, response:	but thanks to the development of the image recognition engine,
context: of the sort that can happen on any site or message board.\One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine, response:	even near-junk turned into valuable goods.
context: One girl had the misfortune of having to leave school,\and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods. response:	Because Saki wrote new value into the images
context: and the university opened an investigation.\-How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images response:	that others would never have dreamed of.
context: -How about this? -That?\-Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of. response:	Then the rest of our members copied her,
context: -Hey, I thought it was nice. -No way.\Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her, response:	and at some point students themselves started being registered,
context: Over here, over here.\We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered, response:	and people found Eden useful as a tool for finding love, too.
context: We started out as a little recycling community,\but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too. response:	And that's what caused the trouble?
context: but thanks to the development of the image recognition engine,\even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble? response:	Yeah.
context: even near-junk turned into valuable goods.\Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah. response:	What with one thing and another, we had one member quit to look for work,
context: Because Saki wrote new value into the images\that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work, response:	and Saki had to leave home for some reason none of us know about...
context: that others would never have dreamed of.\Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about... response:	I'm ashamed of how useless I am.
context: Then the rest of our members copied her,\and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am. response:	We're going home, guys.
context: and at some point students themselves started being registered,\and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys. response:	Why? Did you and Takky not come to an agreement?
context: and people found Eden useful as a tool for finding love, too.\And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement? response:	I am a NEET, but I've always prided myself on being one of the best NEETs.
context: And that's what caused the trouble?\Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs. response:	I don't have any special skills like Saki or Micchon,
context: Yeah.\What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon, response:	so I've studied management and law,
context: What with one thing and another, we had one member quit to look for work,\and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law, response:	to become an elite NEET that could back up other elite NEETs.
context: and Saki had to leave home for some reason none of us know about...\I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs. response:	And you succeeded.
context: I'm ashamed of how useless I am.\We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded. response:	Almost, anyway.
context: We're going home, guys.\Why? Did you and Takky not come to an agreement?\I am a NEET, but I've always prided myself on being one of the best NEETs.\I don't have any special skills like Saki or Micchon,\so I've studied management and law,\to become an elite NEET that could back up other elite NEETs.\And you succeeded.\Almost, anyway. response:	Then what are you hung up on?
