context: Those are Covers... response:	Run, everyone! Run!
context: we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four, response:	the Sewing Club's Iori, and her butler, Soroi.
context: If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi. response:	Well, considering that I never caught on that you guys knew
context: I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew response:	that I was undercover as a teacher, I can't really brag.
context: option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag. response:	But why isn't there any uproar among the media and the populace
context: When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace response:	even though Covers are attacking academies all over Japan?
context: Even at Honnouji Academy,\the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan? response:	They're already being mentally influenced.
context: the only people who were aware of her real intentions\were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced. response:	Clothing made by Ragyo Kiryuin's REVOCS
context: were we of the Elite Four,\the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS response:	has reached the entire population.
context: the Sewing Club's Iori, and her butler, Soroi.\Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population. response:	The Life Fibers woven into them are manipulating the minds of their wearers
context: Well, considering that I never caught on that you guys knew\that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers response:	and devouring any unnecessary information from their brains.
context: that I was undercover as a teacher, I can't really brag.\But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains. response:	They have eyes but fail to see, and ears but fail to hear, huh?
context: But why isn't there any uproar among the media and the populace\even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh? response:	Well, they do use human psychogalvanism as their energy source.
context: even though Covers are attacking academies all over Japan?\They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source. response:	Honnouji Academy's students have been building up a resistance
context: They're already being mentally influenced.\Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance response:	to Life Fiber manipulation by wearing Goku Uniforms.
context: Clothing made by Ragyo Kiryuin's REVOCS\has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms. response:	Pretend to be obedient to Ragyo,
context: has reached the entire population.\The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo, response:	and use her money to create soldiers to defeat her...
context: The Life Fibers woven into them are manipulating the minds of their wearers\and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her... response:	That Satsuki Kiryuin girl is a real piece of work.
context: and devouring any unnecessary information from their brains.\They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work. response:	What's even more impressive is Mr. Soroi here,
context: They have eyes but fail to see, and ears but fail to hear, huh?\Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here, response:	who played dumb as he served Satsuki as her butler.
context: Well, they do use human psychogalvanism as their energy source.\Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler. response:	I merely made tea.
context: Honnouji Academy's students have been building up a resistance\to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea. response:	As I do now.
context: to Life Fiber manipulation by wearing Goku Uniforms.\Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now. response:	However, I have not given up on making more tea for Lady Satsuki.
context: Pretend to be obedient to Ragyo,\and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki. response:	You're right.
context: and use her money to create soldiers to defeat her...\That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right. response:	After all, even we Elite Four survived.
context: That Satsuki Kiryuin girl is a real piece of work.\What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived. response:	(BACK-ALLEY) INFIRMARY
context: What's even more impressive is Mr. Soroi here,\who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY response:	What about the other one?
context: who played dumb as he served Satsuki as her butler.\I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one? response:	Ryuko... Why won't you wake up, Ryuko?
context: I merely made tea.\As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko? response:	I'm so sorry that we can't speak with you, Senketsu.
context: As I do now.\However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu. response:	The rest of us can't tell what you're saying.
context: However, I have not given up on making more tea for Lady Satsuki.\You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying. response:	Mrs. Mankanshoku...
context: You're right.\After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku... response:	But it's plain as day that you're alive, that you're Ryuko's Sunday best,
context: After all, even we Elite Four survived.\(BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best, response:	and that you're worried sick about her.
context: (BACK-ALLEY) INFIRMARY\What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her. response:	Mrs. Mankanshoku!
context: What about the other one?\Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku! response:	Now, now...
context: Ryuko... Why won't you wake up, Ryuko?\I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now... response:	If I were 20 years younger, I'd wear you in a heartbeat.
context: I'm so sorry that we can't speak with you, Senketsu.\The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat. response:	How is Ryuko today?
context: The rest of us can't tell what you're saying.\Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today? response:	I can't tell one way or the other.
context: Mrs. Mankanshoku...\But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other. response:	But the wound from when her heart was pulled out is already healed.
context: But it's plain as day that you're alive, that you're Ryuko's Sunday best,\and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed. response:	It's... how to put it? Downright inhuman.
context: and that you're worried sick about her.\Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman. response:	What did you say?!
context: Mrs. Mankanshoku!\Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?! response:	Calm down!
context: Now, now...\If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?!\Calm down! response:	You carried Ryuko's unconscious body to us.
context: If I were 20 years younger, I'd wear you in a heartbeat.\How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?!\Calm down!\You carried Ryuko's unconscious body to us. response:	Even if we can't talk to each other,
context: How is Ryuko today?\I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?!\Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other, response:	we understand how you feel.
context: I can't tell one way or the other.\But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?!\Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel. response:	Well, when a patient wants to sleep, it's best to let them sleep.
context: But the wound from when her heart was pulled out is already healed.\It's... how to put it? Downright inhuman.\What did you say?!\Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep. response:	After all, she had a few nasty shocks.
context: It's... how to put it? Downright inhuman.\What did you say?!\Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks. response:	I still can't believe that Ryuko's mother was Ragyo Kiryuin...
context: What did you say?!\Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin... response:	I hadn't heard anything about it from Dr. Matoi, either.
context: Calm down!\You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either. response:	If I'd known sooner, maybe I could've done something to soften the blow.
context: You carried Ryuko's unconscious body to us.\Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow. response:	What's done is done.
context: Even if we can't talk to each other,\we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done. response:	Sometimes things work out just by being alive.
context: we understand how you feel.\Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive. response:	Dad!
context: Well, when a patient wants to sleep, it's best to let them sleep.\After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive.\Dad! response:	You're alive!
context: After all, she had a few nasty shocks.\I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive.\Dad!\You're alive! response:	You're a Mankanshoku boy, all right!
context: I still can't believe that Ryuko's mother was Ragyo Kiryuin...\I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive.\Dad!\You're alive!\You're a Mankanshoku boy, all right! response:	See, sometimes things do work out.
context: I hadn't heard anything about it from Dr. Matoi, either.\If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive.\Dad!\You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out. response:	True.
context: If I'd known sooner, maybe I could've done something to soften the blow.\What's done is done.\Sometimes things work out just by being alive.\Dad!\You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True. response:	I'm sorry. I never found Sis.
context: What's done is done.\Sometimes things work out just by being alive.\Dad!\You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True.\I'm sorry. I never found Sis. response:	Boy, you were searching for Mankanshoku?
context: Sometimes things work out just by being alive.\Dad!\You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku? response:	Yeah. I thought that if I stayed in Honnou Town,
context: Dad!\You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town, response:	I might be able to find that cloth bastard that swallowed Sis,
context: You're alive!\You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis, response:	but before I knew it, it was all I could do just to stay alive.
context: You're a Mankanshoku boy, all right!\See, sometimes things do work out.\True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive. response:	I'm proud of you for trying, Mataro.
context: See, sometimes things do work out.\True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro. response:	Don't grieve just yet! Mankanshoku girls don't die that easy.
context: True.\I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy. response:	Listen, boy! I will rescue your sister, no matter what!
context: I'm sorry. I never found Sis.\Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what! response:	Ira Gamagoori will devote himself body and soul!
context: Boy, you were searching for Mankanshoku?\Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul! response:	Ow! You're breaking my collarbone!
context: Yeah. I thought that if I stayed in Honnou Town,\I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone! response:	Dad!
context: I might be able to find that cloth bastard that swallowed Sis,\but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad! response:	Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.
context: but before I knew it, it was all I could do just to stay alive.\I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy. response:	Ten million?!
context: I'm proud of you for trying, Mataro.\Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?! response:	When I look at your family,
context: Don't grieve just yet! Mankanshoku girls don't die that easy.\Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family, response:	it gives me hope that the human race can still survive.
context: Listen, boy! I will rescue your sister, no matter what!\Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family,\it gives me hope that the human race can still survive. response:	HONNOUJI ACADEMY
context: Ira Gamagoori will devote himself body and soul!\Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY response:	You have certainly exceeded all of my expectations.
context: Ow! You're breaking my collarbone!\Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations. response:	In the sense of your foolishness.
context: Dad!\Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness. response:	The students at the academies that Honnouji Academy had conquered
context: Oh, that's broken, all right. That'll be 10 million yen in damages, buddy.\Ten million?!\When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered response:	have all been assimilated by Covers.
context: Ten million?!\When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers. response:	If humans wear clothing for the first 20 years of their lives,
context: When I look at your family,\it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives, response:	their resistance to clothing completely disappears.
context: it gives me hope that the human race can still survive.\HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears. response:	Center your efforts around students in their late teens
context: HONNOUJI ACADEMY\You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens response:	who haven't lost that resistance, and defeat me.
context: You have certainly exceeded all of my expectations.\In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me. response:	But it was all for nothing.
context: In the sense of your foolishness.\The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing. response:	The more your followers resist,
context: The students at the academies that Honnouji Academy had conquered\have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist, response:	the more they nourish the Covers as energy sources.
context: have all been assimilated by Covers.\If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources. response:	And before long, even your little sister will return to me.
context: If humans wear clothing for the first 20 years of their lives,\their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me. response:	Little sister... Ryuko Matoi?
context: their resistance to clothing completely disappears.\Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi? response:	Yes. To think that she was the baby
context: Center your efforts around students in their late teens\who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby response:	that I thought had died all those years ago.
context: who haven't lost that resistance, and defeat me.\But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago. response:	Soichiro had deceived me about a great many things.
context: But it was all for nothing.\The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things. response:	Matoi and I... are siblings...
context: The more your followers resist,\the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings... response:	He was a stupid man.
context: the more they nourish the Covers as energy sources.\And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man. response:	Soichiro faked his own death and entrusted his revenge to you.
context: And before long, even your little sister will return to me.\Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you. response:	He changed his face and body to become Isshin Matoi,
context: Little sister... Ryuko Matoi?\Yes. To think that she was the baby\that I thought had died all those years ago.\Soichiro had deceived me about a great many things.\Matoi and I... are siblings...\He was a stupid man.\Soichiro faked his own death and entrusted his revenge to you.\He changed his face and body to become Isshin Matoi, response:	and not only did he raise the baby whose death he faked,
