context: Hey, do you think people avoid us when we come through? response:	You're just too intimidating.
context: Huh?\You can see it all the way from here, Takeo-kun?\Wow\If you pluck that star and ask someone out,\they'll say yes.\Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it... response:	Oh, but I think you might be able to.
context: You can see it all the way from here, Takeo-kun?\Wow\If you pluck that star and ask someone out,\they'll say yes.\Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to. response:	No, I don't need it anymore.
context: Wow\If you pluck that star and ask someone out,\they'll say yes.\Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore. response:	So, you have your reservation,
context: If you pluck that star and ask someone out,\they'll say yes.\Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation, response:	but which karaoke room would you like?
context: they'll say yes.\Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like? response:	That star should grant someone else's love.
context: Well, it's cold and your hands go numb, so you can't really climb up there.\It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love. response:	Um, hello?
context: It's high and scary,\so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love.\Um, hello? response:	I'm so looking forward to Christmas!
context: so no one's ever managed it...\Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas! response:	We've all been talking about how we'd like to exchange gifts and stuff.
context: Oh, but I think you might be able to.\No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff. response:	That sounds good!
context: No, I don't need it anymore.\So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good! response:	By the way, is Kurihara-kun coming?
context: So, you have your reservation,\but which karaoke room would you like?\That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming? response:	Yep.
context: but which karaoke room would you like?\That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming?\Yep. response:	Oh, is Nanako-san coming?
context: That star should grant someone else's love.\Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming? response:	Yeah.
context: Um, hello?\I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming?\Yeah. response:	Good, good. Okay, okay
context: I'm so looking forward to Christmas!\We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay response:	You wouldn't hold hands with someone unless you liked them, right?
context: We've all been talking about how we'd like to exchange gifts and stuff.\That sounds good!\By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right? response:	Yeah.
context: That sounds good!\By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah. response:	Right, I should check in with Yamato.
context: By the way, is Kurihara-kun coming?\Yep.\Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato. response:	Thanks
context: Yep.\Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato.\Thanks response:	Thanks!
context: Oh, is Nanako-san coming?\Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato.\Thanks\Thanks! response:	Yamato, Kurihara said he likes Nanako-san.
context: Yeah.\Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato.\Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san. response:	Eh?
context: Good, good. Okay, okay\You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato.\Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh? response:	He'd like to ask her out on Christmas.
context: You wouldn't hold hands with someone unless you liked them, right?\Yeah.\Right, I should check in with Yamato.\Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas. response:	Is that all right?
context: Yeah.\Right, I should check in with Yamato.\Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas.\Is that all right? response:	Yeah, sure!
context: Right, I should check in with Yamato.\Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure! response:	Let's give them plenty of opportunities to be alone!
context: Thanks\Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone! response:	Yeah, that's right!
context: Thanks!\Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right! response:	Let's help them out as best we can!
context: Yamato, Kurihara said he likes Nanako-san.\Eh?\He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can! response:	Okay?
context: Eh?\He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can!\Okay? response:	Okay!
context: He'd like to ask her out on Christmas.\Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can!\Okay?\Okay! response:	Good luck, Kurihara.
context: Is that all right?\Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can!\Okay?\Okay!\Good luck, Kurihara. response:	It's going to be a merry Christmas.
context: Yeah, sure!\Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can!\Okay?\Okay!\Good luck, Kurihara.\It's going to be a merry Christmas. response:	Christmas with Nanako-chan.
context: Let's give them plenty of opportunities to be alone!\Yeah, that's right!\Let's help them out as best we can!\Okay?\Okay!\Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan. response:	Kurihara
context: Yeah, that's right!\Let's help them out as best we can!\Okay?\Okay!\Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara response:	Christmas with Nanako-chan. Yeah.
context: Let's help them out as best we can!\Okay?\Okay!\Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah. response:	Christmas with Nanako-chan. Yeah. I'm over the Moon!
context: Okay?\Okay!\Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon! response:	Hi!
context: Okay!\Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi! response:	Been a while!
context: Good luck, Kurihara.\It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while! response:	Wow, Nanako-chan, aren't you cold with bare legs?
context: It's going to be a merry Christmas.\Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs? response:	Wow, great!
context: Christmas with Nanako-chan.\Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great! response:	It's nice and big.
context: Kurihara\Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big. response:	Sweet!
context: Christmas with Nanako-chan. Yeah.\Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big.\Sweet! response:	Hey, look outside.
context: Christmas with Nanako-chan. Yeah. I'm over the Moon!\Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big.\Sweet!\Hey, look outside. response:	Oh, wow!
context: Hi!\Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big.\Sweet!\Hey, look outside.\Oh, wow! response:	There's a huge Christmas tree in the courtyard!
context: Been a while!\Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big.\Sweet!\Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard! response:	Toward the top of the tree, there's this one star that's different from the rest.
context: Wow, Nanako-chan, aren't you cold with bare legs?\Wow, great!\It's nice and big.\Sweet!\Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest. response:	They say if you take that star and then ask someone out,
context: Wow, great!\It's nice and big.\Sweet!\Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out, response:	the person will say yes.
context: It's nice and big.\Sweet!\Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes. response:	Huh...
context: Sweet!\Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes.\Huh... response:	That's way too high!
context: Hey, look outside.\Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes.\Huh...\That's way too high! response:	How many meters is that?
context: Oh, wow!\There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes.\Huh...\That's way too high!\How many meters is that? response:	Hey, don't you think that only Takeo could get that?
context: There's a huge Christmas tree in the courtyard!\Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes.\Huh...\That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that? response:	Nanako, can I sit next to you?
context: Toward the top of the tree, there's this one star that's different from the rest.\They say if you take that star and then ask someone out,\the person will say yes.\Huh...\That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you? response:	Ayu, sit here with me!
context: They say if you take that star and then ask someone out,\the person will say yes.\Huh...\That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me! response:	O-Okay.
context: the person will say yes.\Huh...\That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay. response:	Wow, I'm sitting next to Nanako-chan.
context: Huh...\That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan. response:	Lucky me!
context: That's way too high!\How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me! response:	Okay, Merry Christmas!
context: How many meters is that?\Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas! response:	Cheers!
context: Hey, don't you think that only Takeo could get that?\Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas!\Cheers! response:	Nanako-chan, I can pass you anything you want to try.
context: Nanako, can I sit next to you?\Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try. response:	Thanks.
context: Ayu, sit here with me!\O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks. response:	Oh, let me pour it.
context: O-Okay.\Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it. response:	Thanks.
context: Wow, I'm sitting next to Nanako-chan.\Lucky me!\Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it.\Thanks. response:	He's meticulous.
context: Lucky me!\Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it.\Thanks.\He's meticulous. response:	I should try to learn from him.
context: Okay, Merry Christmas!\Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it.\Thanks.\He's meticulous.\I should try to learn from him. response:	What's wrong, Yamato?
context: Cheers!\Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it.\Thanks.\He's meticulous.\I should try to learn from him.\What's wrong, Yamato? response:	You don't like it?
context: Nanako-chan, I can pass you anything you want to try.\Thanks.\Oh, let me pour it.\Thanks.\He's meticulous.\I should try to learn from him.\What's wrong, Yamato?\You don't like it? response:	No, I don't like spicy food...
context: Thanks.\Oh, let me pour it.\Thanks.\He's meticulous.\I should try to learn from him.\What's wrong, Yamato?\You don't like it?\No, I don't like spicy food... response:	It was spicier than I expected.
context: Oh, let me pour it.\Thanks.\He's meticulous.\I should try to learn from him.\What's wrong, Yamato?\You don't like it?\No, I don't like spicy food...\It was spicier than I expected. response:	I'll eat it for you.
context: Thanks.\He's meticulous.\I should try to learn from him.\What's wrong, Yamato?\You don't like it?\No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you. response:	Let me have it.
context: He's meticulous.\I should try to learn from him.\What's wrong, Yamato?\You don't like it?\No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you.\Let me have it. response:	Eh?
context: I should try to learn from him.\What's wrong, Yamato?\You don't like it?\No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you.\Let me have it.\Eh? response:	Hmm?
context: What's wrong, Yamato?\You don't like it?\No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you.\Let me have it.\Eh?\Hmm? response:	Is this an indirect kiss?!
context: You don't like it?\No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you.\Let me have it.\Eh?\Hmm?\Is this an indirect kiss?! response:	Sorry.
context: No, I don't like spicy food...\It was spicier than I expected.\I'll eat it for you.\Let me have it.\Eh?\Hmm?\Is this an indirect kiss?!\Sorry. response:	It's fine.
context: It was spicier than I expected.\I'll eat it for you.\Let me have it.\Eh?\Hmm?\Is this an indirect kiss?!\Sorry.\It's fine. response:	Takeo and Yamato-san make such a good pair.
context: I'll eat it for you.\Let me have it.\Eh?\Hmm?\Is this an indirect kiss?!\Sorry.\It's fine.\Takeo and Yamato-san make such a good pair. response:	Do you ever think about wanting a boyfriend, Nanako-chan?
context: Let me have it.\Eh?\Hmm?\Is this an indirect kiss?!\Sorry.\It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan? response:	Huh?
context: Eh?\Hmm?\Is this an indirect kiss?!\Sorry.\It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh? response:	Well, sure, like any other girl.
context: Hmm?\Is this an indirect kiss?!\Sorry.\It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl. response:	I bet you have high standards!
context: Is this an indirect kiss?!\Sorry.\It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl.\I bet you have high standards! response:	I think they're normal.
context: Sorry.\It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl.\I bet you have high standards!\I think they're normal. response:	Really?
context: It's fine.\Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl.\I bet you have high standards!\I think they're normal.\Really? response:	I bet they're sky high!
context: Takeo and Yamato-san make such a good pair.\Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl.\I bet you have high standards!\I think they're normal.\Really?\I bet they're sky high! response:	They're normal. What's your problem?
context: Do you ever think about wanting a boyfriend, Nanako-chan?\Huh?\Well, sure, like any other girl.\I bet you have high standards!\I think they're normal.\Really?\I bet they're sky high!\They're normal. What's your problem? response:	Kurihara...
context: Huh?\Well, sure, like any other girl.\I bet you have high standards!\I think they're normal.\Really?\I bet they're sky high!\They're normal. What's your problem?\Kurihara... response:	What's he going on about?
context: Well, sure, like any other girl.\I bet you have high standards!\I think they're normal.\Really?\I bet they're sky high!\They're normal. What's your problem?\Kurihara...\What's he going on about? response:	Isn't he going to ask her out?
context: I bet you have high standards!\I think they're normal.\Really?\I bet they're sky high!\They're normal. What's your problem?\Kurihara...\What's he going on about?\Isn't he going to ask her out? response:	Hey, why don't we go see the Christmas tree?
context: I think they're normal.\Really?\I bet they're sky high!\They're normal. What's your problem?\Kurihara...\What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree? response:	Let's go to the courtyard!
context: Really?\I bet they're sky high!\They're normal. What's your problem?\Kurihara...\What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard! response:	Good job, Yamato.
context: I bet they're sky high!\They're normal. What's your problem?\Kurihara...\What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato. response:	You're trying to create a good mood.
context: They're normal. What's your problem?\Kurihara...\What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood. response:	So pretty!
context: Kurihara...\What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood.\So pretty! response:	It's much bigger than the one at home!
context: What's he going on about?\Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood.\So pretty!\It's much bigger than the one at home! response:	You guys have one?
context: Isn't he going to ask her out?\Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood.\So pretty!\It's much bigger than the one at home!\You guys have one? response:	Yeah, it goes up to the ceiling.
context: Hey, why don't we go see the Christmas tree?\Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood.\So pretty!\It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling. response:	Wow! Can I come see?
context: Let's go to the courtyard!\Good job, Yamato.\You're trying to create a good mood.\So pretty!\It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see? response:	Me, too!
context: Good job, Yamato.\You're trying to create a good mood.\So pretty!\It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too! response:	No way...
context: You're trying to create a good mood.\So pretty!\It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too!\No way... response:	I want to see.
context: So pretty!\It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too!\No way...\I want to see. response:	Same here!
context: It's much bigger than the one at home!\You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too!\No way...\I want to see.\Same here! response:	The girls can!
context: You guys have one?\Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too!\No way...\I want to see.\Same here!\The girls can! response:	Hey!
context: Yeah, it goes up to the ceiling.\Wow! Can I come see?\Me, too!\No way...\I want to see.\Same here!\The girls can!\Hey! response:	Hey, let's take a photo.
context: Wow! Can I come see?\Me, too!\No way...\I want to see.\Same here!\The girls can!\Hey!\Hey, let's take a photo. response:	Yeah, let's!
context: Me, too!\No way...\I want to see.\Same here!\The girls can!\Hey!\Hey, let's take a photo.\Yeah, let's! response:	Okay, Merry Christmas!
context: No way...\I want to see.\Same here!\The girls can!\Hey!\Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas! response:	Merry Christmas!
context: I want to see.\Same here!\The girls can!\Hey!\Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas!\Merry Christmas! response:	It's pretty, but it's also super cold out here!
context: Same here!\The girls can!\Hey!\Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here! response:	Let's go back inside!
context: The girls can!\Hey!\Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside! response:	Let's exchange presents!
context: Hey!\Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents! response:	Yeah, let's.
context: Hey, let's take a photo.\Yeah, let's!\Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents!\Yeah, let's. response:	Come on! What're you waiting for, Nanako-chan?
context: Yeah, let's!\Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan? response:	Kurihara...
context: Okay, Merry Christmas!\Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara... response:	What am I to you?
context: Merry Christmas!\It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you? response:	Huh?
context: It's pretty, but it's also super cold out here!\Let's go back inside!\Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you?\Huh? response:	Um...
context: Let's go back inside!\Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you?\Huh?\Um... response:	Hey, close the door already!
context: Let's exchange presents!\Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you?\Huh?\Um...\Hey, close the door already! response:	Um, a friend?
context: Yeah, let's.\Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you?\Huh?\Um...\Hey, close the door already!\Um, a friend? response:	Sorta?
context: Come on! What're you waiting for, Nanako-chan?\Kurihara...\What am I to you?\Huh?\Um...\Hey, close the door already!\Um, a friend?\Sorta? response:	Let's go!
context: Kurihara...\What am I to you?\Huh?\Um...\Hey, close the door already!\Um, a friend?\Sorta?\Let's go! response:	You'll catch a cold!
context: What am I to you?\Huh?\Um...\Hey, close the door already!\Um, a friend?\Sorta?\Let's go!\You'll catch a cold! response:	Kuri
context: Huh?\Um...\Hey, close the door already!\Um, a friend?\Sorta?\Let's go!\You'll catch a cold!\Kuri response:	Na
context: Um...\Hey, close the door already!\Um, a friend?\Sorta?\Let's go!\You'll catch a cold!\Kuri\Na response:	We put everyone's presents in this bag and tied ribbons to them,
context: Hey, close the door already!\Um, a friend?\Sorta?\Let's go!\You'll catch a cold!\Kuri\Na\We put everyone's presents in this bag and tied ribbons to them, response:	so pull one ribbon each!
context: Um, a friend?\Sorta?\Let's go!\You'll catch a cold!\Kuri\Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each! response:	There's no way to tell who'll get whose present!
context: Sorta?\Let's go!\You'll catch a cold!\Kuri\Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present! response:	Okay!
context: Let's go!\You'll catch a cold!\Kuri\Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay! response:	Let's figure out the drawing order!
context: You'll catch a cold!\Kuri\Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order! response:	Should we just do rock-paper-scissors?
context: Kuri\Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors? response:	First comes rock...
context: Na\We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock... response:	I'm first.
context: We put everyone's presents in this bag and tied ribbons to them,\so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock...\I'm first. response:	Sunakawa-kun, just pick whichever you'd like.
context: so pull one ribbon each!\There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like. response:	Okay.
context: There's no way to tell who'll get whose present!\Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay. response:	That's from me.
context: Okay!\Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me. response:	Thanks.
context: Let's figure out the drawing order!\Should we just do rock-paper-scissors?\First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me.\Thanks. response:	Next!
context: Should we just do rock-paper-scissors?\First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me.\Thanks.\Next! response:	Um, okay, this one.
context: First comes rock...\I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me.\Thanks.\Next!\Um, okay, this one. response:	Oops!
context: I'm first.\Sunakawa-kun, just pick whichever you'd like.\Okay.\That's from me.\Thanks.\Next!\Um, okay, this one.\Oops! response:	That's Nanako's...
