context: Diamond Service! response:	With Diamond Service, you get diamond-level security.
context: Umaru, I swear... I'm here for WORK.\What am I going to do with her?\It's not like I can introduce her to Kanau...\This is my younger sister!\She sort of tagged along!\Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um... response:	K-Kanau? Is something wrong?
context: What am I going to do with her?\It's not like I can introduce her to Kanau...\This is my younger sister!\She sort of tagged along!\Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong? response:	W-well, it's about when we're supposed to be there...
context: It's not like I can introduce her to Kanau...\This is my younger sister!\She sort of tagged along!\Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there... response:	I guess I confused 8:00 AM with 8:00 PM.
context: This is my younger sister!\She sort of tagged along!\Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM. response:	Wow, what a boo-boo!
context: She sort of tagged along!\Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo! response:	I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?
context: Just wait till it's time to review your bonus...\Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right? response:	At least we won't have to worry about being late, right?
context: Huh?! No, it can't be!\Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right? response:	She's always been the type to make some huge-ass mistake...
context: Ah! U-um...\K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake... response:	Well, how about we fill the time by researching the local restaurants?
context: K-Kanau? Is something wrong?\W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants? response:	What?! Sh-should we really break up the group to do things on our own?
context: W-well, it's about when we're supposed to be there...\I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own? response:	There's a lot I'd like to check out, for future's sake.
context: I guess I confused 8:00 AM with 8:00 PM.\Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake. response:	For future's sake...?
context: Wow, what a boo-boo!\I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...? response:	For future's sake!
context: I-I'm sorry! I mean, if they say 8:00, you'd assume 8 AM, right?\At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake! response:	I'd like to check out some venues where we can have our ceremony, for future's sake.
context: At least we won't have to worry about being late, right?\She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake. response:	An excellent idea, Taihei! Yes, let's do that!
context: She's always been the type to make some huge-ass mistake...\Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that! response:	Uh, okay...
context: Well, how about we fill the time by researching the local restaurants?\What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay... response:	Score! Wanna go play pachinko?
context: What?! Sh-should we really break up the group to do things on our own?\There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko? response:	Let's check out Hamamatsu's anime shops!
context: There's a lot I'd like to check out, for future's sake.\For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops! response:	Big Brother! Jeez, you kept me waiting way too- Gah!
context: For future's sake...?\For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah! response:	Ow, ow!
context: For future's sake!\I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow! response:	I can't believe you came all this way.
context: I'd like to check out some venues where we can have our ceremony, for future's sake.\An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way. response:	Whatever. Let's just go.
context: An excellent idea, Taihei! Yes, let's do that!\Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go. response:	But after lunch, you need to leave.
context: Uh, okay...\Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave. response:	Eel time!
context: Score! Wanna go play pachinko?\Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave.\Eel time! response:	No, it's still a bit too early.
context: Let's check out Hamamatsu's anime shops!\Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave.\Eel time!\No, it's still a bit too early. response:	How about... we do some sightseeing?
context: Big Brother! Jeez, you kept me waiting way too- Gah!\Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave.\Eel time!\No, it's still a bit too early.\How about... we do some sightseeing? response:	Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!
context: Ow, ow!\I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave.\Eel time!\No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu! response:	Just make sure you don't bother the locals.
context: I can't believe you came all this way.\Whatever. Let's just go.\But after lunch, you need to leave.\Eel time!\No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals. response:	Well, sure. That's just common courtesy!
context: Whatever. Let's just go.\But after lunch, you need to leave.\Eel time!\No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy! response:	And we'll be doing NORMAL sightseeing as well.
context: But after lunch, you need to leave.\Eel time!\No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well. response:	Yup! Of course!
context: Eel time!\No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course! response:	Oh... the Arch of Lucky Stars!
context: No, it's still a bit too early.\How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars! response:	This says that if two people touch it at the same time, something good will happen.
context: How about... we do some sightseeing?\Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen. response:	That sounds kinda nice...
context: Note: An anime pilgrimage means to visit real-life locations that have appeared in favorite manga or anime. Oh, yeah! I wanna do an anime pilgrimage! They've used a lot of places here in Hamamatsu!\Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice... response:	Wait, wouldn't it usually be COUPLES who do this?
context: Just make sure you don't bother the locals.\Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this? response:	It doesn't say anywhere that siblings can't do it!
context: Well, sure. That's just common courtesy!\And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it! response:	And speaking of couples, Big Brother...
context: And we'll be doing NORMAL sightseeing as well.\Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother... response:	Hm?
context: Yup! Of course!\Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm? response:	Just who is... that girl who came with you?
context: Oh... the Arch of Lucky Stars!\This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you? response:	She's my boss.
context: This says that if two people touch it at the same time, something good will happen.\That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you?\She's my boss. response:	But you call her by her first name!
context: That sounds kinda nice...\Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you?\She's my boss.\But you call her by her first name! response:	You sure have been paying attention...
context: Wait, wouldn't it usually be COUPLES who do this?\It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you?\She's my boss.\But you call her by her first name!\You sure have been paying attention... response:	Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?
context: It doesn't say anywhere that siblings can't do it!\And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you?\She's my boss.\But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be? response:	Why are you talking like that?
context: And speaking of couples, Big Brother...\Hm?\Just who is... that girl who came with you?\She's my boss.\But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that? response:	Bomba, Kanau, and I...
context: Hm?\Just who is... that girl who came with you?\She's my boss.\But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I... response:	For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.
context: Just who is... that girl who came with you?\She's my boss.\But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together. response:	Wait, she's the same age as you, but she's your boss?
context: She's my boss.\But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss? response:	She's actually a year younger.
context: But you call her by her first name!\You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger. response:	I'm not sure I should be saying this, but...
context: You sure have been paying attention...\Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but... response:	Kanau is the CEO's daughter.
context: Note: in Japan, only people who are VERY close will call each other by their first name. Even married couples often don't - they just say you. Your boss, and yet you use her FIRST name? Strange... Yes, it's quite unusual. How did this come to be?\Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter. response:	I'm sure she feels a lot of pressure being section chief at her age...
context: Why are you talking like that?\Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age... response:	She makes mistakes, but I think she's doing her best.
context: Bomba, Kanau, and I...\For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best. response:	Huh. So you're not lovers...
context: For better or worse, we've been pretty much inseparable, and have spent a LOT of time together.\Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers... response:	Of course not.
context: Wait, she's the same age as you, but she's your boss?\She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not. response:	Wait, you came because THAT'S what you were worried about?
context: She's actually a year younger.\I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about? response:	No, not really.
context: I'm not sure I should be saying this, but...\Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really. response:	I-I came because I wanted to eat some eel!
context: Kanau is the CEO's daughter.\I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel! response:	Well, let's go. Let's eat already!
context: I'm sure she feels a lot of pressure being section chief at her age...\She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already! response:	I guess you're right. It's still a little early, but maybe we should get going.
context: She makes mistakes, but I think she's doing her best.\Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going. response:	Sure enough, there aren't many people here this early...
context: Huh. So you're not lovers...\Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early... response:	Is researching that part of your job too?
context: Of course not.\Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too? response:	Sorry for the wait. Here's your order, one charbroiled eel!
context: Wait, you came because THAT'S what you were worried about?\No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel! response:	Wh-whoa!
context: No, not really.\I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa! response:	This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!
context: I-I came because I wanted to eat some eel!\Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal! response:	You sure know your stuff...
context: Well, let's go. Let's eat already!\I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff... response:	You tasty sea creature!
context: I guess you're right. It's still a little early, but maybe we should get going.\Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature! response:	Eel in broth is nice too.
context: Sure enough, there aren't many people here this early...\Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too. response:	Huh? Who's E. Lynn Broth?!
context: Is researching that part of your job too?\Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?! response:	Look, just add soup broth and seasonings, and it will really change the flavor.
context: Sorry for the wait. Here's your order, one charbroiled eel!\Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor. response:	Kinda like rice soup, huh?
context: Wh-whoa!\This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh? response:	A rather clean flavor profile, I'd say...
context: This isn't farm-raised eel from Lake Hamana, it's wild-caught, the real deal!\You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say... response:	Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!
context: You sure know your stuff...\You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite! response:	Huh? What's with you?
context: You tasty sea creature!\Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you? response:	I just...
context: Eel in broth is nice too.\Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just... response:	I was thinking, I'm glad we came.
context: Huh? Who's E. Lynn Broth?!\Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just...\I was thinking, I'm glad we came. response:	Yup!
context: Look, just add soup broth and seasonings, and it will really change the flavor.\Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just...\I was thinking, I'm glad we came.\Yup! response:	Be careful on the way home.
context: Kinda like rice soup, huh?\A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just...\I was thinking, I'm glad we came.\Yup!\Be careful on the way home. response:	Okay! And you, have a safe trip!
context: A rather clean flavor profile, I'd say...\Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just...\I was thinking, I'm glad we came.\Yup!\Be careful on the way home.\Okay! And you, have a safe trip! response:	Uh, I'm already here...
context: Ah! The flavor of the wasabi as it passes through the nostrils is exquisite!\Huh? What's with you?\I just...\I was thinking, I'm glad we came.\Yup!\Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here... response:	I'll be back soon.
context: Huh? What's with you?\I just...\I was thinking, I'm glad we came.\Yup!\Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon. response:	Do your best on the job, okay?
context: I just...\I was thinking, I'm glad we came.\Yup!\Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay? response:	It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?
context: I was thinking, I'm glad we came.\Yup!\Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right? response:	Okay, let's go!
context: Yup!\Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go! response:	Huh?
context: Be careful on the way home.\Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh? response:	My, what cute youngsters you are!
context: Okay! And you, have a safe trip!\Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh?\My, what cute youngsters you are! response:	Well, you can start by prepping these potatoes.
context: Uh, I'm already here...\I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes. response:	Um, we're with Diamond Service, regarding data on your customer-
context: I'll be back soon.\Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer- response:	Here, you will address me as Chef.
context: Do your best on the job, okay?\It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef. response:	And in the kitchen, the chef's word is absolute.
context: It's not even 6:00 yet, so we're a bit early, but it'll be fine, right?\Okay, let's go!\Huh?\My, what cute youngsters you are!\Well, you can start by prepping these potatoes.\Um, we're with Diamond Service, regarding data on your customer-\Here, you will address me as Chef.\And in the kitchen, the chef's word is absolute. response:	You will do this for me.
