context: So this is Tsutsugami Gais response:	Youve belonged to this side since the beginning.
context: Theres no vaccine anywhere.\Being a champion of justice just doesn't pay.\Ogumo!\Dont worry about me! Just run!\You too.\You bastard!\Too bad.\We seem to be short two response:	Shouldnt we go back?
context: Being a champion of justice just doesn't pay.\Ogumo!\Dont worry about me! Just run!\You too.\You bastard!\Too bad.\We seem to be short two\Shouldnt we go back? response:	Its dangerous for us to go.
context: Ogumo!\Dont worry about me! Just run!\You too.\You bastard!\Too bad.\We seem to be short two\Shouldnt we go back?\Its dangerous for us to go. response:	Lets try asking a different team.
context: Dont worry about me! Just run!\You too.\You bastard!\Too bad.\We seem to be short two\Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team. response:	What is this?
context: You too.\You bastard!\Too bad.\We seem to be short two\Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team.\What is this? response:	The last hope.
context: You bastard!\Too bad.\We seem to be short two\Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team.\What is this?\The last hope. response:	Dont tell me its...!?
context: Too bad.\We seem to be short two\Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team.\What is this?\The last hope.\Dont tell me its...!? response:	A Void Genome.
context: We seem to be short two\Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team.\What is this?\The last hope.\Dont tell me its...!?\A Void Genome. response:	Our last and worst hope.
context: Shouldnt we go back?\Its dangerous for us to go.\Lets try asking a different team.\What is this?\The last hope.\Dont tell me its...!?\A Void Genome.\Our last and worst hope. response:	Theres no way we can take on Gai!
context: Its dangerous for us to go.\Lets try asking a different team.\What is this?\The last hope.\Dont tell me its...!?\A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai! response:	What, this doesnt piss you off at all?
context: Lets try asking a different team.\What is this?\The last hope.\Dont tell me its...!?\A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all? response:	But even Ogumo got taken down
context: What is this?\The last hope.\Dont tell me its...!?\A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down response:	Weve only lost contact with him.
context: The last hope.\Dont tell me its...!?\A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him. response:	Argos out checking on him right now.
context: Dont tell me its...!?\A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now. response:	How is he?
context: A Void Genome.\Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now.\How is he? response:	Getting worse little by little.
context: Our last and worst hope.\Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now.\How is he?\Getting worse little by little. response:	Cant we do anything about it?
context: Theres no way we can take on Gai!\What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now.\How is he?\Getting worse little by little.\Cant we do anything about it? response:	Im sorry. Our vaccine can't treat those that hit Stage III.
context: What, this doesnt piss you off at all?\But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now.\How is he?\Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III. response:	Argos back!
context: But even Ogumo got taken down\Weve only lost contact with him.\Argos out checking on him right now.\How is he?\Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back! response:	What about Ogumo?
context: Weve only lost contact with him.\Argos out checking on him right now.\How is he?\Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo? response:	Hes not with you?
context: Argos out checking on him right now.\How is he?\Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo?\Hes not with you? response:	Yes he is.
context: How is he?\Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo?\Hes not with you?\Yes he is. response:	But
context: Getting worse little by little.\Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo?\Hes not with you?\Yes he is.\But response:	Hes with me.
context: Cant we do anything about it?\Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo?\Hes not with you?\Yes he is.\But\Hes with me. response:	No way
context: Im sorry. Our vaccine can't treat those that hit Stage III.\Argos back!\What about Ogumo?\Hes not with you?\Yes he is.\But\Hes with me.\No way response:	Im sorry. He was protecting me.
context: Argos back!\What about Ogumo?\Hes not with you?\Yes he is.\But\Hes with me.\No way\Im sorry. He was protecting me. response:	No
context: What about Ogumo?\Hes not with you?\Yes he is.\But\Hes with me.\No way\Im sorry. He was protecting me.\No response:	Ogumo
context: Hes not with you?\Yes he is.\But\Hes with me.\No way\Im sorry. He was protecting me.\No\Ogumo response:	How far youve fallen, Gai.
context: Yes he is.\But\Hes with me.\No way\Im sorry. He was protecting me.\No\Ogumo\How far youve fallen, Gai. response:	Five years ago
context: But\Hes with me.\No way\Im sorry. He was protecting me.\No\Ogumo\How far youve fallen, Gai.\Five years ago response:	In the hell of the African battlefront,
context: Hes with me.\No way\Im sorry. He was protecting me.\No\Ogumo\How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront, response:	I saw a natural talent in the child soldier who tried to kill me.
context: No way\Im sorry. He was protecting me.\No\Ogumo\How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me. response:	Ive worked to make you king ever since.
context: Im sorry. He was protecting me.\No\Ogumo\How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since. response:	However Is this what you wanted, Tsutsugami Gai?
context: No\Ogumo\How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai? response:	To become the unsightly idol you are now?
context: Ogumo\How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now? response:	Ive only ever had one goal, then and now.
context: How far youve fallen, Gai.\Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now. response:	You people chose to build dreams on it
context: Five years ago\In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it response:	and then chose to be disappointed, thats all.
context: In the hell of the African battlefront,\I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all. response:	All right, what were the Undertakers to you, then?
context: I saw a natural talent in the child soldier who tried to kill me.\Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then? response:	What did we fight for?
context: Ive worked to make you king ever since.\However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for? response:	Do you want to know?
context: However Is this what you wanted, Tsutsugami Gai?\To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know? response:	And yet, believe it or not, I thought of you as a friend.
context: To become the unsightly idol you are now?\Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend. response:	A king has no friends.
context: Ive only ever had one goal, then and now.\You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends. response:	He only has subordinates. Pawns.
context: You people chose to build dreams on it\and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns. response:	Then as one of your pawns, I suppose I should express my gratitude.
context: and then chose to be disappointed, thats all.\All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude. response:	To kill you.
context: All right, what were the Undertakers to you, then?\What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you. response:	Here.
context: What did we fight for?\Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here. response:	Thank you.
context: Do you want to know?\And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here.\Thank you. response:	If I used that, would I be able to fight Gai?
context: And yet, believe it or not, I thought of you as a friend.\A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here.\Thank you.\If I used that, would I be able to fight Gai? response:	At the very least, you'd gain the same power he has.
context: A king has no friends.\He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here.\Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has. response:	But...
context: He only has subordinates. Pawns.\Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here.\Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But... response:	It's also possible that every gene in your body could have an extreme rejection reaction.
context: Then as one of your pawns, I suppose I should express my gratitude.\To kill you.\Here.\Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction. response:	I'm a horrible person.
context: To kill you.\Here.\Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person. response:	I don't want to let Shu use it,
context: Here.\Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it, response:	but I do want to have someone use it.
context: Thank you.\If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it. response:	I can understand that a little.
context: If I used that, would I be able to fight Gai?\At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little. response:	Because I've seen Shu suffer because of his power, too.
context: At the very least, you'd gain the same power he has.\But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too. response:	It's not just that.
context: But...\It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that. response:	If he used it again, he'd probably die.
context: It's also possible that every gene in your body could have an extreme rejection reaction.\I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die. response:	That's how dangerous it is.
context: I'm a horrible person.\I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is. response:	Let's pull out all the stops.
context: I don't want to let Shu use it,\but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops. response:	Today is a party!
context: but I do want to have someone use it.\I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops.\Today is a party! response:	It looks like we're too late.
context: I can understand that a little.\Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops.\Today is a party!\It looks like we're too late. response:	Hold it right there, Ouma Shu!
context: Because I've seen Shu suffer because of his power, too.\It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops.\Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu! response:	Haruka!
context: It's not just that.\If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops.\Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka! response:	Leave me behind...
context: If he used it again, he'd probably die.\That's how dangerous it is.\Let's pull out all the stops.\Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka!\Leave me behind... response:	Just shut up.
context: That's how dangerous it is.\Let's pull out all the stops.\Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka!\Leave me behind...\Just shut up. response:	I don't want to abandon anyone anymore.
context: Let's pull out all the stops.\Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka!\Leave me behind...\Just shut up.\I don't want to abandon anyone anymore. response:	Yahiro...
context: Today is a party!\It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka!\Leave me behind...\Just shut up.\I don't want to abandon anyone anymore.\Yahiro... response:	No need to hold back!
context: It looks like we're too late.\Hold it right there, Ouma Shu!\Haruka!\Leave me behind...\Just shut up.\I don't want to abandon anyone anymore.\Yahiro...\No need to hold back! response:	Make the bullets pour down like rain!
context: Hold it right there, Ouma Shu!\Haruka!\Leave me behind...\Just shut up.\I don't want to abandon anyone anymore.\Yahiro...\No need to hold back!\Make the bullets pour down like rain! response:	Lay waste to them like a storm!
context: Haruka!\Leave me behind...\Just shut up.\I don't want to abandon anyone anymore.\Yahiro...\No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm! response:	It's no use
context: Leave me behind...\Just shut up.\I don't want to abandon anyone anymore.\Yahiro...\No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use response:	I can't contact anyone.
context: Just shut up.\I don't want to abandon anyone anymore.\Yahiro...\No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use\I can't contact anyone. response:	We'll have to go back.
context: I don't want to abandon anyone anymore.\Yahiro...\No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use\I can't contact anyone.\We'll have to go back. response:	But if we go back, we'll be caught in a pincer attack.
context: Yahiro...\No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use\I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack. response:	Then what do you suggest?!
context: No need to hold back!\Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use\I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?! response:	Sorry.
context: Make the bullets pour down like rain!\Lay waste to them like a storm!\It's no use\I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry. response:	Dr. Ouma, please use the Void Genome on me.
context: Lay waste to them like a storm!\It's no use\I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me. response:	Shu once gave me the courage and power to stand up and fight.
context: It's no use\I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight. response:	So this time, I want to stand up on my own.
context: I can't contact anyone.\We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own. response:	Even if it means a confrontation with Gai!
context: We'll have to go back.\But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai! response:	Ayase, where's this coming from?!
context: But if we go back, we'll be caught in a pincer attack.\Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?! response:	It's okay. I've been thinking about this for a while.
context: Then what do you suggest?!\Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while. response:	Please!
context: Sorry.\Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please! response:	I wont let you!
context: Dr. Ouma, please use the Void Genome on me.\Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please!\I wont let you! response:	Three ampules were produced.
context: Shu once gave me the courage and power to stand up and fight.\So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please!\I wont let you!\Three ampules were produced. response:	I've been searching for the remaining one for quite some time.
context: So this time, I want to stand up on my own.\Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please!\I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time. response:	I shouldve known that you had it, Dr. Ouma.
context: Even if it means a confrontation with Gai!\Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please!\I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma. response:	I'll be taking it now.
context: Ayase, where's this coming from?!\It's okay. I've been thinking about this for a while.\Please!\I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now. response:	To do what?
context: It's okay. I've been thinking about this for a while.\Please!\I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what? response:	I want to behold it, that mystical and sublime light.
context: Please!\I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light. response:	I'm quite sure the truth lies beyond that light.
context: I wont let you!\Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light. response:	Yes, I dare say I would do anything to have it.
context: Three ampules were produced.\I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it. response:	Talk until youre blue in the face!
context: I've been searching for the remaining one for quite some time.\I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face! response:	You little tomboy!
context: I shouldve known that you had it, Dr. Ouma.\I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy! response:	I won't let you have it!
context: I'll be taking it now.\To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy!\I won't let you have it! response:	Shu!
context: To do what?\I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy!\I won't let you have it!\Shu! response:	Give it back, Shu.
context: I want to behold it, that mystical and sublime light.\I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy!\I won't let you have it!\Shu!\Give it back, Shu. response:	Do you understand what that is?!
context: I'm quite sure the truth lies beyond that light.\Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy!\I won't let you have it!\Shu!\Give it back, Shu.\Do you understand what that is?! response:	Of course I do, Ayase.
context: Yes, I dare say I would do anything to have it.\Talk until youre blue in the face!\You little tomboy!\I won't let you have it!\Shu!\Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase. response:	Everything started with this.
context: Talk until youre blue in the face!\You little tomboy!\I won't let you have it!\Shu!\Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase.\Everything started with this. response:	I should be the one who bears the burden of this sin.
context: You little tomboy!\I won't let you have it!\Shu!\Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin. response:	No! That's our sin!
context: I won't let you have it!\Shu!\Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin! response:	There won't be a second time, Shu!
context: Shu!\Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu! response:	The Void power will kill you!
context: Give it back, Shu.\Do you understand what that is?!\Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you! response:	Thanks, Mom.
context: Do you understand what that is?!\Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom. response:	Even if we're not really mother and son,
context: Of course I do, Ayase.\Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son, response:	I'm glad I got to be with you.
context: Everything started with this.\I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you. response:	I really feel that way.
context: I should be the one who bears the burden of this sin.\No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way. response:	But you see...
context: No! That's our sin!\There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way.\But you see... response:	This is the one thing I can do.
context: There won't be a second time, Shu!\The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way.\But you see...\This is the one thing I can do. response:	Shu!
context: The Void power will kill you!\Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way.\But you see...\This is the one thing I can do.\Shu! response:	Don't!
context: Thanks, Mom.\Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way.\But you see...\This is the one thing I can do.\Shu!\Don't! response:	Yes, this is it! This, this!
context: Even if we're not really mother and son,\I'm glad I got to be with you.\I really feel that way.\But you see...\This is the one thing I can do.\Shu!\Don't!\Yes, this is it! This, this! response:	No, Shu!
context: I'm glad I got to be with you.\I really feel that way.\But you see...\This is the one thing I can do.\Shu!\Don't!\Yes, this is it! This, this!\No, Shu! response:	I should have known it would be you.
context: I really feel that way.\But you see...\This is the one thing I can do.\Shu!\Don't!\Yes, this is it! This, this!\No, Shu!\I should have known it would be you. response:	I've been running away all this time.
context: But you see...\This is the one thing I can do.\Shu!\Don't!\Yes, this is it! This, this!\No, Shu!\I should have known it would be you.\I've been running away all this time. response:	But right here, right now, I'm going to reveal myself!
context: This is the one thing I can do.\Shu!\Don't!\Yes, this is it! This, this!\No, Shu!\I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself! response:	His right hand!
context: Shu!\Don't!\Yes, this is it! This, this!\No, Shu!\I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand! response:	Shu...
context: Don't!\Yes, this is it! This, this!\No, Shu!\I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand!\Shu... response:	A royal gun salute to mark the king's birth!
context: Yes, this is it! This, this!\No, Shu!\I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand!\Shu...\A royal gun salute to mark the king's birth! response:	I'm sorry, Ayase.
context: No, Shu!\I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand!\Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase. response:	Shu...
context: I should have known it would be you.\I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand!\Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu... response:	No need to hold back! Fire every bullet you've got!
context: I've been running away all this time.\But right here, right now, I'm going to reveal myself!\His right hand!\Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got! response:	Shu...
context: But right here, right now, I'm going to reveal myself!\His right hand!\Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got!\Shu... response:	I know this is selfish and inconsiderate,
context: His right hand!\Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate, response:	but would you let me rely on your powers one last time?
context: Shu...\A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate,\but would you let me rely on your powers one last time? response:	Shu, you...
context: A royal gun salute to mark the king's birth!\I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate,\but would you let me rely on your powers one last time?\Shu, you... response:	Ouma Shu!
context: I'm sorry, Ayase.\Shu...\No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate,\but would you let me rely on your powers one last time?\Shu, you...\Ouma Shu! response:	How about this?
context: Shu...\No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate,\but would you let me rely on your powers one last time?\Shu, you...\Ouma Shu!\How about this? response:	Do you have it in you to kill me?
context: No need to hold back! Fire every bullet you've got!\Shu...\I know this is selfish and inconsiderate,\but would you let me rely on your powers one last time?\Shu, you...\Ouma Shu!\How about this?\Do you have it in you to kill me? response:	I've decided.
