context: Shinonome Institute response:	Nichijou ED
context: Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor nyan! response:	Nyan.
context: Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor nyan!\Nyan. response:	You too, Sakamoto... Look, look!
context: Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look! response:	It's Professor nyan!
context: Nano!\Yes, yes.\Nano!\Look, look!\It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan! response:	It's Professor nyan!
context: Yes, yes.\Nano!\Look, look!\It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan! response:	Professor.
context: Nano!\Look, look!\It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan!\Professor. response:	That's probably... moe!
context: Look, look!\It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan!\Professor.\That's probably... moe! response:	Nyan?
context: It's Professor nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan!\Professor.\That's probably... moe!\Nyan? response:	Nyan!
context: Nyan.\You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan!\Professor.\That's probably... moe!\Nyan?\Nyan! response:	It's Professor nyan!
context: You too, Sakamoto... Look, look!\It's Professor nyan!\It's Professor nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor nyan! response:	It's moe!
context: It's Professor nyan!\It's Professor nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor nyan!\It's moe! response:	It's Professor nyan!
context: It's Professor nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor nyan!\It's moe!\It's Professor nyan! response:	It's moe!
context: Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe! response:	It's Professor nyan!
context: That's probably... moe!\Nyan?\Nyan!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan! response:	It's moe!
context: Nyan?\Nyan!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe! response:	It's Professor nyan nyan!
context: Nyan!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan! response:	It's moe!
context: It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\It's moe! response:	It's Professor nyan!
context: It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\It's moe!\It's Professor nyan! response:	It's moe!
context: It's Professor nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\It's moe!\It's Professor nyan!\It's moe! response:	It's Professor nyan nyan!
context: It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan! response:	The Shinonome household was at peace again today.
context: It's Professor nyan!\It's moe!\It's Professor nyan nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today. response:	Why is the Earth round?
context: It's moe!\It's Professor nyan nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round? response:	Why do rockets fly?
context: It's Professor nyan nyan!\It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly? response:	Why do magnets pull against each other?
context: It's moe!\It's Professor nyan!\It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other? response:	Everything in this world can be proven by science.
context: It's Professor nyan!\It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science. response:	There are things that may be eliminated...
context: It's moe!\It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated... response:	Spiritual phenomena such as a world after death, ghosts and ghost stories.
context: It's Professor nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories. response:	There's no way those kinds of sleep-inducing things could be real!
context: The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real! response:	Because... they can't be.
context: Why is the Earth round?\Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be. response:	In other words...
context: Why do rockets fly?\Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words... response:	I don't believe in spiritualists!
context: Why do magnets pull against each other?\Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words...\I don't believe in spiritualists! response:	Using my day off, I spent 8 hours going one-way to Mt. Osore.
context: Everything in this world can be proven by science.\There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore. response:	Getting closer to the summit, the beating of my heart increases.
context: There are things that may be eliminated...\Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases. response:	I wonder if a spiritualist really exists here.
context: Spiritual phenomena such as a world after death, ghosts and ghost stories.\There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here. response:	If so, where?
context: There's no way those kinds of sleep-inducing things could be real!\Because... they can't be.\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where? response:	I wonder if she would live alone here.
context: Because... they can't be.\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here. response:	Or...
context: In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or... response:	There she is!
context: I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is! response:	A-All right!
context: Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right! response:	Let's have her summon something already.
context: Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already. response:	Excuse me.
context: I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me. response:	Yes.
context: If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes. response:	Um... Please summon some soap!
context: I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap! response:	Ah, OK.
context: Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, OK. response:	Bubble, it's Soap!
context: There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap! response:	What's this sensation of helplessness?
context: A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness? response:	Could it be there's someone called Soap...?
context: Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...? response:	I-It's S-S-Soap.
context: Excuse me.\Yes.\Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap. response:	No, there can't be.
context: Yes.\Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be. response:	What... if I keep asking, then eventually a contradiction point will appear.
context: Um... Please summon some soap!\Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear. response:	I have a question.
context: Ah, OK.\Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question. response:	What's the blood type of Soap?
context: Bubble, it's Soap!\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap? response:	Who knows?
context: What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows? response:	Let's try a simpler person.
context: Could it be there's someone called Soap...?\I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person. response:	Excuse me.
context: I-It's S-S-Soap.\No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me. response:	Nobunaga... please summon Oda Nobunaga!
context: No, there can't be.\What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga! response:	Please give me a break.
context: What... if I keep asking, then eventually a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break. response:	Rejecting me before even trying to summon him?
context: I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him? response:	No, she's old after all.
context: What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all. response:	She has to look after her health.
context: Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health. response:	I shouldn't scold her here.
context: Let's try a simpler person.\Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here. response:	Excuse me.
context: Excuse me.\Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me. response:	Let's go home.
context: Nobunaga... please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home. response:	Scolding people is not for me.
context: Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me. response:	Just by knowing that, I should reap what I've sown.
context: Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown. response:	Oh, Onii-san?
context: No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san? response:	That'll be 5000 yen.
context: She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen. response:	Ok here goes.
context: I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\Ok here goes. response:	Rock Paper Scissors.
context: Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors. response:	W-W-Whoa!
context: Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors.\W-W-Whoa! response:	That's not how you do it Mai-chan, didn't I just explain it?
context: Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it? response:	You have to hit me if you win!
context: Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win! response:	It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.
context: Oh, Onii-san?\That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me. response:	Listen. As I've just explained, when you lose you defend, when you win you hit, OK?
context: That'll be 5000 yen.\Ok here goes.\Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK? response:	Not now! Why did you hit me now!
context: Ok here goes.\Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now! response:	No, it's because I won just then.
context: Rock Paper Scissors.\W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then. response:	It wasn't now was it, it was just then!
context: W-W-Whoa!\That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then! response:	It's the moment! Live for the moment! We're that kind of living thing you know!
context: That's not how you do it Mai-chan, didn't I just explain it?\You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know! response:	OK then, let's do it again.
context: You have to hit me if you win!\It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again. response:	Rock paper scissors.
context: It's amazing, you've got incredible concentration. In a way, it's even more cruel than hitting me.\Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors. response:	You have zero motivation to play!?
context: Listen. As I've just explained, when you lose you defend, when you win you hit, OK?\Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!? response:	You are a clown!
context: Not now! Why did you hit me now!\No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!?\You are a clown! response:	How much of a clown can you be?!
context: No, it's because I won just then.\It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!?\You are a clown!\How much of a clown can you be?! response:	In my mind... something is coming.
context: It wasn't now was it, it was just then!\It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!?\You are a clown!\How much of a clown can you be?!\In my mind... something is coming. response:	Ah, hold on Mai-chan.
context: It's the moment! Live for the moment! We're that kind of living thing you know!\OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!?\You are a clown!\How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan. response:	There it is.
context: OK then, let's do it again.\Rock paper scissors.\You have zero motivation to play!?\You are a clown!\How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan.\There it is. response:	Mai-chan, w-what's with that?
context: Rock paper scissors.\You have zero motivation to play!?\You are a clown!\How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that? response:	I carved it.
context: You have zero motivation to play!?\You are a clown!\How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it. response:	Thank god! I thought it had been reincarnated!
context: You are a clown!\How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated! response:	I will put this here.
context: How much of a clown can you be?!\In my mind... something is coming.\Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated!\I will put this here. response:	Somehow, she looks really happy.
context: In my mind... something is coming.\Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy. response:	Ah well that doesn't matter, let's start.
context: Ah, hold on Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start. response:	OK, rock paper scissors.
context: There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors. response:	Ma-Mai-chan. That's...
context: Mai-chan, w-what's with that?\I carved it.\Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's... response:	No way, such a brutal...
context: I carved it.\Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal... response:	Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.
context: Thank god! I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count. response:	Also, hitting with the Buddha doesn't count either.
context: I will put this here.\Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either. response:	OK, let's do it again.
context: Somehow, she looks really happy.\Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again. response:	First comes rock -
context: Ah well that doesn't matter, let's start.\OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock - response:	Rock paper scissors.
context: OK, rock paper scissors.\Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock -\Rock paper scissors. response:	Mai-chan...
context: Ma-Mai-chan. That's...\No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock -\Rock paper scissors.\Mai-chan... response:	That, that! That's it Mai-chan.
context: No way, such a brutal...\Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock -\Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan. response:	See, you can do it if you try!
context: Seriously, Mai-chan, that doesn't count, that doesn't count. Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock -\Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try! response:	Ok, let's do the next one.
context: Also, hitting with the Buddha doesn't count either.\OK, let's do it again.\First comes rock -\Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one. response:	First comes rock -
context: OK, let's do it again.\First comes rock -\Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one.\First comes rock - response:	God is dead!
context: First comes rock -\Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one.\First comes rock -\God is dead! response:	God has died.
context: Rock paper scissors.\Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one.\First comes rock -\God is dead!\God has died. response:	Hey, why did you hit me?! You did it properly just now!
context: Mai-chan...\That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now! response:	How do I say it, because I don't want to play.
context: That, that! That's it Mai-chan.\See, you can do it if you try!\Ok, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play. response:	Can I take a look at your Maitreya?
context: See, you can do it if you try!\Ok, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya? response:	Sure.
context: Ok, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure. response:	Then, I'll be going to the library to return the books!
context: First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books! response:	Make sure you look after the house, OK?
context: God is dead!\God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK? response:	Yes!
context: God has died.\Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes! response:	I wonder why Nano's daruma only has one eye...
context: Hey, why did you hit me?! You did it properly just now!\How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye... response:	That's it! If I give it another eye I might get praised!
context: How do I say it, because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised! response:	She might say'it's OK to eat as many snacks as you like'!
context: Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'! response:	I might've made a mistake...
context: Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake... response:	It's Nano's, so what do I do...
context: Then, I'll be going to the library to return the books!\Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do... response:	Oh! She might get mad at me!
context: Make sure you look after the house, OK?\Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do...\Oh! She might get mad at me! response:	You won't get any snacks for a long time!
context: Yes!\I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do...\Oh! She might get mad at me!\You won't get any snacks for a long time! response:	Um... here... and here...
context: I wonder why Nano's daruma only has one eye...\That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do...\Oh! She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here... response:	What are you doing?
context: That's it! If I give it another eye I might get praised!\She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do...\Oh! She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing? response:	S-Sakamoto, what should I do? This...
context: She might say'it's OK to eat as many snacks as you like'!\I might've made a mistake...\It's Nano's, so what do I do...\Oh! She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This... response:	What's this? What were you doing!?
