context: Brother! response:	You're here again?
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	86th Annual
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual response:	Oraga
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\Oraga response:	Here it is, the Oraga Festival!
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\Oraga\Here it is, the Oraga Festival! response:	The Oraga Festival is one of the Sweats Club's most vital events.
context: 86th Annual\86th Annual\86th Annual\86th Annual\86th Annual\Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events. response:	The Oraga Festival?
context: 86th Annual\86th Annual\86th Annual\86th Annual\Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival? response:	It's an arts festival!
context: 86th Annual\86th Annual\86th Annual\Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival! response:	It's where all the classes and clubs get to show off their school activities to the public.
context: 86th Annual\86th Annual\Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public. response:	It's basically like a school fair.
context: 86th Annual\Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair. response:	Oh, a school fair!
context: Oraga\Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair! response:	So that's why they have all the food stalls and such.
context: Here it is, the Oraga Festival!\The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such. response:	So what will the Sweats Club be doing?
context: The Oraga Festival is one of the Sweats Club's most vital events.\The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing? response:	Wh-What?
context: The Oraga Festival?\It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What? response:	Are you okay with just sitting around like this?
context: It's an arts festival!\It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this? response:	'Cos I'm sure as hell not!
context: It's where all the classes and clubs get to show off their school activities to the public.\It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not! response:	You with me?
context: It's basically like a school fair.\Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me? response:	You guys...
context: Oh, a school fair!\So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me?\You guys... response:	Tell me, what else can we do?
context: So that's why they have all the food stalls and such.\So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me?\You guys...\Tell me, what else can we do? response:	Like I said, take the Vox and...
context: So what will the Sweats Club be doing?\Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me?\You guys...\Tell me, what else can we do?\Like I said, take the Vox and... response:	Except we all lost.
context: Wh-What?\Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me?\You guys...\Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost. response:	The three of us were undefeated back at the Academy,
context: Are you okay with just sitting around like this?\'Cos I'm sure as hell not!\You with me?\You guys...\Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy, response:	and yet we still lost.
context: 'Cos I'm sure as hell not!\You with me?\You guys...\Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost. response:	So we're supposed to just sit down and shut up?
context: You with me?\You guys...\Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up? response:	Then we really are nothing more than Villagiulio's lackeys!
context: You guys...\Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys! response:	I'm not staying put just because Villagiulio told us to.
context: Tell me, what else can we do?\Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to. response:	Huh?
context: Like I said, take the Vox and...\Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh? response:	Izo...
context: Except we all lost.\The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh?\Izo... response:	Tell me, just how do you plan to fight the Vox?
context: The three of us were undefeated back at the Academy,\and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh?\Izo...\Tell me, just how do you plan to fight the Vox? response:	Huh? Well, that's...
context: and yet we still lost.\So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh?\Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's... response:	Our fighting style is not effective
context: So we're supposed to just sit down and shut up?\Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh?\Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective response:	against Kyono Madoka, Vox Aura's pilot.
context: Then we really are nothing more than Villagiulio's lackeys!\I'm not staying put just because Villagiulio told us to.\Huh?\Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot. response:	I've crossed swords with her,
context: I'm not staying put just because Villagiulio told us to.\Huh?\Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her, response:	so I know.
context: Huh?\Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know. response:	I sense a mysterious strength in that girl.
context: Izo...\Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl. response:	Just like Yurikano.
context: Tell me, just how do you plan to fight the Vox?\Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl.\Just like Yurikano. response:	Don't compare her to Yurikano!
context: Huh? Well, that's...\Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano! response:	However, the chairman of Novumundus
context: Our fighting style is not effective\against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus response:	prohibited Kyono Madoka from piloting the Vox.
context: against Kyono Madoka, Vox Aura's pilot.\I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox. response:	That's because she's already in dangerous territory.
context: I've crossed swords with her,\so I know.\I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory. response:	What's that supposed to mean?
context: so I know.\I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean? response:	They fear that, like Yurikano,
context: I sense a mysterious strength in that girl.\Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano, response:	she might trigger something equivalent to the Tragedy of Militia Zodia.
context: Just like Yurikano.\Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia. response:	Running headfirst into battle isn't the only way to fight.
context: Don't compare her to Yurikano!\However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight. response:	Let's bide our time and wait for the right moment to strike.
context: However, the chairman of Novumundus\prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike. response:	Damn it!
context: prohibited Kyono Madoka from piloting the Vox.\That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it! response:	86th Annual Kamo Girls' Oraga Arts Festival
context: That's because she's already in dangerous territory.\What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival response:	86th Annual Kamo Girls' Oraga Arts Festival
context: What's that supposed to mean?\They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival response:	We've done nothing but odd jobs...
context: They fear that, like Yurikano,\she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs... response:	Nothing wrong with odd jobs.
context: she might trigger something equivalent to the Tragedy of Militia Zodia.\Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs. response:	It's the duty of the Sweats Club
context: Running headfirst into battle isn't the only way to fight.\Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club response:	to have fun while completing the tasks with which we're charged!
context: Let's bide our time and wait for the right moment to strike.\Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged! response:	Madoka,
context: Damn it!\86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka, response:	you really don't mind about Midori?
context: 86th Annual Kamo Girls' Oraga Arts Festival\86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori? response:	What brought that up?
context: 86th Annual Kamo Girls' Oraga Arts Festival\We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori?\What brought that up? response:	No point stressing out about it.
context: We've done nothing but odd jobs...\Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori?\What brought that up?\No point stressing out about it. response:	After all, she's been locked away.
context: Nothing wrong with odd jobs.\It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori?\What brought that up?\No point stressing out about it.\After all, she's been locked away. response:	That chairman isn't the type to change her mind.
context: It's the duty of the Sweats Club\to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori?\What brought that up?\No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind. response:	You know that best, right, Lan?
context: to have fun while completing the tasks with which we're charged!\Madoka,\you really don't mind about Midori?\What brought that up?\No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan? response:	Woof...
context: Madoka,\you really don't mind about Midori?\What brought that up?\No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof... response:	The Rokumonsen Of Death
context: you really don't mind about Midori?\What brought that up?\No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof...\The Rokumonsen Of Death response:	Say, can you pass me that green paint?
context: What brought that up?\No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint? response:	Pardon me!
context: No point stressing out about it.\After all, she's been locked away.\That chairman isn't the type to change her mind.\You know that best, right, Lan?\Woof...\The Rokumonsen Of Death\Say, can you pass me that green paint?\Pardon me! response:	Together!
