context: Party is over response:	But I still wanna dance
context: There's some for you guys, too.\Potato gruel. Eat up.\T-Thanks.\You need help?\Nah, you watch over your guy.\I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh. response:	Even though you cried like a baby over your guy.
context: Potato gruel. Eat up.\T-Thanks.\You need help?\Nah, you watch over your guy.\I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy. response:	I did not! Not even a drop.
context: T-Thanks.\You need help?\Nah, you watch over your guy.\I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop. response:	Shh, you'll wake Sis Mio.
context: You need help?\Nah, you watch over your guy.\I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio. response:	Sorry, but why is she sleeping now?
context: Nah, you watch over your guy.\I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now? response:	Because she works during the night.
context: I can't just sit here and do nothing in return.\At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night. response:	The Sakai army can't say when the war might start up.
context: At least let me work for how much you feed us.\You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up. response:	So somebody has to serve them all through the night.
context: You're a good guy, huh.\Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night. response:	Besides, the pay is better during the night.
context: Even though you cried like a baby over your guy.\I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night. response:	Sis Mio works hard, so she even gets food.
context: I did not! Not even a drop.\Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food. response:	So we have to let her sleep during the day.
context: Shh, you'll wake Sis Mio.\Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day. response:	You're a pretty good guy too, huh.
context: Sorry, but why is she sleeping now?\Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh. response:	Where are you off to, Priest?
context: Because she works during the night.\The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest? response:	I'm going to look for a path where we can avoid the battlefield.
context: The Sakai army can't say when the war might start up.\So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield. response:	I won't be gone long.
context: So somebody has to serve them all through the night.\Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long. response:	But if I don't return, it means I've found some little path to sneak out of.
context: Besides, the pay is better during the night.\Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of. response:	Okay.
context: Sis Mio works hard, so she even gets food.\So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay. response:	Huh? He's not with you guys?
context: So we have to let her sleep during the day.\You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys? response:	We just meet sometimes. He's weird.
context: You're a pretty good guy too, huh.\Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird. response:	I wonder if there's going to be another war.
context: Where are you off to, Priest?\I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war. response:	Who knows?
context: I'm going to look for a path where we can avoid the battlefield.\I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows? response:	I guess we can't stay here either. Damn.
context: I won't be gone long.\But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn. response:	Sakai's army at the border hasn't made a move. It's a deadlock.
context: But if I don't return, it means I've found some little path to sneak out of.\Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock. response:	If this lasts any longer, we'll have to send more provisions.
context: Okay.\Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions. response:	We must have enough for that.
context: Huh? He's not with you guys?\We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that. response:	Yes, but...
context: We just meet sometimes. He's weird.\I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but... response:	It hasn't rained for almost a month now.
context: I wonder if there's going to be another war.\Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but...\It hasn't rained for almost a month now. response:	It's uncommon to be so dry during this season.
context: Who knows?\I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season. response:	We should store up, just in case.
context: I guess we can't stay here either. Damn.\Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case. response:	There will be no bad harvests on my land.
context: Sakai's army at the border hasn't made a move. It's a deadlock.\If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land. response:	Sir...
context: If this lasts any longer, we'll have to send more provisions.\We must have enough for that.\Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land.\Sir... response:	How can you be so sure?
context: We must have enough for that.\Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land.\Sir...\How can you be so sure? response:	My lady.
context: Yes, but...\It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land.\Sir...\How can you be so sure?\My lady. response:	Trouble with Lord Sakai, and now this drought.
context: It hasn't rained for almost a month now.\It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land.\Sir...\How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought. response:	We had a landslide this year, too.
context: It's uncommon to be so dry during this season.\We should store up, just in case.\There will be no bad harvests on my land.\Sir...\How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too. response:	It's like we've gone back to the past.
context: We should store up, just in case.\There will be no bad harvests on my land.\Sir...\How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past. response:	What are you saying?
context: There will be no bad harvests on my land.\Sir...\How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying? response:	You, I, this domain. We all sit atop a small cornerstone.
context: Sir...\How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone. response:	Please do not forget that.
context: How can you be so sure?\My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that. response:	It could crumble and fall any day.
context: My lady.\Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day. response:	The hell with Sakai.
context: Trouble with Lord Sakai, and now this drought.\We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day.\The hell with Sakai. response:	-Take care of matters quickly. -Yes, my lord.
context: We had a landslide this year, too.\It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord. response:	Go, go, go!
context: It's like we've gone back to the past.\What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go! response:	Swish, swish!
context: What are you saying?\You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish! response:	Kids.
context: You, I, this domain. We all sit atop a small cornerstone.\Please do not forget that.\It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish!\Kids. response:	Stop giggling and help out.
context: Please do not forget that.\It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish!\Kids.\Stop giggling and help out. response:	Hyakkimaru, how are you feeling?
context: It could crumble and fall any day.\The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish!\Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling? response:	You still have a fever.
context: The hell with Sakai.\-Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish!\Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever. response:	I'll get you some medicine tonight.
context: -Take care of matters quickly. -Yes, my lord.\Go, go, go!\Swish, swish!\Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight. response:	I'm sure Lord Sakai's army has some.
context: Go, go, go!\Swish, swish!\Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some. response:	I'll be going to work then.
context: Swish, swish!\Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then. response:	Supper will be ready in a bit.
context: Kids.\Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit. response:	Pick a red flower
context: Stop giggling and help out.\Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower response:	To give to her
context: Hyakkimaru, how are you feeling?\You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower\To give to her response:	In her hair
context: You still have a fever.\I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower\To give to her\In her hair response:	You...
context: I'll get you some medicine tonight.\I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower\To give to her\In her hair\You... response:	You creatures know the safe paths better than us humans.
context: I'm sure Lord Sakai's army has some.\I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower\To give to her\In her hair\You...\You creatures know the safe paths better than us humans. response:	This way, then.
context: I'll be going to work then.\Supper will be ready in a bit.\Pick a red flower\To give to her\In her hair\You...\You creatures know the safe paths better than us humans.\This way, then. response:	This is quite a nice place.
context: Supper will be ready in a bit.\Pick a red flower\To give to her\In her hair\You...\You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place. response:	What are you doing out here?
context: Pick a red flower\To give to her\In her hair\You...\You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place.\What are you doing out here? response:	Medicine? Don't worry, here.
context: To give to her\In her hair\You...\You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here. response:	I'll brew it for you.
context: In her hair\You...\You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you. response:	How strange. It feels like you can see.
context: You...\You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see. response:	Down deep inside of me.
context: You creatures know the safe paths better than us humans.\This way, then.\This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me. response:	He can. He sees the color of your soul.
context: This way, then.\This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul. response:	Don't you leave like that.
context: This is quite a nice place.\What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that. response:	You scared me.
context: What are you doing out here?\Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that.\You scared me. response:	Color of the soul?
context: Medicine? Don't worry, here.\I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that.\You scared me.\Color of the soul? response:	Yeah, I don't get it very much either.
context: I'll brew it for you.\How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that.\You scared me.\Color of the soul?\Yeah, I don't get it very much either. response:	But he can see the colors of the souls of living things.
context: How strange. It feels like you can see.\Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that.\You scared me.\Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things. response:	Not just people. Grass, trees, animals. He can find ghouls easily, too.
context: Down deep inside of me.\He can. He sees the color of your soul.\Don't you leave like that.\You scared me.\Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too. response:	I bet they've got a really gross color.
context: He can. He sees the color of your soul.\Don't you leave like that.\You scared me.\Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color. response:	I see...
context: Don't you leave like that.\You scared me.\Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see... response:	What?
context: You scared me.\Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see...\What? response:	Maybe he wants to hear you sing.
context: Color of the soul?\Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see...\What?\Maybe he wants to hear you sing. response:	Sing?
context: Yeah, I don't get it very much either.\But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see...\What?\Maybe he wants to hear you sing.\Sing? response:	Seems like your song doesn't bother him.
context: But he can see the colors of the souls of living things.\Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see...\What?\Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him. response:	Hey! If he listens to you sing, he'll get used to sound.
context: Not just people. Grass, trees, animals. He can find ghouls easily, too.\I bet they've got a really gross color.\I see...\What?\Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound. response:	He's like a hurt beast in a cave right now.
context: I bet they've got a really gross color.\I see...\What?\Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now. response:	Draw him out of it with your song.
context: I see...\What?\Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song. response:	My song isn't that great...
context: What?\Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great... response:	Okay then.
context: Maybe he wants to hear you sing.\Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great...\Okay then. response:	Pick a red flower
context: Sing?\Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great...\Okay then.\Pick a red flower response:	To give to her
context: Seems like your song doesn't bother him.\Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great...\Okay then.\Pick a red flower\To give to her response:	In her hair
context: Hey! If he listens to you sing, he'll get used to sound.\He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great...\Okay then.\Pick a red flower\To give to her\In her hair response:	I will put the flower
context: He's like a hurt beast in a cave right now.\Draw him out of it with your song.\My song isn't that great...\Okay then.\Pick a red flower\To give to her\In her hair\I will put the flower response:	Oh, the priest.
context: Draw him out of it with your song.\My song isn't that great...\Okay then.\Pick a red flower\To give to her\In her hair\I will put the flower\Oh, the priest. response:	No paths out?
context: My song isn't that great...\Okay then.\Pick a red flower\To give to her\In her hair\I will put the flower\Oh, the priest.\No paths out? response:	Nah, I have some good news and some bad news.
context: Okay then.\Pick a red flower\To give to her\In her hair\I will put the flower\Oh, the priest.\No paths out?\Nah, I have some good news and some bad news. response:	Sound like a great place!
context: Pick a red flower\To give to her\In her hair\I will put the flower\Oh, the priest.\No paths out?\Nah, I have some good news and some bad news.\Sound like a great place! response:	You'll be safe there even if a war starts.
context: To give to her\In her hair\I will put the flower\Oh, the priest.\No paths out?\Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts. response:	I licked the soil, and it seemed good.
context: In her hair\I will put the flower\Oh, the priest.\No paths out?\Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good. response:	Let's go, Sis Mio. Let's live there.
context: I will put the flower\Oh, the priest.\No paths out?\Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there. response:	Yes...
context: Oh, the priest.\No paths out?\Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes... response:	But not so fast.
context: No paths out?\Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes...\But not so fast. response:	Something already owns that land.
context: Nah, I have some good news and some bad news.\Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes...\But not so fast.\Something already owns that land. response:	But you said it was a vacant lot.
context: Sound like a great place!\You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes...\But not so fast.\Something already owns that land.\But you said it was a vacant lot. response:	A demon.
context: You'll be safe there even if a war starts.\I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes...\But not so fast.\Something already owns that land.\But you said it was a vacant lot.\A demon. response:	It's not something we want to mess with lightly.
context: I licked the soil, and it seemed good.\Let's go, Sis Mio. Let's live there.\Yes...\But not so fast.\Something already owns that land.\But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly. response:	Aww, man.
context: Let's go, Sis Mio. Let's live there.\Yes...\But not so fast.\Something already owns that land.\But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly.\Aww, man. response:	You mean, a ghoul?
context: Yes...\But not so fast.\Something already owns that land.\But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul? response:	It's way stronger than just any old ghoul.
context: But not so fast.\Something already owns that land.\But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul. response:	I see.
context: Something already owns that land.\But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul.\I see. response:	Hey, you're not going out there to get it, are you?
context: But you said it was a vacant lot.\A demon.\It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you? response:	Wait, you can't with that injury.
context: A demon.\It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury. response:	Priest!
context: It's not something we want to mess with lightly.\Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest! response:	Though I told you knowing you'd go there,
context: Aww, man.\You mean, a ghoul?\It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there, response:	I didn't think you'd go before your wounds are healed.
context: You mean, a ghoul?\It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed. response:	You just can't wait, huh?
context: It's way stronger than just any old ghoul.\I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh? response:	Priest, take care of him for me!
context: I see.\Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me! response:	I'll try harder, too.
context: Hey, you're not going out there to get it, are you?\Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too. response:	We really must watch over him.
context: Wait, you can't with that injury.\Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too.\We really must watch over him. response:	You're going to work for the enemy, too?
context: Priest!\Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too? response:	You mean, you're going to work for both sides?
context: Though I told you knowing you'd go there,\I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides? response:	Yes, starting tonight.
context: I didn't think you'd go before your wounds are healed.\You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight. response:	That's too dangerous.
context: You just can't wait, huh?\Priest, take care of him for me!\I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous. response:	Yeah, it's hard enough on you already.
context: Priest, take care of him for me!\I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already. response:	But we need to get ready to move to the new place.
context: I'll try harder, too.\We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place. response:	We can't live on an empty lot.
context: We really must watch over him.\You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot. response:	Yeah, but...
context: You're going to work for the enemy, too?\You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but... response:	Don't worry. War took a lot from us, so let's get it back.
context: You mean, you're going to work for both sides?\Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back. response:	Sis Mio...
context: Yes, starting tonight.\That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio... response:	I should rest up while I can.
context: That's too dangerous.\Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can. response:	Goodnight, then.
context: Yeah, it's hard enough on you already.\But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can.\Goodnight, then. response:	Yeah.
context: But we need to get ready to move to the new place.\We can't live on an empty lot.\Yeah, but...\Don't worry. War took a lot from us, so let's get it back.\Sis Mio...\I should rest up while I can.\Goodnight, then.\Yeah. response:	Sis Mio's really stubborn when she wants to be.
