context: The blue sky! The sparkling sun! response:	Summer vacation is finally here for us girls!
context: Oh, it came on. Sorry for disturbing you. Dinner is ready.\Honestly!\Usagi!\But her neck snaked out and...\That's enough!\I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?! response:	Wait!
context: Honestly!\Usagi!\But her neck snaked out and...\That's enough!\I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?!\Wait! response:	They are such raucous girls.
context: Usagi!\But her neck snaked out and...\That's enough!\I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?!\Wait!\They are such raucous girls. response:	But they seem like nice people.
context: But her neck snaked out and...\That's enough!\I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?!\Wait!\They are such raucous girls.\But they seem like nice people. response:	Sakiko, stay away from those frivolous girls! Understood?!
context: That's enough!\I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?!\Wait!\They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?! response:	Yes, Father.
context: I'm sorry! Ami, help me!\No, Usagi, I'm not helping you out anymore!\Why not?!\Wait!\They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father. response:	How about a second helping?
context: No, Usagi, I'm not helping you out anymore!\Why not?!\Wait!\They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping? response:	No, thank you. I'm already full.
context: Why not?!\Wait!\They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping?\No, thank you. I'm already full. response:	How about some dessert?
context: Wait!\They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping?\No, thank you. I'm already full.\How about some dessert? response:	I don't want any!
context: They are such raucous girls.\But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping?\No, thank you. I'm already full.\How about some dessert?\I don't want any! response:	Rei, you idiot! Why did you book a pension like this?!
context: But they seem like nice people.\Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping?\No, thank you. I'm already full.\How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?! response:	Because this place is incredibly cheap!
context: Sakiko, stay away from those frivolous girls! Understood?!\Yes, Father.\How about a second helping?\No, thank you. I'm already full.\How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap! response:	But the cooking is good
context: Yes, Father.\How about a second helping?\No, thank you. I'm already full.\How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good response:	and the costumes of the employees here are fun.
context: How about a second helping?\No, thank you. I'm already full.\How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun. response:	Thank you.
context: No, thank you. I'm already full.\How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun.\Thank you. response:	Those two are our selling points.
context: How about some dessert?\I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun.\Thank you.\Those two are our selling points. response:	What?!
context: I don't want any!\Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun.\Thank you.\Those two are our selling points.\What?! response:	Not again!
context: Rei, you idiot! Why did you book a pension like this?!\Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun.\Thank you.\Those two are our selling points.\What?!\Not again! response:	I don't like this! It's creepy!
context: Because this place is incredibly cheap!\But the cooking is good\and the costumes of the employees here are fun.\Thank you.\Those two are our selling points.\What?!\Not again!\I don't like this! It's creepy! response:	Is the owner crying?
context: But the cooking is good\and the costumes of the employees here are fun.\Thank you.\Those two are our selling points.\What?!\Not again!\I don't like this! It's creepy!\Is the owner crying? response:	It is not me.
context: and the costumes of the employees here are fun.\Thank you.\Those two are our selling points.\What?!\Not again!\I don't like this! It's creepy!\Is the owner crying?\It is not me. response:	That was scary!
context: Thank you.\Those two are our selling points.\What?!\Not again!\I don't like this! It's creepy!\Is the owner crying?\It is not me.\That was scary! response:	Who's there?
context: Those two are our selling points.\What?!\Not again!\I don't like this! It's creepy!\Is the owner crying?\It is not me.\That was scary!\Who's there? response:	What was that?
context: What?!\Not again!\I don't like this! It's creepy!\Is the owner crying?\It is not me.\That was scary!\Who's there?\What was that? response:	We didn't see anything!
context: Not again!\I don't like this! It's creepy!\Is the owner crying?\It is not me.\That was scary!\Who's there?\What was that?\We didn't see anything! response:	Of course, not. It's just our eyes playing tricks on us.
context: I don't like this! It's creepy!\Is the owner crying?\It is not me.\That was scary!\Who's there?\What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us. response:	Could it be a monster?
context: Is the owner crying?\It is not me.\That was scary!\Who's there?\What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster? response:	I don't feel any monster aura.
context: It is not me.\That was scary!\Who's there?\What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura. response:	But I did feel some kind of strong power.
context: That was scary!\Who's there?\What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power. response:	Good girl. You're a good girl. You are a very good girl.
context: Who's there?\What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl. response:	Sleep. Go to sleep.
context: What was that?\We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep. response:	Good. Good girl. Go to sleep.
context: We didn't see anything!\Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep. response:	Sleep, sleep.
context: Of course, not. It's just our eyes playing tricks on us.\Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep. response:	Good. And now, you'll slowly, very slowly wake up.
context: Could it be a monster?\I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up. response:	Slowly, very slowly.
context: I don't feel any monster aura.\But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly. response:	Woohoo!
context: But I did feel some kind of strong power.\Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo! response:	The blue ocean!
context: Good girl. You're a good girl. You are a very good girl.\Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo!\The blue ocean! response:	Wow! It feels so good!
context: Sleep. Go to sleep.\Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo!\The blue ocean!\Wow! It feels so good! response:	It makes yesterday's commotion seem like it never happened.
context: Good. Good girl. Go to sleep.\Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo!\The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened. response:	I know, it feels so good.
context: Sleep, sleep.\Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo!\The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good. response:	But you know...
context: Good. And now, you'll slowly, very slowly wake up.\Slowly, very slowly.\Woohoo!\The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know... response:	I know.
context: Slowly, very slowly.\Woohoo!\The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know...\I know. response:	This is definitely a private beach, but...
context: Woohoo!\The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know...\I know.\This is definitely a private beach, but... response:	If it's because people avoid coming here...
context: The blue ocean!\Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know...\I know.\This is definitely a private beach, but...\If it's because people avoid coming here... response:	The silhouette of a ship sailing off the coast.
context: Wow! It feels so good!\It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know...\I know.\This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast. response:	A flock of seagulls flying.
context: It makes yesterday's commotion seem like it never happened.\I know, it feels so good.\But you know...\I know.\This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying. response:	Where are the white yachts? Where are the cool guys?
context: I know, it feels so good.\But you know...\I know.\This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys? response:	Who cares about the ocean?! Who cares about the ocean?!
context: But you know...\I know.\This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?! response:	But, I'll have fun anyway!
context: I know.\This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway! response:	She's so happy-go-lucky.
context: This is definitely a private beach, but...\If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky. response:	Math II
context: If it's because people avoid coming here...\The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky.\Math II response:	Math II Oh, that girl named Sakiko
context: The silhouette of a ship sailing off the coast.\A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko response:	Math II didn't come out of her room this morning either.
context: A flock of seagulls flying.\Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either. response:	Didn't come out of her room this morning either.
context: Where are the white yachts? Where are the cool guys?\Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either. response:	Now that you mention it...
context: Who cares about the ocean?! Who cares about the ocean?!\But, I'll have fun anyway!\She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it... response:	Ami, you brought your text books with you?!
context: But, I'll have fun anyway!\She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?! response:	Yes.
context: She's so happy-go-lucky.\Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?!\Yes. response:	Oh!
context: Math II\Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?!\Yes.\Oh! response:	Ami! Youth is a priceless thing that you only have once!
context: Math II Oh, that girl named Sakiko\Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?!\Yes.\Oh!\Ami! Youth is a priceless thing that you only have once! response:	Studying is important, but you have to play when it's time to play!
context: Math II didn't come out of her room this morning either.\Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?!\Yes.\Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play! response:	I think it's important to create nice memories that way!
context: Didn't come out of her room this morning either.\Now that you mention it...\Ami, you brought your text books with you?!\Yes.\Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way! response:	Usagi...
context: Now that you mention it...\Ami, you brought your text books with you?!\Yes.\Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi... response:	Usagi is actually saying something reasonable.
context: Ami, you brought your text books with you?!\Yes.\Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable. response:	Okay, I understand. Usagi, let's have lots of fun!
context: Yes.\Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun! response:	Yeah! That's what I want to hear!
context: Oh!\Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear! response:	Here!
context: Ami! Youth is a priceless thing that you only have once!\Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here! response:	Here!
context: Studying is important, but you have to play when it's time to play!\I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here!\Here! response:	Okay!
context: I think it's important to create nice memories that way!\Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here!\Here!\Okay! response:	Ouch!
context: Usagi...\Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here!\Here!\Okay!\Ouch! response:	Oh... Here!
context: Usagi is actually saying something reasonable.\Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here!\Here!\Okay!\Ouch!\Oh... Here! response:	Ouch! Both of you are so mean!
context: Okay, I understand. Usagi, let's have lots of fun!\Yeah! That's what I want to hear!\Here!\Here!\Okay!\Ouch!\Oh... Here!\Ouch! Both of you are so mean! response:	Hey! Wait!
context: Yeah! That's what I want to hear!\Here!\Here!\Okay!\Ouch!\Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait! response:	It's night again. I'm scared.
context: Here!\Here!\Okay!\Ouch!\Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared. response:	Luna, you're there, aren't you? Luna?!
context: Here!\Okay!\Ouch!\Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?! response:	I'm here! How many times do I have to tell you?!
context: Okay!\Ouch!\Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?! response:	But I'm scared!
context: Ouch!\Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared! response:	Begone, Evil Spirit Begone, evil spirits!
context: Oh... Here!\Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits! response:	Begone, Evil Spirit Begone, evil spirits!
context: Ouch! Both of you are so mean!\Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits! response:	Now, no one will disturb us at dinner!
context: Hey! Wait!\It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner! response:	But that was no ghost. It was a stronger, more tangible power.
context: It's night again. I'm scared.\Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power. response:	Let's just do it.
context: Luna, you're there, aren't you? Luna?!\I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it. response:	What?
context: I'm here! How many times do I have to tell you?!\But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What? response:	I'll go crazy if things like this keep happening everyday.
context: But I'm scared!\Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What?\I'll go crazy if things like this keep happening everyday. response:	We have no choice, but to do it.
context: Begone, Evil Spirit Begone, evil spirits!\Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it. response:	I agree, but we can never let those girls find out.
context: Begone, Evil Spirit Begone, evil spirits!\Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out. response:	Right!
context: Now, no one will disturb us at dinner!\But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right! response:	Oh?
context: But that was no ghost. It was a stronger, more tangible power.\Let's just do it.\What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right!\Oh? response:	Sakiko.
context: Let's just do it.\What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right!\Oh?\Sakiko. response:	Huh? Oh, Miss Ami.
context: What?\I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right!\Oh?\Sakiko.\Huh? Oh, Miss Ami. response:	Oh, my. And I hadn't even introduced myself yet.
context: I'll go crazy if things like this keep happening everyday.\We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right!\Oh?\Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet. response:	I was watching you from here all afternoon.
context: We have no choice, but to do it.\I agree, but we can never let those girls find out.\Right!\Oh?\Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon. response:	Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.
context: I agree, but we can never let those girls find out.\Right!\Oh?\Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna. response:	Sakiko, are you Ionely?
context: Right!\Oh?\Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely? response:	Cheer up! You remind me of how I was not so long ago.
context: Oh?\Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago. response:	Because you're all by yourself.
context: Sakiko.\Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself. response:	I know! The best thing to do is to become friends with Usagi!
context: Huh? Oh, Miss Ami.\Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi! response:	She'll cheer you right up!
context: Oh, my. And I hadn't even introduced myself yet.\I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up! response:	But I...
context: I was watching you from here all afternoon.\Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I... response:	It's okay!
context: Ladylike Rei, slightly clumsy Usagi, and the cat, Luna.\Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I...\It's okay! response:	Sakiko!
context: Sakiko, are you Ionely?\Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I...\It's okay!\Sakiko! response:	How many times have I told you not to talk to strangers?!
context: Cheer up! You remind me of how I was not so long ago.\Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I...\It's okay!\Sakiko!\How many times have I told you not to talk to strangers?! response:	Father...
context: Because you're all by yourself.\I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I...\It's okay!\Sakiko!\How many times have I told you not to talk to strangers?!\Father... response:	Excuse me.
context: I know! The best thing to do is to become friends with Usagi!\She'll cheer you right up!\But I...\It's okay!\Sakiko!\How many times have I told you not to talk to strangers?!\Father...\Excuse me. response:	You girls should get out of here quickly!
context: She'll cheer you right up!\But I...\It's okay!\Sakiko!\How many times have I told you not to talk to strangers?!\Father...\Excuse me.\You girls should get out of here quickly! response:	That is, if you do not want to be in more frightening situations.
context: But I...\It's okay!\Sakiko!\How many times have I told you not to talk to strangers?!\Father...\Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations. response:	What?
context: It's okay!\Sakiko!\How many times have I told you not to talk to strangers?!\Father...\Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What? response:	Father! Ow! Father, that hurts!
context: Sakiko!\How many times have I told you not to talk to strangers?!\Father...\Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts! response:	Father!
context: How many times have I told you not to talk to strangers?!\Father...\Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts!\Father! response:	Ami and her friends are nice people!
context: Father...\Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people! response:	I was so close to becoming friends with them!
context: Excuse me.\You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people!\I was so close to becoming friends with them! response:	Shut up!
context: You girls should get out of here quickly!\That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up! response:	Sakiko, you have a strong psychic power.
context: That is, if you do not want to be in more frightening situations.\What?\Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power. response:	Learn to master that power!
context: What?\Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power! response:	No, I can't!
context: Father! Ow! Father, that hurts!\Father!\Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't! response:	Then just let me take care of it.
context: Father!\Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't!\Then just let me take care of it. response:	Your power has improved quite a bit, thanks to my hypnosis.
context: Ami and her friends are nice people!\I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis. response:	Or are you saying you won't listen to your father, your only parent?!
context: I was so close to becoming friends with them!\Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?! response:	Father...
context: Shut up!\Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father... response:	Now, focus on this coin, Sakiko.
context: Sakiko, you have a strong psychic power.\Learn to master that power!\No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko. response:	Focus your attention on this coin!
context: Learn to master that power!\No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin! response:	All those people laughed and said our psychic powers were fake.
context: No, I can't!\Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake. response:	Now, show them your incredible power!
context: Then just let me take care of it.\Your power has improved quite a bit, thanks to my hypnosis.\Or are you saying you won't listen to your father, your only parent?!\Father...\Now, focus on this coin, Sakiko.\Focus your attention on this coin!\All those people laughed and said our psychic powers were fake.\Now, show them your incredible power! response:	With your psychic powers,
