context: No! response:	Komari-san...
context: We heard from Masato-kun.\It's not much, but we brought a change of clothes for her.\Are you alright?\What happened?\It's probably better if we don't ask.\Come on.\Could you take her back to her room?\Komari-kun. response:	Let's go.
context: It's not much, but we brought a change of clothes for her.\Are you alright?\What happened?\It's probably better if we don't ask.\Come on.\Could you take her back to her room?\Komari-kun.\Let's go. response:	I wanna stay here.
context: Are you alright?\What happened?\It's probably better if we don't ask.\Come on.\Could you take her back to her room?\Komari-kun.\Let's go.\I wanna stay here. response:	I wanna stay with Onii-chan.
context: What happened?\It's probably better if we don't ask.\Come on.\Could you take her back to her room?\Komari-kun.\Let's go.\I wanna stay here.\I wanna stay with Onii-chan. response:	Onii-chan?
context: It's probably better if we don't ask.\Come on.\Could you take her back to her room?\Komari-kun.\Let's go.\I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan? response:	Can I, Onii-chan?
context: Come on.\Could you take her back to her room?\Komari-kun.\Let's go.\I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan? response:	Komari-san, you have to go back to the girls' dorm.
context: Could you take her back to her room?\Komari-kun.\Let's go.\I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm. response:	It's almost time for dinner.
context: Komari-kun.\Let's go.\I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner. response:	You won't go anywhere?
context: Let's go.\I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere? response:	You won't go anywhere while I'm not with you, right?
context: I wanna stay here.\I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right? response:	Yeah.
context: I wanna stay with Onii-chan.\Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah. response:	I won't go anywhere.
context: Onii-chan?\Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere. response:	That's a promise.
context: Can I, Onii-chan?\Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere.\That's a promise. response:	Regardless, let's get you back to your room, Komari-kun.
context: Komari-san, you have to go back to the girls' dorm.\It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun. response:	Bye-bye, Onii-chan.
context: It's almost time for dinner.\You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan. response:	How did it end up like this?
context: You won't go anywhere?\You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this? response:	I see.
context: You won't go anywhere while I'm not with you, right?\Yeah.\I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this?\I see. response:	So that's what happened.
context: Yeah.\I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this?\I see.\So that's what happened. response:	Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.
context: I won't go anywhere.\That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this?\I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism. response:	But that's just too sad!
context: That's a promise.\Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this?\I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad! response:	Can't we do anything for her?
context: Regardless, let's get you back to your room, Komari-kun.\Bye-bye, Onii-chan.\How did it end up like this?\I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her? response:	We can't do anything for her now.
context: Bye-bye, Onii-chan.\How did it end up like this?\I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her?\We can't do anything for her now. response:	It's impossible.
context: How did it end up like this?\I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her?\We can't do anything for her now.\It's impossible. response:	If she never remembered what she didn't want to know,
context: I see.\So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her?\We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know, response:	she would still be smiling like the sun right now.
context: So that's what happened.\Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her?\We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now. response:	I didn't want to know either.
context: Komari-kun may be thinking that Riki-kun is her brother as a defense mechanism.\But that's just too sad!\Can't we do anything for her?\We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either. response:	I didn't want the truth.
context: But that's just too sad!\Can't we do anything for her?\We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth. response:	But now that you know, there's no running away anymore.
context: Can't we do anything for her?\We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore. response:	If the world is full of things we never wanted to know,
context: We can't do anything for her now.\It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know, response:	is our only option to look the other way?
context: It's impossible.\If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way? response:	To run away?
context: If she never remembered what she didn't want to know,\she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away? response:	It isn't.
context: she would still be smiling like the sun right now.\I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away?\It isn't. response:	You're someone special to Komari right now.
context: I didn't want to know either.\I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away?\It isn't.\You're someone special to Komari right now. response:	That means the only one who can do something for herto save heris you.
context: I didn't want the truth.\But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away?\It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you. response:	Kyousuke!
context: But now that you know, there's no running away anymore.\If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away?\It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke! response:	You won't solve anything by running away.
context: If the world is full of things we never wanted to know,\is our only option to look the other way?\To run away?\It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away. response:	I'm the only one who can save Komari-san.
context: is our only option to look the other way?\To run away?\It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san. response:	But how?
context: To run away?\It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how? response:	Hey, Onii-chan...
context: It isn't.\You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan... response:	I'm not him.
context: You're someone special to Komari right now.\That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan...\I'm not him. response:	I'm Riki.
context: That means the only one who can do something for herto save heris you.\Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan...\I'm not him.\I'm Riki. response:	What are you saying?
context: Kyousuke!\You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan...\I'm not him.\I'm Riki.\What are you saying? response:	You're Onii-chan.
context: You won't solve anything by running away.\I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan...\I'm not him.\I'm Riki.\What are you saying?\You're Onii-chan. response:	Don't look at me like that.
context: I'm the only one who can save Komari-san.\But how?\Hey, Onii-chan...\I'm not him.\I'm Riki.\What are you saying?\You're Onii-chan.\Don't look at me like that. response:	When we saw those shooting stars, your eyes were shining.
context: But how?\Hey, Onii-chan...\I'm not him.\I'm Riki.\What are you saying?\You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining. response:	Your eyes could find all sorts of wonderful things!
context: Hey, Onii-chan...\I'm not him.\I'm Riki.\What are you saying?\You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things! response:	We saw shooting stars together?
context: I'm not him.\I'm Riki.\What are you saying?\You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together? response:	When did we do that?
context: I'm Riki.\What are you saying?\You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that? response:	You don't remember?
context: What are you saying?\You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that?\You don't remember? response:	That...
context: You're Onii-chan.\Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that?\You don't remember?\That... response:	It's all wet!
context: Don't look at me like that.\When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that?\You don't remember?\That...\It's all wet! response:	I dropped it in a puddle.
context: When we saw those shooting stars, your eyes were shining.\Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that?\You don't remember?\That...\It's all wet!\I dropped it in a puddle. response:	But it's your picture book!
context: Your eyes could find all sorts of wonderful things!\We saw shooting stars together?\When did we do that?\You don't remember?\That...\It's all wet!\I dropped it in a puddle.\But it's your picture book! response:	If you want it, you can have it.
context: We saw shooting stars together?\When did we do that?\You don't remember?\That...\It's all wet!\I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it. response:	Onii-chan will make me another one, so I don't need it.
context: When did we do that?\You don't remember?\That...\It's all wet!\I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it. response:	Kamikita Takuya
context: You don't remember?\That...\It's all wet!\I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya response:	Kamikita Takuya
context: That...\It's all wet!\I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya response:	So what I feared has happened...
context: It's all wet!\I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya\So what I feared has happened... response:	Komari-san's memories are in a complete mess right now.
context: I dropped it in a puddle.\But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now. response:	She should return to normal in a few weeks.
context: But it's your picture book!\If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks. response:	She'll forget everything, then return to her normal, happy self.
context: If you want it, you can have it.\Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self. response:	That's what happens every time.
context: Onii-chan will make me another one, so I don't need it.\Kamikita Takuya\Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time. response:	Some kind of death triggered it, right?
context: Kamikita Takuya\Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right? response:	That's how it always happens to her.
context: Kamikita Takuya\So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her. response:	She cried and screamed when my wife died, too.
context: So what I feared has happened...\Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too. response:	She wandered around looking for her brother in a daze,
context: Komari-san's memories are in a complete mess right now.\She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze, response:	with her memories in a total mess.
context: She should return to normal in a few weeks.\She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess. response:	And as time went by, she gradually forgot it all.
context: She'll forget everything, then return to her normal, happy self.\That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all. response:	Even the fact that she had a brother.
context: That's what happens every time.\Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother. response:	I heard she went through the same thing when her pet goldfish died.
context: Some kind of death triggered it, right?\That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died. response:	So Komari-san's been through this a few times already?
context: That's how it always happens to her.\She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already? response:	Yes.
context: She cried and screamed when my wife died, too.\She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes. response:	When she witnesses death, she remembers her brother's death,
context: She wandered around looking for her brother in a daze,\with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death, response:	and as time passes, she forgets it all again.
context: with her memories in a total mess.\And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again. response:	She's repeated that cycle over and over.
context: And as time went by, she gradually forgot it all.\Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over. response:	That's why I stay away from her.
context: Even the fact that she had a brother.\I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her. response:	I don't have much time left.
context: I heard she went through the same thing when her pet goldfish died.\So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left. response:	I can only imagine what she'll go through if she sees me die.
context: So Komari-san's been through this a few times already?\Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die. response:	I'm sure she'll be able to meet you normally someday!
context: Yes.\When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday! response:	I'm sure there's something I can do too.
context: When she witnesses death, she remembers her brother's death,\and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too. response:	I'm sure... something...
context: and as time passes, she forgets it all again.\She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something... response:	What on Earth do you think you can do, kid?
context: She's repeated that cycle over and over.\That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid? response:	A friend told me.
context: That's why I stay away from her.\I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me. response:	If there's anyone who can save her, it's me!
context: I don't have much time left.\I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me! response:	Please tell me where Kamikita Takuya-san rests.
context: I can only imagine what she'll go through if she sees me die.\I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests. response:	I'll go there to think about it!
context: I'm sure she'll be able to meet you normally someday!\I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it! response:	Kamikita Family
context: I'm sure there's something I can do too.\I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family response:	Kamikita Family
context: I'm sure... something...\What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family\Kamikita Family response:	Takuya-san...
context: What on Earth do you think you can do, kid?\A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family\Kamikita Family\Takuya-san... response:	What can I possibly do?
context: A friend told me.\If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family\Kamikita Family\Takuya-san...\What can I possibly do? response:	Kamikita
context: If there's anyone who can save her, it's me!\Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family\Kamikita Family\Takuya-san...\What can I possibly do?\Kamikita response:	Kamikita
context: Please tell me where Kamikita Takuya-san rests.\I'll go there to think about it!\Kamikita Family\Kamikita Family\Takuya-san...\What can I possibly do?\Kamikita\Kamikita response:	Takuya-san's wish was for Komari-san not to be sad.
context: I'll go there to think about it!\Kamikita Family\Kamikita Family\Takuya-san...\What can I possibly do?\Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad. response:	If he saw Komari-san in her current state, what would he do?
context: Kamikita Family\Kamikita Family\Takuya-san...\What can I possibly do?\Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do? response:	That's it!
context: Kamikita Family\Takuya-san...\What can I possibly do?\Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it! response:	What?
context: Takuya-san...\What can I possibly do?\Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it!\What? response:	Riki? Drawing?
context: What can I possibly do?\Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it!\What?\Riki? Drawing? response:	He seems to have started drawing something for Komari-kun.
context: Kamikita\Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it!\What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun. response:	Rin, want some pork cutlet with rice?
context: Kamikita\Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it!\What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice? response:	This isn't the time for dumb nonsense like that!
context: Takuya-san's wish was for Komari-san not to be sad.\If he saw Komari-san in her current state, what would he do?\That's it!\What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that! response:	It's not dumb!
context: If he saw Komari-san in her current state, what would he do?\That's it!\What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb! response:	I'm just an idiot, so I don't know what to do!
context: That's it!\What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do! response:	In that case, let's bring Riki some pork rice balls!
context: What?\Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls! response:	That should beefen him up!
context: Riki? Drawing?\He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up! response:	Good idea!
context: He seems to have started drawing something for Komari-kun.\Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea! response:	That makes two idiots.
context: Rin, want some pork cutlet with rice?\This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea!\That makes two idiots. response:	There has to be something I can do too!
context: This isn't the time for dumb nonsense like that!\It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea!\That makes two idiots.\There has to be something I can do too! response:	That girl...
context: It's not dumb!\I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea!\That makes two idiots.\There has to be something I can do too!\That girl... response:	In Takuya-san's book, the hen forgets it was once an egg.
context: I'm just an idiot, so I don't know what to do!\In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea!\That makes two idiots.\There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg. response:	Komari-san is the same way.
context: In that case, let's bring Riki some pork rice balls!\That should beefen him up!\Good idea!\That makes two idiots.\There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way. response:	She keeps forgetting after she remembers Takuya-san.
context: That should beefen him up!\Good idea!\That makes two idiots.\There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san. response:	But at the very end, the hen does remember.
context: Good idea!\That makes two idiots.\There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember. response:	It remembers it was once an egg.
context: That makes two idiots.\There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg. response:	You won't solve anything by running away.
context: There has to be something I can do too!\That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away. response:	If you turn your eyes away from sad things, they'll happen again one day.
context: That girl...\In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day. response:	If you keep running away, you'll just repeat the same mistakes.
context: In Takuya-san's book, the hen forgets it was once an egg.\Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes. response:	That's why you have to face the truth straight on.
context: Komari-san is the same way.\She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on. response:	I suck at this, but it's all I can do!
context: She keeps forgetting after she remembers Takuya-san.\But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do! response:	Please help her
context: But at the very end, the hen does remember.\It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her response:	Please help her
context: It remembers it was once an egg.\You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her\Please help her response:	Please help her
context: You won't solve anything by running away.\If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her\Please help her\Please help her response:	Please help her
