context: What is that? response:	Isanami?
context: Even the gods cannot do everything.\Then what are gods?\According to the Buddhists, chanting invocations alone will save you.\No good will come from staying in this narrow-minded shrine!\I'm leaving!\I will find the true meaning of the gods!\Onii-chan.\Where are you going? response:	Isanami.
context: Then what are gods?\According to the Buddhists, chanting invocations alone will save you.\No good will come from staying in this narrow-minded shrine!\I'm leaving!\I will find the true meaning of the gods!\Onii-chan.\Where are you going?\Isanami. response:	It's already dark. It's scary outside.
context: According to the Buddhists, chanting invocations alone will save you.\No good will come from staying in this narrow-minded shrine!\I'm leaving!\I will find the true meaning of the gods!\Onii-chan.\Where are you going?\Isanami.\It's already dark. It's scary outside. response:	It's all right.
context: No good will come from staying in this narrow-minded shrine!\I'm leaving!\I will find the true meaning of the gods!\Onii-chan.\Where are you going?\Isanami.\It's already dark. It's scary outside.\It's all right. response:	Stay here and wait like a good girl.
context: I'm leaving!\I will find the true meaning of the gods!\Onii-chan.\Where are you going?\Isanami.\It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl. response:	Okay! Bring me back presents.
context: I will find the true meaning of the gods!\Onii-chan.\Where are you going?\Isanami.\It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents. response:	She was smiling then.
context: Onii-chan.\Where are you going?\Isanami.\It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then. response:	I thought that smile would always stay there.
context: Where are you going?\Isanami.\It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there. response:	What a disaster. Is everyone dead?
context: Isanami.\It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead? response:	No, I heard one of the priestesses survived.
context: It's already dark. It's scary outside.\It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived. response:	I must find her.
context: It's all right.\Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her. response:	I must teach her, now that I have achieved enlightenment.
context: Stay here and wait like a good girl.\Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment. response:	Isanami is waiting for me with a smile.
context: Okay! Bring me back presents.\She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile. response:	But now...
context: She was smiling then.\I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now... response:	Everything I believed in...
context: I thought that smile would always stay there.\What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now...\Everything I believed in... response:	Don't give up, old man!
context: What a disaster. Is everyone dead?\No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now...\Everything I believed in...\Don't give up, old man! response:	You've got me. Give me a try.
context: No, I heard one of the priestesses survived.\I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now...\Everything I believed in...\Don't give up, old man!\You've got me. Give me a try. response:	I lost.
context: I must find her.\I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now...\Everything I believed in...\Don't give up, old man!\You've got me. Give me a try.\I lost. response:	The gods I believed in have abandoned me.
context: I must teach her, now that I have achieved enlightenment.\Isanami is waiting for me with a smile.\But now...\Everything I believed in...\Don't give up, old man!\You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me. response:	Then believe in your friends!
context: Isanami is waiting for me with a smile.\But now...\Everything I believed in...\Don't give up, old man!\You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me.\Then believe in your friends! response:	Believe in me!
context: But now...\Everything I believed in...\Don't give up, old man!\You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me! response:	If we work together, she doesn't stand a chance.
context: Everything I believed in...\Don't give up, old man!\You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance. response:	Done.
context: Don't give up, old man!\You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance.\Done. response:	Benmaru Special Explosive, Hinokagutsuchi!
context: You've got me. Give me a try.\I lost.\The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi! response:	What is this?
context: I lost.\The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this? response:	Are you ready to die, kid?
context: The gods I believed in have abandoned me.\Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid? response:	Hit it!
context: Then believe in your friends!\Believe in me!\If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid?\Hit it! response:	What's going on?
context: Believe in me!\If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid?\Hit it!\What's going on? response:	The darkness is confusing the insects.
context: If we work together, she doesn't stand a chance.\Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid?\Hit it!\What's going on?\The darkness is confusing the insects. response:	Sasuke!
context: Done.\Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid?\Hit it!\What's going on?\The darkness is confusing the insects.\Sasuke! response:	Right.
context: Benmaru Special Explosive, Hinokagutsuchi!\What is this?\Are you ready to die, kid?\Hit it!\What's going on?\The darkness is confusing the insects.\Sasuke!\Right. response:	This ends now.
context: What is this?\Are you ready to die, kid?\Hit it!\What's going on?\The darkness is confusing the insects.\Sasuke!\Right.\This ends now. response:	Koga Hi-Ougi.
context: Are you ready to die, kid?\Hit it!\What's going on?\The darkness is confusing the insects.\Sasuke!\Right.\This ends now.\Koga Hi-Ougi. response:	Mangokusatsu!
context: Hit it!\What's going on?\The darkness is confusing the insects.\Sasuke!\Right.\This ends now.\Koga Hi-Ougi.\Mangokusatsu! response:	How weak.
context: What's going on?\The darkness is confusing the insects.\Sasuke!\Right.\This ends now.\Koga Hi-Ougi.\Mangokusatsu!\How weak. response:	You thought that would be enough to get me?
context: The darkness is confusing the insects.\Sasuke!\Right.\This ends now.\Koga Hi-Ougi.\Mangokusatsu!\How weak.\You thought that would be enough to get me? response:	Move, and it will cut deeper.
context: Sasuke!\Right.\This ends now.\Koga Hi-Ougi.\Mangokusatsu!\How weak.\You thought that would be enough to get me?\Move, and it will cut deeper. response:	Poison?
context: Right.\This ends now.\Koga Hi-Ougi.\Mangokusatsu!\How weak.\You thought that would be enough to get me?\Move, and it will cut deeper.\Poison? response:	It burns!
context: This ends now.\Koga Hi-Ougi.\Mangokusatsu!\How weak.\You thought that would be enough to get me?\Move, and it will cut deeper.\Poison?\It burns! response:	My face!
context: Koga Hi-Ougi.\Mangokusatsu!\How weak.\You thought that would be enough to get me?\Move, and it will cut deeper.\Poison?\It burns!\My face! response:	My face!
context: Mangokusatsu!\How weak.\You thought that would be enough to get me?\Move, and it will cut deeper.\Poison?\It burns!\My face!\My face! response:	No!
context: How weak.\You thought that would be enough to get me?\Move, and it will cut deeper.\Poison?\It burns!\My face!\My face!\No! response:	How pathetic.
context: You thought that would be enough to get me?\Move, and it will cut deeper.\Poison?\It burns!\My face!\My face!\No!\How pathetic. response:	Let me put you out of your misery.
context: Move, and it will cut deeper.\Poison?\It burns!\My face!\My face!\No!\How pathetic.\Let me put you out of your misery. response:	I gave you the pain you wanted.
context: Poison?\It burns!\My face!\My face!\No!\How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted. response:	Not that you can hear me anymore.
context: It burns!\My face!\My face!\No!\How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore. response:	I haven't felt this way in a long time.
context: My face!\My face!\No!\How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time. response:	Good, good, good!
context: My face!\No!\How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good! response:	This red world is fantastic!
context: No!\How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic! response:	Let me show it to you!
context: How pathetic.\Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic!\Let me show it to you! response:	Isn't it great?
context: Let me put you out of your misery.\I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic!\Let me show it to you!\Isn't it great? response:	Not that you can hear me.
context: I gave you the pain you wanted.\Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic!\Let me show it to you!\Isn't it great?\Not that you can hear me. response:	I'll be taking this back.
context: Not that you can hear me anymore.\I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic!\Let me show it to you!\Isn't it great?\Not that you can hear me.\I'll be taking this back. response:	Hekireki Hoko!
context: I haven't felt this way in a long time.\Good, good, good!\This red world is fantastic!\Let me show it to you!\Isn't it great?\Not that you can hear me.\I'll be taking this back.\Hekireki Hoko! response:	Shocking, isn't it?
context: Good, good, good!\This red world is fantastic!\Let me show it to you!\Isn't it great?\Not that you can hear me.\I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it? response:	Not knowing my abilities was your undoing.
context: This red world is fantastic!\Let me show it to you!\Isn't it great?\Not that you can hear me.\I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing. response:	Breaking your ice was no trouble.
context: Let me show it to you!\Isn't it great?\Not that you can hear me.\I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble. response:	Was the jolt too much for you?
context: Isn't it great?\Not that you can hear me.\I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you? response:	Well, I've lost too much blood to get it up,
context: Not that you can hear me.\I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up, response:	so I guess we're even.
context: I'll be taking this back.\Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even. response:	Hey, you're pretty warm after all.
context: Hekireki Hoko!\Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all. response:	Promise me...
context: Shocking, isn't it?\Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all.\Promise me... response:	Promise me you'll return, Saizo!
context: Not knowing my abilities was your undoing.\Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo! response:	I'm alive.
context: Breaking your ice was no trouble.\Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo!\I'm alive. response:	This thing hasn't lost its power, then.
context: Was the jolt too much for you?\Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then. response:	Isanami.
context: Well, I've lost too much blood to get it up,\so I guess we're even.\Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then.\Isanami. response:	Saizo.
context: so I guess we're even.\Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then.\Isanami.\Saizo. response:	Leave.
context: Hey, you're pretty warm after all.\Promise me...\Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then.\Isanami.\Saizo.\Leave. response:	I'm scared.
context: Promise me...\Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then.\Isanami.\Saizo.\Leave.\I'm scared. response:	Then what're you doing in here?
context: Promise me you'll return, Saizo!\I'm alive.\This thing hasn't lost its power, then.\Isanami.\Saizo.\Leave.\I'm scared.\Then what're you doing in here? response:	Let's go!
context: I'm alive.\This thing hasn't lost its power, then.\Isanami.\Saizo.\Leave.\I'm scared.\Then what're you doing in here?\Let's go! response:	I wanted power.
context: This thing hasn't lost its power, then.\Isanami.\Saizo.\Leave.\I'm scared.\Then what're you doing in here?\Let's go!\I wanted power. response:	I will take a thousand lives.
context: Isanami.\Saizo.\Leave.\I'm scared.\Then what're you doing in here?\Let's go!\I wanted power.\I will take a thousand lives. response:	I wanted to protect everyone.
context: Saizo.\Leave.\I'm scared.\Then what're you doing in here?\Let's go!\I wanted power.\I will take a thousand lives.\I wanted to protect everyone. response:	I will take them again and again.
context: Leave.\I'm scared.\Then what're you doing in here?\Let's go!\I wanted power.\I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again. response:	But it's too late!
context: I'm scared.\Then what're you doing in here?\Let's go!\I wanted power.\I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again.\But it's too late! response:	I'm not human anymore.
context: Then what're you doing in here?\Let's go!\I wanted power.\I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again.\But it's too late!\I'm not human anymore. response:	I can only hurt you.
context: Let's go!\I wanted power.\I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again.\But it's too late!\I'm not human anymore.\I can only hurt you. response:	My heart is full of darkness.
context: I wanted power.\I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again.\But it's too late!\I'm not human anymore.\I can only hurt you.\My heart is full of darkness. response:	What are you talking about? Of course it is.
context: I will take a thousand lives.\I wanted to protect everyone.\I will take them again and again.\But it's too late!\I'm not human anymore.\I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is. response:	Everyone's got some darkness in their heart.
context: I wanted to protect everyone.\I will take them again and again.\But it's too late!\I'm not human anymore.\I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart. response:	You're not any different!
context: I will take them again and again.\But it's too late!\I'm not human anymore.\I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different! response:	I cause everyone trouble.
context: But it's too late!\I'm not human anymore.\I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble. response:	So what? I've gotten used to it since meeting you.
context: I'm not human anymore.\I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you. response:	What's gotten into you?
context: I can only hurt you.\My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you? response:	Bring on the forceful personality and ridiculous fantasies.
context: My heart is full of darkness.\What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies. response:	Don't run from them now.
context: What are you talking about? Of course it is.\Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now. response:	I've had enough.
context: Everyone's got some darkness in their heart.\You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough. response:	My heart hurts!
context: You're not any different!\I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough.\My heart hurts! response:	Your heart hurts because you're human!
context: I cause everyone trouble.\So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough.\My heart hurts!\Your heart hurts because you're human! response:	Don't you remember what you told me?
context: So what? I've gotten used to it since meeting you.\What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough.\My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me? response:	You said you'd always believe in me.
context: What's gotten into you?\Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough.\My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me. response:	You sounded like an idiot.
context: Bring on the forceful personality and ridiculous fantasies.\Don't run from them now.\I've had enough.\My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot. response:	Are you saying that was a lie?
context: Don't run from them now.\I've had enough.\My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie? response:	I don't care if you're a human or some goddess of darkness!
context: I've had enough.\My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness! response:	To me, you're just you!
context: My heart hurts!\Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you! response:	You're one of us!
context: Your heart hurts because you're human!\Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us! response:	You're one of the ten braves!
context: Don't you remember what you told me?\You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us!\You're one of the ten braves! response:	Come out, Isanami!
context: You said you'd always believe in me.\You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us!\You're one of the ten braves!\Come out, Isanami! response:	Saizo!
context: You sounded like an idiot.\Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us!\You're one of the ten braves!\Come out, Isanami!\Saizo! response:	Saizo, Isanami.
context: Are you saying that was a lie?\I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us!\You're one of the ten braves!\Come out, Isanami!\Saizo!\Saizo, Isanami. response:	Old man.
context: I don't care if you're a human or some goddess of darkness!\To me, you're just you!\You're one of us!\You're one of the ten braves!\Come out, Isanami!\Saizo!\Saizo, Isanami.\Old man. response:	I knew you were the light.
context: To me, you're just you!\You're one of us!\You're one of the ten braves!\Come out, Isanami!\Saizo!\Saizo, Isanami.\Old man.\I knew you were the light. response:	You dumb girl.
context: You're one of us!\You're one of the ten braves!\Come out, Isanami!\Saizo!\Saizo, Isanami.\Old man.\I knew you were the light.\You dumb girl. response:	Wake up, idiot.
context: You're one of the ten braves!\Come out, Isanami!\Saizo!\Saizo, Isanami.\Old man.\I knew you were the light.\You dumb girl.\Wake up, idiot. response:	Ow!
context: Come out, Isanami!\Saizo!\Saizo, Isanami.\Old man.\I knew you were the light.\You dumb girl.\Wake up, idiot.\Ow! response:	Yukimura-sama.
context: Saizo!\Saizo, Isanami.\Old man.\I knew you were the light.\You dumb girl.\Wake up, idiot.\Ow!\Yukimura-sama. response:	I'm glad you're all right.
context: Saizo, Isanami.\Old man.\I knew you were the light.\You dumb girl.\Wake up, idiot.\Ow!\Yukimura-sama.\I'm glad you're all right. response:	Let's go home.
context: Old man.\I knew you were the light.\You dumb girl.\Wake up, idiot.\Ow!\Yukimura-sama.\I'm glad you're all right.\Let's go home. response:	Okay.
context: I knew you were the light.\You dumb girl.\Wake up, idiot.\Ow!\Yukimura-sama.\I'm glad you're all right.\Let's go home.\Okay. response:	Good work, guys.
context: You dumb girl.\Wake up, idiot.\Ow!\Yukimura-sama.\I'm glad you're all right.\Let's go home.\Okay.\Good work, guys. response:	Everyone...
context: Wake up, idiot.\Ow!\Yukimura-sama.\I'm glad you're all right.\Let's go home.\Okay.\Good work, guys.\Everyone... response:	You guys are looking good.
context: Ow!\Yukimura-sama.\I'm glad you're all right.\Let's go home.\Okay.\Good work, guys.\Everyone...\You guys are looking good. response:	Saizo.
context: Yukimura-sama.\I'm glad you're all right.\Let's go home.\Okay.\Good work, guys.\Everyone...\You guys are looking good.\Saizo. response:	You're so bright.
context: I'm glad you're all right.\Let's go home.\Okay.\Good work, guys.\Everyone...\You guys are looking good.\Saizo.\You're so bright. response:	How ludicrous.
context: Let's go home.\Okay.\Good work, guys.\Everyone...\You guys are looking good.\Saizo.\You're so bright.\How ludicrous. response:	I can't believe it was fake.
context: Okay.\Good work, guys.\Everyone...\You guys are looking good.\Saizo.\You're so bright.\How ludicrous.\I can't believe it was fake. response:	I've been looking for you.
context: Good work, guys.\Everyone...\You guys are looking good.\Saizo.\You're so bright.\How ludicrous.\I can't believe it was fake.\I've been looking for you. response:	I'm surprised you can move so soon after taking my bolt.
context: Everyone...\You guys are looking good.\Saizo.\You're so bright.\How ludicrous.\I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt. response:	You're chasing me now?
context: You guys are looking good.\Saizo.\You're so bright.\How ludicrous.\I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now? response:	Good work.
context: Saizo.\You're so bright.\How ludicrous.\I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work. response:	Do whatever you like.
context: You're so bright.\How ludicrous.\I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work.\Do whatever you like. response:	I don't mind letting you off the hook.
context: How ludicrous.\I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work.\Do whatever you like.\I don't mind letting you off the hook. response:	What are you saying?
context: I can't believe it was fake.\I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work.\Do whatever you like.\I don't mind letting you off the hook.\What are you saying? response:	Saizo and Sasuke would never forgive you.
context: I've been looking for you.\I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work.\Do whatever you like.\I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you. response:	Don't you mean the lord?
context: I'm surprised you can move so soon after taking my bolt.\You're chasing me now?\Good work.\Do whatever you like.\I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord? response:	You're right. I don't think even he'd forgive this one.
context: You're chasing me now?\Good work.\Do whatever you like.\I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one. response:	After all, I am a traitor.
context: Good work.\Do whatever you like.\I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor. response:	I have no regrets, but my dream is gone.
context: Do whatever you like.\I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone. response:	I have nothing left.
context: I don't mind letting you off the hook.\What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left. response:	Nothing left? Sounds nice.
context: What are you saying?\Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice. response:	When you have nothing left, you're free to do as you please.
context: Saizo and Sasuke would never forgive you.\Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please. response:	It's a chance to start over.
context: Don't you mean the lord?\You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over. response:	So? What're you gonna do first?
context: You're right. I don't think even he'd forgive this one.\After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first? response:	You're right.
context: After all, I am a traitor.\I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first?\You're right. response:	I'd like to do something about how terrible I look.
context: I have no regrets, but my dream is gone.\I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look. response:	A dark power to consume everything?
context: I have nothing left.\Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything? response:	Even if such a power exists, we should not seek it.
context: Nothing left? Sounds nice.\When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it. response:	Ieyasu must truly be a fool to want such a thing.
context: When you have nothing left, you're free to do as you please.\It's a chance to start over.\So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing. response:	However, we must do something with the power we have.
context: It's a chance to start over.\So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have. response:	We will defeat Ieyasu.
context: So? What're you gonna do first?\You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu. response:	This is getting interesting.
context: You're right.\I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting. response:	Yukimura, the next time we meet will be on the battlefield.
