context: Maki-chan? response:	How do you write that?
context: I want them for myself.\I see...\This year, I've seen pistachios a lot.\I don't need anything expensive.\I wonder if that's trendy right now.\You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo! response:	Can we hang out with Yamato-san's friends on February 14th?
context: I see...\This year, I've seen pistachios a lot.\I don't need anything expensive.\I wonder if that's trendy right now.\You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th? response:	February 14th?
context: This year, I've seen pistachios a lot.\I don't need anything expensive.\I wonder if that's trendy right now.\You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th? response:	That's Valentine's Day.
context: I don't need anything expensive.\I wonder if that's trendy right now.\You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day. response:	I know.
context: I wonder if that's trendy right now.\You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day.\I know. response:	I seriously know.
context: You can even give me chocolate that didn't turn out okay.\I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day.\I know.\I seriously know. response:	But that's why...
context: I'll be waiting, Yamato.\Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day.\I know.\I seriously know.\But that's why... response:	We've never gotten chocolates on Valentine's Day!
context: Please! I'm begging you, Takeo!\Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day.\I know.\I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day! response:	I only remember one, in kindergarten,
context: Can we hang out with Yamato-san's friends on February 14th?\February 14th?\That's Valentine's Day.\I know.\I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten, response:	when the mom of a girl who rode the same bus gave me one!
context: February 14th?\That's Valentine's Day.\I know.\I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one! response:	At least you got some once!
context: That's Valentine's Day.\I know.\I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once! response:	Yeah.
context: I know.\I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah. response:	I don't want to be sitting at home, alone,
context: I seriously know.\But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah.\I don't want to be sitting at home, alone, response:	wondering if I'll get some this year!
context: But that's why...\We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year! response:	Nanako's saying she'll give me some that's handmade.
context: We've never gotten chocolates on Valentine's Day!\I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade. response:	Man, and I don't like sweet stuff.
context: I only remember one, in kindergarten,\when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff. response:	I just feel like I'm gonna be all alone again this year...
context: when the mom of a girl who rode the same bus gave me one!\At least you got some once!\Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year... response:	Aren't you guys over-relying on Takeo?
context: At least you got some once!\Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo? response:	He wasn't able to spend Christmas alone with his girlfriend, either.
context: Yeah.\I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either. response:	You should just let this go.
context: I don't want to be sitting at home, alone,\wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go. response:	Ri...
context: wondering if I'll get some this year!\Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri... response:	Right...
context: Nanako's saying she'll give me some that's handmade.\Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri...\Right... response:	You're right.
context: Man, and I don't like sweet stuff.\I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri...\Right...\You're right. response:	I'm fine.
context: I just feel like I'm gonna be all alone again this year...\Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri...\Right...\You're right.\I'm fine. response:	I'll ask Yamato.
context: Aren't you guys over-relying on Takeo?\He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri...\Right...\You're right.\I'm fine.\I'll ask Yamato. response:	What?
context: He wasn't able to spend Christmas alone with his girlfriend, either.\You should just let this go.\Ri...\Right...\You're right.\I'm fine.\I'll ask Yamato.\What? response:	Takeo...
context: You should just let this go.\Ri...\Right...\You're right.\I'm fine.\I'll ask Yamato.\What?\Takeo... response:	Thanks, though, Suna.
context: Ri...\Right...\You're right.\I'm fine.\I'll ask Yamato.\What?\Takeo...\Thanks, though, Suna. response:	You do-gooder.
context: Right...\You're right.\I'm fine.\I'll ask Yamato.\What?\Takeo...\Thanks, though, Suna.\You do-gooder. response:	Thank you.
context: You're right.\I'm fine.\I'll ask Yamato.\What?\Takeo...\Thanks, though, Suna.\You do-gooder.\Thank you. response:	I can get chocolate from Yamato.
context: I'm fine.\I'll ask Yamato.\What?\Takeo...\Thanks, though, Suna.\You do-gooder.\Thank you.\I can get chocolate from Yamato. response:	True Love
context: I'll ask Yamato.\What?\Takeo...\Thanks, though, Suna.\You do-gooder.\Thank you.\I can get chocolate from Yamato.\True Love response:	That's enough for me.
context: What?\Takeo...\Thanks, though, Suna.\You do-gooder.\Thank you.\I can get chocolate from Yamato.\True Love\That's enough for me. response:	On Valentine's Day, Takeo-kun's friends want to have fun with all of us.
context: Takeo...\Thanks, though, Suna.\You do-gooder.\Thank you.\I can get chocolate from Yamato.\True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us. response:	Is that okay?
context: Thanks, though, Suna.\You do-gooder.\Thank you.\I can get chocolate from Yamato.\True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay? response:	Huh? Sure.
context: You do-gooder.\Thank you.\I can get chocolate from Yamato.\True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure. response:	We're fine.
context: Thank you.\I can get chocolate from Yamato.\True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure.\We're fine. response:	Not like we have a date or someone we're after.
context: I can get chocolate from Yamato.\True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure.\We're fine.\Not like we have a date or someone we're after. response:	Oh!
context: True Love\That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure.\We're fine.\Not like we have a date or someone we're after.\Oh! response:	Then why not give the chocolates we make on the 13th to the boys?
context: That's enough for me.\On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure.\We're fine.\Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys? response:	Oh, nice idea.
context: On Valentine's Day, Takeo-kun's friends want to have fun with all of us.\Is that okay?\Huh? Sure.\We're fine.\Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea. response:	Sounds fun!
context: Is that okay?\Huh? Sure.\We're fine.\Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun! response:	Let's do that.
context: Huh? Sure.\We're fine.\Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun!\Let's do that. response:	I'll be doing my own thing with Osamu.
context: We're fine.\Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu. response:	Yeah, yeah.
context: Not like we have a date or someone we're after.\Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah. response:	The Hill on the East
context: Oh!\Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East response:	Takeo fell out the window!
context: Then why not give the chocolates we make on the 13th to the boys?\Oh, nice idea.\Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East\Takeo fell out the window! response:	He was doing back extensions out the window,
context: Oh, nice idea.\Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window, response:	and fell out when he tried to open a new message.
context: Sounds fun!\Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message. response:	No way! What was he thinking?
context: Let's do that.\I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking? response:	Boys are so stupid.
context: I'll be doing my own thing with Osamu.\Yeah, yeah.\The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid. response:	Uh, is he okay?
context: Yeah, yeah.\The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid.\Uh, is he okay? response:	Yeah, no kidding!
context: The Hill on the East\Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid.\Uh, is he okay?\Yeah, no kidding! response:	Takeo, I'm glad you're okay!
context: Takeo fell out the window!\He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid.\Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay! response:	Sure.
context: He was doing back extensions out the window,\and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid.\Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure. response:	Well, it went like that, and I was fine.
context: and fell out when he tried to open a new message.\No way! What was he thinking?\Boys are so stupid.\Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine. response:	But next time, please grip my legs firmly.
context: No way! What was he thinking?\Boys are so stupid.\Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly. response:	Sorry.
context: Boys are so stupid.\Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry. response:	Yeah, sorry.
context: Uh, is he okay?\Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry.\Yeah, sorry. response:	Man, you're amazing, Takeo.
context: Yeah, no kidding!\Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry.\Yeah, sorry.\Man, you're amazing, Takeo. response:	It's okay.
context: Takeo, I'm glad you're okay!\Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry.\Yeah, sorry.\Man, you're amazing, Takeo.\It's okay. response:	Your cell phone's amazing, too.
context: Sure.\Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry.\Yeah, sorry.\Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too. response:	No, I mean we're okay for Valentine's.
context: Well, it went like that, and I was fine.\But next time, please grip my legs firmly.\Sorry.\Yeah, sorry.\Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's. response:	Huh?
context: But next time, please grip my legs firmly.\Sorry.\Yeah, sorry.\Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh? response:	Yay!
context: Sorry.\Yeah, sorry.\Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh?\Yay! response:	Yamato-san's a really nice person...
context: Yeah, sorry.\Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh?\Yay!\Yamato-san's a really nice person... response:	I see... They're happy.
context: Man, you're amazing, Takeo.\It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh?\Yay!\Yamato-san's a really nice person...\I see... They're happy. response:	Of course they would be.
context: It's okay.\Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh?\Yay!\Yamato-san's a really nice person...\I see... They're happy.\Of course they would be. response:	Yamato Rinko Subject: It's Okay Can we decide the location?
context: Your cell phone's amazing, too.\No, I mean we're okay for Valentine's.\Huh?\Yay!\Yamato-san's a really nice person...\I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location? response:	Thank you, Yamato.
context: No, I mean we're okay for Valentine's.\Huh?\Yay!\Yamato-san's a really nice person...\I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato. response:	Gorgeous Valentine Chocolate Recipes
context: Huh?\Yay!\Yamato-san's a really nice person...\I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes response:	Cupcake
context: Yay!\Yamato-san's a really nice person...\I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake response:	Gateau Chocolat
context: Yamato-san's a really nice person...\I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat response:	Cupcake Cream Puffs
context: I see... They're happy.\Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat\Cupcake Cream Puffs response:	Cookies Gateau Chocolat
context: Of course they would be.\Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat response:	Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta
context: Yamato Rinko Subject: It's Okay Can we decide the location?\Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta response:	Hey, how long do I have to keep stirring this?
context: Thank you, Yamato.\Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this? response:	My arm's getting tired.
context: Gorgeous Valentine Chocolate Recipes\Cupcake\Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired. response:	Nanako, maybe you aren't cut out for this.
context: Cupcake\Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this. response:	I can't believe you didn't know how to separate egg whites.
context: Gateau Chocolat\Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites. response:	I'm surprised you'd consider trying handmade chocolate.
context: Cupcake Cream Puffs\Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate. response:	Well, I wanted to show off for Osamu.
context: Cookies Gateau Chocolat\Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu. response:	Want me to do it?
context: Valentine Chocolate Sweets to Make Your Loved One Melt-in-Your-Mouth Chocolate Panna Cotta\Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it? response:	No, I'll do it.
context: Hey, how long do I have to keep stirring this?\My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it. response:	If others do it for me, there's no point.
context: My arm's getting tired.\Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it.\If others do it for me, there's no point. response:	You're right.
context: Nanako, maybe you aren't cut out for this.\I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it.\If others do it for me, there's no point.\You're right. response:	Rinko, look.
context: I can't believe you didn't know how to separate egg whites.\I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it.\If others do it for me, there's no point.\You're right.\Rinko, look. response:	Is this about right?
context: I'm surprised you'd consider trying handmade chocolate.\Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it.\If others do it for me, there's no point.\You're right.\Rinko, look.\Is this about right? response:	Yeah, I think that's good.
context: Well, I wanted to show off for Osamu.\Want me to do it?\No, I'll do it.\If others do it for me, there's no point.\You're right.\Rinko, look.\Is this about right?\Yeah, I think that's good. response:	Let's spread it and cut shapes.
context: Want me to do it?\No, I'll do it.\If others do it for me, there's no point.\You're right.\Rinko, look.\Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes. response:	Oven Preheated
context: No, I'll do it.\If others do it for me, there's no point.\You're right.\Rinko, look.\Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated response:	It's pretty fun when you know you're giving it to a guy.
context: If others do it for me, there's no point.\You're right.\Rinko, look.\Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy. response:	Do you have anyone in mind?
context: You're right.\Rinko, look.\Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind? response:	Oh, I dunno.
context: Rinko, look.\Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno. response:	Well, do you think they'll like getting chocolates from us?
context: Is this about right?\Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us? response:	Yeah,
context: Yeah, I think that's good.\Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah, response:	I wonder how it feels, getting chocolate from a girl you don't really like.
context: Let's spread it and cut shapes.\Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like. response:	Maybe they'll think it's creepy that it's handmade.
context: Oven Preheated\It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade. response:	Takeo-kun and I won't let that happen!
context: It's pretty fun when you know you're giving it to a guy.\Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen! response:	Yeah, Rinko will get mad at them!
context: Do you have anyone in mind?\Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them! response:	Valentine's Day, huh?
context: Oh, I dunno.\Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh? response:	In kindergarten, there was some chocolate in Suna's bike basket...
context: Well, do you think they'll like getting chocolates from us?\Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket... response:	Sunakawa Makoto
context: Yeah,\I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto response:	Who's it from?
context: I wonder how it feels, getting chocolate from a girl you don't really like.\Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from? response:	No idea... There's no name.
context: Maybe they'll think it's creepy that it's handmade.\Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from?\No idea... There's no name. response:	To: Sunakawa-kun I don't need chocolates in return, so please like me.
context: Takeo-kun and I won't let that happen!\Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me. response:	There was a letter and everything.
context: Yeah, Rinko will get mad at them!\Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything. response:	I remember thinking, It must be from a girl who likes him...
context: Valentine's Day, huh?\In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him... response:	For this year's Valentine's Day, love is in the air.
context: In kindergarten, there was some chocolate in Suna's bike basket...\Sunakawa Makoto\Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air. response:	It's your turn to give love, Sis.
context: Sunakawa Makoto\Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis. response:	February 14th!
context: Who's it from?\No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th! response:	It's a great day!
context: No idea... There's no name.\To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th!\It's a great day! response:	It's a good day to get chocolate.
context: To: Sunakawa-kun I don't need chocolates in return, so please like me.\There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th!\It's a great day!\It's a good day to get chocolate. response:	It isn't too cold or too hot,
context: There was a letter and everything.\I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th!\It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot, response:	so the chocolate won't melt. It's perfect!
context: I remember thinking, It must be from a girl who likes him...\For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th!\It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect! response:	You're stacking your hopes way too high.
context: For this year's Valentine's Day, love is in the air.\It's your turn to give love, Sis.\February 14th!\It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high. response:	Wow, you never disappoint!
context: It's your turn to give love, Sis.\February 14th!\It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint! response:	What do you do with all that?
