context: Once, when I was little, I saw God. response:	It was then, for the first time, that I learned the reason for which I drew...
context: I'm getting pushed by it!\Don't move your hand!\It's so windy...\I wonder if the displays outside will be okay?\Look, Sensei.\I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me. response:	ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...
context: Don't move your hand!\It's so windy...\I wonder if the displays outside will be okay?\Look, Sensei.\I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard... response:	futarikiri no toki misete kure yo Let's spend some time alone there.
context: It's so windy...\I wonder if the displays outside will be okay?\Look, Sensei.\I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there. response:	jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.
context: I wonder if the displays outside will be okay?\Look, Sensei.\I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about. response:	konna chiisana fruits kiru knife That small fruit knife...
context: Look, Sensei.\I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife... response:	imadoki dare mo odosenai yo You can't threaten anyone with that.
context: I wonder if a storm is coming?\kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that. response:	kimi no iu hanashi ga maji nara If you're serious...
context: kaban no naka wo misete kure yo Please show me what's inside your bag.\boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious... response:	kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.
context: boku dake ni sotto misete kure yo Please show it to only me.\ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife. response:	demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.
context: ringo-batake ni tsudzuku michi de The road that leads to the apple orchard...\futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it. response:	Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.
context: futarikiri no toki misete kure yo Let's spend some time alone there.\jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife. response:	Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.
context: jama shinai daijyoubu da yo nani mo shinpai nai Nothing will get in our way. There's nothing to worry about.\konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife. response:	sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.
context: konna chiisana fruits kiru knife That small fruit knife...\imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around. response:	Speaking Spanish
context: imadoki dare mo odosenai yo You can't threaten anyone with that.\kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish response:	Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!
context: kimi no iu hanashi ga maji nara If you're serious...\kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass! response:	Speaking Japanese
context: kawa wo hagu you na honmono ga ii...you're better off with a skinning knife.\demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese response:	Good morning, nice guy with that unnatural growth on his head!
context: demo kitto daijyoubu da yo kimi ni hitsuyou nai But it's all right, I'm sure you won't need it.\Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head! response:	How are things going, eh?
context: Please Maki'n Baby sono knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh? response:	Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?
context: Please Maki'n Baby kimi no knife de ringo juice wo tsukurou Please Maki'n Baby, let's make some apple juice with your knife.\sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh? response:	Good morning, Rika!
context: sore wo furikazasu no wa amari ni mo no future da There's no future in swinging something like that around.\Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika! response:	Good morning, Emma.
context: Speaking Spanish\Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma. response:	It's good to see you like this, Rika.
context: Good morning, useless guard dog with his fledgling eggshell still stuck to his ass!\Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika. response:	You can switch anytime with me, the nice guy!
context: Speaking Japanese\Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy! response:	You've been looking healthier lately.
context: Good morning, nice guy with that unnatural growth on his head!\How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately. response:	Do you think so?
context: How are things going, eh?\Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so? response:	Whoa, you're laying it on thick again this morning.
context: Based on that pathetic look on your face, it looks like Rika hasn't let you into her bedroom yet, eh?\Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning. response:	Yeah!
context: Good morning, Rika!\Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah! response:	I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?
context: Good morning, Emma.\It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick? response:	It must be thanks to that boy from Japan.
context: It's good to see you like this, Rika.\You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan. response:	I mean, why the heck wasn't your head blessed with the same thick hair?
context: You can switch anytime with me, the nice guy!\You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair? response:	Mayama-kun?
context: You've been looking healthier lately.\Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun? response:	Yes, you're right.
context: Do you think so?\Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right. response:	What did you say? Huh?!
context: Whoa, you're laying it on thick again this morning.\Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right.\What did you say? Huh?! response:	It might be thanks to him.
context: Yeah!\I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right.\What did you say? Huh?!\It might be thanks to him. response:	Things have become much easier since he came.
context: I was thinking only your eyebrows were thick, but your chest hair and beard are also extra thick?\It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right.\What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came. response:	He easily befriended Carlos, who's so difficult sometimes.
context: It must be thanks to that boy from Japan.\I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right.\What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes. response:	It seems the two of them go out drinking and have a blast every night.
context: I mean, why the heck wasn't your head blessed with the same thick hair?\Mayama-kun?\Yes, you're right.\What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night. response:	Thanks to that, I've slept so well at night.
context: Mayama-kun?\Yes, you're right.\What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night. response:	I haven't slept this well since I came to Spain.
context: Yes, you're right.\What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain. response:	Really, aren't you glad those two get along so well?
context: What did you say? Huh?!\It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well? response:	Hey, fledgling! Go to hell!
context: It might be thanks to him.\Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell! response:	Why don't you go back to your kingdom of hair follicles?!
context: Things have become much easier since he came.\He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?! response:	Dammit, that bastard with the suspicious head...
context: He easily befriended Carlos, who's so difficult sometimes.\It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head... response:	I'll expose him!
context: It seems the two of them go out drinking and have a blast every night.\Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him! response:	I'll definitely expose him!
context: Thanks to that, I've slept so well at night.\I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him! response:	She locked me out again...
context: I haven't slept this well since I came to Spain.\Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him!\She locked me out again... response:	Man, what a shame...
context: Really, aren't you glad those two get along so well?\Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him!\She locked me out again...\Man, what a shame... response:	She said two-bedroom, so I figured it would be one room with two beds...
context: Hey, fledgling! Go to hell!\Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him!\She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds... response:	But to think that there are two bedrooms...
context: Why don't you go back to your kingdom of hair follicles?!\Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him!\She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms... response:	It's so cruel. On top of that, the rooms have locks.
context: Dammit, that bastard with the suspicious head...\I'll expose him!\I'll definitely expose him!\She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks. response:	This is a shame...
context: I'll expose him!\I'll definitely expose him!\She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame... response:	But locks, y'know... are for opening!
context: I'll definitely expose him!\She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening! response:	But... If I force my way in, the door to her heart might be sealed shut...
context: She locked me out again...\Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut... response:	Well... you need to take your time... and work carefully... on things like this...
context: Man, what a shame...\She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this... response:	The cactus that Mayama left behind!
context: She said two-bedroom, so I figured it would be one room with two beds...\But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind! response:	Could it be that something happened to Mayama?
context: But to think that there are two bedrooms...\It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama? response:	Or perhaps it received a transmission of impure thoughts from its owner?
context: It's so cruel. On top of that, the rooms have locks.\This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner? response:	I wonder if Rika is all right?
context: This is a shame...\But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right? response:	Hey! Over here!
context: But locks, y'know... are for opening!\But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here! response:	Someone go get the executive committee! Hurry!
context: But... If I force my way in, the door to her heart might be sealed shut...\Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry! response:	Someone's been hurt.
context: Well... you need to take your time... and work carefully... on things like this...\The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt. response:	Are you serious?
context: The cactus that Mayama left behind!\Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious? response:	Sensei, there's something going on outside.
context: Could it be that something happened to Mayama?\Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious?\Sensei, there's something going on outside. response:	Who could it be?
context: Or perhaps it received a transmission of impure thoughts from its owner?\I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious?\Sensei, there's something going on outside.\Who could it be? response:	Yes, Hanamoto speaking.
context: I wonder if Rika is all right?\Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious?\Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking. response:	I heard a glass panel that they were moving shattered.
context: Hey! Over here!\Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious?\Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered. response:	I heard a girl was caught underneath.
context: Someone go get the executive committee! Hurry!\Someone's been hurt.\Are you serious?\Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath. response:	I saw her. It was a small girl with long hair...
context: Someone's been hurt.\Are you serious?\Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair... response:	She was covered in blood and glass shards...
context: Are you serious?\Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards... response:	She had a big gash on her head...
context: Sensei, there's something going on outside.\Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head... response:	Hey, I heard the girl is a senior oil painting major.
context: Who could it be?\Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major. response:	Could it be...
context: Yes, Hanamoto speaking.\I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be... response:	Could it be...
context: I heard a glass panel that they were moving shattered.\I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be... response:	It can't!
context: I heard a girl was caught underneath.\I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be...\It can't! response:	It can't be!
context: I saw her. It was a small girl with long hair...\She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be...\It can't!\It can't be! response:	Tell me it's not true!
context: She was covered in blood and glass shards...\She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be...\It can't!\It can't be!\Tell me it's not true! response:	Please!
context: She had a big gash on her head...\Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be...\It can't!\It can't be!\Tell me it's not true!\Please! response:	Don't cut your hand.
context: Hey, I heard the girl is a senior oil painting major.\Could it be...\Could it be...\It can't!\It can't be!\Tell me it's not true!\Please!\Don't cut your hand. response:	Please go get a cart. Hurry!
context: Could it be...\Could it be...\It can't!\It can't be!\Tell me it's not true!\Please!\Don't cut your hand.\Please go get a cart. Hurry! response:	Hey, bring some water in a bucket!
context: Could it be...\It can't!\It can't be!\Tell me it's not true!\Please!\Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket! response:	Oh, and bring a broom and a deck brush.
context: It can't!\It can't be!\Tell me it's not true!\Please!\Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush. response:	It was Hanamoto-san from the oil painting department.
context: It can't be!\Tell me it's not true!\Please!\Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department. response:	You know, Hanamoto-sensei's cousin!
context: Tell me it's not true!\Please!\Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin! response:	Hurry up and clean it up!
context: Please!\Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up! response:	We're about to open!
context: Don't cut your hand.\Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open! response:	Please, hurry up, this is a passageway.
context: Please go get a cart. Hurry!\Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway. response:	Hey, get a bucket!
context: Hey, bring some water in a bucket!\Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket! response:	That's not enough!
context: Oh, and bring a broom and a deck brush.\It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough! response:	This can't be...
