context: Yukimori response:	They've made the new Division 5 personnel assignments.
context: If you need to prove you can trust me before you can work on this case, then you should do it.\And investigate Inspector Kikuhara while you're at it.\Kikuhara?\Because it was Kikuhara's idea to demote Sawazaki and appoint me as squad leader.\Now go on and do your background checks.\All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute? response:	So then Nine gave me this. He said it was an apology.
context: And investigate Inspector Kikuhara while you're at it.\Kikuhara?\Because it was Kikuhara's idea to demote Sawazaki and appoint me as squad leader.\Now go on and do your background checks.\All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology. response:	If you have any trouble, post a message here.
context: Kikuhara?\Because it was Kikuhara's idea to demote Sawazaki and appoint me as squad leader.\Now go on and do your background checks.\All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here. response:	But, um, Nine and Seven left the CCC.
context: Because it was Kikuhara's idea to demote Sawazaki and appoint me as squad leader.\Now go on and do your background checks.\All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC. response:	I was hoping we could use this without arresting them...
context: Now go on and do your background checks.\All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them... response:	If you have any trouble, post a message here.
context: All I have to do is sit down and shut up, right?\Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here. response:	I see.
context: Um, Anzai?\Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see. response:	But to use this in a way that doesn't screw them over...
context: Can I have a minute?\So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over... response:	You'd have to contact them and get them to come to us.
context: So then Nine gave me this. He said it was an apology.\If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us. response:	How long have...?
context: If you have any trouble, post a message here.\But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...? response:	You're... not a devil, are you?
context: But, um, Nine and Seven left the CCC.\I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you? response:	If you're referring to my eyes, this is because I stay up late reading manga and light novels.
context: I was hoping we could use this without arresting them...\If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels. response:	Unlike yours, my dark circles are a sign of poor health.
context: If you have any trouble, post a message here.\I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health. response:	That being the case, Miss Hostage...
context: I see.\But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage... response:	you get a gold star for this.
context: But to use this in a way that doesn't screw them over...\You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this. response:	I see. So the whole Ikebukuro Incident was staged by the CCC
context: You'd have to contact them and get them to come to us.\How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC response:	to sway public opinion toward eradicating all devils.
context: How long have...?\You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils. response:	Now, about Zero Five aka Ushio...
context: You're... not a devil, are you?\If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio... response:	Are we going to report him?
context: If you're referring to my eyes, this is because I stay up late reading manga and light novels.\Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him? response:	If we do, it will go straight to general commander Kikuhara.
context: Unlike yours, my dark circles are a sign of poor health.\That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara. response:	Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?
context: That being the case, Miss Hostage...\you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel? response:	If Kikuhara does happen to be with the CCC, he'd let Ushio get away.
context: you get a gold star for this.\I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away. response:	True, if it's going to add to the number of guerilla operatives we can't monitor,
context: I see. So the whole Ikebukuro Incident was staged by the CCC\to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor, response:	then it'd be better to leave him in Division 5 where others can keep an eye on him.
context: to sway public opinion toward eradicating all devils.\Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him. response:	Kikuhara may be a person of interest, but I'm not.
context: Now, about Zero Five aka Ushio...\Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not. response:	That is exactly why...
context: Are we going to report him?\If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why... response:	I intend to contact Zero Seven and Zero Nine
context: If we do, it will go straight to general commander Kikuhara.\Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine response:	and negotiate with them to give us information on the CCC.
context: Wait. Wasn't it Kikuhara who deployed Ushio to the hotel?\If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC. response:	You want to work with wanted criminals?
context: If Kikuhara does happen to be with the CCC, he'd let Ushio get away.\True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals? response:	We'll think about whether or not to arrest them later.
context: True, if it's going to add to the number of guerilla operatives we can't monitor,\then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later. response:	And so I'm counting on your help, Miss Hostage.
context: then it'd be better to leave him in Division 5 where others can keep an eye on him.\Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage. response:	You want to add her to the investigation?
context: Kikuhara may be a person of interest, but I'm not.\That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation? response:	Do you have any idea how much danger she's already been through?
context: That is exactly why...\I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through? response:	But she's the only one who has a rapport with them.
context: I intend to contact Zero Seven and Zero Nine\and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them. response:	Besides, she'll be fine as long as she has you, won't she?
context: and negotiate with them to give us information on the CCC.\You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she? response:	Devils are strong.
context: You want to work with wanted criminals?\We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong. response:	They're much more reliable than humans.
context: We'll think about whether or not to arrest them later.\And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans. response:	What are you saying?
context: And so I'm counting on your help, Miss Hostage.\You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans.\What are you saying? response:	If you're worried then you can join the negotiations team.
context: You want to add her to the investigation?\Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team. response:	You gave her our web address?
context: Do you have any idea how much danger she's already been through?\But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address? response:	I-I'm sorry!
context: But she's the only one who has a rapport with them.\Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry! response:	One new post Subject: I need some advice But we did get her in a lot of trouble.
context: Besides, she'll be fine as long as she has you, won't she?\Devils are strong.\They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble. response:	What if she traces us?
context: Devils are strong.\They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us? response:	I can erase the site itself, and I did set things up to make sure no one could identify us.
context: They're much more reliable than humans.\What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us. response:	So? What did she say?
context: What are you saying?\If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say? response:	Dear Nine, did you manage to get away?
context: If you're worried then you can join the negotiations team.\You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away? response:	Is Seven healing okay?
context: You gave her our web address?\I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay? response:	Sorry for contacting you like this. But...
context: I-I'm sorry!\One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But... response:	It's possible that we can protect you and Seven, and capture the CCC.
context: One new post Subject: I need some advice But we did get her in a lot of trouble.\What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC. response:	When are the negotiations going down?
context: What if she traces us?\I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down? response:	In three days. I'm so glad Seven and Nine answered me.
context: I can erase the site itself, and I did set things up to make sure no one could identify us.\So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me. response:	Anyway, you wanted to talk?
context: So? What did she say?\Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk? response:	I just thought I'd like a little free time.
context: Dear Nine, did you manage to get away?\Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time. response:	What are you going to do?
context: Is Seven healing okay?\Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do? response:	Just get some... necessities, you might say.
context: Sorry for contacting you like this. But...\It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say. response:	Don't look at me like that.
context: It's possible that we can protect you and Seven, and capture the CCC.\When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that. response:	We'll be in touch.
context: When are the negotiations going down?\In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch. response:	Give me your phone so I can input my number.
context: In three days. I'm so glad Seven and Nine answered me.\Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number. response:	Your curfew is 6:00 p.m.
context: Anyway, you wanted to talk?\I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m. response:	Wow, early.
context: I just thought I'd like a little free time.\What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early. response:	Since we're doing this, you could give me your number, too, Tsukasa.
context: What are you going to do?\Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa. response:	Sure.
context: Just get some... necessities, you might say.\Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure. response:	You don't need it!
context: Don't look at me like that.\We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it! response:	When you saved Tsukasa the other day and you dodged me, don't tell me...
context: We'll be in touch.\Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me... response:	it was because you thought I'd take her from you.
context: Give me your phone so I can input my number.\Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you. response:	Did you think I was serious when I said I'd take her off your hands?
context: Your curfew is 6:00 p.m.\Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands? response:	What?!
context: Wow, early.\Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?! response:	Well, I'm off!
context: Since we're doing this, you could give me your number, too, Tsukasa.\Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off! response:	See you later!
context: Sure.\You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off!\See you later! response:	Come back or else.
context: You don't need it!\When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off!\See you later!\Come back or else. response:	Are you feeling a little more comfortable with Lee, Anzai?
context: When you saved Tsukasa the other day and you dodged me, don't tell me...\it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off!\See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai? response:	Dunno. Maybe I am.
context: it was because you thought I'd take her from you.\Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off!\See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am. response:	Here you go. Two evening doses and two morning doses.
context: Did you think I was serious when I said I'd take her off your hands?\What?!\Well, I'm off!\See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses. response:	Feng, you can't draw that much all at once.
context: What?!\Well, I'm off!\See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once. response:	It's okay. I've got plenty.
context: Well, I'm off!\See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty. response:	You have to keep your promise.
context: See you later!\Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise. response:	Or I have to stop asking you.
context: Come back or else.\Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you. response:	You know a person can only give so much blood. You're a doctor.
context: Are you feeling a little more comfortable with Lee, Anzai?\Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor. response:	Yeah, I know, but...
context: Dunno. Maybe I am.\Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but... response:	Now you just lie down.
context: Here you go. Two evening doses and two morning doses.\Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down. response:	Single-eye transformation...
context: Feng, you can't draw that much all at once.\It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down.\Single-eye transformation... response:	The transformation only affects one part of your body, and you keep your sanity.
context: It's okay. I've got plenty.\You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity. response:	Is that the special privilege of a half-breed?
context: You have to keep your promise.\Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed? response:	No, I hear I'm the only one who's ever managed it.
context: Or I have to stop asking you.\You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it. response:	So maybe it's your own special power.
context: You know a person can only give so much blood. You're a doctor.\Yeah, I know, but...\Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power. response:	I hope not.
context: Yeah, I know, but...\Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not. response:	I'm gonna teach this other half-devil I know some blood tolerance, too.
context: Now you just lie down.\Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too. response:	What? You mean you've made a friend?
context: Single-eye transformation...\The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend? response:	Congratulations!
context: The transformation only affects one part of your body, and you keep your sanity.\Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations! response:	Uh... thanks.
context: Is that the special privilege of a half-breed?\No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations!\Uh... thanks. response:	Oh, is that where you're staying now? With that friend?
context: No, I hear I'm the only one who's ever managed it.\So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend? response:	Um, well, it's kind of a big home where lots of people stay.
context: So maybe it's your own special power.\I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay. response:	This is not your home.
context: I hope not.\I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home. response:	Just how big is the sky?
context: I'm gonna teach this other half-devil I know some blood tolerance, too.\What? You mean you've made a friend?\Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky? response:	Is it true that it changes color depending on the time of day?
context: What? You mean you've made a friend?\Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky?\Is it true that it changes color depending on the time of day? response:	The sky is an endless space that stretches out above the ground.
context: Congratulations!\Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky?\Is it true that it changes color depending on the time of day?\The sky is an endless space that stretches out above the ground. response:	Why are you running?
context: Uh... thanks.\Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky?\Is it true that it changes color depending on the time of day?\The sky is an endless space that stretches out above the ground.\Why are you running? response:	I'll be back as soon as I've observed the sky.
context: Oh, is that where you're staying now? With that friend?\Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky?\Is it true that it changes color depending on the time of day?\The sky is an endless space that stretches out above the ground.\Why are you running?\I'll be back as soon as I've observed the sky. response:	Who are you?
context: Um, well, it's kind of a big home where lots of people stay.\This is not your home.\Just how big is the sky?\Is it true that it changes color depending on the time of day?\The sky is an endless space that stretches out above the ground.\Why are you running?\I'll be back as soon as I've observed the sky.\Who are you? response:	If you come back, they'll never let you leave again.
