context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: You're free.\What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like. response:	You belong to a different world to begin with.
context: What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like.\You belong to a different world to begin with. response:	You don't have to be with me.
context: Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like.\You belong to a different world to begin with.\You don't have to be with me. response:	I'm asking you, where is this talk coming from?!
context: If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like.\You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?! response:	What do you think I went through to come back to you?
context: So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like.\You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you? response:	And now you tell me to do whatever I like?
context: You don't like being bossed around by a master like me, do you?\What are you saying?\Do as you like.\You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like? response:	Aristocrats really are cold, eh?
context: What are you saying?\Do as you like.\You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh? response:	I never said that!
context: Do as you like.\You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that! response:	The same goes for you!
context: You belong to a different world to begin with.\You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that!\The same goes for you! response:	You don't understand a thing about how I feel!
context: You don't have to be with me.\I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that!\The same goes for you!\You don't understand a thing about how I feel! response:	I was just being considerate for you!
context: I'm asking you, where is this talk coming from?!\What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that!\The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you! response:	Let's take a short break.
context: What do you think I went through to come back to you?\And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that!\The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break. response:	Louise.
context: And now you tell me to do whatever I like?\Aristocrats really are cold, eh?\I never said that!\The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break.\Louise. response:	Don't wander off too far.
context: Aristocrats really are cold, eh?\I never said that!\The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break.\Louise.\Don't wander off too far. response:	Hey, Louise.
context: I never said that!\The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break.\Louise.\Don't wander off too far.\Hey, Louise. response:	What? Do you need something?
context: The same goes for you!\You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break.\Louise.\Don't wander off too far.\Hey, Louise.\What? Do you need something? response:	Not really, but...
context: You don't understand a thing about how I feel!\I was just being considerate for you!\Let's take a short break.\Louise.\Don't wander off too far.\Hey, Louise.\What? Do you need something?\Not really, but... response:	If you don't, then don't talk to me.
context: I was just being considerate for you!\Let's take a short break.\Louise.\Don't wander off too far.\Hey, Louise.\What? Do you need something?\Not really, but...\If you don't, then don't talk to me. response:	I want to be alone!
context: Let's take a short break.\Louise.\Don't wander off too far.\Hey, Louise.\What? Do you need something?\Not really, but...\If you don't, then don't talk to me.\I want to be alone! response:	Fine! Suit yourself!
context: Louise.\Don't wander off too far.\Hey, Louise.\What? Do you need something?\Not really, but...\If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself! response:	What am I doing?
context: Don't wander off too far.\Hey, Louise.\What? Do you need something?\Not really, but...\If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself!\What am I doing? response:	Why am I so worked up over one familiar?
context: Hey, Louise.\What? Do you need something?\Not really, but...\If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar? response:	So what if he's not my familiar anymore?
context: What? Do you need something?\Not really, but...\If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore? response:	I just have to summon another one.
context: Not really, but...\If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one. response:	Like Nee-sama said, summon another one more appropriate for a Valliere.
context: If you don't, then don't talk to me.\I want to be alone!\Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere. response:	Even if he's not my familiar, would he choose to be with me?
context: I want to be alone!\Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me? response:	Or...
context: Fine! Suit yourself!\What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or... response:	This is frustrating!
context: What am I doing?\Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating! response:	Why do I have to go through all of this?
context: Why am I so worked up over one familiar?\So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating!\Why do I have to go through all of this? response:	Thanks.
context: So what if he's not my familiar anymore?\I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating!\Why do I have to go through all of this?\Thanks. response:	Alby? What is it doing here?
context: I just have to summon another one.\Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating!\Why do I have to go through all of this?\Thanks.\Alby? What is it doing here? response:	Nice to meet you, Miss Valliere.
context: Like Nee-sama said, summon another one more appropriate for a Valliere.\Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating!\Why do I have to go through all of this?\Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere. response:	You, who wields the great Void magic.
context: Even if he's not my familiar, would he choose to be with me?\Or...\This is frustrating!\Why do I have to go through all of this?\Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic. response:	Who are you?!
context: Or...\This is frustrating!\Why do I have to go through all of this?\Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?! response:	Coward! Identify yourself!
context: This is frustrating!\Why do I have to go through all of this?\Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself! response:	I suppose. Call me Sheffield.
context: Why do I have to go through all of this?\Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield. response:	Don't play with me!
context: Thanks.\Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me! response:	I wouldn't.
context: Alby? What is it doing here?\Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me!\I wouldn't. response:	My doll stabbing you would be faster than you chanting a spell.
context: Nice to meet you, Miss Valliere.\You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell. response:	I'm here to fetch you.
context: You, who wields the great Void magic.\Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you. response:	My master is seeking a cute mage.
context: Who are you?!\Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage. response:	Will you come with me?
context: Coward! Identify yourself!\I suppose. Call me Sheffield.\Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me? response:	Don't mess around with me!
context: I suppose. Call me Sheffield.\Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me?\Don't mess around with me! response:	Please, notice this, Saito.
context: Don't play with me!\I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me?\Don't mess around with me!\Please, notice this, Saito. response:	Louise!
context: I wouldn't.\My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me?\Don't mess around with me!\Please, notice this, Saito.\Louise! response:	Too bad. I have the ability to control every magic item in existence.
context: My doll stabbing you would be faster than you chanting a spell.\I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me?\Don't mess around with me!\Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence. response:	It's useless.
context: I'm here to fetch you.\My master is seeking a cute mage.\Will you come with me?\Don't mess around with me!\Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless. response:	I know you very well.
context: My master is seeking a cute mage.\Will you come with me?\Don't mess around with me!\Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well. response:	Why are you after me?!
context: Will you come with me?\Don't mess around with me!\Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well.\Why are you after me?! response:	What do you want from me?!
context: Don't mess around with me!\Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well.\Why are you after me?!\What do you want from me?! response:	First, you're not the only Void mage.
context: Please, notice this, Saito.\Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well.\Why are you after me?!\What do you want from me?!\First, you're not the only Void mage. response:	The same applies to the familiar.
context: Louise!\Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well.\Why are you after me?!\What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar. response:	Do you want to know more?
context: Too bad. I have the ability to control every magic item in existence.\It's useless.\I know you very well.\Why are you after me?!\What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more? response:	I'm Myozunitonirun.
context: It's useless.\I know you very well.\Why are you after me?!\What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun. response:	T-That's...
context: I know you very well.\Why are you after me?!\What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun.\T-That's... response:	I'm called the Mind of God.
context: Why are you after me?!\What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun.\T-That's...\I'm called the Mind of God. response:	As you've guessed, I'm a Void mage's familiar.
context: What do you want from me?!\First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun.\T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar. response:	The familiar of a very noble man.
context: First, you're not the only Void mage.\The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun.\T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man. response:	Where is your familiar?
context: The same applies to the familiar.\Do you want to know more?\I'm Myozunitonirun.\T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar? response:	Taking a nap somewhere, perhaps?
context: Do you want to know more?\I'm Myozunitonirun.\T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps? response:	Or maybe he left you?
context: I'm Myozunitonirun.\T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you? response:	How do you...
context: T-That's...\I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you... response:	Guess.
context: I'm called the Mind of God.\As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you...\Guess. response:	That's enough talk.
context: As you've guessed, I'm a Void mage's familiar.\The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you...\Guess.\That's enough talk. response:	Saito!
context: The familiar of a very noble man.\Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you...\Guess.\That's enough talk.\Saito! response:	I'll buy you time.
context: Where is your familiar?\Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you...\Guess.\That's enough talk.\Saito!\I'll buy you time. response:	You start chanting the Void magic.
context: Taking a nap somewhere, perhaps?\Or maybe he left you?\How do you...\Guess.\That's enough talk.\Saito!\I'll buy you time.\You start chanting the Void magic. response:	B-But you're no longer...
context: Or maybe he left you?\How do you...\Guess.\That's enough talk.\Saito!\I'll buy you time.\You start chanting the Void magic.\B-But you're no longer... response:	No longer your familiar nor Gandalfr, you want to say?
context: How do you...\Guess.\That's enough talk.\Saito!\I'll buy you time.\You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say? response:	So what?
context: Guess.\That's enough talk.\Saito!\I'll buy you time.\You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what? response:	It's only natural for a man to protect the girl he likes.
context: That's enough talk.\Saito!\I'll buy you time.\You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes. response:	Just leave your life in my hands!
context: Saito!\I'll buy you time.\You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands! response:	Hey, Del. I just said all that, but I'm -
context: I'll buy you time.\You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm - response:	Duck!
context: You start chanting the Void magic.\B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck! response:	I'm just an ordinary human!
context: B-But you're no longer...\No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human! response:	Lift your left leg!
context: No longer your familiar nor Gandalfr, you want to say?\So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human!\Lift your left leg! response:	Have some confidence!
context: So what?\It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human!\Lift your left leg!\Have some confidence! response:	You've stalled an army of seventy thousand!
context: It's only natural for a man to protect the girl he likes.\Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human!\Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand! response:	But back then, I was -
context: Just leave your life in my hands!\Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human!\Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was - response:	Right! Parry!
context: Hey, Del. I just said all that, but I'm -\Duck!\I'm just an ordinary human!\Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry! response:	Who's the one who said to leave a life in his hands?
context: Duck!\I'm just an ordinary human!\Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands? response:	Ul Slis Ans.
context: I'm just an ordinary human!\Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans. response:	Louise...
context: Lift your left leg!\Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise... response:	So what about some contract.
context: Have some confidence!\You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise...\So what about some contract. response:	I said I would protect Louise!
context: You've stalled an army of seventy thousand!\But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise...\So what about some contract.\I said I would protect Louise! response:	I'm here to assist!
context: But back then, I was -\Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise...\So what about some contract.\I said I would protect Louise!\I'm here to assist! response:	That boy shouldn't be her familiar anymore.
context: Right! Parry!\Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise...\So what about some contract.\I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore. response:	Yet why?
context: Who's the one who said to leave a life in his hands?\Ul Slis Ans.\Louise...\So what about some contract.\I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why? response:	Myozunitonirun.
context: Ul Slis Ans.\Louise...\So what about some contract.\I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun. response:	Retreat for now.
context: Louise...\So what about some contract.\I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun.\Retreat for now. response:	Joseph-sama?
context: So what about some contract.\I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun.\Retreat for now.\Joseph-sama? response:	We don't have all the pieces we need yet.
context: I said I would protect Louise!\I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun.\Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet. response:	To enjoy the game, we need all the necessary pieces.
context: I'm here to assist!\That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun.\Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces. response:	I trust you will do this correctly.
context: That boy shouldn't be her familiar anymore.\Yet why?\Myozunitonirun.\Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly. response:	Nousis Heilos Iala.
context: Yet why?\Myozunitonirun.\Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala. response:	Elpeo Eol.
context: Myozunitonirun.\Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol. response:	Y's!
context: Retreat for now.\Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol.\Y's! response:	As you wish.
context: Joseph-sama?\We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol.\Y's!\As you wish. response:	Your words are law.
context: We don't have all the pieces we need yet.\To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol.\Y's!\As you wish.\Your words are law. response:	Good job, Louise!
context: To enjoy the game, we need all the necessary pieces.\I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol.\Y's!\As you wish.\Your words are law.\Good job, Louise! response:	You stupid dog!
context: I trust you will do this correctly.\Nousis Heilos Iala.\Elpeo Eol.\Y's!\As you wish.\Your words are law.\Good job, Louise!\You stupid dog! response:	You have to stay right by me!
context: Nousis Heilos Iala.\Elpeo Eol.\Y's!\As you wish.\Your words are law.\Good job, Louise!\You stupid dog!\You have to stay right by me! response:	You can't go wandering off...
context: Elpeo Eol.\Y's!\As you wish.\Your words are law.\Good job, Louise!\You stupid dog!\You have to stay right by me!\You can't go wandering off... response:	I'm sorry.
context: Y's!\As you wish.\Your words are law.\Good job, Louise!\You stupid dog!\You have to stay right by me!\You can't go wandering off...\I'm sorry. response:	B-But...
context: As you wish.\Your words are law.\Good job, Louise!\You stupid dog!\You have to stay right by me!\You can't go wandering off...\I'm sorry.\B-But... response:	Thank you for saving me.
context: Your words are law.\Good job, Louise!\You stupid dog!\You have to stay right by me!\You can't go wandering off...\I'm sorry.\B-But...\Thank you for saving me. response:	Reporting back, Ma'am!
context: Good job, Louise!\You stupid dog!\You have to stay right by me!\You can't go wandering off...\I'm sorry.\B-But...\Thank you for saving me.\Reporting back, Ma'am! response:	There's nothing here.
context: You stupid dog!\You have to stay right by me!\You can't go wandering off...\I'm sorry.\B-But...\Thank you for saving me.\Reporting back, Ma'am!\There's nothing here. response:	Louise. Saito-san.
context: You have to stay right by me!\You can't go wandering off...\I'm sorry.\B-But...\Thank you for saving me.\Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san. response:	Princess, what happened here?
context: You can't go wandering off...\I'm sorry.\B-But...\Thank you for saving me.\Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san.\Princess, what happened here? response:	The war caused my room to empty.
context: I'm sorry.\B-But...\Thank you for saving me.\Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty. response:	I sold all the furniture to support the war even a little.
context: B-But...\Thank you for saving me.\Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little. response:	Even you went through such a sacrifice?
context: Thank you for saving me.\Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice? response:	This is nothing. I was about to lose you instead.
context: Reporting back, Ma'am!\There's nothing here.\Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead. response:	Not only did I try to take advantage of your strength, but I was also about to kill you.
context: There's nothing here.\Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you. response:	I do not know how to apologise.
context: Louise. Saito-san.\Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise. response:	Princess, please don't mind it.
context: Princess, what happened here?\The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it. response:	Thank you, Louise.
context: The war caused my room to empty.\I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise. response:	Saito-san.
context: I sold all the furniture to support the war even a little.\Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise.\Saito-san. response:	No matter how many times I thank you,
context: Even you went through such a sacrifice?\This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise.\Saito-san.\No matter how many times I thank you, response:	it wouldn't be enough to express my appreciation.
context: This is nothing. I was about to lose you instead.\Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise.\Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation. response:	W-Well, it's just how things went.
context: Not only did I try to take advantage of your strength, but I was also about to kill you.\I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise.\Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went. response:	You're the hero who saved this Tristain.
context: I do not know how to apologise.\Princess, please don't mind it.\Thank you, Louise.\Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain. response:	A piece of paper?
context: Princess, please don't mind it.\Thank you, Louise.\Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper? response:	That admits you to be a Chevalier.
context: Thank you, Louise.\Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier. response:	A letter of appointment to be my knight.
context: Saito-san.\No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight. response:	A letter of appointment?
context: No matter how many times I thank you,\it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment? response:	A hero deserves an honour befitting the deed.
context: it wouldn't be enough to express my appreciation.\W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed. response:	You will accept it, won't you, Saito-san?
context: W-Well, it's just how things went.\You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san? response:	To be honest, I have no clue what this means.
context: You're the hero who saved this Tristain.\A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means. response:	It means you'll become an aristocrat!
context: A piece of paper?\That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat! response:	A-Aristocrat?
