context: Are you nervous? response:	No, it's just a track meet.
context: Hello, Fukami here.\Hey. Sorry, I was out earlier.\It's fine. I\My dad said he's sorry for troubling a young girl.\I'm sorry, too.\It was my mistake.\Do you want to come over now?\If you have time, response:	my dad says he wants to cook for you to make up for it.
context: Hey. Sorry, I was out earlier.\It's fine. I\My dad said he's sorry for troubling a young girl.\I'm sorry, too.\It was my mistake.\Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it. response:	Cook?
context: It's fine. I\My dad said he's sorry for troubling a young girl.\I'm sorry, too.\It was my mistake.\Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it.\Cook? response:	Dad's been living alone for a long time.
context: My dad said he's sorry for troubling a young girl.\I'm sorry, too.\It was my mistake.\Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time. response:	He's good at cooking.
context: I'm sorry, too.\It was my mistake.\Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time.\He's good at cooking. response:	But
context: It was my mistake.\Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time.\He's good at cooking.\But response:	Didn't you want to talk to me?
context: Do you want to come over now?\If you have time,\my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time.\He's good at cooking.\But\Didn't you want to talk to me? response:	Yeah, but...
context: If you have time,\my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time.\He's good at cooking.\But\Didn't you want to talk to me?\Yeah, but... response:	There's something I need to tell you, too.
context: my dad says he wants to cook for you to make up for it.\Cook?\Dad's been living alone for a long time.\He's good at cooking.\But\Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too. response:	Do you know how to get here?
context: Cook?\Dad's been living alone for a long time.\He's good at cooking.\But\Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too.\Do you know how to get here? response:	I don't.
context: Dad's been living alone for a long time.\He's good at cooking.\But\Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too.\Do you know how to get here?\I don't. response:	Come in.
context: He's good at cooking.\But\Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too.\Do you know how to get here?\I don't.\Come in. response:	I'm Touko Fukami.
context: But\Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too.\Do you know how to get here?\I don't.\Come in.\I'm Touko Fukami. response:	Thanks for having me.
context: Didn't you want to talk to me?\Yeah, but...\There's something I need to tell you, too.\Do you know how to get here?\I don't.\Come in.\I'm Touko Fukami.\Thanks for having me. response:	I'll make something.
context: Yeah, but...\There's something I need to tell you, too.\Do you know how to get here?\I don't.\Come in.\I'm Touko Fukami.\Thanks for having me.\I'll make something. response:	Think of it as a light snack.
context: There's something I need to tell you, too.\Do you know how to get here?\I don't.\Come in.\I'm Touko Fukami.\Thanks for having me.\I'll make something.\Think of it as a light snack. response:	Okay.
context: Do you know how to get here?\I don't.\Come in.\I'm Touko Fukami.\Thanks for having me.\I'll make something.\Think of it as a light snack.\Okay. response:	Kakeru, make Fukami-san at home in the meantime.
context: I don't.\Come in.\I'm Touko Fukami.\Thanks for having me.\I'll make something.\Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime. response:	She's half my guest today, after all.
context: Come in.\I'm Touko Fukami.\Thanks for having me.\I'll make something.\Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all. response:	All right. I'll keep her company.
context: I'm Touko Fukami.\Thanks for having me.\I'll make something.\Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company. response:	I'll show you to my room.
context: Thanks for having me.\I'll make something.\Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room. response:	That's my room.
context: I'll make something.\Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room.\That's my room. response:	Hey...
context: Think of it as a light snack.\Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room.\That's my room.\Hey... response:	Yeah?
context: Okay.\Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room.\That's my room.\Hey...\Yeah? response:	When it rained the other day,
context: Kakeru, make Fukami-san at home in the meantime.\She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room.\That's my room.\Hey...\Yeah?\When it rained the other day, response:	on the road to Kirinkan...
context: She's half my guest today, after all.\All right. I'll keep her company.\I'll show you to my room.\That's my room.\Hey...\Yeah?\When it rained the other day,\on the road to Kirinkan... response:	You saw.
context: All right. I'll keep her company.\I'll show you to my room.\That's my room.\Hey...\Yeah?\When it rained the other day,\on the road to Kirinkan...\You saw. response:	I wasn't hugging her.
context: I'll show you to my room.\That's my room.\Hey...\Yeah?\When it rained the other day,\on the road to Kirinkan...\You saw.\I wasn't hugging her. response:	I just caught her.
context: That's my room.\Hey...\Yeah?\When it rained the other day,\on the road to Kirinkan...\You saw.\I wasn't hugging her.\I just caught her. response:	Hugging...
context: Hey...\Yeah?\When it rained the other day,\on the road to Kirinkan...\You saw.\I wasn't hugging her.\I just caught her.\Hugging... response:	She'd hurt her leg.
context: Yeah?\When it rained the other day,\on the road to Kirinkan...\You saw.\I wasn't hugging her.\I just caught her.\Hugging...\She'd hurt her leg. response:	You know about that, don't you?
context: When it rained the other day,\on the road to Kirinkan...\You saw.\I wasn't hugging her.\I just caught her.\Hugging...\She'd hurt her leg.\You know about that, don't you? response:	It's okay. I'm done talking.
context: on the road to Kirinkan...\You saw.\I wasn't hugging her.\I just caught her.\Hugging...\She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking. response:	She nearly fell over on the steep road.
context: You saw.\I wasn't hugging her.\I just caught her.\Hugging...\She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road. response:	Anyway, it's nothing.
context: I wasn't hugging her.\I just caught her.\Hugging...\She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing. response:	But the reason I wanted you over today is to talk about herTakayama.
context: I just caught her.\Hugging...\She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama. response:	Takayama is going to confess to Yukinari Imi.
context: Hugging...\She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi. response:	Eh?
context: She'd hurt her leg.\You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh? response:	I said, Takayama is going to confess to Yukinari Imi.
context: You know about that, don't you?\It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi. response:	What? What? What?
context: It's okay. I'm done talking.\She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What? response:	How do you know that about her?
context: She nearly fell over on the steep road.\Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her? response:	Did you see the future?
context: Anyway, it's nothing.\But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her?\Did you see the future? response:	She told me herself.
context: But the reason I wanted you over today is to talk about herTakayama.\Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her?\Did you see the future?\She told me herself. response:	She told me to tell you.
context: Takayama is going to confess to Yukinari Imi.\Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her?\Did you see the future?\She told me herself.\She told me to tell you. response:	I want you to tell Touko about this.
context: Eh?\I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her?\Did you see the future?\She told me herself.\She told me to tell you.\I want you to tell Touko about this. response:	Because
context: I said, Takayama is going to confess to Yukinari Imi.\What? What? What?\How do you know that about her?\Did you see the future?\She told me herself.\She told me to tell you.\I want you to tell Touko about this.\Because response:	I won't ask why.
context: What? What? What?\How do you know that about her?\Did you see the future?\She told me herself.\She told me to tell you.\I want you to tell Touko about this.\Because\I won't ask why. response:	Don't talk, statue.
context: How do you know that about her?\Did you see the future?\She told me herself.\She told me to tell you.\I want you to tell Touko about this.\Because\I won't ask why.\Don't talk, statue. response:	Crap.
context: Did you see the future?\She told me herself.\She told me to tell you.\I want you to tell Touko about this.\Because\I won't ask why.\Don't talk, statue.\Crap. response:	It's good.
context: She told me herself.\She told me to tell you.\I want you to tell Touko about this.\Because\I won't ask why.\Don't talk, statue.\Crap.\It's good. response:	Say, Kakeru,
context: She told me to tell you.\I want you to tell Touko about this.\Because\I won't ask why.\Don't talk, statue.\Crap.\It's good.\Say, Kakeru, response:	this is a good opportunity. Why don't you get a cell phone?
context: I want you to tell Touko about this.\Because\I won't ask why.\Don't talk, statue.\Crap.\It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone? response:	It'd be useful.
context: Because\I won't ask why.\Don't talk, statue.\Crap.\It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful. response:	Are they really that useful?
context: I won't ask why.\Don't talk, statue.\Crap.\It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful? response:	Yeah. Well, I might die without one.
context: Don't talk, statue.\Crap.\It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one. response:	Would anyone ever call me?
context: Crap.\It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me? response:	Is Yana-chan's leg all better now?
context: It's good.\Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now? response:	I think so.
context: Say, Kakeru,\this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so. response:	That's good to hear.
context: this is a good opportunity. Why don't you get a cell phone?\It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so.\That's good to hear. response:	Seriously, I know your boyfriend's there,
context: It'd be useful.\Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so.\That's good to hear.\Seriously, I know your boyfriend's there, response:	but you've seriously got ears all over the hospital.
context: Are they really that useful?\Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so.\That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital. response:	How often are you there?
context: Yeah. Well, I might die without one.\Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so.\That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there? response:	Three days a week.
context: Would anyone ever call me?\Is Yana-chan's leg all better now?\I think so.\That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there?\Three days a week. response:	They were such a cute couple.
context: Is Yana-chan's leg all better now?\I think so.\That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there?\Three days a week.\They were such a cute couple. response:	They're both remarried and have kids.
context: I think so.\That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there?\Three days a week.\They were such a cute couple.\They're both remarried and have kids. response:	There they are amidst their complicated family,
context: That's good to hear.\Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there?\Three days a week.\They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family, response:	like leaves in a cold blast, like a boat,
context: Seriously, I know your boyfriend's there,\but you've seriously got ears all over the hospital.\How often are you there?\Three days a week.\They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat, response:	their hearts tossed in a storm!
context: but you've seriously got ears all over the hospital.\How often are you there?\Three days a week.\They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm! response:	Go away.
context: How often are you there?\Three days a week.\They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away. response:	Friendship punch!
context: Three days a week.\They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away.\Friendship punch! response:	I had such a treat today.
context: They were such a cute couple.\They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away.\Friendship punch!\I had such a treat today. response:	Thanks for having me over.
context: They're both remarried and have kids.\There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away.\Friendship punch!\I had such a treat today.\Thanks for having me over. response:	See you.
context: There they are amidst their complicated family,\like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away.\Friendship punch!\I had such a treat today.\Thanks for having me over.\See you. response:	I found an interesting place the other day.
context: like leaves in a cold blast, like a boat,\their hearts tossed in a storm!\Go away.\Friendship punch!\I had such a treat today.\Thanks for having me over.\See you.\I found an interesting place the other day. response:	It's nearby.
context: their hearts tossed in a storm!\Go away.\Friendship punch!\I had such a treat today.\Thanks for having me over.\See you.\I found an interesting place the other day.\It's nearby. response:	When I found it, I knew I had to take you there.
context: Go away.\Friendship punch!\I had such a treat today.\Thanks for having me over.\See you.\I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there. response:	I've been meaning to ask you.
context: Friendship punch!\I had such a treat today.\Thanks for having me over.\See you.\I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you. response:	Do you want to go now?
context: I had such a treat today.\Thanks for having me over.\See you.\I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now? response:	Sure.
context: Thanks for having me over.\See you.\I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now?\Sure. response:	Wait here. I'll get ready.
context: See you.\I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now?\Sure.\Wait here. I'll get ready. response:	Thanks for everything today. The meal was delicious.
context: I found an interesting place the other day.\It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now?\Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious. response:	Say hi to your dad for me. I'll be heading home now.
context: It's nearby.\When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now?\Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now. response:	Bye.
context: When I found it, I knew I had to take you there.\I've been meaning to ask you.\Do you want to go now?\Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye. response:	She still hasn't told me what she wanted to talk to me about.
context: I've been meaning to ask you.\Do you want to go now?\Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about. response:	Yanagi. You haven't made it home yet?
context: Do you want to go now?\Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet? response:	I'm resting here.
context: Sure.\Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here. response:	This is where I take a break, eat, drink some water,
context: Wait here. I'll get ready.\Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water, response:	and get ready for the rest of the trip.
context: Thanks for everything today. The meal was delicious.\Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip. response:	You don't have any water.
context: Say hi to your dad for me. I'll be heading home now.\Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water. response:	There was something I wanted to tell you.
context: Bye.\She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you. response:	like you.
context: She still hasn't told me what she wanted to talk to me about.\Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you.\like you. response:	I know you like Touko.
context: Yanagi. You haven't made it home yet?\I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you.\like you.\I know you like Touko. response:	I know you confessed to her, too.
context: I'm resting here.\This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you.\like you.\I know you like Touko.\I know you confessed to her, too. response:	I know it's going to be painful for me
context: This is where I take a break, eat, drink some water,\and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you.\like you.\I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me response:	to live with you after you reject me.
context: and get ready for the rest of the trip.\You don't have any water.\There was something I wanted to tell you.\like you.\I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me. response:	We're family, as you said.
context: You don't have any water.\There was something I wanted to tell you.\like you.\I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said. response:	I know what your answer is.
context: There was something I wanted to tell you.\like you.\I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said.\I know what your answer is. response:	I mean, I would have been really happy if you gave up Touko for me,
context: like you.\I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me, response:	but I would have lost respect for you.
context: I know you like Touko.\I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you. response:	Still, I wanted to tell you.
context: I know you confessed to her, too.\I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you. response:	I don't know what's going to happen to us now,
context: I know it's going to be painful for me\to live with you after you reject me.\We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now, response:	but this is where I move forward.
context: to live with you after you reject me.\We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward. response:	I wanted to tell you that here.
context: We're family, as you said.\I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here. response:	I'll head home first.
context: I know what your answer is.\I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here.\I'll head home first. response:	If I see you there, I hope we can keep things the way they were.
context: I mean, I would have been really happy if you gave up Touko for me,\but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were. response:	I overheard something some high school girls
context: but I would have lost respect for you.\Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls response:	said at the station.
context: Still, I wanted to tell you.\I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station. response:	One of them said, 1221, year of the Joukyu war.
context: I don't know what's going to happen to us now,\but this is where I move forward.\I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war. response:	High school girls are busy, too.
context: but this is where I move forward.\I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too. response:	Hina, can you set up the chopsticks and stuff?
context: I wanted to tell you that here.\I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff? response:	Okay.
context: I'll head home first.\If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay. response:	Onee-chan, come help.
context: If I see you there, I hope we can keep things the way they were.\I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help. response:	Onee-chan, dinner!
context: I overheard something some high school girls\said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help.\Onee-chan, dinner! response:	Okay.
context: said at the station.\One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help.\Onee-chan, dinner!\Okay. response:	I wanted to tell you myself.
context: One of them said, 1221, year of the Joukyu war.\High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help.\Onee-chan, dinner!\Okay.\I wanted to tell you myself. response:	That doesn't explain anything.
context: High school girls are busy, too.\Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help.\Onee-chan, dinner!\Okay.\I wanted to tell you myself.\That doesn't explain anything. response:	I'm a total idiot.
context: Hina, can you set up the chopsticks and stuff?\Okay.\Onee-chan, come help.\Onee-chan, dinner!\Okay.\I wanted to tell you myself.\That doesn't explain anything.\I'm a total idiot. response:	What am I?!
context: Okay.\Onee-chan, come help.\Onee-chan, dinner!\Okay.\I wanted to tell you myself.\That doesn't explain anything.\I'm a total idiot.\What am I?! response:	Come to the school yard. Let's put an end to this.
context: Onee-chan, come help.\Onee-chan, dinner!\Okay.\I wanted to tell you myself.\That doesn't explain anything.\I'm a total idiot.\What am I?!\Come to the school yard. Let's put an end to this. response:	Episode 6 Punch
