context: Karaoke response:	Signs
context: Let's have a party after school.\Surely, if Maka comes, Crona will tag along too, right?\The whole gang!\The troublesome person is late, though...\That Black Star... He's probably fighting again, right, Tsubaki?\Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it... response:	Please attend the lesson.
context: Surely, if Maka comes, Crona will tag along too, right?\The whole gang!\The troublesome person is late, though...\That Black Star... He's probably fighting again, right, Tsubaki?\Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson. response:	The next one, I'll aim at you.
context: The whole gang!\The troublesome person is late, though...\That Black Star... He's probably fighting again, right, Tsubaki?\Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you. response:	Sorry I'm late.
context: The troublesome person is late, though...\That Black Star... He's probably fighting again, right, Tsubaki?\Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late. response:	Fighting again?
context: That Black Star... He's probably fighting again, right, Tsubaki?\Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late.\Fighting again? response:	Hell yeah! During Sis Marie's session.
context: Yes.\Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session. response:	So, the result?
context: Whimsy, isn't he? He completely ignores you and goes off on his own...\It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session.\So, the result? response:	I'm the man who'll exceed God!
context: It sort of comes with the package, so I can't do much about it...\Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God! response:	I obviously won!
context: Please attend the lesson.\The next one, I'll aim at you.\Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God!\I obviously won! response:	Whatever the result, you're late...
context: The next one, I'll aim at you.\Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late... response:	Stand in the hall.
context: Sorry I'm late.\Fighting again?\Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late...\Stand in the hall. response:	I'll kill him.
context: Fighting again?\Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late...\Stand in the hall.\I'll kill him. response:	Stronger!
context: Hell yeah! During Sis Marie's session.\So, the result?\I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late...\Stand in the hall.\I'll kill him.\Stronger! response:	I wonder what's with Black Star...
context: So, the result?\I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late...\Stand in the hall.\I'll kill him.\Stronger!\I wonder what's with Black Star... response:	He's doing nothing but fighting all the time.
context: I'm the man who'll exceed God!\I obviously won!\Whatever the result, you're late...\Stand in the hall.\I'll kill him.\Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time. response:	Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.
context: I obviously won!\Whatever the result, you're late...\Stand in the hall.\I'll kill him.\Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories. response:	Quite the beast, isn't he?
context: Whatever the result, you're late...\Stand in the hall.\I'll kill him.\Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he? response:	As I said last week, as of today we're starting a new class.
context: Stand in the hall.\I'll kill him.\Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class. response:	The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,
context: I'll kill him.\Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity, response:	and the organization she leads, the Arachnophobia...
context: Stronger!\I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia... response:	This is a lesson about how to fight against them.
context: I wonder what's with Black Star...\He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them. response:	Rather than having me explain it,
context: He's doing nothing but fighting all the time.\Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it, response:	it'll be quicker if you learn it through your bodies.
context: Facing opponents more powerful than himself without his Weapon, ten fights, ten victories.\Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies. response:	That's because some kids in this class are stupid.
context: Quite the beast, isn't he?\As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid. response:	He's got his eyes glued on us.
context: As I said last week, as of today we're starting a new class.\The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us. response:	You're both completely shameless, aren't you?
context: The Witch Arachne who was awakened by the Kishin's Wavelength of Insanity,\and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you? response:	Now, the kids I name are to come forth, please.
context: and the organization she leads, the Arachnophobia...\This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please. response:	First, Ox-kun...
context: This is a lesson about how to fight against them.\Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun... response:	and his partner, Harvar.
context: Rather than having me explain it,\it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar. response:	With rehabilitation in mind, Maka...
context: it'll be quicker if you learn it through your bodies.\That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka... response:	Alright!
context: That's because some kids in this class are stupid.\He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright! response:	and her pair, Soul.
context: He's got his eyes glued on us.\You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright!\and her pair, Soul. response:	And finally, Black Star...
context: You're both completely shameless, aren't you?\Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright!\and her pair, Soul.\And finally, Black Star... response:	come back.
context: Now, the kids I name are to come forth, please.\First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright!\and her pair, Soul.\And finally, Black Star...\come back. response:	In or out, please make up your mind!
context: First, Ox-kun...\and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright!\and her pair, Soul.\And finally, Black Star...\come back.\In or out, please make up your mind! response:	How come you're breaking that much of a sweat?
context: and his partner, Harvar.\With rehabilitation in mind, Maka...\Alright!\and her pair, Soul.\And finally, Black Star...\come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat? response:	As for you, since you'd trash the classroom with a Weapon...
context: With rehabilitation in mind, Maka...\Alright!\and her pair, Soul.\And finally, Black Star...\come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon... response:	you go unarmed.
context: Alright!\and her pair, Soul.\And finally, Black Star...\come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed. response:	Up till now you've only matched your partner's soul wavelength, right?
context: and her pair, Soul.\And finally, Black Star...\come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right? response:	However, against a great enemy, kids like you fighting on their own would only get crushed.
context: And finally, Black Star...\come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed. response:	So, in order to get around it, what I want to achieve is Team Soul Resonance.
context: come back.\In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance. response:	Team Soul Resonance?
context: In or out, please make up your mind!\How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance? response:	As this is the first lesson, you can come all out at me together.
context: How come you're breaking that much of a sweat?\As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together. response:	No way... asking that out of the blue...
context: As for you, since you'd trash the classroom with a Weapon...\you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue... response:	Now, come... I'll dissect you!
context: you go unarmed.\Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you! response:	Now, come... I'll dissect you!
context: Up till now you've only matched your partner's soul wavelength, right?\However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you! response:	Scary...
context: However, against a great enemy, kids like you fighting on their own would only get crushed.\So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary... response:	Alright!
context: So, in order to get around it, what I want to achieve is Team Soul Resonance.\Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary...\Alright! response:	Mama, I'm hungry!
context: Team Soul Resonance?\As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary...\Alright!\Mama, I'm hungry! response:	Yes, yes, hold on.
context: As this is the first lesson, you can come all out at me together.\No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary...\Alright!\Mama, I'm hungry!\Yes, yes, hold on. response:	It's almost done...
context: No way... asking that out of the blue...\Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary...\Alright!\Mama, I'm hungry!\Yes, yes, hold on.\It's almost done... response:	There's still some, so you can have seconds, okay?
context: Now, come... I'll dissect you!\Now, come... I'll dissect you!\Scary...\Alright!\Mama, I'm hungry!\Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay? response:	Yes!
context: Now, come... I'll dissect you!\Scary...\Alright!\Mama, I'm hungry!\Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay?\Yes! response:	Thanks for the food!
context: Scary...\Alright!\Mama, I'm hungry!\Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay?\Yes!\Thanks for the food! response:	Must've been my imagination.
context: Alright!\Mama, I'm hungry!\Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay?\Yes!\Thanks for the food!\Must've been my imagination. response:	Is this what they call a mother's touch?
context: Mama, I'm hungry!\Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay?\Yes!\Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch? response:	Such a plain and boring taste...
context: Yes, yes, hold on.\It's almost done...\There's still some, so you can have seconds, okay?\Yes!\Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste... response:	Ew, a spider!
context: It's almost done...\There's still some, so you can have seconds, okay?\Yes!\Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider! response:	How did it come in?
context: There's still some, so you can have seconds, okay?\Yes!\Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider!\How did it come in? response:	Now, get out!
context: Yes!\Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider!\How did it come in?\Now, get out! response:	Arachne...
context: Thanks for the food!\Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider!\How did it come in?\Now, get out!\Arachne... response:	For her to have already noticed...
context: Must've been my imagination.\Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider!\How did it come in?\Now, get out!\Arachne...\For her to have already noticed... response:	Rachel?
context: Is this what they call a mother's touch?\Such a plain and boring taste...\Ew, a spider!\How did it come in?\Now, get out!\Arachne...\For her to have already noticed...\Rachel? response:	Mama...
context: Such a plain and boring taste...\Ew, a spider!\How did it come in?\Now, get out!\Arachne...\For her to have already noticed...\Rachel?\Mama... response:	I'm going out to play.
context: Ew, a spider!\How did it come in?\Now, get out!\Arachne...\For her to have already noticed...\Rachel?\Mama...\I'm going out to play. response:	Wait, Rachel!
context: How did it come in?\Now, get out!\Arachne...\For her to have already noticed...\Rachel?\Mama...\I'm going out to play.\Wait, Rachel! response:	Where are you going?
context: Now, get out!\Arachne...\For her to have already noticed...\Rachel?\Mama...\I'm going out to play.\Wait, Rachel!\Where are you going? response:	An important friend is waiting...
context: Arachne...\For her to have already noticed...\Rachel?\Mama...\I'm going out to play.\Wait, Rachel!\Where are you going?\An important friend is waiting... response:	Let go.
context: For her to have already noticed...\Rachel?\Mama...\I'm going out to play.\Wait, Rachel!\Where are you going?\An important friend is waiting...\Let go. response:	Just who are you?
context: Rachel?\Mama...\I'm going out to play.\Wait, Rachel!\Where are you going?\An important friend is waiting...\Let go.\Just who are you? response:	Are you really Rachel?
context: Mama...\I'm going out to play.\Wait, Rachel!\Where are you going?\An important friend is waiting...\Let go.\Just who are you?\Are you really Rachel? response:	Oh, no...
context: I'm going out to play.\Wait, Rachel!\Where are you going?\An important friend is waiting...\Let go.\Just who are you?\Are you really Rachel?\Oh, no... response:	Talking to your child as if she's some stranger.
context: Wait, Rachel!\Where are you going?\An important friend is waiting...\Let go.\Just who are you?\Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger. response:	She's a very good girl.
context: Where are you going?\An important friend is waiting...\Let go.\Just who are you?\Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl. response:	Obedient and easy to use.
context: An important friend is waiting...\Let go.\Just who are you?\Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use. response:	No way...
context: Let go.\Just who are you?\Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use.\No way... response:	Don't forget to lock the door.
context: Just who are you?\Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use.\No way...\Don't forget to lock the door. response:	They come in because there are openings...
context: Are you really Rachel?\Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use.\No way...\Don't forget to lock the door.\They come in because there are openings... response:	both snakes and spiders.
context: Oh, no...\Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use.\No way...\Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders. response:	Bye then, Mama.
context: Talking to your child as if she's some stranger.\She's a very good girl.\Obedient and easy to use.\No way...\Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders.\Bye then, Mama. response:	Rachel!
context: She's a very good girl.\Obedient and easy to use.\No way...\Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders.\Bye then, Mama.\Rachel! response:	Matching our souls within a team... how are we supposed to do so?
context: Obedient and easy to use.\No way...\Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders.\Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so? response:	Who knows? Doc's switch is on, we can only try to hit and see...
context: No way...\Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders.\Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see... response:	Let's do it.
context: Don't forget to lock the door.\They come in because there are openings...\both snakes and spiders.\Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it. response:	Although I highly doubt our souls and theirs would resonate.
context: They come in because there are openings...\both snakes and spiders.\Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate. response:	Die, you bloodthirsty idiot!
context: both snakes and spiders.\Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot! response:	You...
context: Bye then, Mama.\Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You... response:	Four-eyes, die!
context: Rachel!\Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You...\Four-eyes, die! response:	What happened to the other two?
context: Matching our souls within a team... how are we supposed to do so?\Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You...\Four-eyes, die!\What happened to the other two? response:	Over-analyzing is also bad.
context: Who knows? Doc's switch is on, we can only try to hit and see...\Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You...\Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad. response:	I know, but in a place where there are so many people...
context: Let's do it.\Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You...\Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people... response:	You...
context: Although I highly doubt our souls and theirs would resonate.\Die, you bloodthirsty idiot!\You...\Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people...\You... response:	Chance!
context: Die, you bloodthirsty idiot!\You...\Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people...\You...\Chance! response:	Thunder King!
context: You...\Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people...\You...\Chance!\Thunder King! response:	Huh?
context: Four-eyes, die!\What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people...\You...\Chance!\Thunder King!\Huh? response:	Do you have a death wish, huh?
context: What happened to the other two?\Over-analyzing is also bad.\I know, but in a place where there are so many people...\You...\Chance!\Thunder King!\Huh?\Do you have a death wish, huh? response:	You're the one who got in the way of my attack.
context: Over-analyzing is also bad.\I know, but in a place where there are so many people...\You...\Chance!\Thunder King!\Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack. response:	You're in the way.
context: I know, but in a place where there are so many people...\You...\Chance!\Thunder King!\Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way. response:	Maka...
context: You...\Chance!\Thunder King!\Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way.\Maka... response:	Dammit, you clumsy fool!
context: Chance!\Thunder King!\Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way.\Maka...\Dammit, you clumsy fool! response:	Don't mind, don't mind...
context: Thunder King!\Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way.\Maka...\Dammit, you clumsy fool!\Don't mind, don't mind... response:	Thunder King!
context: Huh?\Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way.\Maka...\Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King! response:	Huh?
context: Do you have a death wish, huh?\You're the one who got in the way of my attack.\You're in the way.\Maka...\Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King!\Huh? response:	My, my...
context: You're the one who got in the way of my attack.\You're in the way.\Maka...\Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King!\Huh?\My, my... response:	It's worse than I expected...
context: You're in the way.\Maka...\Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King!\Huh?\My, my...\It's worse than I expected... response:	Enough already.
context: Maka...\Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King!\Huh?\My, my...\It's worse than I expected...\Enough already. response:	Doc, please bear witness as I beat up Ox-kun!
context: Dammit, you clumsy fool!\Don't mind, don't mind...\Thunder King!\Huh?\My, my...\It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun! response:	Fight as much as you want during recess.
context: Don't mind, don't mind...\Thunder King!\Huh?\My, my...\It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess. response:	As you wish. I always wanted to challenge you to a duel, anyway.
context: Thunder King!\Huh?\My, my...\It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway. response:	No words will reach them.
context: Huh?\My, my...\It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them. response:	Do you think you can win against me, the one named the Wise General Thunder King?
context: My, my...\It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King? response:	Shut up!!
context: It's worse than I expected...\Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!! response:	With this, eleven battles, all wins.
context: Enough already.\Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins. response:	Don't include Ox-kun in my battle record!
context: Doc, please bear witness as I beat up Ox-kun!\Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record! response:	Ox-kun, are you alright?
context: Fight as much as you want during recess.\As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright? response:	He beats up his teammate when he should be learning teamwork.
context: As you wish. I always wanted to challenge you to a duel, anyway.\No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork. response:	Does he think we have all the time in the world?
context: No words will reach them.\Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world? response:	Pretty carefree...
context: Do you think you can win against me, the one named the Wise General Thunder King?\Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree... response:	What does Shinigami-sama intend to do by storing the Book of Eibon?
context: Shut up!!\With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon? response:	There's no need for us to know.
context: With this, eleven battles, all wins.\Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know. response:	Enough questioning.
context: Don't include Ox-kun in my battle record!\Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning. response:	Shinigami-sama's collection...
context: Ox-kun, are you alright?\He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning.\Shinigami-sama's collection... response:	It's so fearsome that I lose the will to peek.
context: He beats up his teammate when he should be learning teamwork.\Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek. response:	No need to restrain yourself.
