context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Gray!\You're here?\Natsu!\We've got no choice now.\Let's destroy that thing!\It's impossible for you!\I will... defeat it...\Lyon... response:	In order to surpass Ul, I will be the one!
context: You're here?\Natsu!\We've got no choice now.\Let's destroy that thing!\It's impossible for you!\I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one! response:	Looks way more impossible for you.
context: Natsu!\We've got no choice now.\Let's destroy that thing!\It's impossible for you!\I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you. response:	Stand back already!
context: We've got no choice now.\Let's destroy that thing!\It's impossible for you!\I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already! response:	Finally, we meet again... Deliora!
context: Let's destroy that thing!\It's impossible for you!\I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora! response:	The most powerful wizard?
context: It's impossible for you!\I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard? response:	Around here that'd be Ul.
context: I will... defeat it...\Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul. response:	Some years ago she secluded herself in the mountains in shock after she lost her daughter.
context: Lyon...\In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter. response:	After that, no wizard's come close to Ul around here.
context: In order to surpass Ul, I will be the one!\Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here. response:	Ul, huh? I wonder if she'll take me on as an apprentice?
context: Looks way more impossible for you.\Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice? response:	The one monster that Ul was not able to defeat...
context: Stand back already!\Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat... response:	I will... defeat it... with my own two hands!
context: Finally, we meet again... Deliora!\The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands! response:	You just picked up that brat, and now he's your apprentice? How could you?
context: The most powerful wizard?\Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you? response:	He said he wanted to learn magic.
context: Around here that'd be Ul.\Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic. response:	Is it such a big deal?
context: Some years ago she secluded herself in the mountains in shock after she lost her daughter.\After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal? response:	Aren't I enough as a replacement for your child?
context: After that, no wizard's come close to Ul around here.\Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child? response:	Lyon. I have never thought of you as a replacement for my daughter, not even once.
context: Ul, huh? I wonder if she'll take me on as an apprentice?\The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once. response:	You are you. My beloved apprentice.
context: The one monster that Ul was not able to defeat...\I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice. response:	I am... going to... surpass you!
context: I will... defeat it... with my own two hands!\You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you! response:	Enough, Lyon.
context: You just picked up that brat, and now he's your apprentice? How could you?\He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon. response:	Leave the rest to me.
context: He said he wanted to learn magic.\Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me. response:	I will seal Deliora!
context: Is it such a big deal?\Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me.\I will seal Deliora! response:	Iced Shell!
context: Aren't I enough as a replacement for your child?\Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me.\I will seal Deliora!\Iced Shell! response:	Don't do it, Gray!
context: Lyon. I have never thought of you as a replacement for my daughter, not even once.\You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me.\I will seal Deliora!\Iced Shell!\Don't do it, Gray! response:	Do you know how long it took to melt that ice?
context: You are you. My beloved apprentice.\I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me.\I will seal Deliora!\Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice? response:	You're just repeating history!
context: I am... going to... surpass you!\Enough, Lyon.\Leave the rest to me.\I will seal Deliora!\Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history! response:	One day I'll melt it and challenge it again!
context: Enough, Lyon.\Leave the rest to me.\I will seal Deliora!\Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again! response:	This is the only way.
context: Leave the rest to me.\I will seal Deliora!\Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way. response:	Right now, this is the one thing that can stop it!
context: I will seal Deliora!\Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it! response:	Natsu!
context: Iced Shell!\Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it!\Natsu! response:	I'll fight it.
context: Don't do it, Gray!\Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it!\Natsu!\I'll fight it. response:	Move, Natsu!
context: Do you know how long it took to melt that ice?\You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it!\Natsu!\I'll fight it.\Move, Natsu! response:	Don't get in my way!
context: You're just repeating history!\One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it!\Natsu!\I'll fight it.\Move, Natsu!\Don't get in my way! response:	I stopped you before'cause I didn't want you to die.
context: One day I'll melt it and challenge it again!\This is the only way.\Right now, this is the one thing that can stop it!\Natsu!\I'll fight it.\Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die. response:	Maybe I didn't get through to you?
context: This is the only way.\Right now, this is the one thing that can stop it!\Natsu!\I'll fight it.\Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you? response:	If you're gonna use that magic, then do it.
context: Right now, this is the one thing that can stop it!\Natsu!\I'll fight it.\Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it. response:	Natsu...
context: Natsu!\I'll fight it.\Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu... response:	It's so loud! My eardrums are gonna burst!
context: I'll fight it.\Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst! response:	Dodge it!
context: Move, Natsu!\Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it! response:	I'm not gonna give up'till the end!
context: Don't get in my way!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end! response:	What? That wasn't me...
context: I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me... response:	Y-You're kidding me...
context: Maybe I didn't get through to you?\If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me... response:	It can't be... No way!
context: If you're gonna use that magic, then do it.\Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me...\It can't be... No way! response:	Deliora was already dead...
context: Natsu...\It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me...\It can't be... No way!\Deliora was already dead... response:	Look at that.
context: It's so loud! My eardrums are gonna burst!\Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me...\It can't be... No way!\Deliora was already dead...\Look at that. response:	That's...
context: Dodge it!\I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me...\It can't be... No way!\Deliora was already dead...\Look at that.\That's... response:	For 10 years, its life force has been sapped by Ul's ice...
context: I'm not gonna give up'till the end!\What? That wasn't me...\Y-You're kidding me...\It can't be... No way!\Deliora was already dead...\Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice... response:	All we saw was its last moment...
context: What? That wasn't me...\Y-You're kidding me...\It can't be... No way!\Deliora was already dead...\Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment... response:	I can't compare... I can never surpass Ul!
context: Y-You're kidding me...\It can't be... No way!\Deliora was already dead...\Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul! response:	Your teacher is pretty amazing.
context: It can't be... No way!\Deliora was already dead...\Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing. response:	I will seal your darkness.
context: Deliora was already dead...\Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness. response:	Thank you very much... Teacher...
context: Look at that.\That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher... response:	Ul's ice was melted into water and flowed into the sea.
context: That's...\For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea. response:	Even so, Ul is still alive.
context: For 10 years, its life force has been sapped by Ul's ice...\All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive. response:	That's what Gray said.
context: All we saw was its last moment...\I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said. response:	I think so as well.
context: I can't compare... I can never surpass Ul!\Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said.\I think so as well. response:	Ul will watch over her two students from the ocean, forever.
context: Your teacher is pretty amazing.\I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever. response:	She's telling them, don't fight any longer.
context: I will seal your darkness.\Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer. response:	Oh yeah, it's finished!
context: Thank you very much... Teacher...\Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished! response:	Aye, sir!
context: Ul's ice was melted into water and flowed into the sea.\Even so, Ul is still alive.\That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir! response:	Really, I wasn't sure what was gonna happen there for a bit.
context: Even so, Ul is still alive.\That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit. response:	But Ul's really quite amazing!
context: That's what Gray said.\I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing! response:	Now we all managed to finish an S class quest!
context: I think so as well.\Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest! response:	Yippee!
context: Ul will watch over her two students from the ocean, forever.\She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee! response:	Do you think we can go up to the second floor now?
context: She's telling them, don't fight any longer.\Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now? response:	Oh, crap! We're gonna be punished!
context: Oh yeah, it's finished!\Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished! response:	Before that, you have something to do, remember?
context: Aye, sir!\Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember? response:	Wasn't the real point of this job to save the villagers who have been turned into demons?
context: Really, I wasn't sure what was gonna happen there for a bit.\But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons? response:	The S class quest is not over yet.
context: But Ul's really quite amazing!\Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet. response:	But Deliora's dead, so won't this stop the curse?
context: Now we all managed to finish an S class quest!\Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse? response:	No. The source of that curse was not Deliora.
context: Yippee!\Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora. response:	The tremendous magical power of the Moon Drip has caused disaster to befall the people.
context: Do you think we can go up to the second floor now?\Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people. response:	The fact that Deliora has now crumbled would not have improved the situation.
context: Oh, crap! We're gonna be punished!\Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation. response:	Oh, no...
context: Before that, you have something to do, remember?\Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no... response:	Then we'll hurry up and cure'em!
context: Wasn't the real point of this job to save the villagers who have been turned into demons?\The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em! response:	Aye, sir!
context: The S class quest is not over yet.\But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em!\Aye, sir! response:	How should we do that?
context: But Deliora's dead, so won't this stop the curse?\No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em!\Aye, sir!\How should we do that? response:	Hey, Lyon!
context: No. The source of that curse was not Deliora.\The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em!\Aye, sir!\How should we do that?\Hey, Lyon! response:	Let me tell you: I have no idea.
context: The tremendous magical power of the Moon Drip has caused disaster to befall the people.\The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em!\Aye, sir!\How should we do that?\Hey, Lyon!\Let me tell you: I have no idea. response:	Say what?
context: The fact that Deliora has now crumbled would not have improved the situation.\Oh, no...\Then we'll hurry up and cure'em!\Aye, sir!\How should we do that?\Hey, Lyon!\Let me tell you: I have no idea.\Say what? response:	What!
context: Oh, no...\Then we'll hurry up and cure'em!\Aye, sir!\How should we do that?\Hey, Lyon!\Let me tell you: I have no idea.\Say what?\What! response:	Wait, if you guys don't know, how else are we going to...
context: Then we'll hurry up and cure'em!\Aye, sir!\How should we do that?\Hey, Lyon!\Let me tell you: I have no idea.\Say what?\What!\Wait, if you guys don't know, how else are we going to... response:	Three years ago when we came here, we knew there was a village on this island.
context: Aye, sir!\How should we do that?\Hey, Lyon!\Let me tell you: I have no idea.\Say what?\What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island. response:	But we did not interfere with the villagers.
context: How should we do that?\Hey, Lyon!\Let me tell you: I have no idea.\Say what?\What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers. response:	And they never came to see us even once.
context: Hey, Lyon!\Let me tell you: I have no idea.\Say what?\What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once. response:	Three years... Not once?
context: Let me tell you: I have no idea.\Say what?\What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once? response:	And wait, the Moon Drip would have landed on the ruins every night.
context: Say what?\What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night. response:	So it's really strange that they'd never come to investigate.
context: What!\Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate. response:	And there remain a number of questions about the effect the Moon Drip has on people's bodies.
context: Wait, if you guys don't know, how else are we going to...\Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies. response:	Wait... Are you trying to say that it's not your fault?
context: Three years ago when we came here, we knew there was a village on this island.\But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault? response:	Think about it. We've been under the same light for 3 years.
context: But we did not interfere with the villagers.\And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years. response:	That's true! You're right!
context: And they never came to see us even once.\Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right! response:	Be careful. They're hiding something.
context: Three years... Not once?\And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something. response:	Well, anyway this is a job for you guild people.
context: And wait, the Moon Drip would have landed on the ruins every night.\So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people. response:	Oh, I don't think so!
context: So it's really strange that they'd never come to investigate.\And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so! response:	You're the one who destroyed the...
context: And there remain a number of questions about the effect the Moon Drip has on people's bodies.\Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the... response:	That's enough.
context: Wait... Are you trying to say that it's not your fault?\Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the...\That's enough. response:	Sherry, and all the others are people who had their families taken from them by Deliora.
context: Think about it. We've been under the same light for 3 years.\That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora. response:	And that's why we all cooperated with Lyon.
context: That's true! You're right!\Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon. response:	We thought that if it's Lyon, he'd be able to defeat Deliora.
context: Be careful. They're hiding something.\Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora. response:	He would finally be able to get revenge for us.
context: Well, anyway this is a job for you guild people.\Oh, I don't think so!\You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us. response:	They have their own version of justice.
context: Oh, I don't think so!\You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice. response:	There's no need to criticize what they did in the past.
context: You're the one who destroyed the...\That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past. response:	Let's go.
context: That's enough.\Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go. response:	Go? But how are we going to lift the curse?
context: Sherry, and all the others are people who had their families taken from them by Deliora.\And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse? response:	Who knows...
context: And that's why we all cooperated with Lyon.\We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse?\Who knows... response:	What are you looking at?
context: We thought that if it's Lyon, he'd be able to defeat Deliora.\He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse?\Who knows...\What are you looking at? response:	Go join a guild somewhere.
