context: Rikka Park Meeting Center - Hotel Elnath response:	Le Wolfe Black Academy Student Council President: Dirk Eberweine
context: M-Mmm. I suppose so.\So how are you feeling physically?\Yeah, well, I think I'm good for up to 3 minutes.\I see.\Assuming you can go full blast for that long,\I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you, response:	but there must be more than you can count on both hands and feet.
context: So how are you feeling physically?\Yeah, well, I think I'm good for up to 3 minutes.\I see.\Assuming you can go full blast for that long,\I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet. response:	That many?
context: Yeah, well, I think I'm good for up to 3 minutes.\I see.\Assuming you can go full blast for that long,\I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many? response:	Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.
context: I see.\Assuming you can go full blast for that long,\I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight. response:	His counterpart at Jie Long is said to be a beast of epic proportions.
context: Assuming you can go full blast for that long,\I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions. response:	Although neither of them are old enough to take part in the Festas.
context: I'm sure we can find a way to handle anyone at my level.\But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas. response:	Oh, right, there's another famous contestant that I've heard of.
context: But there can't be that many students more powerful than you.\I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of. response:	The one who became the second person in history to win Lindbels Festas last year.
context: I'm happy for that vote of confidence from you,\but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year. response:	I think it was Le Wolfe's...
context: but there must be more than you can count on both hands and feet.\That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's... response:	Elenshquigall Ophelia.
context: That many?\Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia. response:	Oh, yeah, that's the one!
context: Garrardworth's student council president is such an able swordsman, he's known as the Holy Knight.\His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one! response:	Julis?
context: His counterpart at Jie Long is said to be a beast of epic proportions.\Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis? response:	Oh... Sorry.
context: Although neither of them are old enough to take part in the Festas.\Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis?\Oh... Sorry. response:	Now, then. Despite all that, we do have one thing in our favor.
context: Oh, right, there's another famous contestant that I've heard of.\The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor. response:	And that's the fact that your skills aren't yet well-known.
context: The one who became the second person in history to win Lindbels Festas last year.\I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known. response:	The fact that you're wielding the Ser Veresta may be public knowledge,
context: I think it was Le Wolfe's...\Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge, response:	but knowing this sword's power still won't do anyone any good.
context: Elenshquigall Ophelia.\Oh, yeah, that's the one!\Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good. response:	It would be even more ideal if you could use it without unsealing it.
context: Oh, yeah, that's the one!\Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it. response:	Yeah...
context: Julis?\Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah... response:	But unless I'm at full power, this thing won't acknowledge me as its wielder.
context: Oh... Sorry.\Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder. response:	At any rate, we only have one month left before the Phoenix Festa.
context: Now, then. Despite all that, we do have one thing in our favor.\And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa. response:	Don't go tipping your hand in any useless duels!
context: And that's the fact that your skills aren't yet well-known.\The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels! response:	Roger that.
context: The fact that you're wielding the Ser Veresta may be public knowledge,\but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that. response:	No fair!
context: but knowing this sword's power still won't do anyone any good.\It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that.\No fair! response:	Riessfeld, you're totally monopolizing Ayato.
context: It would be even more ideal if you could use it without unsealing it.\Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato. response:	I know you've been shutting yourself into a room alone with Ayato after school,
context: Yeah...\But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school, response:	indulging in unspeakable acts...
context: But unless I'm at full power, this thing won't acknowledge me as its wielder.\At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts... response:	I've got you dead to rights!
context: At any rate, we only have one month left before the Phoenix Festa.\Don't go tipping your hand in any useless duels!\Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights! response:	Don't slander me!
context: Don't go tipping your hand in any useless duels!\Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me! response:	We've been training for the Phoenix Festa, that's all!
context: Roger that.\No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all! response:	Lester. I see you're out of the hospital.
context: No fair!\Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital. response:	Well, yeah.
context: Riessfeld, you're totally monopolizing Ayato.\I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah. response:	So what brings you here today?
context: I know you've been shutting yourself into a room alone with Ayato after school,\indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today? response:	And with Saya, of all people?
context: indulging in unspeakable acts...\I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today?\And with Saya, of all people? response:	I just picked up this little squirt on the way.
context: I've got you dead to rights!\Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way. response:	Who are you calling a little squirt?!
context: Don't slander me!\We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?! response:	Well, but I do owe you big time. Thanks.
context: We've been training for the Phoenix Festa, that's all!\Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks. response:	Well, uh, about that incident with Silas...
context: Lester. I see you're out of the hospital.\Well, yeah.\So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas... response:	There's no denying that you saved me.
context: Well, yeah.\So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me. response:	So... you know...
context: So what brings you here today?\And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know... response:	A-Anyway, you did me a solid! That's it!
context: And with Saya, of all people?\I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it! response:	Uh, sure!
context: I just picked up this little squirt on the way.\Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure! response:	Oh, so you're all here!
context: Who are you calling a little squirt?!\Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here! response:	Ah, so this is the Seidoukan training room, eh?
context: Well, but I do owe you big time. Thanks.\Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh? response:	Wow, it's gorgeous!
context: Well, uh, about that incident with Silas...\There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous! response:	Don't get too carried away, Ernesta.
context: There's no denying that you saved me.\So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta. response:	Allow me to introduce you all.
context: So... you know...\A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all. response:	This is Camilla Pareto of Allekant Academy.
context: A-Anyway, you did me a solid! That's it!\Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy. response:	And this is Ernesta Kuhne.
context: Uh, sure!\Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne. response:	Of Allekant?
context: Oh, so you're all here!\Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant? response:	Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.
context: Ah, so this is the Seidoukan training room, eh?\Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux. response:	And so they're here today to sign the contract.
context: Wow, it's gorgeous!\Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract. response:	Hello.
context: Don't get too carried away, Ernesta.\Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello. response:	So that's what this is about?
context: Allow me to introduce you all.\This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello.\So that's what this is about? response:	What are you talking about?
context: This is Camilla Pareto of Allekant Academy.\And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello.\So that's what this is about?\What are you talking about? response:	In return for not charging Allekant with the Silas incident,
context: And this is Ernesta Kuhne.\Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello.\So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident, response:	they must have secured their technological collaboration.
context: Of Allekant?\Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello.\So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration. response:	My, what are you talking about?
context: Seidoukan and Allekant are about to embark on a joint venture, developing a new type of Lux.\And so they're here today to sign the contract.\Hello.\So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about? response:	Well, whatever. But...
context: And so they're here today to sign the contract.\Hello.\So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But... response:	Why did you bring those two here?
context: Hello.\So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But...\Why did you bring those two here? response:	Right, because...
context: So that's what this is about?\What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But...\Why did you bring those two here?\Right, because... response:	Oh, yes, because I said I wanted to see for myself!
context: What are you talking about?\In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But...\Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself! response:	Honestly, I just had to see him with my own two eyes!
context: In return for not charging Allekant with the Silas incident,\they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But...\Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes! response:	The young swordsman who shredded every one of my little puppets!
context: they must have secured their technological collaboration.\My, what are you talking about?\Well, whatever. But...\Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets! response:	Heh, heh!
context: My, what are you talking about?\Well, whatever. But...\Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh! response:	You wretch!
context: Well, whatever. But...\Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch! response:	Step away from Ayato this minute!
context: Why did you bring those two here?\Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch!\Step away from Ayato this minute! response:	Hmm, hmm... I see, I see...
context: Right, because...\Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see... response:	Yes! Not bad at all!
context: Oh, yes, because I said I wanted to see for myself!\Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all! response:	I think I like you!
context: Honestly, I just had to see him with my own two eyes!\The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you! response:	Uh, look...
context: The young swordsman who shredded every one of my little puppets!\Heh, heh!\You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you!\Uh, look... response:	But things won't work out so well for you next time.
context: Heh, heh!\You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you!\Uh, look...\But things won't work out so well for you next time. response:	What did you just...
context: You wretch!\Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you!\Uh, look...\But things won't work out so well for you next time.\What did you just... response:	What do you think you're doing?!
context: Step away from Ayato this minute!\Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you!\Uh, look...\But things won't work out so well for you next time.\What did you just...\What do you think you're doing?! response:	Thieving cat.
context: Hmm, hmm... I see, I see...\Yes! Not bad at all!\I think I like you!\Uh, look...\But things won't work out so well for you next time.\What did you just...\What do you think you're doing?!\Thieving cat. response:	Must be destroyed!
context: Yes! Not bad at all!\I think I like you!\Uh, look...\But things won't work out so well for you next time.\What did you just...\What do you think you're doing?!\Thieving cat.\Must be destroyed! response:	So scary! So scary!
context: I think I like you!\Uh, look...\But things won't work out so well for you next time.\What did you just...\What do you think you're doing?!\Thieving cat.\Must be destroyed!\So scary! So scary! response:	It was just a little greeting, that's all!
context: Uh, look...\But things won't work out so well for you next time.\What did you just...\What do you think you're doing?!\Thieving cat.\Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all! response:	I'm so sorry.
context: But things won't work out so well for you next time.\What did you just...\What do you think you're doing?!\Thieving cat.\Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry. response:	What you just saw was Ernesta's true nature.
context: What did you just...\What do you think you're doing?!\Thieving cat.\Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature. response:	I apologize on her behalf.
context: What do you think you're doing?!\Thieving cat.\Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf. response:	Now this is quite unique.
context: Thieving cat.\Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique. response:	Three Manadites, forcefully linked together.
context: Must be destroyed!\So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together. response:	It's a design concept that I haven't seen in ages.
context: So scary! So scary!\It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages. response:	Correct. How did you know?
context: It was just a little greeting, that's all!\I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know? response:	Because that's what I specialize in.
context: I'm so sorry.\What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in. response:	Still, you can't really call it practical.
context: What you just saw was Ernesta's true nature.\I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical. response:	This was dismissed over ten years ago as a half-baked technology.
context: I apologize on her behalf.\Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology. response:	You're forced to deploy the Meteo Arts non-stop
context: Now this is quite unique.\Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop response:	to boost Lux output by pouring Prana into the Manadites.
context: Three Manadites, forcefully linked together.\It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites. response:	The Meteo Arts, huh?
context: It's a design concept that I haven't seen in ages.\Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh? response:	Therefore, an interval is needed between each attack.
context: Correct. How did you know?\Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack. response:	But it doesn't look like that flaw's been rectified.
context: Because that's what I specialize in.\Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified. response:	That's true.
context: Still, you can't really call it practical.\This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true. response:	Even so, I won't let you get away with insulting my father's gun.
context: This was dismissed over ten years ago as a half-baked technology.\You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun. response:	I demand that you take that back!
context: You're forced to deploy the Meteo Arts non-stop\to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back! response:	Oh, so are you Dr. Sasamiya's daughter, then?
context: to boost Lux output by pouring Prana into the Manadites.\The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then? response:	What if I am?
context: The Meteo Arts, huh?\Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am? response:	Then I can't retract my statement, all the more.
context: Therefore, an interval is needed between each attack.\But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more. response:	Because of Dr. Sasamiya's renegade tendencies,
context: But it doesn't look like that flaw's been rectified.\That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies, response:	he was cast out of Allekant, as well as our faction, Ferrovius.
context: That's true.\Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius. response:	As the leader of the latter, I cannot acknowledge his perverse notions.
context: Even so, I won't let you get away with insulting my father's gun.\I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions. response:	Now, then, my guests.
