context: Lady Pandora. response:	The Age of Order is nearly upon us.
context: Captain!\You're alive?\Yeah. When my body turns into steel, my brain and lungs stop moving, too.\Although they start moving again once I turn back into flesh.\But, where's the giant?\Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer! response:	All right.
context: You're alive?\Yeah. When my body turns into steel, my brain and lungs stop moving, too.\Although they start moving again once I turn back into flesh.\But, where's the giant?\Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right. response:	Now all we have to defeat is that one!
context: Yeah. When my body turns into steel, my brain and lungs stop moving, too.\Although they start moving again once I turn back into flesh.\But, where's the giant?\Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one! response:	Siege tower...
context: Although they start moving again once I turn back into flesh.\But, where's the giant?\Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one!\Siege tower... response:	Advance.
context: But, where's the giant?\Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one!\Siege tower...\Advance. response:	O' will-o'-the-wisp.
context: Sir Lassic defeated it!\Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one!\Siege tower...\Advance.\O' will-o'-the-wisp. response:	O' flames.
context: Three cheers for Sir Lassic!\Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one!\Siege tower...\Advance.\O' will-o'-the-wisp.\O' flames. response:	Commence attack!
context: Sir Lassic, the Giant Slayer!\All right.\Now all we have to defeat is that one!\Siege tower...\Advance.\O' will-o'-the-wisp.\O' flames.\Commence attack! response:	Shoot all the fire that you have!
context: All right.\Now all we have to defeat is that one!\Siege tower...\Advance.\O' will-o'-the-wisp.\O' flames.\Commence attack!\Shoot all the fire that you have! response:	More! And more!
context: Now all we have to defeat is that one!\Siege tower...\Advance.\O' will-o'-the-wisp.\O' flames.\Commence attack!\Shoot all the fire that you have!\More! And more! response:	All right! Well run through the castle gates, firing along the way!
context: Siege tower...\Advance.\O' will-o'-the-wisp.\O' flames.\Commence attack!\Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way! response:	Stop the attack! We're retreating!
context: Advance.\O' will-o'-the-wisp.\O' flames.\Commence attack!\Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating! response:	That's our Fleeing Count!
context: O' will-o'-the-wisp.\O' flames.\Commence attack!\Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count! response:	Fire!
context: O' flames.\Commence attack!\Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count!\Fire! response:	Damn it, where are they firing from?
context: Commence attack!\Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count!\Fire!\Damn it, where are they firing from? response:	What's going on?
context: Shoot all the fire that you have!\More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count!\Fire!\Damn it, where are they firing from?\What's going on? response:	Don't let them get any closer!
context: More! And more!\All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count!\Fire!\Damn it, where are they firing from?\What's going on?\Don't let them get any closer! response:	Load the Crest Bullets.
context: All right! Well run through the castle gates, firing along the way!\Stop the attack! We're retreating!\That's our Fleeing Count!\Fire!\Damn it, where are they firing from?\What's going on?\Don't let them get any closer!\Load the Crest Bullets. response:	My grandfather, Jurgen Kreische, formed the Knights-at-Arms
context: Stop the attack! We're retreating!\That's our Fleeing Count!\Fire!\Damn it, where are they firing from?\What's going on?\Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms response:	in order to conquer Eramu, and raised the dragoon's battle flag.
context: That's our Fleeing Count!\Fire!\Damn it, where are they firing from?\What's going on?\Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag. response:	Fire!
context: Fire!\Damn it, where are they firing from?\What's going on?\Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire! response:	Damn it!
context: Damn it, where are they firing from?\What's going on?\Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it! response:	Artillery unit, return fire!
context: What's going on?\Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it!\Artillery unit, return fire! response:	We can't go on any further! The gun barrels won't hold!
context: Don't let them get any closer!\Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold! response:	Shut up! Just keep firing!
context: Load the Crest Bullets.\My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing! response:	As long as we have this palace, we're invincible, aren't we?
context: My grandfather, Jurgen Kreische, formed the Knights-at-Arms\in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we? response:	Lady Eudokia, cannons are not all-powerful.
context: in order to conquer Eramu, and raised the dragoon's battle flag.\Fire!\Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful. response:	If you keep firing beyond their capacity, they end up exploding.
context: Fire!\Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding. response:	Joachim.
context: Damn it!\Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim. response:	You were absolutely right.
context: Artillery unit, return fire!\We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right. response:	For the day to come where the Waldlind knights have my back.
context: We can't go on any further! The gun barrels won't hold!\Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back. response:	What's going on? Are any of the cannons intact?
context: Shut up! Just keep firing!\As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact? response:	Where did they come from?
context: As long as we have this palace, we're invincible, aren't we?\Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from? response:	I am the king of Bulltava, Petr Moldva.
context: Lady Eudokia, cannons are not all-powerful.\If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva. response:	If you have any intention of surrendering, relinquish your weapons.
context: If you keep firing beyond their capacity, they end up exploding.\Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons. response:	Those who refuse to comply will be killed.
context: Joachim.\You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed. response:	Lady Marrine, it looks like the king of Bulltava has seized the castle gates.
context: You were absolutely right.\For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates. response:	Cease fire!
context: For the day to come where the Waldlind knights have my back.\What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire! response:	My dear cousin...
context: What's going on? Are any of the cannons intact?\Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin... response:	The main gate has been breached!
context: Where did they come from?\I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin...\The main gate has been breached! response:	I'd anticipated that.
context: I am the king of Bulltava, Petr Moldva.\If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin...\The main gate has been breached!\I'd anticipated that. response:	Even if this city should fall, as long as we kill Emperor Theo Cornaro,
context: If you have any intention of surrendering, relinquish your weapons.\Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin...\The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro, response:	the Lords will become divided, and the era of strife will continue.
context: Those who refuse to comply will be killed.\Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin...\The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue. response:	Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.
context: Lady Marrine, it looks like the king of Bulltava has seized the castle gates.\Cease fire!\My dear cousin...\The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory. response:	The catapults at the castle gate have fallen silent.
context: Cease fire!\My dear cousin...\The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent. response:	That's thanks to all of the Lords fulfilling their respective roles.
context: My dear cousin...\The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles. response:	Would you like to order an invasion on the city?
context: The main gate has been breached!\I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city? response:	Let's seize every district in Eramu, and expel anyone who resists.
context: I'd anticipated that.\Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists. response:	However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.
context: Even if this city should fall, as long as we kill Emperor Theo Cornaro,\the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians. response:	Let everyone know that any offenders will be severely punished.
context: the Lords will become divided, and the era of strife will continue.\Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished. response:	Understood.
context: Eventually, the heir to Pandora's principles will appear to restore the Academy to glory.\The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood. response:	Let's move out as well.
context: The catapults at the castle gate have fallen silent.\That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well. response:	It was agonizing to just stand back and watch.
context: That's thanks to all of the Lords fulfilling their respective roles.\Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well.\It was agonizing to just stand back and watch. response:	That's your role as emperor.
context: Would you like to order an invasion on the city?\Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor. response:	If anything should happen to you, that alone would become our defeat.
context: Let's seize every district in Eramu, and expel anyone who resists.\However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat. response:	I understand.
context: However, in the name of the Emperor, I forbid any acts of violence or looting towards civilians.\Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand. response:	And I've been entrusted with Priscilla's Holy Grail, too.
context: Let everyone know that any offenders will be severely punished.\Understood.\Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too. response:	I have to protect it.
context: Understood.\Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it. response:	What's going on?
context: Let's move out as well.\It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on? response:	This is...
context: It was agonizing to just stand back and watch.\That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on?\This is... response:	The Forest of Eternal Darkness!
context: That's your role as emperor.\If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on?\This is...\The Forest of Eternal Darkness! response:	What just happened?
context: If anything should happen to you, that alone would become our defeat.\I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on?\This is...\The Forest of Eternal Darkness!\What just happened? response:	I can only think of one reason.
context: I understand.\And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on?\This is...\The Forest of Eternal Darkness!\What just happened?\I can only think of one reason. response:	We must've been invited.
context: And I've been entrusted with Priscilla's Holy Grail, too.\I have to protect it.\What's going on?\This is...\The Forest of Eternal Darkness!\What just happened?\I can only think of one reason.\We must've been invited. response:	By the Vampire King...
context: I have to protect it.\What's going on?\This is...\The Forest of Eternal Darkness!\What just happened?\I can only think of one reason.\We must've been invited.\By the Vampire King... response:	Dimitrie.
context: What's going on?\This is...\The Forest of Eternal Darkness!\What just happened?\I can only think of one reason.\We must've been invited.\By the Vampire King...\Dimitrie. response:	CASTLE WALLS
context: This is...\The Forest of Eternal Darkness!\What just happened?\I can only think of one reason.\We must've been invited.\By the Vampire King...\Dimitrie.\CASTLE WALLS response:	EPISODE 24 GRANCREST
