context: I'm still calling your name, Nana. response:	No matter how much it hurts...
context: - I worry about you, Nobu. - at 200 ml. in the Kanto region,\- But I'll let it go since Hachi's cute. - 150 ml. in the Tohoku region,\- Wrong. I'm talking to the weather girl. - and 100 to 150 ml. in Hokkaido.\- Now I'm even more worried. - Now, tomorrow's weather.\First, the Kyushu and Okinawa regions,.,\- Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?! response:	But we can't go anywhere with this typhoon.
context: - But I'll let it go since Hachi's cute. - 150 ml. in the Tohoku region,\- Wrong. I'm talking to the weather girl. - and 100 to 150 ml. in Hokkaido.\- Now I'm even more worried. - Now, tomorrow's weather.\First, the Kyushu and Okinawa regions,.,\- Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon. response:	The fireworks will obviously be canceled anyway.
context: - Wrong. I'm talking to the weather girl. - and 100 to 150 ml. in Hokkaido.\- Now I'm even more worried. - Now, tomorrow's weather.\First, the Kyushu and Okinawa regions,.,\- Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway. response:	Don't you wanna see Hachiko in her yukata?
context: - Now I'm even more worried. - Now, tomorrow's weather.\First, the Kyushu and Okinawa regions,.,\- Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata? response:	It's bound to give you a nosebleed.
context: First, the Kyushu and Okinawa regions,.,\- Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed. response:	Why are you coming along, Shin?!
context: - Na... - Nobuo! What are you doing?\Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?! response:	I wanna see Hachi in a kimono, too!
context: Come here right now!\You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too! response:	It's not a kimono, it's a yukata!
context: You promised to pick up Hachiko at seven o'clock, right?!\But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata! response:	What's the difference?!
context: But we can't go anywhere with this typhoon.\The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?! response:	- She's so cute! - She's so cute!
context: The fireworks will obviously be canceled anyway.\Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute! response:	We bought fireworks.
context: Don't you wanna see Hachiko in her yukata?\It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks. response:	Let's go to the river and light them after the storm passes.
context: It's bound to give you a nosebleed.\Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes. response:	Really? Thanks!
context: Why are you coming along, Shin?!\I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks! response:	Hachi was like a pet that belonged to our band.
context: I wanna see Hachi in a kimono, too!\It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band. response:	Well, a better term would be our Madonna.
context: It's not a kimono, it's a yukata!\What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna. response:	Just having Hachi there smiling brightened the place up.
context: What's the difference?!\- She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up. response:	It gave everyone added energy in the studio,
context: - She's so cute! - She's so cute!\We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio, response:	as well as during live performances.
context: We bought fireworks.\Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances. response:	I felt it had more meaning to the band than getting another member,
context: Let's go to the river and light them after the storm passes.\Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member, response:	no matter how skilled that band member may be.
context: Really? Thanks!\Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be. response:	That's a lot of water from the rain. The riverbeds have disappeared.
context: Hachi was like a pet that belonged to our band.\Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared. response:	Thank goodness the barriers didn't collapse.
context: Well, a better term would be our Madonna.\Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse. response:	The fireworks won't light up!
context: Just having Hachi there smiling brightened the place up.\It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up! response:	Damn! They're damp because of the rain.
context: It gave everyone added energy in the studio,\as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain. response:	- Ow! - Are you all right?!
context: as well as during live performances.\I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?! response:	Oh, it's better you don't touch it.
context: I felt it had more meaning to the band than getting another member,\no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it. response:	Wanna go to the convenience store again?
context: no matter how skilled that band member may be.\That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again? response:	I got one lit, Nana.
context: That's a lot of water from the rain. The riverbeds have disappeared.\Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana. response:	Here.
context: Thank goodness the barriers didn't collapse.\The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana.\Here. response:	Thank you!
context: The fireworks won't light up!\Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana.\Here.\Thank you! response:	Very impressive, Yasu.
context: Damn! They're damp because of the rain.\- Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana.\Here.\Thank you!\Very impressive, Yasu. response:	Light one up for me, too.
context: - Ow! - Are you all right?!\Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana.\Here.\Thank you!\Very impressive, Yasu.\Light one up for me, too. response:	You want one too, Misato?
context: Oh, it's better you don't touch it.\Wanna go to the convenience store again?\I got one lit, Nana.\Here.\Thank you!\Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato? response:	Yes!
context: Wanna go to the convenience store again?\I got one lit, Nana.\Here.\Thank you!\Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato?\Yes! response:	Hey, what about me?
context: I got one lit, Nana.\Here.\Thank you!\Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato?\Yes!\Hey, what about me? response:	Here, Nobu. I'll lend you my fire.
context: Here.\Thank you!\Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato?\Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire. response:	Thank you.
context: Thank you!\Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato?\Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you. response:	Here.
context: Very impressive, Yasu.\Light one up for me, too.\You want one too, Misato?\Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you.\Here. response:	Is it innocence or deceit?
context: Light one up for me, too.\You want one too, Misato?\Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you.\Here.\Is it innocence or deceit? response:	Nana!
context: You want one too, Misato?\Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you.\Here.\Is it innocence or deceit?\Nana! response:	You probably don't realize it, do you?
context: Yes!\Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you.\Here.\Is it innocence or deceit?\Nana!\You probably don't realize it, do you? response:	Every move you make...
context: Hey, what about me?\Here, Nobu. I'll lend you my fire.\Thank you.\Here.\Is it innocence or deceit?\Nana!\You probably don't realize it, do you?\Every move you make... response:	stirs my heart around at the strength of a typhoon.
context: Here, Nobu. I'll lend you my fire.\Thank you.\Here.\Is it innocence or deceit?\Nana!\You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon. response:	I feel like a teenage boy falling in love for the first time.
context: Thank you.\Here.\Is it innocence or deceit?\Nana!\You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time. response:	It feels like my heart is about to burst.
context: Here.\Is it innocence or deceit?\Nana!\You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst. response:	Do you wanna do it with Hachiko?
context: Is it innocence or deceit?\Nana!\You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko? response:	It's not like that!
context: Nana!\You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that! response:	That head of yours really does only think about doing it!
context: You probably don't realize it, do you?\Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it! response:	But a young man in love for the first time
context: Every move you make...\stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time response:	is totally battling against his sexual desire.
context: stirs my heart around at the strength of a typhoon.\I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire. response:	Yes, it is a battle. But it's not about sexual desire.
context: I feel like a teenage boy falling in love for the first time.\It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire. response:	Then more like an appetite?
context: It feels like my heart is about to burst.\Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite? response:	Yeah, she does look delicious. Like rice cake.
context: Do you wanna do it with Hachiko?\It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake. response:	Rice cake?
context: It's not like that!\That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake? response:	AND CUTE When I talk with you,
context: That head of yours really does only think about doing it!\But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you, response:	AND CUTE I feel like a total idiot for seriously worrying about stuff.
context: But a young man in love for the first time\is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff. response:	I'm glad about that.
context: is totally battling against his sexual desire.\Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that. response:	Because you've always had the tendency
context: Yes, it is a battle. But it's not about sexual desire.\Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency response:	to take things too negatively and seriously.
context: Then more like an appetite?\Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously. response:	Hachi seems to be really affectionate with you,
context: Yeah, she does look delicious. Like rice cake.\Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you, response:	so you should be glad that someone cares about you so much.
context: Rice cake?\AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much. response:	Treat her as well as your heart desires.
context: AND CUTE When I talk with you,\AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires. response:	There's nothing wrong with that.
context: AND CUTE I feel like a total idiot for seriously worrying about stuff.\I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that. response:	Yeah, but...
context: I'm glad about that.\Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but... response:	Chamame!
context: Because you've always had the tendency\to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but...\Chamame! response:	Well, now that you mention it, that does make sense.
context: to take things too negatively and seriously.\Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but...\Chamame!\Well, now that you mention it, that does make sense. response:	But I hate feeling persuaded like that!
context: Hachi seems to be really affectionate with you,\so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but...\Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that! response:	Why am I always influenced by what Ren says or does?
context: so you should be glad that someone cares about you so much.\Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but...\Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does? response:	I can understand that being the case in the past,
context: Treat her as well as your heart desires.\There's nothing wrong with that.\Yeah, but...\Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past, response:	but why is it still like that?
context: There's nothing wrong with that.\Yeah, but...\Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that? response:	I haven't matured a bit.
context: Yeah, but...\Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit. response:	First of all, I had no intention of getting back together with him.
context: Chamame!\Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him. response:	So why am I seeing him like a part-time wife?
context: Well, now that you mention it, that does make sense.\But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife? response:	Why am I making miso soup?! And at this time of the night?
context: But I hate feeling persuaded like that!\Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night? response:	Because it's my favorite, right?
context: Why am I always influenced by what Ren says or does?\I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right? response:	Well, yeah but...
context: I can understand that being the case in the past,\but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but... response:	Hey, where's your switch?
context: but why is it still like that?\I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch? response:	I don't have one.
context: I haven't matured a bit.\First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch?\I don't have one. response:	If there is one, install it in me.
context: First of all, I had no intention of getting back together with him.\So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch?\I don't have one.\If there is one, install it in me. response:	Someone...
context: So why am I seeing him like a part-time wife?\Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch?\I don't have one.\If there is one, install it in me.\Someone... response:	please adjust me.
context: Why am I making miso soup?! And at this time of the night?\Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch?\I don't have one.\If there is one, install it in me.\Someone...\please adjust me. response:	Why does my heart still burn so hot?
context: Because it's my favorite, right?\Well, yeah but...\Hey, where's your switch?\I don't have one.\If there is one, install it in me.\Someone...\please adjust me.\Why does my heart still burn so hot? response:	Hello?
context: Well, yeah but...\Hey, where's your switch?\I don't have one.\If there is one, install it in me.\Someone...\please adjust me.\Why does my heart still burn so hot?\Hello? response:	Oh, Take. Good morning.
context: Hey, where's your switch?\I don't have one.\If there is one, install it in me.\Someone...\please adjust me.\Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning. response:	No, it's okay. I'll take my car.
context: I don't have one.\If there is one, install it in me.\Someone...\please adjust me.\Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car. response:	I'll leave in thirty minutes.
context: If there is one, install it in me.\Someone...\please adjust me.\Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes. response:	He's hardly had any sleep.
context: Someone...\please adjust me.\Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep. response:	He's gonna make himself sick.
context: please adjust me.\Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick. response:	But...
context: Why does my heart still burn so hot?\Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick.\But... response:	I do envy him for having so much work.
context: Hello?\Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick.\But...\I do envy him for having so much work. response:	In fact, it's frustrating.
context: Oh, Take. Good morning.\No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick.\But...\I do envy him for having so much work.\In fact, it's frustrating. response:	You could stay in bed longer.
context: No, it's okay. I'll take my car.\I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick.\But...\I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer. response:	If you try living like me, you'll die young.
context: I'll leave in thirty minutes.\He's hardly had any sleep.\He's gonna make himself sick.\But...\I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young. response:	But I hafta go to work.
context: He's hardly had any sleep.\He's gonna make himself sick.\But...\I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work. response:	The moving company Nobu works at is short of staff,
context: He's gonna make himself sick.\But...\I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff, response:	so he introduced me and got me a job there.
context: But...\I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there. response:	A moving company? That's a manly job.
context: I do envy him for having so much work.\In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job. response:	I can no longer work in the evenings with our band practicing every night,
context: In fact, it's frustrating.\You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night, response:	so I need to make my earnings during the day.
context: You could stay in bed longer.\If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day. response:	What's going on with your debut? Any progress?
context: If you try living like me, you'll die young.\But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress? response:	Not really.
context: But I hafta go to work.\The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really. response:	Back then, I stayed at Ren's place for about half of the week,
context: The moving company Nobu works at is short of staff,\so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week, response:	but we missed each other often,
context: so he introduced me and got me a job there.\A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often, response:	and would only see each other for short periods.
context: A moving company? That's a manly job.\I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods. response:	When we were together,
context: I can no longer work in the evenings with our band practicing every night,\so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods.\When we were together, response:	we couldn't control our passion for each other,
context: so I need to make my earnings during the day.\What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other, response:	so we hardly spent any time talking about ourselves.
context: What's going on with your debut? Any progress?\Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves. response:	But I thought it was better that way.
context: Not really.\Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way. response:	Because that way we could avoid unnecessary subjects
context: Back then, I stayed at Ren's place for about half of the week,\but we missed each other often,\and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects response:	that would only make us feel awkward.
context: but we missed each other often,\and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward. response:	What? Still there?
context: and would only see each other for short periods.\When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there? response:	So annoying, aren't they?
context: When we were together,\we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there?\So annoying, aren't they? response:	Maybe I should move.
