context: My eternal liege, the ultimate demon who knows no rival... response:	my Lord Sesshomaru.
context: How I wish I had my henchmen.\Oh, I remember those days...\When I was the commander of many.\Back then, I led hundreds of demons\and controlled the plains of Musashi.\At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old, response:	was a formidable foe.
context: Oh, I remember those days...\When I was the commander of many.\Back then, I led hundreds of demons\and controlled the plains of Musashi.\At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe. response:	Just then!
context: When I was the commander of many.\Back then, I led hundreds of demons\and controlled the plains of Musashi.\At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then! response:	You're in my way! Move.
context: Back then, I led hundreds of demons\and controlled the plains of Musashi.\At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then!\You're in my way! Move. response:	Who are you?!
context: and controlled the plains of Musashi.\At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then!\You're in my way! Move.\Who are you?! response:	I said you're in the way. Do you not understand?!
context: At that time, we were at battle with demons\who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then!\You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?! response:	W-Who is he?!
context: who controlled the eastern mountains.\Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then!\You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?! response:	Clear... clear the path!
context: Their leader was Bikuni, who, despite being several hundred years old,\was a formidable foe.\Just then!\You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path! response:	How beautiful... He's so dashing!
context: was a formidable foe.\Just then!\You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing! response:	Master Jaken!
context: Just then!\You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken! response:	Forget me!
context: You're in my way! Move.\Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken!\Forget me! response:	Master Jaken!
context: Who are you?!\I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken!\Forget me!\Master Jaken! response:	Forgive my rudeness!
context: I said you're in the way. Do you not understand?!\W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken!\Forget me!\Master Jaken!\Forgive my rudeness! response:	It may not have been your intention,
context: W-Who is he?!\Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken!\Forget me!\Master Jaken!\Forgive my rudeness!\It may not have been your intention, response:	but you have saved my life!
context: Clear... clear the path!\How beautiful... He's so dashing!\Master Jaken!\Forget me!\Master Jaken!\Forgive my rudeness!\It may not have been your intention,\but you have saved my life! response:	I beg you! I beg you! Make me your servant!
context: How beautiful... He's so dashing!\Master Jaken!\Forget me!\Master Jaken!\Forgive my rudeness!\It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant! response:	A moment, please!
context: Master Jaken!\Forget me!\Master Jaken!\Forgive my rudeness!\It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please! response:	Here!
context: Forget me!\Master Jaken!\Forgive my rudeness!\It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please!\Here! response:	Um... What is this?
context: Master Jaken!\Forgive my rudeness!\It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please!\Here!\Um... What is this? response:	If you can use it, I'll entrust it to you.
context: Forgive my rudeness!\It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please!\Here!\Um... What is this?\If you can use it, I'll entrust it to you. response:	Yes sir!
context: It may not have been your intention,\but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please!\Here!\Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir! response:	Err... your name?
context: but you have saved my life!\I beg you! I beg you! Make me your servant!\A moment, please!\Here!\Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir!\Err... your name? response:	Please tell me your name!
context: I beg you! I beg you! Make me your servant!\A moment, please!\Here!\Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir!\Err... your name?\Please tell me your name! response:	Sesshomaru.
context: A moment, please!\Here!\Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir!\Err... your name?\Please tell me your name!\Sesshomaru. response:	Lord Sesshomaru?
context: Here!\Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir!\Err... your name?\Please tell me your name!\Sesshomaru.\Lord Sesshomaru? response:	Sir!
context: Um... What is this?\If you can use it, I'll entrust it to you.\Yes sir!\Err... your name?\Please tell me your name!\Sesshomaru.\Lord Sesshomaru?\Sir! response:	Several decades have passed since that day...
context: If you can use it, I'll entrust it to you.\Yes sir!\Err... your name?\Please tell me your name!\Sesshomaru.\Lord Sesshomaru?\Sir!\Several decades have passed since that day... response:	and I have long sought to repay my debt to him.
context: Yes sir!\Err... your name?\Please tell me your name!\Sesshomaru.\Lord Sesshomaru?\Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him. response:	I cannot leave this to No-Man.
context: Err... your name?\Please tell me your name!\Sesshomaru.\Lord Sesshomaru?\Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man. response:	Now then...
context: Please tell me your name!\Sesshomaru.\Lord Sesshomaru?\Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then... response:	Master Jaken is so busy.
context: Sesshomaru.\Lord Sesshomaru?\Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then...\Master Jaken is so busy. response:	So...
context: Lord Sesshomaru?\Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then...\Master Jaken is so busy.\So... response:	You're the robber?
context: Sir!\Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then...\Master Jaken is so busy.\So...\You're the robber? response:	Turn over the Sacred Jewel shards or you'll be sorry!
context: Several decades have passed since that day...\and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then...\Master Jaken is so busy.\So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry! response:	You have some nerve, stealing things from us.
context: and I have long sought to repay my debt to him.\I cannot leave this to No-Man.\Now then...\Master Jaken is so busy.\So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us. response:	Hmm... a sword... a sword.
context: I cannot leave this to No-Man.\Now then...\Master Jaken is so busy.\So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword. response:	Oh there.
context: Now then...\Master Jaken is so busy.\So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there. response:	What're you doing?!
context: Master Jaken is so busy.\So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there.\What're you doing?! response:	Give me Tetsusaiga.
context: So...\You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there.\What're you doing?!\Give me Tetsusaiga. response:	That's what happens when a demon tries to touch Tetsusaiga.
context: You're the robber?\Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there.\What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga. response:	In this age of wars, men have lost lands and farms...
context: Turn over the Sacred Jewel shards or you'll be sorry!\You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there.\What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms... response:	Lost homes to return to.
context: You have some nerve, stealing things from us.\Hmm... a sword... a sword.\Oh there.\What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to. response:	The amassed regret and bitterness of such men
context: Hmm... a sword... a sword.\Oh there.\What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men response:	gave rise to this demon No-Man.
context: Oh there.\What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man. response:	Look, if he returns everything, let's let him go.
context: What're you doing?!\Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go. response:	There're the shards!
context: Give me Tetsusaiga.\That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards! response:	- My top! - My things, too!
context: That's what happens when a demon tries to touch Tetsusaiga.\In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too! response:	Don't do anything bad now!
context: In this age of wars, men have lost lands and farms...\Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too!\Don't do anything bad now! response:	If you do, We'll have to destroy you!
context: Lost homes to return to.\The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you! response:	If you'd like, I'll recite a sutra for your spirits' repose.
context: The amassed regret and bitterness of such men\gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose. response:	He was pretty earnest about this.
context: gave rise to this demon No-Man.\Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this. response:	Strange demon.
context: Look, if he returns everything, let's let him go.\There're the shards!\- My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon. response:	Well, there are all kinds.
context: There're the shards!\- My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon.\Well, there are all kinds. response:	Damn! That hopeless demon...
context: - My top! - My things, too!\Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon.\Well, there are all kinds.\Damn! That hopeless demon... response:	What is this?
context: Don't do anything bad now!\If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon.\Well, there are all kinds.\Damn! That hopeless demon...\What is this? response:	Hot!
context: If you do, We'll have to destroy you!\If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon.\Well, there are all kinds.\Damn! That hopeless demon...\What is this?\Hot! response:	Hot! I'm burning! Hot! Hot!
context: If you'd like, I'll recite a sutra for your spirits' repose.\He was pretty earnest about this.\Strange demon.\Well, there are all kinds.\Damn! That hopeless demon...\What is this?\Hot!\Hot! I'm burning! Hot! Hot! response:	Help!
context: He was pretty earnest about this.\Strange demon.\Well, there are all kinds.\Damn! That hopeless demon...\What is this?\Hot!\Hot! I'm burning! Hot! Hot!\Help! response:	Water! Where's water?!
context: Strange demon.\Well, there are all kinds.\Damn! That hopeless demon...\What is this?\Hot!\Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?! response:	Water! Water! Water! Water!
context: Well, there are all kinds.\Damn! That hopeless demon...\What is this?\Hot!\Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?!\Water! Water! Water! Water! response:	Huh?!
context: Damn! That hopeless demon...\What is this?\Hot!\Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?!\Water! Water! Water! Water!\Huh?! response:	Huh?
context: What is this?\Hot!\Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?!\Water! Water! Water! Water!\Huh?!\Huh? response:	Did you hear a weird voice just now?
context: Hot!\Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?!\Water! Water! Water! Water!\Huh?!\Huh?\Did you hear a weird voice just now? response:	Huh?
context: Hot! I'm burning! Hot! Hot!\Help!\Water! Where's water?!\Water! Water! Water! Water!\Huh?!\Huh?\Did you hear a weird voice just now?\Huh? response:	Probably your imagination.
context: Help!\Water! Where's water?!\Water! Water! Water! Water!\Huh?!\Huh?\Did you hear a weird voice just now?\Huh?\Probably your imagination. response:	We've taken care of the demon...
context: Water! Where's water?!\Water! Water! Water! Water!\Huh?!\Huh?\Did you hear a weird voice just now?\Huh?\Probably your imagination.\We've taken care of the demon... response:	let's move on ahead.
context: Water! Water! Water! Water!\Huh?!\Huh?\Did you hear a weird voice just now?\Huh?\Probably your imagination.\We've taken care of the demon...\let's move on ahead. response:	Let's.
context: Huh?!\Huh?\Did you hear a weird voice just now?\Huh?\Probably your imagination.\We've taken care of the demon...\let's move on ahead.\Let's. response:	That Inuyasha!
context: Huh?\Did you hear a weird voice just now?\Huh?\Probably your imagination.\We've taken care of the demon...\let's move on ahead.\Let's.\That Inuyasha! response:	Does it hurt, Master Jaken?
context: Did you hear a weird voice just now?\Huh?\Probably your imagination.\We've taken care of the demon...\let's move on ahead.\Let's.\That Inuyasha!\Does it hurt, Master Jaken? response:	Of course!
context: Huh?\Probably your imagination.\We've taken care of the demon...\let's move on ahead.\Let's.\That Inuyasha!\Does it hurt, Master Jaken?\Of course! response:	- Then will you give up? - I will NOT!
context: Probably your imagination.\We've taken care of the demon...\let's move on ahead.\Let's.\That Inuyasha!\Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT! response:	Move away!
context: We've taken care of the demon...\let's move on ahead.\Let's.\That Inuyasha!\Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT!\Move away! response:	Rin, just go away!
context: let's move on ahead.\Let's.\That Inuyasha!\Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT!\Move away!\Rin, just go away! response:	You said you wanted me to watch you in action.
context: Let's.\That Inuyasha!\Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT!\Move away!\Rin, just go away!\You said you wanted me to watch you in action. response:	I did not!
context: That Inuyasha!\Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT!\Move away!\Rin, just go away!\You said you wanted me to watch you in action.\I did not! response:	Just wait, Inuyasha!
context: Does it hurt, Master Jaken?\Of course!\- Then will you give up? - I will NOT!\Move away!\Rin, just go away!\You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha! response:	I SHALL take Tetsusaiga away from you!!
context: Of course!\- Then will you give up? - I will NOT!\Move away!\Rin, just go away!\You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!! response:	Man! We sure wasted time back there.
context: - Then will you give up? - I will NOT!\Move away!\Rin, just go away!\You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there. response:	Hello there... travelers.
context: Move away!\Rin, just go away!\You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers. response:	Huh?
context: Rin, just go away!\You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers.\Huh? response:	What's this?
context: You said you wanted me to watch you in action.\I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers.\Huh?\What's this? response:	In training. Will examine your lives and sharpen for free.
context: I did not!\Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers.\Huh?\What's this?\In training. Will examine your lives and sharpen for free. response:	I dunno what that means, but something smells weird.
context: Just wait, Inuyasha!\I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers.\Huh?\What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird. response:	This is good for building character.
context: I SHALL take Tetsusaiga away from you!!\Man! We sure wasted time back there.\Hello there... travelers.\Huh?\What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character. response:	That Inuyasha... This incense has dulled his sense of smell.
context: Man! We sure wasted time back there.\Hello there... travelers.\Huh?\What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell. response:	And he doesn't recognize that I'm Jaken!
context: Hello there... travelers.\Huh?\What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken! response:	If you desire, I will sharpen your lives.
context: Huh?\What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives. response:	Lives?
context: What's this?\In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives? response:	He means your weapon.
context: In training. Will examine your lives and sharpen for free.\I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives?\He means your weapon. response:	This?
context: I dunno what that means, but something smells weird.\This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives?\He means your weapon.\This? response:	Oh yes... yes!
context: This is good for building character.\That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives?\He means your weapon.\This?\Oh yes... yes! response:	Hmm... Unusual to find a sword sharpener.
context: That Inuyasha... This incense has dulled his sense of smell.\And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives?\He means your weapon.\This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener. response:	So you're a craftsman of the feudal age.
context: And he doesn't recognize that I'm Jaken!\If you desire, I will sharpen your lives.\Lives?\He means your weapon.\This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age. response:	Maybe I'll take you up on it.
context: If you desire, I will sharpen your lives.\Lives?\He means your weapon.\This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it. response:	It's free, right?
context: Lives?\He means your weapon.\This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right? response:	Free? That's nice.
context: He means your weapon.\This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right?\Free? That's nice. response:	Please do a good job.
context: This?\Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right?\Free? That's nice.\Please do a good job. response:	You're a generous man.
context: Oh yes... yes!\Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right?\Free? That's nice.\Please do a good job.\You're a generous man. response:	Umm...
context: Hmm... Unusual to find a sword sharpener.\So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right?\Free? That's nice.\Please do a good job.\You're a generous man.\Umm... response:	So that's about it. We'll stop by later.
context: So you're a craftsman of the feudal age.\Maybe I'll take you up on it.\It's free, right?\Free? That's nice.\Please do a good job.\You're a generous man.\Umm...\So that's about it. We'll stop by later. response:	Counting on ya!
context: Maybe I'll take you up on it.\It's free, right?\Free? That's nice.\Please do a good job.\You're a generous man.\Umm...\So that's about it. We'll stop by later.\Counting on ya! response:	Damn! That Inuyasha!
context: It's free, right?\Free? That's nice.\Please do a good job.\You're a generous man.\Umm...\So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha! response:	All right! I'll sharpen them!
context: Free? That's nice.\Please do a good job.\You're a generous man.\Umm...\So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them! response:	If these weapons are super sharp,
context: Please do a good job.\You're a generous man.\Umm...\So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp, response:	Inuyasha will want me to sharpen Tetsusaiga, too!
context: You're a generous man.\Umm...\So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too! response:	And... that will be the perfect opportunity!
context: Umm...\So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity! response:	Now, now, now!
context: So that's about it. We'll stop by later.\Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now! response:	Sharpen!
context: Counting on ya!\Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now!\Sharpen! response:	Sharpen!
context: Damn! That Inuyasha!\All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now!\Sharpen!\Sharpen! response:	Go for it, Jaken!
context: All right! I'll sharpen them!\If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now!\Sharpen!\Sharpen!\Go for it, Jaken! response:	Go for it, Jaken!
context: If these weapons are super sharp,\Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now!\Sharpen!\Sharpen!\Go for it, Jaken!\Go for it, Jaken! response:	Come on, everyone, together now!
context: Inuyasha will want me to sharpen Tetsusaiga, too!\And... that will be the perfect opportunity!\Now, now, now!\Sharpen!\Sharpen!\Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now! response:	You're in my way!
context: And... that will be the perfect opportunity!\Now, now, now!\Sharpen!\Sharpen!\Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now!\You're in my way! response:	Humph! Who cares about Master Jaken!
context: Now, now, now!\Sharpen!\Sharpen!\Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken! response:	Huh?
context: Sharpen!\Sharpen!\Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken!\Huh? response:	I thought of something! Come, Aun!
context: Sharpen!\Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun! response:	Wow! So shiny!
context: Go for it, Jaken!\Go for it, Jaken!\Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun!\Wow! So shiny! response:	This is fine work!
context: Go for it, Jaken!\Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun!\Wow! So shiny!\This is fine work! response:	Yes, very good.
context: Come on, everyone, together now!\You're in my way!\Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun!\Wow! So shiny!\This is fine work!\Yes, very good. response:	I'll say!
context: You're in my way!\Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun!\Wow! So shiny!\This is fine work!\Yes, very good.\I'll say! response:	Shucks! I shoulda left my sword, too.
context: Humph! Who cares about Master Jaken!\Huh?\I thought of something! Come, Aun!\Wow! So shiny!\This is fine work!\Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too. response:	But this old man is fast asleep from exhaustion.
context: Huh?\I thought of something! Come, Aun!\Wow! So shiny!\This is fine work!\Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion. response:	Let's not wake him.
context: I thought of something! Come, Aun!\Wow! So shiny!\This is fine work!\Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him. response:	Let's just leave him a thank-you note.
context: Wow! So shiny!\This is fine work!\Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note. response:	Oh well... too bad.
context: This is fine work!\Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad. response:	Thank you very much.
context: Yes, very good.\I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much. response:	Huh?!
context: I'll say!\Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much.\Huh?! response:	Oh no!
context: Shucks! I shoulda left my sword, too.\But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much.\Huh?!\Oh no! response:	Gone! All gone!
context: But this old man is fast asleep from exhaustion.\Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much.\Huh?!\Oh no!\Gone! All gone! response:	They've left! I've been duped!
context: Let's not wake him.\Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much.\Huh?!\Oh no!\Gone! All gone!\They've left! I've been duped! response:	I sharpened those weapons
context: Let's just leave him a thank-you note.\Oh well... too bad.\Thank you very much.\Huh?!\Oh no!\Gone! All gone!\They've left! I've been duped!\I sharpened those weapons response:	to trick Inuyasha and steal his sword!
context: Oh well... too bad.\Thank you very much.\Huh?!\Oh no!\Gone! All gone!\They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword! response:	But I've lost my chance!
context: Thank you very much.\Huh?!\Oh no!\Gone! All gone!\They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance! response:	Oh yes... I still have that option.
