context: I'd been thinking for a while... response:	Is something that will disappear the same as something that never existed?
context: I think it's a matter of what her purpose in life is.\Purpose in life...?\Yeah. Love is the reason for some, but not for others.\Hagu-chan is motivated by her desire to accomplish something... I believe.\Is that more important than love?\It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through. response:	Rika...
context: Purpose in life...?\Yeah. Love is the reason for some, but not for others.\Hagu-chan is motivated by her desire to accomplish something... I believe.\Is that more important than love?\It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika... response:	So you're leaving this place.
context: Yeah. Love is the reason for some, but not for others.\Hagu-chan is motivated by her desire to accomplish something... I believe.\Is that more important than love?\It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place. response:	Yeah.
context: Hagu-chan is motivated by her desire to accomplish something... I believe.\Is that more important than love?\It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place.\Yeah. response:	I see.
context: Is that more important than love?\It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place.\Yeah.\I see. response:	So you've finally decided to leave.
context: It's not a matter of which is more important or which is right.\It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place.\Yeah.\I see.\So you've finally decided to leave. response:	Yes. Thank you for everything, Tange-sensei.
context: It's not an act of selfishness either.\She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place.\Yeah.\I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei. response:	I'm here because I want to be, but it seemed to me like you were stuck without a way out.
context: She chooses instinctively before she has time to think it through.\Rika...\So you're leaving this place.\Yeah.\I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out. response:	Honestly, it was difficult for me to watch you after what happened to Harada.
context: Rika...\So you're leaving this place.\Yeah.\I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada. response:	It seemed like half of you went with him.
context: So you're leaving this place.\Yeah.\I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him. response:	But...
context: Yeah.\I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But... response:	I could tell that more and more of you was coming back, ever since you brought that girl here.
context: I see.\So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here. response:	Tange-sensei...
context: So you've finally decided to leave.\Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei... response:	Hanamoto, now it's your turn to save that girl.
context: Yes. Thank you for everything, Tange-sensei.\I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl. response:	Saving her will also save yourself.
context: I'm here because I want to be, but it seemed to me like you were stuck without a way out.\Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself. response:	I'm sorry. I wanted to see you as soon as I could...
context: Honestly, it was difficult for me to watch you after what happened to Harada.\It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could... response:	It's all right. I would've have been sad if you abandoned an important project to come back.
context: It seemed like half of you went with him.\But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back. response:	No, I would've been upset.
context: But...\I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset. response:	What's the matter?
context: I could tell that more and more of you was coming back, ever since you brought that girl here.\Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter? response:	Mayama-kun stopped me, actually.
context: Tange-sensei...\Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually. response:	He scolded me.
context: Hanamoto, now it's your turn to save that girl.\Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually.\He scolded me. response:	There's nothing we can do for them by going back now.
context: Saving her will also save yourself.\I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now. response:	It'll just trouble Sensei more.
context: I'm sorry. I wanted to see you as soon as I could...\It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more. response:	Let go of me.
context: It's all right. I would've have been sad if you abandoned an important project to come back.\No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me. response:	What do you know about him?
context: No, I would've been upset.\What's the matter?\Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me.\What do you know about him? response:	I know him.
context: What's the matter?\Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me.\What do you know about him?\I know him. response:	I've known Sensei for the past six years.
context: Mayama-kun stopped me, actually.\He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me.\What do you know about him?\I know him.\I've known Sensei for the past six years. response:	The Hanamoto-san that I know is a respectable individual.
context: He scolded me.\There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me.\What do you know about him?\I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual. response:	He was saying that...
context: There's nothing we can do for them by going back now.\It'll just trouble Sensei more.\Let go of me.\What do you know about him?\I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that... response:	Man, damn it all. That bastard...
context: It'll just trouble Sensei more.\Let go of me.\What do you know about him?\I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard... response:	Can't you say that to my face? Sheesh.
context: Let go of me.\What do you know about him?\I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh. response:	That's impossible!
context: What do you know about him?\I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible! response:	Are you trying to tell me that you bought out my company's stock and took over?
context: I know him.\I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over? response:	Are you trying to say that I did something to deserve your grudge?
context: I've known Sensei for the past six years.\The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge? response:	When did this happen, anyway?
context: The Hanamoto-san that I know is a respectable individual.\He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway? response:	W-Wait a second...!
context: He was saying that...\Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...! response:	This will work.
context: Man, damn it all. That bastard...\Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...!\This will work. response:	Is it really okay to chop so much of it off?
context: Can't you say that to my face? Sheesh.\That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...!\This will work.\Is it really okay to chop so much of it off? response:	It's fine. Now the bushes in our yard are ready for the winter.
context: That's impossible!\Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...!\This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter. response:	But still, there really must be a God, Mama.
context: Are you trying to tell me that you bought out my company's stock and took over?\Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...!\This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama. response:	Truly, to think that someone would rent us this large house for next to nothing...
context: Are you trying to say that I did something to deserve your grudge?\When did this happen, anyway?\W-Wait a second...!\This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing... response:	I'm sorry for causing you all so much trouble... All because I had my company taken over...
context: When did this happen, anyway?\W-Wait a second...!\This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over... response:	No way! This is fun!
context: W-Wait a second...!\This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun! response:	Yeah!
context: This will work.\Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah! response:	Dad...
context: Is it really okay to chop so much of it off?\It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah!\Dad... response:	I'm happy... the day has finally arrived when we can all work together again under one roof.
context: It's fine. Now the bushes in our yard are ready for the winter.\But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof. response:	That's right.
context: But still, there really must be a God, Mama.\Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right. response:	I think I'm going to enjoy living here.
context: Truly, to think that someone would rent us this large house for next to nothing...\I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here. response:	Please cheer up, dear.
context: I'm sorry for causing you all so much trouble... All because I had my company taken over...\No way! This is fun!\Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here.\Please cheer up, dear. response:	Yeah...
context: No way! This is fun!\Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah... response:	Yeah.
context: Yeah!\Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah...\Yeah. response:	Dad.
context: Dad...\I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah...\Yeah.\Dad. response:	Dad.
context: I'm happy... the day has finally arrived when we can all work together again under one roof.\That's right.\I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah...\Yeah.\Dad.\Dad. response:	Hey!
context: That's right.\I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah...\Yeah.\Dad.\Dad.\Hey! response:	Shinobu... Shiroyama... and everyone else...
context: I think I'm going to enjoy living here.\Please cheer up, dear.\Yeah...\Yeah.\Dad.\Dad.\Hey!\Shinobu... Shiroyama... and everyone else... response:	This was all your doing...?
context: Please cheer up, dear.\Yeah...\Yeah.\Dad.\Dad.\Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...? response:	You all knew I would end up like this. So you...
context: Yeah...\Yeah.\Dad.\Dad.\Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you... response:	Yes, this is Shiroyama.
context: Yeah.\Dad.\Dad.\Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama. response:	Hello?
context: Dad.\Dad.\Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello? response:	It's Kaoru-sama, isn't it?
context: Dad.\Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it? response:	Where have you been loafing around for so long?
context: Hey!\Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long? response:	Your desk is starting to tilt over on its side from all the unsigned paperwork.
context: Shinobu... Shiroyama... and everyone else...\This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork. response:	We'll all be waiting for you here.
context: This was all your doing...?\You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here. response:	And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.
context: You all knew I would end up like this. So you...\Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama. response:	By the way, Kaoru-sama...
context: Yes, this is Shiroyama.\Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama... response:	Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?
context: Hello?\It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world? response:	I-If it's for 230 yen.
context: It's Kaoru-sama, isn't it?\Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen. response:	I'll return right away.
context: Where have you been loafing around for so long?\Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away. response:	I'll be back tomorrow afternoon.
context: Your desk is starting to tilt over on its side from all the unsigned paperwork.\We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon. response:	Please prepare a meeting and wait for me.
context: We'll all be waiting for you here.\And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me. response:	Shinobu-sama will come flying as well.
context: And Shinobu-sama said there is something he absolutely must tell you, Kaoru-sama.\By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well. response:	I'll make arrangements for a meal.
context: By the way, Kaoru-sama...\Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal. response:	What would you like?
context: Might you be interested in a system that swindles 190 yen a month, forever, from the upper-class citizens of the world?\I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like? response:	Curry.
context: I-If it's for 230 yen.\I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like?\Curry. response:	Roger.
context: I'll return right away.\I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like?\Curry.\Roger. response:	I bet Matsuda-san will do his best.
context: I'll be back tomorrow afternoon.\Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like?\Curry.\Roger.\I bet Matsuda-san will do his best. response:	Oh, Shiroyama...
context: Please prepare a meeting and wait for me.\Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like?\Curry.\Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama... response:	Yes?
context: Shinobu-sama will come flying as well.\I'll make arrangements for a meal.\What would you like?\Curry.\Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes? response:	Thank you.
context: I'll make arrangements for a meal.\What would you like?\Curry.\Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes?\Thank you. response:	That one reminds me of Ayu.
context: What would you like?\Curry.\Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes?\Thank you.\That one reminds me of Ayu. response:	The pigeon? What reminds you of her?
context: Curry.\Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes?\Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her? response:	That white one has round eyes, good posture, a supple breast, and pink legs.
context: Roger.\I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes?\Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs. response:	Dr. Satsuki told me that working with clay will be good for my rehab.
context: I bet Matsuda-san will do his best.\Oh, Shiroyama...\Yes?\Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab. response:	I want to give it a try.
context: Oh, Shiroyama...\Yes?\Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try. response:	I also want to learn how to make pottery from Ayu.
context: Yes?\Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu. response:	I want to make a pigeon first.
context: Thank you.\That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first. response:	And...
context: That one reminds me of Ayu.\The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And... response:	I want to give the first one to Ayu.
context: The pigeon? What reminds you of her?\That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And...\I want to give the first one to Ayu. response:	And...
context: That white one has round eyes, good posture, a supple breast, and pink legs.\Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And...\I want to give the first one to Ayu.\And... response:	The second one...
context: Dr. Satsuki told me that working with clay will be good for my rehab.\I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And...\I want to give the first one to Ayu.\And...\The second one... response:	I want to give it to my new mother and her baby.
context: I want to give it a try.\I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And...\I want to give the first one to Ayu.\And...\The second one...\I want to give it to my new mother and her baby. response:	Will I make it in time?
context: I also want to learn how to make pottery from Ayu.\I want to make a pigeon first.\And...\I want to give the first one to Ayu.\And...\The second one...\I want to give it to my new mother and her baby.\Will I make it in time? response:	You'll make it.
context: I want to make a pigeon first.\And...\I want to give the first one to Ayu.\And...\The second one...\I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it. response:	The baby will be born in the spring.
context: And...\I want to give the first one to Ayu.\And...\The second one...\I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it.\The baby will be born in the spring. response:	Spring?
context: I want to give the first one to Ayu.\And...\The second one...\I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it.\The baby will be born in the spring.\Spring? response:	That's right...
context: And...\The second one...\I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it.\The baby will be born in the spring.\Spring?\That's right... response:	Spring.
context: The second one...\I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it.\The baby will be born in the spring.\Spring?\That's right...\Spring. response:	Yo.
context: I want to give it to my new mother and her baby.\Will I make it in time?\You'll make it.\The baby will be born in the spring.\Spring?\That's right...\Spring.\Yo. response:	Can't you say something better than Yo...?
context: Will I make it in time?\You'll make it.\The baby will be born in the spring.\Spring?\That's right...\Spring.\Yo.\Can't you say something better than Yo...? response:	No kidding.
context: You'll make it.\The baby will be born in the spring.\Spring?\That's right...\Spring.\Yo.\Can't you say something better than Yo...?\No kidding. response:	Shiroyama, get Shinobu some curry, with extra sauce and meat.
context: The baby will be born in the spring.\Spring?\That's right...\Spring.\Yo.\Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat. response:	Shiroyama, what are you crying for?
context: Spring?\That's right...\Spring.\Yo.\Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for? response:	Hey, Kaoru.
context: That's right...\Spring.\Yo.\Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru. response:	I'm gonna go work for Peter, after all.
context: Spring.\Yo.\Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all. response:	I see.
context: Yo.\Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see. response:	In spite of what I say about him, I actually like that man...
context: Can't you say something better than Yo...?\No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man... response:	I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.
context: No kidding.\Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers. response:	On top of that, they all seem so happy.
context: Shiroyama, get Shinobu some curry, with extra sauce and meat.\Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy. response:	It's the first time I've met an adult as stupid as Dad.
context: Shiroyama, what are you crying for?\Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad. response:	And the same goes for his ridiculous company...
context: Hey, Kaoru.\I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company... response:	What about that girl?
context: I'm gonna go work for Peter, after all.\I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl? response:	She told me, I'll watch you forever.
