context: We just have to pass through these, right? response:	Yay!
context: A little longer...\A little longer...\Hey, Emii, what did you ask Santa for this year?\Last year, I got a new Barbar doll, so this year, I'm asking for a matching dream house.\You're so lucky!\I asked for a bicycle.\What about you, Nanami?\I'll be okay. response:	I lock all the doors every night at home,
context: A little longer...\Hey, Emii, what did you ask Santa for this year?\Last year, I got a new Barbar doll, so this year, I'm asking for a matching dream house.\You're so lucky!\I asked for a bicycle.\What about you, Nanami?\I'll be okay.\I lock all the doors every night at home, response:	so no strange man can just enter in the middle of the night.
context: Hey, Emii, what did you ask Santa for this year?\Last year, I got a new Barbar doll, so this year, I'm asking for a matching dream house.\You're so lucky!\I asked for a bicycle.\What about you, Nanami?\I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night. response:	You should all lock up before you go to sleep too.
context: Last year, I got a new Barbar doll, so this year, I'm asking for a matching dream house.\You're so lucky!\I asked for a bicycle.\What about you, Nanami?\I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too. response:	You're weird, Nanami!
context: You're so lucky!\I asked for a bicycle.\What about you, Nanami?\I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami! response:	Santa comes in through the chimney!
context: I asked for a bicycle.\What about you, Nanami?\I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney! response:	He's not a strange man!
context: What about you, Nanami?\I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man! response:	Nanami! I can't watch anymore!
context: I'll be okay.\I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore! response:	This is like some soap opera!
context: I lock all the doors every night at home,\so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera! response:	Who is this Santa?
context: so no strange man can just enter in the middle of the night.\You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa? response:	Santa
context: You should all lock up before you go to sleep too.\You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa?\Santa response:	I can't leave this to you anymore!
context: You're weird, Nanami!\Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa?\Santa\I can't leave this to you anymore! response:	I'm going!
context: Santa comes in through the chimney!\He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa?\Santa\I can't leave this to you anymore!\I'm going! response:	You can continue being lackadaisical if you want.
context: He's not a strange man!\Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa?\Santa\I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want. response:	A powerless child with no guardian.
context: Nanami! I can't watch anymore!\This is like some soap opera!\Who is this Santa?\Santa\I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian. response:	No wonder she developed such spirit. It is how she survived.
context: This is like some soap opera!\Who is this Santa?\Santa\I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived. response:	Life would have been overwhelming otherwise.
context: Who is this Santa?\Santa\I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise. response:	Nanami?
context: Santa\I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami? response:	Nanami.
context: I can't leave this to you anymore!\I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami?\Nanami. response:	Long time no see!
context: I'm going!\You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami?\Nanami.\Long time no see! response:	Don't look at me like that!
context: You can continue being lackadaisical if you want.\A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami?\Nanami.\Long time no see!\Don't look at me like that! response:	I'm here to help you!
context: A powerless child with no guardian.\No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami?\Nanami.\Long time no see!\Don't look at me like that!\I'm here to help you! response:	It's me. Me!
context: No wonder she developed such spirit. It is how she survived.\Life would have been overwhelming otherwise.\Nanami?\Nanami.\Long time no see!\Don't look at me like that!\I'm here to help you!\It's me. Me! response:	Mizuki, your primary familiar!
context: Life would have been overwhelming otherwise.\Nanami?\Nanami.\Long time no see!\Don't look at me like that!\I'm here to help you!\It's me. Me!\Mizuki, your primary familiar! response:	But I guess there's no way you'd remember me.
context: Nanami?\Nanami.\Long time no see!\Don't look at me like that!\I'm here to help you!\It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me. response:	I remember.
context: Nanami.\Long time no see!\Don't look at me like that!\I'm here to help you!\It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember. response:	What?
context: Long time no see!\Don't look at me like that!\I'm here to help you!\It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember.\What? response:	Stranger danger!
context: Don't look at me like that!\I'm here to help you!\It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember.\What?\Stranger danger! response:	I should've known.
context: I'm here to help you!\It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember.\What?\Stranger danger!\I should've known. response:	You've got it all wrong. I'm...
context: It's me. Me!\Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember.\What?\Stranger danger!\I should've known.\You've got it all wrong. I'm... response:	Oh, Tomoe!
context: Mizuki, your primary familiar!\But I guess there's no way you'd remember me.\I remember.\What?\Stranger danger!\I should've known.\You've got it all wrong. I'm...\Oh, Tomoe! response:	Quickly. Come with me.
context: But I guess there's no way you'd remember me.\I remember.\What?\Stranger danger!\I should've known.\You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me. response:	We have to run.
context: I remember.\What?\Stranger danger!\I should've known.\You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me.\We have to run. response:	Hm?
context: What?\Stranger danger!\I should've known.\You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me.\We have to run.\Hm? response:	The stranger is closing in.
context: Stranger danger!\I should've known.\You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me.\We have to run.\Hm?\The stranger is closing in. response:	Okay!
context: I should've known.\You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me.\We have to run.\Hm?\The stranger is closing in.\Okay! response:	Hey!
context: You've got it all wrong. I'm...\Oh, Tomoe!\Quickly. Come with me.\We have to run.\Hm?\The stranger is closing in.\Okay!\Hey! response:	Serves you right, you lousy snake!
context: Oh, Tomoe!\Quickly. Come with me.\We have to run.\Hm?\The stranger is closing in.\Okay!\Hey!\Serves you right, you lousy snake! response:	Tomoe...
context: Quickly. Come with me.\We have to run.\Hm?\The stranger is closing in.\Okay!\Hey!\Serves you right, you lousy snake!\Tomoe... response:	When we get home, you are so dead!
context: We have to run.\Hm?\The stranger is closing in.\Okay!\Hey!\Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead! response:	I swear...
context: Hm?\The stranger is closing in.\Okay!\Hey!\Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead!\I swear... response:	Your ears!
context: The stranger is closing in.\Okay!\Hey!\Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead!\I swear...\Your ears! response:	They're so funny!
context: Okay!\Hey!\Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead!\I swear...\Your ears!\They're so funny! response:	Kinda like a cat's!
context: Hey!\Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead!\I swear...\Your ears!\They're so funny!\Kinda like a cat's! response:	Can you hear a lot?
context: Serves you right, you lousy snake!\Tomoe...\When we get home, you are so dead!\I swear...\Your ears!\They're so funny!\Kinda like a cat's!\Can you hear a lot? response:	Hey! Hey! Hey! Lemme touch your ears!
context: Tomoe...\When we get home, you are so dead!\I swear...\Your ears!\They're so funny!\Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears! response:	Why did I get caught up in this mess?
context: When we get home, you are so dead!\I swear...\Your ears!\They're so funny!\Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess? response:	Come on! I wanna touch your ears! I wanna touch your ears!
context: I swear...\Your ears!\They're so funny!\Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears! response:	Well, I suppose we should head for the exit.
context: Your ears!\They're so funny!\Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit. response:	The scenery is rather odd.
context: They're so funny!\Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd. response:	I thought it was blurry,
context: Kinda like a cat's!\Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry, response:	but some parts are exceedingly detailed.
context: Can you hear a lot?\Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed. response:	I see.
context: Hey! Hey! Hey! Lemme touch your ears!\Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed.\I see. response:	This is the world of her memories.
context: Why did I get caught up in this mess?\Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed.\I see.\This is the world of her memories. response:	The more she paid attention to something, the more clearly it is reflected here.
context: Come on! I wanna touch your ears! I wanna touch your ears!\Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed.\I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here. response:	You want ice cream, do you not?
context: Well, I suppose we should head for the exit.\The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed.\I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not? response:	Eep
context: The scenery is rather odd.\I thought it was blurry,\but some parts are exceedingly detailed.\I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep response:	Eep
context: I thought it was blurry,\but some parts are exceedingly detailed.\I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep\Eep response:	D-Do not!
context: but some parts are exceedingly detailed.\I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep\Eep\D-Do not! response:	Here.
context: I see.\This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep\Eep\D-Do not!\Here. response:	Wow!
context: This is the world of her memories.\The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep\Eep\D-Do not!\Here.\Wow! response:	Thank you, mister!
context: The more she paid attention to something, the more clearly it is reflected here.\You want ice cream, do you not?\Eep\Eep\D-Do not!\Here.\Wow!\Thank you, mister! response:	Mister?
context: You want ice cream, do you not?\Eep\Eep\D-Do not!\Here.\Wow!\Thank you, mister!\Mister? response:	If there is anything else you desire, let me know.
context: Eep\Eep\D-Do not!\Here.\Wow!\Thank you, mister!\Mister?\If there is anything else you desire, let me know. response:	I am happy to fetch it for you.
context: Eep\D-Do not!\Here.\Wow!\Thank you, mister!\Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you. response:	In this world, the things that you long for are as plain as day.
context: D-Do not!\Here.\Wow!\Thank you, mister!\Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day. response:	For me, satisfying those needs is a simple matter.
context: Here.\Wow!\Thank you, mister!\Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter. response:	Wow! I can eat this?
context: Wow!\Thank you, mister!\Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this? response:	Yes.
context: Thank you, mister!\Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes. response:	Really?
context: Mister?\If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes.\Really? response:	So smile.
context: If there is anything else you desire, let me know.\I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes.\Really?\So smile. response:	Like you always do.
context: I am happy to fetch it for you.\In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes.\Really?\So smile.\Like you always do. response:	I will...
context: In this world, the things that you long for are as plain as day.\For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes.\Really?\So smile.\Like you always do.\I will... response:	stay by your side.
context: For me, satisfying those needs is a simple matter.\Wow! I can eat this?\Yes.\Really?\So smile.\Like you always do.\I will...\stay by your side. response:	There is no need to be sad.
context: Wow! I can eat this?\Yes.\Really?\So smile.\Like you always do.\I will...\stay by your side.\There is no need to be sad. response:	I guess the sun's going down now.
context: Yes.\Really?\So smile.\Like you always do.\I will...\stay by your side.\There is no need to be sad.\I guess the sun's going down now. response:	The sunset is massive.
context: Really?\So smile.\Like you always do.\I will...\stay by your side.\There is no need to be sad.\I guess the sun's going down now.\The sunset is massive. response:	Once the sun sets, everyone will go home.
context: So smile.\Like you always do.\I will...\stay by your side.\There is no need to be sad.\I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home. response:	I don't wanna go home.
context: Like you always do.\I will...\stay by your side.\There is no need to be sad.\I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home. response:	Back there, no one is waiting for me.
context: I will...\stay by your side.\There is no need to be sad.\I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me. response:	There's only me.
context: stay by your side.\There is no need to be sad.\I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me.\There's only me. response:	I see.
context: There is no need to be sad.\I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me.\There's only me.\I see. response:	What you want is...
context: I guess the sun's going down now.\The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me.\There's only me.\I see.\What you want is... response:	Only for the time being.
context: The sunset is massive.\Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me.\There's only me.\I see.\What you want is...\Only for the time being. response:	In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.
context: Once the sun sets, everyone will go home.\I don't wanna go home.\Back there, no one is waiting for me.\There's only me.\I see.\What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine. response:	Are you telling me that I'm gonna get married when I get bigger?
context: I don't wanna go home.\Back there, no one is waiting for me.\There's only me.\I see.\What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger? response:	And that I'm gonna make a new family to replace my old one?
context: Back there, no one is waiting for me.\There's only me.\I see.\What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one? response:	Oh, well, no...
context: There's only me.\I see.\What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no... response:	That's good'cause I'm not getting married!
context: I see.\What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married! response:	And why is that?
context: What you want is...\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married!\And why is that? response:	Because my family has really bad luck with deadbeat men!
context: Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men! response:	I can't count on a husband!
context: In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband! response:	I'm gonna stay healthy and single!
context: Are you telling me that I'm gonna get married when I get bigger?\And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single! response:	It is not that you have bad luck.
context: And that I'm gonna make a new family to replace my old one?\Oh, well, no...\That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck. response:	You are a poor judge of character.
context: Oh, well, no...\That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character. response:	For example, I would be able to make you happy.
context: That's good'cause I'm not getting married!\And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy. response:	Your wish is my command.
context: And why is that?\Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command. response:	There is surely no man more reliable than I.
context: Because my family has really bad luck with deadbeat men!\I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I. response:	You can't use yummy foods to trick me into a loveless marriage!
context: I can't count on a husband!\I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage! response:	So do you really love me?! I need to know!
context: I'm gonna stay healthy and single!\It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know! response:	When asked in such a direct and adorable way...
context: It is not that you have bad luck.\You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way... response:	Yes.
context: You are a poor judge of character.\For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes. response:	I do love you.
context: For example, I would be able to make you happy.\Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes.\I do love you. response:	Well, will you marry me, Nanami?
context: Your wish is my command.\There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes.\I do love you.\Well, will you marry me, Nanami? response:	Know this...
context: There is surely no man more reliable than I.\You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes.\I do love you.\Well, will you marry me, Nanami?\Know this... response:	I will ensure you always have that carefree smile on your face.
context: You can't use yummy foods to trick me into a loveless marriage!\So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes.\I do love you.\Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face. response:	Okay!
context: So do you really love me?! I need to know!\When asked in such a direct and adorable way...\Yes.\I do love you.\Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face.\Okay! response:	I will always stay by your side.
context: When asked in such a direct and adorable way...\Yes.\I do love you.\Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side. response:	Next part coming
context: Yes.\I do love you.\Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side.\Next part coming response:	right up
context: I do love you.\Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side.\Next part coming\right up response:	right up
context: Well, will you marry me, Nanami?\Know this...\I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side.\Next part coming\right up\right up response:	right up
context: Know this...\I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side.\Next part coming\right up\right up\right up response:	right up
context: I will ensure you always have that carefree smile on your face.\Okay!\I will always stay by your side.\Next part coming\right up\right up\right up\right up response:	right up
context: Okay!\I will always stay by your side.\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: I will always stay by your side.\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	Oh, what in the world am I saying?!
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Oh, what in the world am I saying?! response:	Why did I get caught up in the moment and propose to her?!
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?! response:	How am I going to explain this later?!
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?! response:	Knowing her...
context: Next part starting\Next part starting\Next part starting\Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her... response:	Tomoe, you asked me to marry you, right?
context: Next part starting\Next part starting\Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right? response:	She is bound to press the issue!
context: Next part starting\Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue! response:	How can I possibly get out of this mess?
context: Next part starting\Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess? response:	What's wrong, Tomoe?
context: Oh, what in the world am I saying?!\Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe? response:	You seem awfully fidgety.
context: Why did I get caught up in the moment and propose to her?!\How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety. response:	Don't you worry about a thing. I can keep a secret.
context: How am I going to explain this later?!\Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret. response:	Nanami will never know what you did to her as a child.
context: Knowing her...\Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child. response:	Wait. Seriously?
context: Tomoe, you asked me to marry you, right?\She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously? response:	So you did do something?
context: She is bound to press the issue!\How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something? response:	Stop that!
context: How can I possibly get out of this mess?\What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something?\Stop that! response:	Honestly! Why do you guys fight every time I turn my back on you?
context: What's wrong, Tomoe?\You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you? response:	Where are we? What about the Torii Gates of Twelve?
context: You seem awfully fidgety.\Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve? response:	We passed through them already.
context: Don't you worry about a thing. I can keep a secret.\Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already. response:	Huh? When did we go through?
context: Nanami will never know what you did to her as a child.\Wait. Seriously?\So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through? response:	I can't believe I missed that. I must've fallen asleep.
context: Wait. Seriously?\So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep. response:	It does feel like I woke up from a really long dream.
