context: Yuuichi! response:	Sorry! Were you waiting long?
context: Okay.\I-It's not like that!\I wasn't\When you go look at the data later, it's gonna be totally obvious anyway, you know.\Times you feel happy +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1 response:	Times your heart starts racing +1
context: I-It's not like that!\I wasn't\When you go look at the data later, it's gonna be totally obvious anyway, you know.\Times you feel happy +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1 response:	Times you feel happy +1
context: I wasn't\When you go look at the data later, it's gonna be totally obvious anyway, you know.\Times you feel happy +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1 response:	Times you're having so much fun you can't stand it +1
context: When you go look at the data later, it's gonna be totally obvious anyway, you know.\Times you feel happy +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1 response:	Times you feel happy +1
context: Times you feel happy +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1 response:	Times your heart starts racing +1
context: Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1 response:	Times you're having so much fun you can't stand it +1
context: Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1 response:	Times your heart starts racing +1
context: Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1 response:	Times you feel happy +1
context: Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1 response:	Times you're having so much fun you can't stand it +1
context: Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1 response:	Times you feel happy +1
context: Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1 response:	Times your heart starts racing +1
context: Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1 response:	Times you're having so much fun you can't stand it +1
context: Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1 response:	In any case, we are running out of time.
context: Times you're having so much fun you can't stand it +1\Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time. response:	We will proceed with the experiment without delay.
context: Times your heart starts racing +1\Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay. response:	Times your heart starts racing +1
context: Times you feel happy +1\Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1 response:	Times your heart starts racing +1
context: Times you're having so much fun you can't stand it +1\Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1 response:	W-We don't have time to do everything.
context: Times you feel happy +1\Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything. response:	N-No, we don't.
context: Times your heart starts racing +1\Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't. response:	Experiment Procedure
context: Times you're having so much fun you can't stand it +1\In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure response:	While choosing clothing, the female asks the male Which do you think is better?
context: In any case, we are running out of time.\We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better? response:	Then what about, While choosing clothing,
context: We will proceed with the experiment without delay.\Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing, response:	the female asks the male,'Which do you think is better?'
context: Times your heart starts racing +1\Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?' response:	Shall we try that one?
context: Times your heart starts racing +1\W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one? response:	I have no issue with that.
context: W-We don't have time to do everything.\N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that. response:	Between this and the last pair, which shoes do you think are better, Yukimura-kun?
context: N-No, we don't.\Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun? response:	Times you find yourself captivated +1
context: Experiment Procedure\While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1 response:	Well, let's see...
context: While choosing clothing, the female asks the male Which do you think is better?\Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see... response:	Times your eyes stray to her legs +1
context: Then what about, While choosing clothing,\the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1 response:	By which standard do you mean better?
context: the female asks the male,'Which do you think is better?'\Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better? response:	Function, fashion, cost, color engineering... There are many different standards.
context: Shall we try that one?\I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards. response:	No one's talking about anything that precise here!
context: I have no issue with that.\Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here! response:	Cost
context: Between this and the last pair, which shoes do you think are better, Yukimura-kun?\Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost response:	Yukimura-kun's inherent preferences
context: Times you find yourself captivated +1\Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences response:	Fashion
context: Well, let's see...\Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences\Fashion response:	Functionality
context: Times your eyes stray to her legs +1\By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences\Fashion\Functionality response:	Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.
context: By which standard do you mean better?\Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences\Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b. response:	In terms of relative priority, I suppose it would be something like this.
context: Function, fashion, cost, color engineering... There are many different standards.\No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences\Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this. response:	It's gotten even more detailed!
context: No one's talking about anything that precise here!\Cost\Yukimura-kun's inherent preferences\Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed! response:	Shoe a
context: Cost\Yukimura-kun's inherent preferences\Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a response:	Shoe b
context: Yukimura-kun's inherent preferences\Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a\Shoe b response:	Evaluation Index
context: Fashion\Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a\Shoe b\Evaluation Index response:	The higher the value, the better the shoe.
context: Functionality\Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a\Shoe b\Evaluation Index\The higher the value, the better the shoe. response:	Then we will use those relative priorities,
context: Fig 1.1hhhhhhhhhChart shows the degree of relative priority hhhhhhhhhhhhhhhhhhhhin standards for choosing hhhhhhhhhhhhhhhhhhhhbetween shoes a, b.\In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a\Shoe b\Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities, response:	and express the goodness of the shoes as evaluation index E (x) .
context: In terms of relative priority, I suppose it would be something like this.\It's gotten even more detailed!\Shoe a\Shoe b\Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) . response:	Evaluation Index of Shoe x
context: It's gotten even more detailed!\Shoe a\Shoe b\Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x response:	With the relative priorities as the base,
context: Shoe a\Shoe b\Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base, response:	E (x) would be defined like this.
context: Shoe b\Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this. response:	Functionality index of Shoe x
context: Evaluation Index\The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x response:	The functionality index of shoe times 0.4,
context: The higher the value, the better the shoe.\Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4, response:	Fashion index of Shoe x
context: Then we will use those relative priorities,\and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x response:	plus the fashion index of shoe times 0.25,
context: and express the goodness of the shoes as evaluation index E (x) .\Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25, response:	Yukimura-kun's preference towards Shoe x
context: Evaluation Index of Shoe x\With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x response:	plus my preference toward the shoe times 0.2, plus the cost index times 0.15.
context: With the relative priorities as the base,\E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15. response:	Cost index of Shoe x
context: E (x) would be defined like this.\Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x response:	The greater the resulting numerical value, the better the shoe.
context: Functionality index of Shoe x\The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe. response:	I see.
context: The functionality index of shoe times 0.4,\Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see. response:	Well then, let's get to it.
context: Fashion index of Shoe x\plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it. response:	Yukimura-kun, which do you feel an instinctive preference for?
context: plus the fashion index of shoe times 0.25,\Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for? response:	Hmm... I'd say b.
context: Yukimura-kun's preference towards Shoe x\plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b. response:	Yukimura-kun's preference towards Shoe a
context: plus my preference toward the shoe times 0.2, plus the cost index times 0.15.\Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a response:	Yukimura-kun's preference towards Shoe b
context: Cost index of Shoe x\The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b response:	Then, your preference index towards A is 0, and B is 100.
context: The greater the resulting numerical value, the better the shoe.\I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100. response:	For the cost index, we can use the inverse of the price as the base.
context: I see.\Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base. response:	Times you're having so much fun you can't stand it +1
context: Well then, let's get to it.\Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1 response:	And if we compare the evaluation indexes of shoes a and b like this...
context: Yukimura-kun, which do you feel an instinctive preference for?\Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this... response:	Times you're having so much fun you can't stand it +1
context: Hmm... I'd say b.\Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1 response:	All that's left is how to determine the functionality index and fashion index.
context: Yukimura-kun's preference towards Shoe a\Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index. response:	If we conducted a survey on the street, it would increase our objectivity, wouldn't it?
context: Yukimura-kun's preference towards Shoe b\Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it? response:	When you consider the credibility of the data,
context: Then, your preference index towards A is 0, and B is 100.\For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data, response:	Seriously? Will I really have to keep recording this inane data forever?
context: For the cost index, we can use the inverse of the price as the base.\Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever? response:	statistically speaking, we'd want the answers of at least 385 people.
context: Times you're having so much fun you can't stand it +1\And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people. response:	Evaluation Index
context: And if we compare the evaluation indexes of shoes a and b like this...\Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index response:	Evaluation index!
context: Times you're having so much fun you can't stand it +1\All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index! response:	Why do I have to explain something this stupid, bear?
context: All that's left is how to determine the functionality index and fashion index.\If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear? response:	In short, you take stuff like functionality and fashion power and combine them together,
context: If we conducted a survey on the street, it would increase our objectivity, wouldn't it?\When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together, response:	Functionality Index 65 Points
context: When you consider the credibility of the data,\Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points response:	Fashion Index 12 Points
context: Seriously? Will I really have to keep recording this inane data forever?\statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points response:	and show how amazing the shoe is out of 100. That's it, bear.
context: statistically speaking, we'd want the answers of at least 385 people.\Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear. response:	Bear Preference Index 45 Points
context: Evaluation Index\Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points response:	Where you need to be careful is the cost index, bear.
context: Evaluation index!\Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear. response:	Cost Index 2,340 Yen
context: Why do I have to explain something this stupid, bear?\In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen response:	Shoe prices can be all over the place, bear.
context: In short, you take stuff like functionality and fashion power and combine them together,\Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear. response:	There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?
context: Functionality Index 65 Points\Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear? response:	You have to perform something called normalization
context: Fashion Index 12 Points\and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization response:	Normalization hammer
context: and show how amazing the shoe is out of 100. That's it, bear.\Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer response:	and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.
context: Bear Preference Index 45 Points\Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear. response:	Functionality Index 65 Points
context: Where you need to be careful is the cost index, bear.\Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points response:	Fashion Index 12 Points
context: Cost Index 2,340 Yen\Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points response:	Bear Preference Index 45 Points
context: Shoe prices can be all over the place, bear.\There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points response:	Cost Index 73 Points
context: There wouldn't be any stupid humans thinking they can just use the price as is, right, bear?\You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points response:	This is very similar to the famous deviation value thing, bear.
context: You have to perform something called normalization\Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear. response:	There are a bunch of different ways to normalize, bear.
context: Normalization hammer\and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear. response:	If you want to know more, go study, bear.
context: and make sure the price's inexpensiveness is expressed as something out of 100 points, bear.\Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear. response:	Hey, where should we go next?
context: Functionality Index 65 Points\Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next? response:	Hmm... Let's see...
