context: EPISODE 12: HEMORRHAGIC SHOCK (PART 1) response:	Hemorrhagic Shock. Part 1.
context: Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all, response:	it's not our job to get screamed at by that person, is it now?
context: Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now? response:	Oh yes.
context: I'm always making wrong turns.\I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now?\Oh yes. response:	I mean...
context: I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean... response:	Hey, hey, hey!
context: No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean...\Hey, hey, hey! response:	Die! Die!
context: But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean...\Hey, hey, hey!\Die! Die! response:	It's White Blood Cell!
context: That was what didn't sit well with me.\After all,\it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean...\Hey, hey, hey!\Die! Die!\It's White Blood Cell! response:	Senpai, you know those from the immune system?
context: After all,\it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean...\Hey, hey, hey!\Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system? response:	Yes! They're all so nice!
context: it's not our job to get screamed at by that person, is it now?\Oh yes.\I mean...\Hey, hey, hey!\Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice! response:	Hey you!
context: Oh yes.\I mean...\Hey, hey, hey!\Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you! response:	What are you talking about?
context: I mean...\Hey, hey, hey!\Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you!\What are you talking about? response:	Neutrophils are a gang of anomalies who confuse justice with violence.
context: Hey, hey, hey!\Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence. response:	Th-That's not true!
context: Die! Die!\It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true! response:	He's gentle when you talk to him.
context: It's White Blood Cell!\Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him. response:	Thanks for your hard work, White Blood Cell!
context: Senpai, you know those from the immune system?\Yes! They're all so nice!\Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell! response:	She doesn't care.
context: Yes! They're all so nice!\Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care. response:	Yo, Red Blood Cell. Good work!
context: Hey you!\What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work! response:	That Red Blood Cell next to you... Is she your kouhai?
context: What are you talking about?\Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai? response:	That's right!
context: Neutrophils are a gang of anomalies who confuse justice with violence.\Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right! response:	I've been given the task of training her, and I've been showing her the ropes!
context: Th-That's not true!\He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes! response:	Not that I've taught her anything yet.
context: He's gentle when you talk to him.\Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet. response:	Is that right? Nice to meet
context: Thanks for your hard work, White Blood Cell!\She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet response:	Wait, it's still breathing?
context: She doesn't care.\Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing? response:	You see, there are different types of White Blood Cells working in this blood vessel.
context: Yo, Red Blood Cell. Good work!\That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel. response:	Like Neutrophils and other kinds!
context: That Red Blood Cell next to you... Is she your kouhai?\That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds! response:	Hey, White Blood Cell! Tell her all about it!
context: That's right!\I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it! response:	Huh? Oh sure!
context: I've been given the task of training her, and I've been showing her the ropes!\Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure! response:	We, White Blood Cells, have several types of jobs.
context: Not that I've taught her anything yet.\Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs. response:	Neutrophils, Eosinophils, Basophils...
context: Is that right? Nice to meet\Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils... response:	H-Hey you!
context: Wait, it's still breathing?\You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you! response:	Particularly Macropha
context: You see, there are different types of White Blood Cells working in this blood vessel.\Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha response:	Die!
context: Like Neutrophils and other kinds!\Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha\Die! response:	And then, you have your lymphatic vessels, too.
context: Hey, White Blood Cell! Tell her all about it!\Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha\Die!\And then, you have your lymphatic vessels, too. response:	You bastard!
context: Huh? Oh sure!\We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha\Die!\And then, you have your lymphatic vessels, too.\You bastard! response:	Everyone's a little scared of White Blood Cell here,
context: We, White Blood Cells, have several types of jobs.\Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha\Die!\And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here, response:	but he's really such a nice guy!
context: Neutrophils, Eosinophils, Basophils...\H-Hey you!\Particularly Macropha\Die!\And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy! response:	Here's the finishing blow!
context: H-Hey you!\Particularly Macropha\Die!\And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow! response:	So I think
context: Particularly Macropha\Die!\And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow!\So I think response:	you should be friends!
context: Die!\And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow!\So I think\you should be friends! response:	Senpai, blood spray! Get out of the way!
context: And then, you have your lymphatic vessels, too.\You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow!\So I think\you should be friends!\Senpai, blood spray! Get out of the way! response:	Sorry! I'm really sorry, okay?
context: You bastard!\Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow!\So I think\you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay? response:	That's your brand-new uniform, and now it's sticky with blood spatter!
context: Everyone's a little scared of White Blood Cell here,\but he's really such a nice guy!\Here's the finishing blow!\So I think\you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter! response:	Forgive me.
context: but he's really such a nice guy!\Here's the finishing blow!\So I think\you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me. response:	No. I don't mind at all.
context: Here's the finishing blow!\So I think\you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all. response:	Look, since you're soaking wet,
context: So I think\you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all.\Look, since you're soaking wet, response:	I brought you something warm to drink.
context: you should be friends!\Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink. response:	Which do you want? Coffee or tea?
context: Senpai, blood spray! Get out of the way!\Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea? response:	There's milk and sugar, too.
context: Sorry! I'm really sorry, okay?\That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too. response:	Let's both drink and warm up!
context: That's your brand-new uniform, and now it's sticky with blood spatter!\Forgive me.\No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up! response:	No, normally, shouldn't you bring me a towel and not a drink?
context: Forgive me.\No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink? response:	She's absolutely right!
context: No. I don't mind at all.\Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right! response:	This won't do! I've got to be more senpai-like!
context: Look, since you're soaking wet,\I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like! response:	As for who we're going to deliver the oxygen we're transporting from the lungs...
context: I brought you something warm to drink.\Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs... response:	I know. Anyway, we'd better hurry up and hand it over.
context: Which do you want? Coffee or tea?\There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over. response:	R-Really?
context: There's milk and sugar, too.\Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really? response:	Then, when you hand it over, look them in the eye and say with a smile,
context: Let's both drink and warm up!\No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile, response:	in a clear voice, I've come to deliver your...
context: No, normally, shouldn't you bring me a towel and not a drink?\She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your... response:	- You don't have to tell me that, either. - Oh, and then...
context: She's absolutely right!\This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then... response:	after they take it, get their signature or stamp,
context: This won't do! I've got to be more senpai-like!\As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp, response:	Um...
context: As for who we're going to deliver the oxygen we're transporting from the lungs...\I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um... response:	and some people will say, Thank you for your hard work.
context: I know. Anyway, we'd better hurry up and hand it over.\R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work. response:	Senpai...
context: R-Really?\Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work.\Senpai... response:	So, I always say, Oh no, I'm just doing my job.
context: Then, when you hand it over, look them in the eye and say with a smile,\in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job. response:	The oxygen...
context: in a clear voice, I've come to deliver your...\- You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen... response:	Never mind that!
context: - You don't have to tell me that, either. - Oh, and then...\after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that! response:	Just hand it over already!
context: after they take it, get their signature or stamp,\Um...\and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that!\Just hand it over already! response:	This person is called Eosinophil.
context: Um...\and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that!\Just hand it over already!\This person is called Eosinophil. response:	I know that.
context: and some people will say, Thank you for your hard work.\Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that!\Just hand it over already!\This person is called Eosinophil.\I know that. response:	She's not just pretty! She's really amazing, too!
context: Senpai...\So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that!\Just hand it over already!\This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too! response:	Pret
context: So, I always say, Oh no, I'm just doing my job.\The oxygen...\Never mind that!\Just hand it over already!\This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too!\Pret response:	You want to know how amazing?
context: The oxygen...\Never mind that!\Just hand it over already!\This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing? response:	She took on this gigantic enemy called a parasite,
context: Never mind that!\Just hand it over already!\This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite, response:	and stabbed it from mid-air like this!
context: Just hand it over already!\This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this! response:	Oh hey...
context: This person is called Eosinophil.\I know that.\She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey... response:	I wish you could've seen her that day!
context: I know that.\She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day! response:	I mean, she was totally, unbelievably cool!
context: She's not just pretty! She's really amazing, too!\Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool! response:	P-P-Please, don't heap so much praise on me! Really!
context: Pret\You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really! response:	Senpai, you're embarrassing her.
context: You want to know how amazing?\She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her. response:	The little Platelets' job is to close up wounds,
context: She took on this gigantic enemy called a parasite,\and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds, response:	and even though they're tiny, they protect the peace inside this blood vessel.
context: and stabbed it from mid-air like this!\Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel. response:	I know all that.
context: Oh hey...\I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that. response:	Senpai!
context: I wish you could've seen her that day!\I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai! response:	Please don't get tangled in the fibrin!
context: I mean, she was totally, unbelievably cool!\P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai!\Please don't get tangled in the fibrin! response:	Thank you for your cooperation!
context: P-P-Please, don't heap so much praise on me! Really!\Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation! response:	Hello there!
context: Senpai, you're embarrassing her.\The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there! response:	Dendritic Cell, Macrophage, thank you for your hard work!
context: The little Platelets' job is to close up wounds,\and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work! response:	Oh my.
context: and even though they're tiny, they protect the peace inside this blood vessel.\I know all that.\Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my. response:	By any chance, are you a trainer now?
context: I know all that.\Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now? response:	That's great! You're all grown up!
context: Senpai!\Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up! response:	Oh please, no! I've still got a long ways to go!
context: Please don't get tangled in the fibrin!\Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go! response:	Senpai, we'd better make that delivery.
context: Thank you for your cooperation!\Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery. response:	Okay! Right, let's go!
context: Hello there!\Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go! response:	All right, if you'll excuse us please!
context: Dendritic Cell, Macrophage, thank you for your hard work!\Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please! response:	Senpai, I don't think it's that way.
context: Oh my.\By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way. response:	Let's take breaks here and there when we get tired!
context: By any chance, are you a trainer now?\That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired! response:	GLUCOSE
context: That's great! You're all grown up!\Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE response:	Right.
context: Oh please, no! I've still got a long ways to go!\Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE\Right. response:	I told you!
context: Senpai, we'd better make that delivery.\Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE\Right.\I told you! response:	That wasn't my fault, all right?
context: Okay! Right, let's go!\All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE\Right.\I told you!\That wasn't my fault, all right? response:	You let out too much histamine! That was definitely the cause!
context: All right, if you'll excuse us please!\Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE\Right.\I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause! response:	Right, Memory?
context: Senpai, I don't think it's that way.\Let's take breaks here and there when we get tired!\GLUCOSE\Right.\I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory? response:	What do you say?
context: Let's take breaks here and there when we get tired!\GLUCOSE\Right.\I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say? response:	Um... Um... Um... Where? Where? Where?
context: GLUCOSE\Right.\I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where? response:	Memory!
context: Right.\I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where?\Memory! response:	Memory!
context: I told you!\That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where?\Memory!\Memory! response:	I can't remember a thing!
context: That wasn't my fault, all right?\You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where?\Memory!\Memory!\I can't remember a thing! response:	Now, now, just calm down, Memory!
context: You let out too much histamine! That was definitely the cause!\Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where?\Memory!\Memory!\I can't remember a thing!\Now, now, just calm down, Memory! response:	Jeez, would you mind not losing it all of a sudden?
context: Right, Memory?\What do you say?\Um... Um... Um... Where? Where? Where?\Memory!\Memory!\I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden? response:	You're a grownup. Don't ever let things faze you!
context: What do you say?\Um... Um... Um... Where? Where? Where?\Memory!\Memory!\I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you! response:	Yummy!
context: Um... Um... Um... Where? Where? Where?\Memory!\Memory!\I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy! response:	Oh my!
context: Memory!\Memory!\I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy!\Oh my! response:	Senpai, wrong place!
context: Memory!\I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy!\Oh my!\Senpai, wrong place! response:	Senpai, you'll be in the way if you stand there.
context: I can't remember a thing!\Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy!\Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there. response:	Step aside please.
