context: Greabe: Cooking response:	Greabe: Cooking Contest
context: No way...\Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready?\Yup.\Yes! response:	Well then, let's begin!
context: Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready?\Yup.\Yes!\Well then, let's begin! response:	How did I get myself into this?
context: Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready?\Yup.\Yes!\Well then, let's begin!\How did I get myself into this? response:	Hey... Cooperate!
context: Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready?\Yup.\Yes!\Well then, let's begin!\How did I get myself into this?\Hey... Cooperate! response:	Hakua, you have to do it yourself!
context: What about my opinion?\Are both of you ready?\Yup.\Yes!\Well then, let's begin!\How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself! response:	Ouch!
context: Are both of you ready?\Yup.\Yes!\Well then, let's begin!\How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch! response:	Huh? Zange-chan is acting strangely.
context: Yup.\Yes!\Well then, let's begin!\How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely. response:	Not only that...
context: Yes!\Well then, let's begin!\How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely.\Not only that... response:	Nagi-san is really skillful! Is she really Nagi-san?!
context: Well then, let's begin!\How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?! response:	Zange-chan, where are you going?
context: How did I get myself into this?\Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going? response:	To pick flowers.
context: Hey... Cooperate!\Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers. response:	You don't want to? Unfair?
context: Hakua, you have to do it yourself!\Ouch!\Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair? response:	Don't joke with me! I'm doing this for you!
context: Ouch!\Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you! response:	She's talking to herself?
context: Huh? Zange-chan is acting strangely.\Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself? response:	What an unexpected outcome.
context: Not only that...\Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome. response:	Victory is mine for the taking.
context: Nagi-san is really skillful! Is she really Nagi-san?!\Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking. response:	I could've won if only Hakua had... She's too honest of a person.
context: Zange-chan, where are you going?\To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person. response:	It's not that I can't cook.
context: To pick flowers.\You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook. response:	I don't cook only because it's too much trouble!
context: You don't want to? Unfair?\Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble! response:	You can cook, yet you make me do it?
context: Don't joke with me! I'm doing this for you!\She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it? response:	Correct! Because it's too troublesome!
context: She's talking to herself?\What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome! response:	Your personality sucks!
context: What an unexpected outcome.\Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks! response:	What's with this taste?
context: Victory is mine for the taking.\I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste? response:	Bittersweet? Plum? Rubber tire?
context: I could've won if only Hakua had... She's too honest of a person.\It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire? response:	You can't appreciate good food.
context: It's not that I can't cook.\I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food. response:	Because my sister is hopeless at tasting.
context: I don't cook only because it's too much trouble!\You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting. response:	Kannagi!
context: You can cook, yet you make me do it?\Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi! response:	Great, Nagi-sama!
context: Correct! Because it's too troublesome!\Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama! response:	Yes, more coquettishly!
context: Your personality sucks!\What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama!\Yes, more coquettishly! response:	More boldly!
context: What's with this taste?\Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama!\Yes, more coquettishly!\More boldly! response:	As dainty as a demon!
context: Bittersweet? Plum? Rubber tire?\You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama!\Yes, more coquettishly!\More boldly!\As dainty as a demon! response:	Whose is this?
context: You can't appreciate good food.\Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama!\Yes, more coquettishly!\More boldly!\As dainty as a demon!\Whose is this? response:	What is this?!
context: Because my sister is hopeless at tasting.\Kannagi!\Great, Nagi-sama!\Yes, more coquettishly!\More boldly!\As dainty as a demon!\Whose is this?\What is this?! response:	Honestly, whose prank is this?
context: Kannagi!\Great, Nagi-sama!\Yes, more coquettishly!\More boldly!\As dainty as a demon!\Whose is this?\What is this?!\Honestly, whose prank is this? response:	Flattering her like that after only seeing her once or twice!
context: Great, Nagi-sama!\Yes, more coquettishly!\More boldly!\As dainty as a demon!\Whose is this?\What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice! response:	Mikuriya.
context: Yes, more coquettishly!\More boldly!\As dainty as a demon!\Whose is this?\What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya. response:	Official homepage?
context: More boldly!\As dainty as a demon!\Whose is this?\What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage? response:	Since when?!
context: As dainty as a demon!\Whose is this?\What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage?\Since when?! response:	The traffic counter is pretty high as well.
context: Whose is this?\What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage?\Since when?!\The traffic counter is pretty high as well. response:	Say, official in what sense?
context: What is this?!\Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage?\Since when?!\The traffic counter is pretty high as well.\Say, official in what sense? response:	For members only?
context: Honestly, whose prank is this?\Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage?\Since when?!\The traffic counter is pretty high as well.\Say, official in what sense?\For members only? response:	Nobody told him?
context: Flattering her like that after only seeing her once or twice!\Mikuriya.\Official homepage?\Since when?!\The traffic counter is pretty high as well.\Say, official in what sense?\For members only?\Nobody told him? response:	Only those close to her are kept in the dark.
context: Mikuriya.\Official homepage?\Since when?!\The traffic counter is pretty high as well.\Say, official in what sense?\For members only?\Nobody told him?\Only those close to her are kept in the dark. response:	I had boxed lunch together with Nagi-sama!
context: Official homepage?\Since when?!\The traffic counter is pretty high as well.\Say, official in what sense?\For members only?\Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama! response:	She's so airheaded!
context: Since when?!\The traffic counter is pretty high as well.\Say, official in what sense?\For members only?\Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded! response:	She's like a rare animal, she's so amusing!
context: The traffic counter is pretty high as well.\Say, official in what sense?\For members only?\Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing! response:	Hey, is she really not a student in this school? Awesome!
context: Say, official in what sense?\For members only?\Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome! response:	She's been saying she wants to participate in our physical education lessons,
context: For members only?\Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons, response:	so I lent her a set of P.E. attire!
context: Nobody told him?\Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire! response:	Nobody found out since our physical education teacher is really irresponsible.
context: Only those close to her are kept in the dark.\I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible. response:	All of us helped her out, it was so fun!
context: I had boxed lunch together with Nagi-sama!\She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun! response:	She's somewhat of an occult freak?
context: She's so airheaded!\She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak? response:	She performed an exorcism for me.
context: She's like a rare animal, she's so amusing!\Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me. response:	She-she-she's an angel!
context: Hey, is she really not a student in this school? Awesome!\She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel! response:	She talked to a person like me so open-heartedly!
context: She's been saying she wants to participate in our physical education lessons,\so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly! response:	I've decided to follow her for life!
context: so I lent her a set of P.E. attire!\Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life! response:	Thanks to Nagi-sama, I'm finally qualified as a director.
context: Nobody found out since our physical education teacher is really irresponsible.\All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director. response:	Nagi-sama, please help me for the remaining episodes so that I don't get sacked.
context: All of us helped her out, it was so fun!\She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked. response:	Nagi-sama is the final goddess that has descend upon this defiled land!
context: She's somewhat of an occult freak?\She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land! response:	With her delicious flat chest, We can finish three bowls of rice!
context: She performed an exorcism for me.\She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice! response:	Nope, we can finish off any amount of rice!
context: She-she-she's an angel!\She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice! response:	Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!
context: She talked to a person like me so open-heartedly!\I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see! response:	Don't you think she's cute?
context: I've decided to follow her for life!\Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute? response:	This doesn't look like a suspicious web page at all.
context: Thanks to Nagi-sama, I'm finally qualified as a director.\Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all. response:	There are many female members anyway.
context: Nagi-sama, please help me for the remaining episodes so that I don't get sacked.\Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway. response:	Look.
context: Nagi-sama is the final goddess that has descend upon this defiled land!\With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look. response:	Club Regulation Clause 1: Do not pry into her private matters.
context: With her delicious flat chest, We can finish three bowls of rice!\Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters. response:	Clause 2: Do not impose on her residence.
context: Nope, we can finish off any amount of rice!\Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence. response:	And this is the important part.
context: Well, since she's neither in.jpg or paper format, it just doesn't get me going, you see!\Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part. response:	Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!
context: Don't you think she's cute?\This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers! response:	In other words, they're acting as bodyguards to protect her from teachers.
context: This doesn't look like a suspicious web page at all.\There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers. response:	That's suspicious as it is!
context: There are many female members anyway.\Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is! response:	Who made this website?! Who's the club president?!
context: Look.\Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?! response:	No idea.
context: Club Regulation Clause 1: Do not pry into her private matters.\Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea. response:	The net has a high level of anonymity, after all.
context: Clause 2: Do not impose on her residence.\And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all. response:	It's even written here that I'm her younger brother and Zange-chan is her younger sister.
context: And this is the important part.\Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister. response:	This is clearly an invasion of privacy!
context: Clause 3: Let it be your enjoyment for her to appear frequently in school and hide her from the teachers!\In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy! response:	It's the opposite. They are providing information so that others don't come digging for it.
context: In other words, they're acting as bodyguards to protect her from teachers.\That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it. response:	I understand why you're so worked up, little brother.
context: That's suspicious as it is!\Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother. response:	You can't help it, given how charismatic your sister is.
context: Who made this website?! Who's the club president?!\No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is. response:	Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!
context: No idea.\The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people! response:	Her erratic behavior is a refreshing change to the monotonous school life!
context: The net has a high level of anonymity, after all.\It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life! response:	A locality limited only to the school is also good mania-ism!
context: It's even written here that I'm her younger brother and Zange-chan is her younger sister.\This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism! response:	Indeed!
context: This is clearly an invasion of privacy!\It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed! response:	Say, how do you know so much, Senpai?
context: It's the opposite. They are providing information so that others don't come digging for it.\I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai? response:	Because I'm a fan club member!
context: I understand why you're so worked up, little brother.\You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member! response:	Takako, hide me!
context: You can't help it, given how charismatic your sister is.\Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me! response:	What's this?!
context: Firstly, her good looks! Secondly, her naivete tickles the protective instinct of other people!\Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me!\What's this?! response:	Hakua, you didn't know? She's your sister after all.
context: Her erratic behavior is a refreshing change to the monotonous school life!\A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all. response:	Lately, I heard that there's an outsider hidden among our students.
context: A locality limited only to the school is also good mania-ism!\Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students. response:	Shall I call for a meeting, Suzushiro-sensei?
context: Indeed!\Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei? response:	She's still a high school student, isn't she?
context: Say, how do you know so much, Senpai?\Because I'm a fan club member!\Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she? response:	Won't it suffice to catch her and just let her go with a warning?
context: Because I'm a fan club member!\Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning? response:	I see. But children nowadays don't know when to stop.
context: Takako, hide me!\What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop. response:	This is an illegal trespassing.
context: What's this?!\Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing. response:	Depending on the situation, we may need to call the police.
context: Hakua, you didn't know? She's your sister after all.\Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police. response:	Rumors are scary...
context: Lately, I heard that there's an outsider hidden among our students.\Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary... response:	Since when did you learn about the fan club?
context: Shall I call for a meeting, Suzushiro-sensei?\She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club? response:	Even if you ask me that... It has an official name only because I gave them permission.
context: She's still a high school student, isn't she?\Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission. response:	Why do you do such conspicuous things?
context: Won't it suffice to catch her and just let her go with a warning?\I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things? response:	Do you even have a reason to go to school?
context: I see. But children nowadays don't know when to stop.\This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school? response:	Of course I have my reasons!
context: This is an illegal trespassing.\Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons! response:	There are impurities in the school.
