context: Wanting to make someone smile is a wonderful thing, isn't it? response:	That's what being an Undine is all about!
context: I'd like one, please. Are those bottled sweets?\I'd like one, please.\Huh? That guy...\Here you go. Thank you. Huh? That guy...\Here you go. Thank you. Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant? response:	Do you know him, Aika?
context: I'd like one, please.\Huh? That guy...\Here you go. Thank you. Huh? That guy...\Here you go. Thank you. Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika? response:	Himeya has a partnership with that hotel.
context: Huh? That guy...\Here you go. Thank you. Huh? That guy...\Here you go. Thank you. Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel. response:	It's so cute! Himeya has a partnership with that hotel.
context: Here you go. Thank you. Huh? That guy...\Here you go. Thank you. Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel. response:	Himeya has a partnership with that hotel.
context: Here you go. Thank you. Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel. response:	I've seen him there before.
context: Isn't he a patissier at the Hotel Appresso's restaurant?\Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before. response:	I wonder why he's selling sweets here, then?
context: Thank you! Isn't he a patissier at the Hotel Appresso's restaurant?\Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then? response:	Maybe he quit his job at the hotel?
context: Isn't he a patissier at the Hotel Appresso's restaurant?\Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel? response:	Here you go.
context: Do you know him, Aika?\Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go. response:	Thanks!
context: Himeya has a partnership with that hotel.\It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go.\Thanks! response:	The children are all smiles.
context: It's so cute! Himeya has a partnership with that hotel.\Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go.\Thanks!\The children are all smiles. response:	Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?
context: Himeya has a partnership with that hotel.\I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go.\Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend? response:	You're the one who wants some, Aika. After all, your brain age is really equal to a child.
context: I've seen him there before.\I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go.\Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child. response:	Wha-?!
context: I wonder why he's selling sweets here, then?\Maybe he quit his job at the hotel?\Here you go.\Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?! response:	I'd like one, please.
context: Maybe he quit his job at the hotel?\Here you go.\Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please. response:	One, is it?
context: Here you go.\Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please.\One, is it? response:	Here you go.
context: Thanks!\The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please.\One, is it?\Here you go. response:	Thank you!
context: The children are all smiles.\Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please.\One, is it?\Here you go.\Thank you! response:	I think I'll buy some and send it to Ai.
context: Ah! You want one too, don't you, Junior? Should I buy one for our toddler friend?\You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please.\One, is it?\Here you go.\Thank you!\I think I'll buy some and send it to Ai. response:	Oh, look at what you've done.
context: You're the one who wants some, Aika. After all, your brain age is really equal to a child.\Wha-?!\I'd like one, please.\One, is it?\Here you go.\Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done. response:	Come now, stop crying.
context: Wha-?!\I'd like one, please.\One, is it?\Here you go.\Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying. response:	Are you all right?
context: I'd like one, please.\One, is it?\Here you go.\Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying.\Are you all right? response:	I'm sorry.
context: One, is it?\Here you go.\Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying.\Are you all right?\I'm sorry. response:	Please don't touch it!
context: Here you go.\Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying.\Are you all right?\I'm sorry.\Please don't touch it! response:	It's glass, so it's dangerous, Miss Undine.
context: Thank you!\I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying.\Are you all right?\I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine. response:	I'll clean it up right away, so please just leave it there.
context: I think I'll buy some and send it to Ai.\Oh, look at what you've done.\Come now, stop crying.\Are you all right?\I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there. response:	Okay.
context: Oh, look at what you've done.\Come now, stop crying.\Are you all right?\I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay. response:	Here. I'll give you a new bottle of chocolates. So don't cry, okay?
context: Come now, stop crying.\Are you all right?\I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay? response:	But it was his fault...
context: Are you all right?\I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault... response:	It's no problem.
context: I'm sorry.\Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem. response:	Here you go.
context: Please don't touch it!\It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem.\Here you go. response:	Okay. Here you go.
context: It's glass, so it's dangerous, Miss Undine.\I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem.\Here you go.\Okay. Here you go. response:	Okay.
context: I'll clean it up right away, so please just leave it there.\Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem.\Here you go.\Okay. Here you go.\Okay. response:	Thank you, Mr. Chocolate Maker.
context: Okay.\Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem.\Here you go.\Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker. response:	I'm really sorry.
context: Here. I'll give you a new bottle of chocolates. So don't cry, okay?\But it was his fault...\It's no problem.\Here you go.\Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry. response:	Not at all.
context: But it was his fault...\It's no problem.\Here you go.\Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all. response:	Be careful this time, okay?
context: It's no problem.\Here you go.\Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all.\Be careful this time, okay? response:	Okay!
context: Here you go.\Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all.\Be careful this time, okay?\Okay! response:	Don't drop it again.
context: Okay. Here you go.\Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all.\Be careful this time, okay?\Okay!\Don't drop it again. response:	Okay! Don't drop it again.
context: Okay.\Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all.\Be careful this time, okay?\Okay!\Don't drop it again.\Okay! Don't drop it again. response:	Okay! Come on, hold it tightly.
context: Thank you, Mr. Chocolate Maker.\I'm really sorry.\Not at all.\Be careful this time, okay?\Okay!\Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly. response:	Come on, hold it tightly.
context: I'm really sorry.\Not at all.\Be careful this time, okay?\Okay!\Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly. response:	I feel kind of sorry for the chocolates...
context: Not at all.\Be careful this time, okay?\Okay!\Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates... response:	Akari...
context: Be careful this time, okay?\Okay!\Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari... response:	It can't be helped. The bottle's broken.
context: Okay!\Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken. response:	Here you go.
context: Don't drop it again.\Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken.\Here you go. response:	Thank you very much. These chocolates are really cute.
context: Okay! Don't drop it again.\Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute. response:	Thank you.
context: Okay! Come on, hold it tightly.\Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute.\Thank you. response:	Let's send them to Ai right away, President Aria.
context: Come on, hold it tightly.\I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria. response:	One, please.
context: I feel kind of sorry for the chocolates...\Akari...\It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria.\One, please. response:	One, please.
context: Akari...\It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria.\One, please.\One, please. response:	Ah! I can't wait!
context: It can't be helped. The bottle's broken.\Here you go.\Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria.\One, please.\One, please.\Ah! I can't wait! response:	How wonderful! I didn't know there were so many paintings inside!
context: Here you go.\Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria.\One, please.\One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside! response:	This is the Oriental Room.
context: Thank you very much. These chocolates are really cute.\Thank you.\Let's send them to Ai right away, President Aria.\One, please.\One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room. response:	Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.
context: Thank you.\Let's send them to Ai right away, President Aria.\One, please.\One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons. response:	Oh?
context: Let's send them to Ai right away, President Aria.\One, please.\One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh? response:	Thank you for waiting.
context: One, please.\One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting. response:	Here is your caffe latte and hot milk.
context: One, please.\Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting.\Here is your caffe latte and hot milk. response:	It's delicious.
context: Ah! I can't wait!\How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious. response:	The original caffe latte is the best, isn't it?
context: How wonderful! I didn't know there were so many paintings inside!\This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it? response:	It's really delicious.
context: This is the Oriental Room.\Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious. response:	The entire cafe is like an art museum.
context: Each room has its own theme, like the Room of the Illustrious Men and the Room of Seasons.\Oh?\Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum. response:	You can hear the music coming in from outside...
context: Oh?\Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside... response:	Hey, Akari. Settle down.
context: Thank you for waiting.\Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down. response:	But, but!
context: Here is your caffe latte and hot milk.\It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but! response:	Just thinking about the number of people who sat in this chair and used this table is so exciting!
context: It's delicious.\The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting! response:	Oh. Hello, ladies.
context: The original caffe latte is the best, isn't it?\It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies. response:	Hello. Hello, Mr. Owner.
context: It's really delicious.\The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner. response:	Hello, Mr. Owner.
context: The entire cafe is like an art museum.\You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner. response:	I see you're having tea in here, even though it's beautiful outside.
context: You can hear the music coming in from outside...\Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside. response:	Yes. It's because I've never actually been inside the cafe before.
context: Hey, Akari. Settle down.\But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before. response:	How does the original caffe latte taste while sitting inside?
context: But, but!\Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside? response:	It's delicious! I think it has a slightly different taste.
context: Just thinking about the number of people who sat in this chair and used this table is so exciting!\Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste. response:	It tastes the same either way, you know.
context: Oh. Hello, ladies.\Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know. response:	But, but! There is a difference!
context: Hello. Hello, Mr. Owner.\Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference! response:	Now that we're all refreshed, shall we go back and study, then?
context: Hello, Mr. Owner.\I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then? response:	Sounds good. Okay!
context: I see you're having tea in here, even though it's beautiful outside.\Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay! response:	The patissier from earlier... He's gone.
context: Yes. It's because I've never actually been inside the cafe before.\How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone. response:	You're right.
context: How does the original caffe latte taste while sitting inside?\It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone.\You're right. response:	Yeah.
context: It's delicious! I think it has a slightly different taste.\It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone.\You're right.\Yeah. response:	Maybe he closed up shop for today?
context: It tastes the same either way, you know.\But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone.\You're right.\Yeah.\Maybe he closed up shop for today? response:	You're probably right.
context: But, but! There is a difference!\Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone.\You're right.\Yeah.\Maybe he closed up shop for today?\You're probably right. response:	Looks like the restoration work for Ca' d'Oro started today.
context: Now that we're all refreshed, shall we go back and study, then?\Sounds good. Okay!\The patissier from earlier... He's gone.\You're right.\Yeah.\Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today. response:	Ah, you're right. The scaffolding has already been set up.
context: Sounds good. Okay!\The patissier from earlier... He's gone.\You're right.\Yeah.\Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up. response:	Get well, and show us your magnificent facade again soon.
context: The patissier from earlier... He's gone.\You're right.\Yeah.\Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon. response:	That person...
context: You're right.\Yeah.\Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person... response:	What's the matter, Akari?
context: Yeah.\Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari? response:	I just saw that patissier from the other day.
context: Maybe he closed up shop for today?\You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari?\I just saw that patissier from the other day. response:	Oh, the one who was selling chocolates?
context: You're probably right.\Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates? response:	I haven't seen him in Piazza San Marco since that day.
context: Looks like the restoration work for Ca' d'Oro started today.\Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day. response:	I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.
context: Ah, you're right. The scaffolding has already been set up.\Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there. response:	Come to think of it, I saw him in front of Palazzo Grimani yesterday.
context: Get well, and show us your magnificent facade again soon.\That person...\What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday. response:	He was just staring at the building.
context: That person...\What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building. response:	He was staring at Ca' d'Oro just now, as well.
context: What's the matter, Akari?\I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well. response:	I wonder if he quit making sweets, and is researching buildings now?
context: I just saw that patissier from the other day.\Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now? response:	Here you go, President Aria.
context: Oh, the one who was selling chocolates?\I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria. response:	I wonder if he's not going to sell chocolates anymore?
context: I haven't seen him in Piazza San Marco since that day.\I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore? response:	Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.
context: I went to go buy chocolates after school the day before yesterday, but his shop wasn't there.\Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia. response:	It's a reconstruction of a bridge that used to be in Manhome's Venice.
context: Come to think of it, I saw him in front of Palazzo Grimani yesterday.\He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice. response:	It looks like it's made of wood, but the structure is actually made of steel.
context: He was just staring at the building.\He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice.\It looks like it's made of wood, but the structure is actually made of steel. response:	I see...
context: He was staring at Ca' d'Oro just now, as well.\I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice.\It looks like it's made of wood, but the structure is actually made of steel.\I see... response:	It's headstrong, just like you.
context: I wonder if he quit making sweets, and is researching buildings now?\Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice.\It looks like it's made of wood, but the structure is actually made of steel.\I see...\It's headstrong, just like you. response:	You think so?
context: Here you go, President Aria.\I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice.\It looks like it's made of wood, but the structure is actually made of steel.\I see...\It's headstrong, just like you.\You think so? response:	I sure do!
context: I wonder if he's not going to sell chocolates anymore?\Sir, Ma'am, the bridge we're about to pass under is the Ponte dell' Accademia.\It's a reconstruction of a bridge that used to be in Manhome's Venice.\It looks like it's made of wood, but the structure is actually made of steel.\I see...\It's headstrong, just like you.\You think so?\I sure do! response:	Okay then, let's take a picture with Ponte dell' Accademia in the background.
