context: EPISODE 4: FOOD POISONING response:	Food Poisoning.
context: Did they say bacteria?\This is an emergency!\But what's up with these tremors?\This is an emergency!\This is an emergency!\SMALL INTESTINE\Ouch!\Trouble! response:	MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.
context: This is an emergency!\But what's up with these tremors?\This is an emergency!\This is an emergency!\SMALL INTESTINE\Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat. response:	Mast Cell.
context: But what's up with these tremors?\This is an emergency!\This is an emergency!\SMALL INTESTINE\Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell. response:	Also known as Fat Cell.
context: This is an emergency!\This is an emergency!\SMALL INTESTINE\Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell. response:	Releases chemical mediators such as histamines and leukotrienes
context: This is an emergency!\SMALL INTESTINE\Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes response:	in reaction to the production of excessive immunoglobulin.
context: SMALL INTESTINE\Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin. response:	Despite being known as Fat Cells, they have nothing to do with fat.
context: Ouch!\Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat. response:	HISTAMINE
context: Trouble!\MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE response:	HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.
context: MAST CELL (FAT CELL): Releases chemical mediators such as histamines and leukotrienes in reaction to the production of excessive immunoglobulin. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury. response:	Histamine.
context: Mast Cell.\Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine. response:	A chemical substance released by Mast Cells upon recognizing foreign substances or injury.
context: Also known as Fat Cell.\Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury. response:	Can you hear it?
context: Releases chemical mediators such as histamines and leukotrienes\in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it? response:	This melody...
context: in reaction to the production of excessive immunoglobulin.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody... response:	Basophil!
context: Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody...\Basophil! response:	The wheels of fortune are already turning.
context: HISTAMINE\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody...\Basophil!\The wheels of fortune are already turning. response:	Can the capriccio leading to destruction be stopped, I wonder.
context: HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody...\Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder. response:	O sorrowful warriors who must bear the cross known as peace...
context: Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody...\Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace... response:	BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.
context: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Can you hear it?\This melody...\Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined. response:	Basophil.
context: Can you hear it?\This melody...\Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil. response:	A type of White Blood Cell.
context: This melody...\Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell. response:	Said to comprise less than 1 of all White Blood Cells.
context: Basophil!\The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells. response:	When a Basophil encounters a specific pathogen,
context: The wheels of fortune are already turning.\Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen, response:	it releases histamines and the like, thereby triggering an allergic reaction.
context: Can the capriccio leading to destruction be stopped, I wonder.\O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction. response:	It creates a substance
context: O sorrowful warriors who must bear the cross known as peace...\BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance response:	that will draw Neutrophils and Eosinophils to the affected area.
context: BASOPHIL: A type of White Blood Cell. Said to comprise less than 1 of all White Blood Cells. When a Basophil encounters a specific pathogen, it releases histamines and the like, thereby triggering an allergic reaction. It creates a substance that will draw Neutrophils and Eosinophils to the affected area. Though Basophils are thought to have immunity-related functions, as well, this has yet to be sufficiently determined.\Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area. response:	Though Basophils are thought to have immunity-related functions, as well,
context: Basophil.\A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well, response:	this has yet to be sufficiently determined.
context: A type of White Blood Cell.\Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined. response:	By the violent hands of a creature who knows not love,
context: Said to comprise less than 1 of all White Blood Cells.\When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love, response:	our paradise has been transformed into a chaotic nation where control is non-existent.
context: When a Basophil encounters a specific pathogen,\it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent. response:	There's no other way to end this tragedy but to ask for your help.
context: it releases histamines and the like, thereby triggering an allergic reaction.\It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help. response:	Oh... Um, but wait...
context: It creates a substance\that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait... response:	Y-You mean we've been invaded by too much bacteria to take out with gastric juice?
context: that will draw Neutrophils and Eosinophils to the affected area.\Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice? response:	I-Is that right?
context: Though Basophils are thought to have immunity-related functions, as well,\this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right? response:	Wh-Whatever, let's go!
context: this has yet to be sufficiently determined.\By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go! response:	- This way? - Yeah!
context: By the violent hands of a creature who knows not love,\our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah! response:	Everybody, it seems that we've been invaded by bacteria.
context: our paradise has been transformed into a chaotic nation where control is non-existent.\There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria. response:	Please evacuate the area at once.
context: There's no other way to end this tragedy but to ask for your help.\Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once. response:	Repeat.
context: Oh... Um, but wait...\Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat. response:	Everybody, it seems that we've been invaded by bacteria.
context: Y-You mean we've been invaded by too much bacteria to take out with gastric juice?\I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria. response:	Please evacuate the area at once.
context: I-Is that right?\Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once. response:	Let's go!
context: Wh-Whatever, let's go!\- This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go! response:	There seems to have been a bacterial food poisoning outbreak.
context: - This way? - Yeah!\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak. response:	Those in the area, please escape now. Repeat...
context: Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat... response:	ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.
context: Please evacuate the area at once.\Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like. response:	Enteritis Vibrio.
context: Repeat.\Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio. response:	A bacteria that normally resides in sea water.
context: Everybody, it seems that we've been invaded by bacteria.\Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water. response:	Consuming seafood contaminated by this bacteria
context: Please evacuate the area at once.\Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria response:	can lead to contagious enteritis vibrio food poisoning
context: Let's go!\There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning response:	accompanied by severe stomach pain and the like.
context: There seems to have been a bacterial food poisoning outbreak.\Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like. response:	Hurry! Hurry!
context: Those in the area, please escape now. Repeat...\ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry! response:	Just deal with it! Notify them right away!
context: ENTERITIS VIBRIO: A bacteria that normally resides in sea water. Consuming seafood contaminated by this bacteria can lead to contagious enteritis vibrio food poisoning, accompanied by severe stomach pain and the like.\Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away! response:	The phone's ringing off the hook!
context: Enteritis Vibrio.\A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook! response:	Helper T Commander!
context: A bacteria that normally resides in sea water.\Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander! response:	What's going on?
context: Consuming seafood contaminated by this bacteria\can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander!\What's going on? response:	We're detecting powerful tremors near the stomach wall!
context: can lead to contagious enteritis vibrio food poisoning\accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall! response:	A mass of bacteria is invading!
context: accompanied by severe stomach pain and the like.\Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading! response:	What?
context: Hurry! Hurry!\Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What? response:	Everybody, this is Helper T Cell.
context: Just deal with it! Notify them right away!\The phone's ringing off the hook!\Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell. response:	We're being invaded by a giant horde of bacteria from a colony infesting raw fish.
context: The phone's ringing off the hook!\Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish. response:	Please evacuate the area at once.
context: Helper T Commander!\What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once. response:	Underlings, go berserk!
context: What's going on?\We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk! response:	Please evacuate the area at once.
context: We're detecting powerful tremors near the stomach wall!\A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once. response:	No. H-Huh?
context: A mass of bacteria is invading!\What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh? response:	For bacterial food poisoning,
context: What?\Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning, response:	there's a heck of a lot of damage to the stomach wall.
context: Everybody, this is Helper T Cell.\We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall. response:	Not our problem! Just send out the alert! The alert!
context: We're being invaded by a giant horde of bacteria from a colony infesting raw fish.\Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert! response:	We're being invaded by Enteritis Vibrio!
context: Please evacuate the area at once.\Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio! response:	Those of you nearby, please evacuate at once!
context: Underlings, go berserk!\Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once! response:	It's here, huh?
context: Please evacuate the area at once.\No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh? response:	It's gonna be just you and me until backup gets here!
context: No. H-Huh?\For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here! response:	R-Right!
context: For bacterial food poisoning,\there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right! response:	Forget that pink scrub! Give us a hand over here!
context: there's a heck of a lot of damage to the stomach wall.\Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here! response:	Damn you, you're in my way!
context: Not our problem! Just send out the alert! The alert!\We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way! response:	I'm about to be eaten! Help!
context: We're being invaded by Enteritis Vibrio!\Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help! response:	Why, you!
context: Those of you nearby, please evacuate at once!\It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you! response:	Wha... Hey! Don't rush in like that!
context: It's here, huh?\It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that! response:	Neutrophil!
context: It's gonna be just you and me until backup gets here!\R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil! response:	How dare you...
context: R-Right!\Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you... response:	Back off! Eosinophil!
context: Forget that pink scrub! Give us a hand over here!\Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you...\Back off! Eosinophil! response:	You don't stand a chance against that one!
context: Damn you, you're in my way!\I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you...\Back off! Eosinophil!\You don't stand a chance against that one! response:	Come on! Over here, you moron!
context: I'm about to be eaten! Help!\Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you...\Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron! response:	Jeez, you're so insolent!
context: Why, you!\Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you...\Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent! response:	I'm gonna start by eating you!
context: Wha... Hey! Don't rush in like that!\Neutrophil!\How dare you...\Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you! response:	Watch out!
context: Neutrophil!\How dare you...\Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out! response:	Open your eyes.
