context: OP response:	This is changed from last episode preview.
context: Major, please come inside for the night.\You won't be going anywhere in this weather.\Even if you're the Desert Wolf.\I told you not to call me that.\I'm sorry.\How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat. response:	You should have woken me up when Klaus got here!
context: You won't be going anywhere in this weather.\Even if you're the Desert Wolf.\I told you not to call me that.\I'm sorry.\How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here! response:	These are good! Delicious even after it's cold!
context: Even if you're the Desert Wolf.\I told you not to call me that.\I'm sorry.\How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold! response:	The bell peppers were raised very well too.
context: I told you not to call me that.\I'm sorry.\How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too. response:	Do you really think so?
context: I'm sorry.\How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so? response:	I picked them, and I fried them!
context: How about some hot tea and a bath as an apology?\We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them! response:	You'll make a good wife someday.
context: We appreciate your diligence in completing your mission in this typhoon.\I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday. response:	Is that the latest newspaper?
context: I'm sorry we only have leftovers from last night, but please do eat.\You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper? response:	Yes. The Major brought it here for us.
context: You should have woken me up when Klaus got here!\These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us. response:	The peace treaty?
context: These are good! Delicious even after it's cold!\The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty? response:	It looks like the conferences still aren't going smoothly.
context: The bell peppers were raised very well too.\Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly. response:	Neither side is making any compromises.
context: Do you really think so?\I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises. response:	Things would be completely different if Princess Iliya were still alive.
context: I picked them, and I fried them!\You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive. response:	Princess?
context: You'll make a good wife someday.\Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess? response:	Iliya?
context: Is that the latest newspaper?\Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya? response:	Wait, you can't not know who she is! The Hero of Binnenland!
context: Yes. The Major brought it here for us.\The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland! response:	The first daughter of Archduke Arkadia!
context: The peace treaty?\It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia! response:	The Goddess of Victory of the Helvetian Army,
context: It looks like the conferences still aren't going smoothly.\Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army, response:	a tankman as legendary as the Desert Wolf, Major Klaus!
context: Neither side is making any compromises.\Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus! response:	Kureha, you know...
context: Things would be completely different if Princess Iliya were still alive.\Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know... response:	You all here?
context: Princess?\Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here? response:	We've got an emergency.
context: Iliya?\Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here?\We've got an emergency. response:	Rio! Rio!
context: Wait, you can't not know who she is! The Hero of Binnenland!\The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here?\We've got an emergency.\Rio! Rio! response:	What's all the ruckus?
context: The first daughter of Archduke Arkadia!\The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here?\We've got an emergency.\Rio! Rio!\What's all the ruckus? response:	One of the kids at Yumina's church hasn't been seen since morning.
context: The Goddess of Victory of the Helvetian Army,\a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here?\We've got an emergency.\Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning. response:	Help us out.
context: a tankman as legendary as the Desert Wolf, Major Klaus!\Kureha, you know...\You all here?\We've got an emergency.\Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out. response:	What?
context: Kureha, you know...\You all here?\We've got an emergency.\Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What? response:	Sister Yumina, who went missing?
context: You all here?\We've got an emergency.\Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What?\Sister Yumina, who went missing? response:	Seiya...
context: We've got an emergency.\Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What?\Sister Yumina, who went missing?\Seiya... response:	Sound of the Skies
context: Rio! Rio!\What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What?\Sister Yumina, who went missing?\Seiya...\Sound of the Skies response:	Sound of the Skies
context: What's all the ruckus?\One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What?\Sister Yumina, who went missing?\Seiya...\Sound of the Skies\Sound of the Skies response:	The river's water has risen quite a bit.
context: One of the kids at Yumina's church hasn't been seen since morning.\Help us out.\What?\Sister Yumina, who went missing?\Seiya...\Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit. response:	The fields downstream haven't been harvested yet.
context: Help us out.\What?\Sister Yumina, who went missing?\Seiya...\Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet. response:	If the dam breaks, they're all gone.
context: What?\Sister Yumina, who went missing?\Seiya...\Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone. response:	I'm not familiar with the city.
context: Sister Yumina, who went missing?\Seiya...\Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city. response:	Show me the way, Kureha.
context: Seiya...\Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha. response:	Yes, sir!
context: Sound of the Skies\Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir! response:	I am so very sorry.
context: Sound of the Skies\The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir!\I am so very sorry. response:	I only took my eyes off him for a second...
context: The river's water has risen quite a bit.\The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir!\I am so very sorry.\I only took my eyes off him for a second... response:	Search and rescue is part of our duties.
context: The fields downstream haven't been harvested yet.\If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir!\I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties. response:	Leave it to us.
context: If the dam breaks, they're all gone.\I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir!\I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us. response:	Let's go.
context: I'm not familiar with the city.\Show me the way, Kureha.\Yes, sir!\I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us.\Let's go. response:	Yes, sir!
context: Show me the way, Kureha.\Yes, sir!\I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us.\Let's go.\Yes, sir! response:	Seiya!
context: Yes, sir!\I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us.\Let's go.\Yes, sir!\Seiya! response:	Seiya!
context: I am so very sorry.\I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us.\Let's go.\Yes, sir!\Seiya!\Seiya! response:	Amazing.
context: I only took my eyes off him for a second...\Search and rescue is part of our duties.\Leave it to us.\Let's go.\Yes, sir!\Seiya!\Seiya!\Amazing. response:	The water is so rough...
context: Search and rescue is part of our duties.\Leave it to us.\Let's go.\Yes, sir!\Seiya!\Seiya!\Amazing.\The water is so rough... response:	If he fell in there...
context: Leave it to us.\Let's go.\Yes, sir!\Seiya!\Seiya!\Amazing.\The water is so rough...\If he fell in there... response:	Seiya!
context: Let's go.\Yes, sir!\Seiya!\Seiya!\Amazing.\The water is so rough...\If he fell in there...\Seiya! response:	Seiya!
context: Yes, sir!\Seiya!\Seiya!\Amazing.\The water is so rough...\If he fell in there...\Seiya!\Seiya! response:	What are you doing?
context: Seiya!\Seiya!\Amazing.\The water is so rough...\If he fell in there...\Seiya!\Seiya!\What are you doing? response:	You!
context: Seiya!\Amazing.\The water is so rough...\If he fell in there...\Seiya!\Seiya!\What are you doing?\You! response:	You know something, don't you.
context: Amazing.\The water is so rough...\If he fell in there...\Seiya!\Seiya!\What are you doing?\You!\You know something, don't you. response:	You came out here because you know where he is.
context: The water is so rough...\If he fell in there...\Seiya!\Seiya!\What are you doing?\You!\You know something, don't you.\You came out here because you know where he is. response:	Tell me! Where is Seiya!
context: If he fell in there...\Seiya!\Seiya!\What are you doing?\You!\You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya! response:	The field.
context: Seiya!\Seiya!\What are you doing?\You!\You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya!\The field. response:	Field?
context: Seiya!\What are you doing?\You!\You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya!\The field.\Field? response:	Eggplants.
context: What are you doing?\You!\You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya!\The field.\Field?\Eggplants. response:	They're Sister Yumina's favorite.
context: You!\You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya!\The field.\Field?\Eggplants.\They're Sister Yumina's favorite. response:	So we all saved our allowances to buy seeds...
context: You know something, don't you.\You came out here because you know where he is.\Tell me! Where is Seiya!\The field.\Field?\Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds... response:	Seiya...
context: You came out here because you know where he is.\Tell me! Where is Seiya!\The field.\Field?\Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya... response:	Where did you plant them?
context: Tell me! Where is Seiya!\The field.\Field?\Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them? response:	What the hell are you doing?
context: The field.\Field?\Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them?\What the hell are you doing? response:	In a place like this in the middle of a typhoon?
context: Field?\Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon? response:	I'm protecting these eggplants!
context: Eggplants.\They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants! response:	What are you thinking? Don't you understand?
context: They're Sister Yumina's favorite.\So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand? response:	We're risking our lives for you!
context: So we all saved our allowances to buy seeds...\Seiya...\Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you! response:	You decided to come here yourself! No one asked for your help!
context: Seiya...\Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help! response:	What did you say?
context: Where did you plant them?\What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say? response:	That's enough out of you!
context: What the hell are you doing?\In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you! response:	Listen up. Kids without parents have to think harder than other kids.
context: In a place like this in the middle of a typhoon?\I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids. response:	If you cause trouble for people, you know who they'll blame?
context: I'm protecting these eggplants!\What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame? response:	It's not just you.
context: What are you thinking? Don't you understand?\We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you. response:	Yumina.
context: We're risking our lives for you!\You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina. response:	They'll go after your Sister too.
context: You decided to come here yourself! No one asked for your help!\What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina.\They'll go after your Sister too. response:	Kureha...
context: What did you say?\That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina.\They'll go after your Sister too.\Kureha... response:	I'm an orphan too. I know.
context: That's enough out of you!\Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina.\They'll go after your Sister too.\Kureha...\I'm an orphan too. I know. response:	Now then. Let's head back.
context: Listen up. Kids without parents have to think harder than other kids.\If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina.\They'll go after your Sister too.\Kureha...\I'm an orphan too. I know.\Now then. Let's head back. response:	But...
context: If you cause trouble for people, you know who they'll blame?\It's not just you.\Yumina.\They'll go after your Sister too.\Kureha...\I'm an orphan too. I know.\Now then. Let's head back.\But... response:	And you still feel like whining?
context: It's not just you.\Yumina.\They'll go after your Sister too.\Kureha...\I'm an orphan too. I know.\Now then. Let's head back.\But...\And you still feel like whining? response:	Just wait.
context: Yumina.\They'll go after your Sister too.\Kureha...\I'm an orphan too. I know.\Now then. Let's head back.\But...\And you still feel like whining?\Just wait. response:	You come to value things that you raise from nothing as much as your own life.
context: They'll go after your Sister too.\Kureha...\I'm an orphan too. I know.\Now then. Let's head back.\But...\And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life. response:	Once eggplants are this big, you can eat them.
context: Kureha...\I'm an orphan too. I know.\Now then. Let's head back.\But...\And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them. response:	They'll taste amazing if you pickle them.
context: I'm an orphan too. I know.\Now then. Let's head back.\But...\And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them. response:	Thanks, mister!
context: Now then. Let's head back.\But...\And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister! response:	Major?
context: But...\And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister!\Major? response:	Seiya has started climbing back up.
context: And you still feel like whining?\Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister!\Major?\Seiya has started climbing back up. response:	Major, go on ahead.
context: Just wait.\You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister!\Major?\Seiya has started climbing back up.\Major, go on ahead. response:	N- No. You go ahead.
context: You come to value things that you raise from nothing as much as your own life.\Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister!\Major?\Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead. response:	I'll take up the rear.
context: Once eggplants are this big, you can eat them.\They'll taste amazing if you pickle them.\Thanks, mister!\Major?\Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead.\I'll take up the rear. response:	Yes, sir!
context: They'll taste amazing if you pickle them.\Thanks, mister!\Major?\Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead.\I'll take up the rear.\Yes, sir! response:	They're both safe. Thank goodness. But...
context: Thanks, mister!\Major?\Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead.\I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But... response:	Now there's no way for them to climb back up.
context: Major?\Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead.\I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up. response:	The situation... is grim.
context: Seiya has started climbing back up.\Major, go on ahead.\N- No. You go ahead.\I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim. response:	Thank you, sir.
context: Major, go on ahead.\N- No. You go ahead.\I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir. response:	The situation has gotten worse,
context: N- No. You go ahead.\I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir.\The situation has gotten worse, response:	but you're here, Major.
context: I'll take up the rear.\Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir.\The situation has gotten worse,\but you're here, Major. response:	I'm sure you'll find a way out.
context: Yes, sir!\They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir.\The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out. response:	No...
context: They're both safe. Thank goodness. But...\Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir.\The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out.\No... response:	What? Did you say something?
context: Now there's no way for them to climb back up.\The situation... is grim.\Thank you, sir.\The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out.\No...\What? Did you say something? response:	No.
context: The situation... is grim.\Thank you, sir.\The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out.\No...\What? Did you say something?\No. response:	Listen up. No need to fear!
context: Thank you, sir.\The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out.\No...\What? Did you say something?\No.\Listen up. No need to fear! response:	Right now, Miracle Klaus is here!
context: The situation has gotten worse,\but you're here, Major.\I'm sure you'll find a way out.\No...\What? Did you say something?\No.\Listen up. No need to fear!\Right now, Miracle Klaus is here! response:	Yes, sir!
context: but you're here, Major.\I'm sure you'll find a way out.\No...\What? Did you say something?\No.\Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir! response:	The ground is starting to collapse.
context: I'm sure you'll find a way out.\No...\What? Did you say something?\No.\Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse. response:	The water's breaking down the soil...
context: No...\What? Did you say something?\No.\Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil... response:	Dammit! This is why I hate kids!
context: What? Did you say something?\No.\Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids! response:	Kids who can't listen should just be tied up and locked in a dark room!
context: No.\Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room! response:	Rio!
context: Listen up. No need to fear!\Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio! response:	Nothing will come from panicking!
context: Right now, Miracle Klaus is here!\Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking! response:	Those three are always watching you.
context: Yes, sir!\The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking!\Those three are always watching you. response:	Sorry... I went too far.
context: The ground is starting to collapse.\The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far. response:	B- But they'll figure something out, right?
context: The water's breaking down the soil...\Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right? response:	They call Klaus a miracle worker, right?
context: Dammit! This is why I hate kids!\Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right? response:	No.
context: Kids who can't listen should just be tied up and locked in a dark room!\Rio!\Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No. response:	He isn't the Desert Wolf or Miracle Klaus.
context: Rio!\Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus. response:	They just happened to have the same name and look similar.
context: Nothing will come from panicking!\Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar. response:	When they first met, Kureha got excited and decided he was.
context: Those three are always watching you.\Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was. response:	You know how Klaus is bad with words.
context: Sorry... I went too far.\B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words. response:	He never found a way to tell her, and so...
context: B- But they'll figure something out, right?\They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so... response:	But...
context: They call Klaus a miracle worker, right?\No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so...\But... response:	Right now, we have to find a way to rescue a courier
context: No.\He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier response:	with only a long service history and an aspiring soldier
context: He isn't the Desert Wolf or Miracle Klaus.\They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier response:	without a shred of experience from that ledge.
context: They just happened to have the same name and look similar.\When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge. response:	Throw them a rope.
context: When they first met, Kureha got excited and decided he was.\You know how Klaus is bad with words.\He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope. response:	There aren't any anchors above them.
context: You know how Klaus is bad with words.\He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them. response:	They're too far away to throw a rope from here.
context: He never found a way to tell her, and so...\But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here. response:	If there's a way to throw a rope over there...
context: But...\Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there... response:	I have one.
