context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: Thanks, Bakugo...\Huh?\It can't be helped from where Bakugo is,\but it's embarrassing for a pro in the stands to start booing without noticing.\She kept her body low as she advanced,\concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks response:	to keep him from noticing.
context: Huh?\It can't be helped from where Bakugo is,\but it's embarrassing for a pro in the stands to start booing without noticing.\She kept her body low as she advanced,\concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing. response:	I'm gonna win!
context: It can't be helped from where Bakugo is,\but it's embarrassing for a pro in the stands to start booing without noticing.\She kept her body low as she advanced,\concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win! response:	A meteor shower?
context: but it's embarrassing for a pro in the stands to start booing without noticing.\She kept her body low as she advanced,\concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win!\A meteor shower? response:	You should've noticed.
context: She kept her body low as she advanced,\concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win!\A meteor shower?\You should've noticed. response:	She had a desperate plan like that up her sleeve?
context: concentrating Bakugo's attacks on the ground,\storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win!\A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve? response:	With this much debris,
context: storing up weapons.\And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win!\A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris, response:	whether he's evading or counterattacking,
context: And then, she narrowed his field of vision with relentless attacks\to keep him from noticing.\I'm gonna win!\A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking, response:	there will definitely be an opening!
context: to keep him from noticing.\I'm gonna win!\A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening! response:	In that moment, I'll get close to him with my secret move!
context: I'm gonna win!\A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move! response:	I'll win! I'll win and be like Deku, too!
context: A meteor shower?\You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too! response:	Since you're friends with Deku,
context: You should've noticed.\She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku, response:	I thought you'd be up to something...
context: She had a desperate plan like that up her sleeve?\With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something... response:	In one shot...
context: With this much debris,\whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something...\In one shot... response:	B-Bakugo delivers a satisfying explosion!
context: whether he's evading or counterattacking,\there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion! response:	He blasts boldly through Uraraka's secret plan!
context: there will definitely be an opening!\In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan! response:	That was close...
context: In that moment, I'll get close to him with my secret move!\I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close... response:	I did as much as I could...!
context: I'll win! I'll win and be like Deku, too!\Since you're friends with Deku,\I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...! response:	But he wasn't fazed at all...
context: Since you're friends with Deku,\I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...!\But he wasn't fazed at all... response:	Uraraka...
context: I thought you'd be up to something...\In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...!\But he wasn't fazed at all...\Uraraka... response:	Even so...
context: In one shot...\B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...!\But he wasn't fazed at all...\Uraraka...\Even so... response:	All right, let's get serious then, Uraraka!
context: B-Bakugo delivers a satisfying explosion!\He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...!\But he wasn't fazed at all...\Uraraka...\Even so...\All right, let's get serious then, Uraraka! response:	If it were Deku...
context: He blasts boldly through Uraraka's secret plan!\That was close...\I did as much as I could...!\But he wasn't fazed at all...\Uraraka...\Even so...\All right, let's get serious then, Uraraka!\If it were Deku... response:	Uraraka's down!
context: That was close...\I did as much as I could...!\But he wasn't fazed at all...\Uraraka...\Even so...\All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down! response:	My... body... won't do... what I want...
context: I did as much as I could...!\But he wasn't fazed at all...\Uraraka...\Even so...\All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down!\My... body... won't do... what I want... response:	Uraraka...
context: But he wasn't fazed at all...\Uraraka...\Even so...\All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down!\My... body... won't do... what I want...\Uraraka... response:	She passed her limit a long time ago...
context: Uraraka...\Even so...\All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down!\My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago... response:	I-I also...
context: Even so...\All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down!\My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago...\I-I also... response:	When I get big, I'll help you and Mommy!
context: All right, let's get serious then, Uraraka!\If it were Deku...\Uraraka's down!\My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy! response:	I appreciate the thought, Ochaco.
context: If it were Deku...\Uraraka's down!\My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco. response:	But as your dad, I'd be even happier if you could achieve your dream.
context: Uraraka's down!\My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream. response:	When that happens, you can take us to Hawaii!
context: My... body... won't do... what I want...\Uraraka...\She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii! response:	I'll become... a hero...!
context: Uraraka...\She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...! response:	Daddy...
context: She passed her limit a long time ago...\I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy... response:	Uraraka's out of commission.
context: I-I also...\When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy...\Uraraka's out of commission. response:	Bakugo advances to the second round!
context: When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy...\Uraraka's out of commission.\Bakugo advances to the second round! response:	Katsuki Bakugo
context: I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy...\Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo response:	Take her to Recovery Girl.
context: But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy...\Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl. response:	I know.
context: When that happens, you can take us to Hawaii!\I'll become... a hero...!\Daddy...\Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl.\I know. response:	The eighth match of the first round...
context: I'll become... a hero...!\Daddy...\Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl.\I know.\The eighth match of the first round... response:	Oh, Uraraka...
context: Daddy...\Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl.\I know.\The eighth match of the first round...\Oh, Uraraka... response:	Oh yeah, Bakugo advances to the second round.
context: Uraraka's out of commission.\Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl.\I know.\The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round. response:	If you're gonna do it, do it properly.
context: Bakugo advances to the second round!\Katsuki Bakugo\Take her to Recovery Girl.\I know.\The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly. response:	Now, let's pull ourselves together-
context: Katsuki Bakugo\Take her to Recovery Girl.\I know.\The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together- response:	You're really letting your personal feelings take over...
context: Take her to Recovery Girl.\I know.\The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over... response:	The first round is all done!
context: I know.\The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done! response:	Let's move on to the next round quickly after a short break!
context: The eighth match of the first round...\Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break! response:	Player Waiting Room 2
context: Oh, Uraraka...\Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2 response:	Let's meet in the finals!
context: Oh yeah, Bakugo advances to the second round.\If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals! response:	Uraraka...
context: If you're gonna do it, do it properly.\Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals!\Uraraka... response:	Whoa, Kacchan?
context: Now, let's pull ourselves together-\You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals!\Uraraka...\Whoa, Kacchan? response:	What the-?! What the hell do you want?! Die, scum!
context: You're really letting your personal feelings take over...\The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals!\Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum! response:	Oh, well, I'm next, so...
context: The first round is all done!\Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals!\Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so... response:	I was going to get ready in the waiting room...
context: Let's move on to the next round quickly after a short break!\Player Waiting Room 2\Let's meet in the finals!\Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room... response:	Also, congrats on winning the first round...
context: Player Waiting Room 2\Let's meet in the finals!\Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round... response:	Later...
context: Let's meet in the finals!\Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later... response:	That was your idea, wasn't it? That damned desperate plan.
context: Uraraka...\Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan. response:	You just have to be annoying, don't you? What the hell-
context: Whoa, Kacchan?\What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell- response:	It wasn't.
context: What the-?! What the hell do you want?! Die, scum!\Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't. response:	All of it...
context: Oh, well, I'm next, so...\I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't.\All of it... response:	Uraraka planned it all thinking about how she could beat you.
context: I was going to get ready in the waiting room...\Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you. response:	If you thought that was annoying, that was because...
context: Also, congrats on winning the first round...\Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because... response:	Hey, Bakugo!
context: Later...\That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo! response:	That was tough, huh? Playing the bad guy.
context: That was your idea, wasn't it? That damned desperate plan.\You just have to be annoying, don't you? What the hell-\It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy. response:	Even if it was because of the match-up, you played an amazing villain, Bakugo.
context: You just have to be annoying, don't you? What the hell-\It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo. response:	Shut up! Be quiet!
context: It wasn't.\All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet! response:	But man, I can't believe you were able to aim such a huge blast at a frail girl.
context: All of it...\Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl. response:	I couldn't help but hold back.
context: Uraraka planned it all thinking about how she could beat you.\If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back. response:	She completely sealed you off, Kaminari.
context: If you thought that was annoying, that was because...\Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari. response:	Y-You know what, Tsu...
context: Hey, Bakugo!\That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu... response:	What part of her was frail?
context: That was tough, huh? Playing the bad guy.\Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail? response:	Player Waiting Room 2
context: Even if it was because of the match-up, you played an amazing villain, Bakugo.\Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2 response:	Man, I lost...
context: Shut up! Be quiet!\But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2\Man, I lost... response:	Huh...?
context: But man, I can't believe you were able to aim such a huge blast at a frail girl.\I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2\Man, I lost...\Huh...? response:	I got carried away at the end thinking I could do it, dang it.
context: I couldn't help but hold back.\She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2\Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it. response:	Uraraka, what about your injuries? Are you okay?
context: She completely sealed you off, Kaminari.\Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2\Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay? response:	Yeah, Recovery Girl took care of me!
context: Y-You know what, Tsu...\What part of her was frail?\Player Waiting Room 2\Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me! response:	It was only moderate healing so it wouldn't drain my stamina,
context: What part of her was frail?\Player Waiting Room 2\Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina, response:	so I've still got scratches and stuff, though.
context: Player Waiting Room 2\Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though. response:	Man, but that Bakugo was really strong!
context: Man, I lost...\Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong! response:	Frustrated
context: Huh...?\I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated response:	He totally got me.
context: I got carried away at the end thinking I could do it, dang it.\Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated\He totally got me. response:	I need to work harder, too!
context: Uraraka, what about your injuries? Are you okay?\Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated\He totally got me.\I need to work harder, too! response:	Are you... all right?
context: Yeah, Recovery Girl took care of me!\It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated\He totally got me.\I need to work harder, too!\Are you... all right? response:	I'm fine! Better than expected!
context: It was only moderate healing so it wouldn't drain my stamina,\so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated\He totally got me.\I need to work harder, too!\Are you... all right?\I'm fine! Better than expected! response:	Daddy
context: so I've still got scratches and stuff, though.\Man, but that Bakugo was really strong!\Frustrated\He totally got me.\I need to work harder, too!\Are you... all right?\I'm fine! Better than expected!\Daddy response:	I mean, you immediately started looking ahead, Deku,
context: Man, but that Bakugo was really strong!\Frustrated\He totally got me.\I need to work harder, too!\Are you... all right?\I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku, response:	and just because I lost doesn't mean I can lose.
context: Frustrated\He totally got me.\I need to work harder, too!\Are you... all right?\I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose. response:	That's...
context: He totally got me.\I need to work harder, too!\Are you... all right?\I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's... response:	The draw from the seventh match of the first round, Kirishima and Tetsutetsu!
context: I need to work harder, too!\Are you... all right?\I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu! response:	The winner of their arm wrestling match to decide who advances to the second round is...
context: Are you... all right?\I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is... response:	Winner, Kirishima!
context: I'm fine! Better than expected!\Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima! response:	He advances to the second round!
context: Daddy\I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round! response:	-Yes...! -The one who won his ticket was Kirishima!
context: I mean, you immediately started looking ahead, Deku,\and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima! response:	My metal fatigue...
context: and just because I lost doesn't mean I can lose.\That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue... response:	I should've eaten more iron...!
context: That's...\The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...! response:	It... was a good match.
context: The draw from the seventh match of the first round, Kirishima and Tetsutetsu!\The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...!\It... was a good match. response:	S-So youthful!
context: The winner of their arm wrestling match to decide who advances to the second round is...\Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...!\It... was a good match.\S-So youthful! response:	Now we've got everyone who's advancing to the second round!
context: Winner, Kirishima!\He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...!\It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round! response:	So, let's get started!
context: He advances to the second round!\-Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...!\It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started! response:	Already?
context: -Yes...! -The one who won his ticket was Kirishima!\My metal fatigue...\I should've eaten more iron...!\It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started!\Already? response:	Later...
context: My metal fatigue...\I should've eaten more iron...!\It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started!\Already?\Later... response:	Oh, sorry Deku!
context: I should've eaten more iron...!\It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started!\Already?\Later...\Oh, sorry Deku! response:	You weren't able to prepare at all since I was here...
context: It... was a good match.\S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started!\Already?\Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here... response:	No, I'm fine.
context: S-So youthful!\Now we've got everyone who's advancing to the second round!\So, let's get started!\Already?\Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine. response:	I'll be watching,'kay? Good luck.
context: Now we've got everyone who's advancing to the second round!\So, let's get started!\Already?\Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck. response:	Thanks.
context: So, let's get started!\Already?\Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks. response:	Sorry about not picking up earlier, Daddy.
context: Already?\Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy. response:	It's fine, sorry for calling when you're busy.
context: Later...\Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy. response:	Your mom and I watched you on TV.
context: Oh, sorry Deku!\You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV. response:	You were so close!
context: You weren't able to prepare at all since I was here...\No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close! response:	But you were amazing!
context: No, I'm fine.\I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close!\But you were amazing! response:	It wasn't that close.
context: I'll be watching,'kay? Good luck.\Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close!\But you were amazing!\It wasn't that close. response:	And I wasn't amazing.
context: Thanks.\Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close!\But you were amazing!\It wasn't that close.\And I wasn't amazing. response:	I rushed too much in the end, too.
context: Sorry about not picking up earlier, Daddy.\It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close!\But you were amazing!\It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too. response:	I didn't have a plan for what to do after that, either.
