context: What do you want to do today? response:	I don't know.
context: Why is life so unfair?\Yes?\It's Ann.\Please come in.\Is something the matter?\What are you doing?\I was adjusting my arm.\Adjusting? response:	Yes, so it would move properly.
context: Yes?\It's Ann.\Please come in.\Is something the matter?\What are you doing?\I was adjusting my arm.\Adjusting?\Yes, so it would move properly. response:	Then are you writing letters again tomorrow?
context: It's Ann.\Please come in.\Is something the matter?\What are you doing?\I was adjusting my arm.\Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow? response:	-Yes. -And the next day?
context: Please come in.\Is something the matter?\What are you doing?\I was adjusting my arm.\Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day? response:	-Yes. -Seven days, so...
context: Is something the matter?\What are you doing?\I was adjusting my arm.\Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so... response:	-The next day and the next? -Yes.
context: What are you doing?\I was adjusting my arm.\Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes. response:	Who are you writing it to?
context: I was adjusting my arm.\Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to? response:	That, I cannot say.
context: Adjusting?\Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say. response:	Why not?
context: Yes, so it would move properly.\Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say.\Why not? response:	-I have a duty to confidentiality. -Confi...
context: Then are you writing letters again tomorrow?\-Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi... response:	Stop using hard words!
context: -Yes. -And the next day?\-Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words! response:	I apologize.
context: -Yes. -Seven days, so...\-The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize. response:	It can't be my father.
context: -The next day and the next? -Yes.\Who are you writing it to?\That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize.\It can't be my father. response:	Because my father's gone.
context: Who are you writing it to?\That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize.\It can't be my father.\Because my father's gone. response:	You know that big war?
context: That, I cannot say.\Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize.\It can't be my father.\Because my father's gone.\You know that big war? response:	He died a hero.
context: Why not?\-I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize.\It can't be my father.\Because my father's gone.\You know that big war?\He died a hero. response:	So, who are you writing this letter to?
context: -I have a duty to confidentiality. -Confi...\Stop using hard words!\I apologize.\It can't be my father.\Because my father's gone.\You know that big war?\He died a hero.\So, who are you writing this letter to? response:	Miss Ann.
context: Stop using hard words!\I apologize.\It can't be my father.\Because my father's gone.\You know that big war?\He died a hero.\So, who are you writing this letter to?\Miss Ann. response:	Did you come to see me for something?
context: I apologize.\It can't be my father.\Because my father's gone.\You know that big war?\He died a hero.\So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something? response:	What do you mean?
context: It can't be my father.\Because my father's gone.\You know that big war?\He died a hero.\So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something?\What do you mean? response:	Ellis went home, and mommy already went to bed.
context: Because my father's gone.\You know that big war?\He died a hero.\So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed. response:	Then, Miss Ann, you should go to bed as well.
context: You know that big war?\He died a hero.\So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well. response:	Why!?
context: He died a hero.\So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!? response:	Staying up late is not good for a lady.
context: So, who are you writing this letter to?\Miss Ann.\Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady. response:	That is what Ms. Cattleya said.
context: Miss Ann.\Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said. response:	Who's that?
context: Did you come to see me for something?\What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that? response:	Another Doll at my company.
context: What do you mean?\Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that?\Another Doll at my company. response:	-Another one? -Yes.
context: Ellis went home, and mommy already went to bed.\Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that?\Another Doll at my company.\-Another one? -Yes. response:	There are also other Dolls named Miss Erica and Miss Iris.
context: Then, Miss Ann, you should go to bed as well.\Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that?\Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris. response:	Wow! There's that many living dolls?
context: Why!?\Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that?\Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls? response:	Yes.
context: Staying up late is not good for a lady.\That is what Ms. Cattleya said.\Who's that?\Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes. response:	-Miss Ann. -Fine! I'll go to bed!
context: That is what Ms. Cattleya said.\Who's that?\Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed! response:	You'd better get to bed, too, or my mommy will be mad!
context: Who's that?\Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad! response:	And if you stay up too late, a ghost will come out to haunt you!
context: Another Doll at my company.\-Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you! response:	Good night, Miss Ann.
context: -Another one? -Yes.\There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann. response:	Good night!
context: There are also other Dolls named Miss Erica and Miss Iris.\Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night! response:	What a weird doll!
context: Wow! There's that many living dolls?\Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night!\What a weird doll! response:	The thief was surprised. He yelled,'Ah!'
context: Yes.\-Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!' response:	And ran away.
context: -Miss Ann. -Fine! I'll go to bed!\You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away. response:	You are quite good at reading.
context: You'd better get to bed, too, or my mommy will be mad!\And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading. response:	Violet!
context: And if you stay up too late, a ghost will come out to haunt you!\Good night, Miss Ann.\Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading.\Violet! response:	What kind of bread is really hard and can't be eaten?
context: Good night, Miss Ann.\Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten? response:	You could put it in soup to soften it.
context: Good night!\What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it. response:	Violet! Violet!
context: What a weird doll!\The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet! response:	Until my mom comes, let's do riddles and dance together
context: The thief was surprised. He yelled,'Ah!'\And ran away.\You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together response:	and play house and catch bugs...!
context: And ran away.\You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...! response:	Miss Ann.
context: You are quite good at reading.\Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann. response:	Please tell me the order of priority.
context: Violet!\What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority. response:	Violet, read me a book.
context: What kind of bread is really hard and can't be eaten?\You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority.\Violet, read me a book. response:	Violet!
context: You could put it in soup to soften it.\Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority.\Violet, read me a book.\Violet! response:	Violet!
context: Violet! Violet!\Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority.\Violet, read me a book.\Violet!\Violet! response:	What are your thoughts?
context: Until my mom comes, let's do riddles and dance together\and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority.\Violet, read me a book.\Violet!\Violet!\What are your thoughts? response:	-Yes, it's very good. -Then I shall continue in this style.
context: and play house and catch bugs...!\Miss Ann.\Please tell me the order of priority.\Violet, read me a book.\Violet!\Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style. response:	Thank you.
context: Miss Ann.\Please tell me the order of priority.\Violet, read me a book.\Violet!\Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you. response:	-Ann! -Oh, it's not what you think!
context: Please tell me the order of priority.\Violet, read me a book.\Violet!\Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think! response:	I was hoping Violet could tie a ribbon in my hair.
context: Violet, read me a book.\Violet!\Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair. response:	I see, but later, okay?
context: Violet!\Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay? response:	Madam, would you allow me a short break?
context: Violet!\What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break? response:	Huh?
context: What are your thoughts?\-Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break?\Huh? response:	I believe Miss Ann would like it now.
context: -Yes, it's very good. -Then I shall continue in this style.\Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now. response:	There you are, Miss Ann.
context: Thank you.\-Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann. response:	I didn't want you to put the ribbon in my hair.
context: -Ann! -Oh, it's not what you think!\I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair. response:	-Yes. -I really wanted my mommy to do it.
context: I was hoping Violet could tie a ribbon in my hair.\I see, but later, okay?\Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it. response:	-Yes. -And she's the one I want to read with...
context: I see, but later, okay?\Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with... response:	and do riddles and play house...
context: Madam, would you allow me a short break?\Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house... response:	Although Mommy doesn't like bugs.
context: Huh?\I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs. response:	Stop taking away my time with my mommy, Violet!
context: I believe Miss Ann would like it now.\There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet! response:	It's only for a few more days.
context: There you are, Miss Ann.\I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days. response:	Then tell my mommy I can be there when you're writing your letter!
context: I didn't want you to put the ribbon in my hair.\-Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter! response:	I just want to be near her!
context: -Yes. -I really wanted my mommy to do it.\-Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her! response:	All I want is to be close and squeeze her hand. Please!
context: -Yes. -And she's the one I want to read with...\and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please! response:	I am terribly sorry, I cannot do that.
context: and do riddles and play house...\Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that. response:	Why not!?
context: Although Mommy doesn't like bugs.\Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!? response:	I'm sorry, Miss Ann.
context: Stop taking away my time with my mommy, Violet!\It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann. response:	I must be getting back.
context: It's only for a few more days.\Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann.\I must be getting back. response:	-Do you think we could finish by today? -Yes, if we continue at this pace.
context: Then tell my mommy I can be there when you're writing your letter!\I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace. response:	Madam, if you would.
context: I just want to be near her!\All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would. response:	Madam?
context: All I want is to be close and squeeze her hand. Please!\I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam? response:	I'm okay.
context: I am terribly sorry, I cannot do that.\Why not!?\I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam?\I'm okay. response:	Madam!
context: Why not!?\I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam?\I'm okay.\Madam! response:	-I'm okay. -But...
context: I'm sorry, Miss Ann.\I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam?\I'm okay.\Madam!\-I'm okay. -But... response:	Please, continue.
context: I must be getting back.\-Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam?\I'm okay.\Madam!\-I'm okay. -But...\Please, continue. response:	-Stop! That's enough! Mommy! -Miss Ann!
context: -Do you think we could finish by today? -Yes, if we continue at this pace.\Madam, if you would.\Madam?\I'm okay.\Madam!\-I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann! response:	-That's enough! -Ann.
context: Madam, if you would.\Madam?\I'm okay.\Madam!\-I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann. response:	I'm okay. So, please go play in the other room.
context: Madam?\I'm okay.\Madam!\-I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room. response:	Why are you writing this letter?
context: I'm okay.\Madam!\-I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter? response:	Who is it for? Daddy isn't even with us anymore!
context: Madam!\-I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore! response:	-It's an important letter. -It's for someone I don't know, isn't it?
context: -I'm okay. -But...\Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it? response:	Someone who won't even come visit you!
context: Please, continue.\-Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you! response:	No one really cares about you anyway!
context: -Stop! That's enough! Mommy! -Miss Ann!\-That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway! response:	Is the letter more important than me?
context: -That's enough! -Ann.\I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me? response:	There's nothing more important than you.
context: I'm okay. So, please go play in the other room.\Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you. response:	You're such a liar.
context: Why are you writing this letter?\Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you.\You're such a liar. response:	I'm not lying.
context: Who is it for? Daddy isn't even with us anymore!\-It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you.\You're such a liar.\I'm not lying. response:	But you're not getting better at all! You said you were going to get better!
context: -It's an important letter. -It's for someone I don't know, isn't it?\Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you.\You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better! response:	That's right.
context: Someone who won't even come visit you!\No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you.\You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right. response:	I already know!
context: No one really cares about you anyway!\Is the letter more important than me?\There's nothing more important than you.\You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right.\I already know! response:	I'll be all alone once you're gone!
context: Is the letter more important than me?\There's nothing more important than you.\You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right.\I already know!\I'll be all alone once you're gone! response:	How much longer will I be able to be with you?
context: There's nothing more important than you.\You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right.\I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you? response:	If I'm going to be all alone anyway,
context: You're such a liar.\I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right.\I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway, response:	then stop writing some letter and spend time with me now!
context: I'm not lying.\But you're not getting better at all! You said you were going to get better!\That's right.\I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now! response:	Please, Mom!
context: But you're not getting better at all! You said you were going to get better!\That's right.\I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom! response:	Please!
context: That's right.\I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom!\Please! response:	-Mommy! -Miss Ann.
context: I already know!\I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom!\Please!\-Mommy! -Miss Ann. response:	Mommy!
context: I'll be all alone once you're gone!\How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom!\Please!\-Mommy! -Miss Ann.\Mommy! response:	Miss Ann!
context: How much longer will I be able to be with you?\If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom!\Please!\-Mommy! -Miss Ann.\Mommy!\Miss Ann! response:	Miss Ann.
context: If I'm going to be all alone anyway,\then stop writing some letter and spend time with me now!\Please, Mom!\Please!\-Mommy! -Miss Ann.\Mommy!\Miss Ann!\Miss Ann. response:	I want to reassure you
context: then stop writing some letter and spend time with me now!\Please, Mom!\Please!\-Mommy! -Miss Ann.\Mommy!\Miss Ann!\Miss Ann.\I want to reassure you response:	that the time I am spending with your mother is for a good cause.
context: Please, Mom!\Please!\-Mommy! -Miss Ann.\Mommy!\Miss Ann!\Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause. response:	Please, I ask you not to be angry with your mother.
context: Please!\-Mommy! -Miss Ann.\Mommy!\Miss Ann!\Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother. response:	But...
context: -Mommy! -Miss Ann.\Mommy!\Miss Ann!\Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But... response:	But...
context: Mommy!\Miss Ann!\Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But...\But... response:	It is only natural that this is painful for you.
context: Miss Ann!\Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But...\But...\It is only natural that this is painful for you. response:	You had to accept your mother's illness at such a young age.
context: Miss Ann.\I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But...\But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age. response:	You are so strong.
context: I want to reassure you\that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But...\But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong. response:	I'm not!
context: that the time I am spending with your mother is for a good cause.\Please, I ask you not to be angry with your mother.\But...\But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong.\I'm not! response:	I'm not...
context: Please, I ask you not to be angry with your mother.\But...\But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong.\I'm not!\I'm not... response:	I made my mommy cry!
context: But...\But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong.\I'm not!\I'm not...\I made my mommy cry! response:	No.
context: But...\It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong.\I'm not!\I'm not...\I made my mommy cry!\No. response:	You are a very kind person.
context: It is only natural that this is painful for you.\You had to accept your mother's illness at such a young age.\You are so strong.\I'm not!\I'm not...\I made my mommy cry!\No.\You are a very kind person. response:	-I'm not. -You are.
context: You had to accept your mother's illness at such a young age.\You are so strong.\I'm not!\I'm not...\I made my mommy cry!\No.\You are a very kind person.\-I'm not. -You are. response:	I'm not!
context: You are so strong.\I'm not!\I'm not...\I made my mommy cry!\No.\You are a very kind person.\-I'm not. -You are.\I'm not! response:	I'm not! I'm not!
context: I'm not!\I'm not...\I made my mommy cry!\No.\You are a very kind person.\-I'm not. -You are.\I'm not!\I'm not! I'm not! response:	-My mommy got sick because I'm a bad girl! -Her illness is unrelated.
context: I'm not...\I made my mommy cry!\No.\You are a very kind person.\-I'm not. -You are.\I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated. response:	It is! It is!
context: I made my mommy cry!\No.\You are a very kind person.\-I'm not. -You are.\I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is! response:	There is nothing... There is nothing that can be done.
