context: Haven't I made everything work out all right?! response:	Without me, it would've been a lot worse.
context: Oh... Well, it goes, I guess...\I see.\Well, Felis is excellent with healing magic.\You can trust him.\You always seem busy, too.\In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread, response:	I've received proposals every day.
context: I see.\Well, Felis is excellent with healing magic.\You can trust him.\You always seem busy, too.\In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day. response:	I'm sure the other candidates have, as well.
context: Well, Felis is excellent with healing magic.\You can trust him.\You always seem busy, too.\In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well. response:	P-Proposals?!
context: You can trust him.\You always seem busy, too.\In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?! response:	You mean, as in marriage?
context: You always seem busy, too.\In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage? response:	Oh, yeah.
context: In response to a certain occurrence,\my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage?\Oh, yeah. response:	I guess they're all single...
context: my family is currently gathering people and objects.\Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage?\Oh, yeah.\I guess they're all single... response:	Does that bother you?
context: Plus, since word of the royal selection spread,\I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage?\Oh, yeah.\I guess they're all single...\Does that bother you? response:	Not really. It's just...
context: I've received proposals every day.\I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage?\Oh, yeah.\I guess they're all single...\Does that bother you?\Not really. It's just... response:	Oh, right!
context: I'm sure the other candidates have, as well.\P-Proposals?!\You mean, as in marriage?\Oh, yeah.\I guess they're all single...\Does that bother you?\Not really. It's just...\Oh, right! response:	Wilhelm-san said he had a beautiful wife.
context: P-Proposals?!\You mean, as in marriage?\Oh, yeah.\I guess they're all single...\Does that bother you?\Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife. response:	Are you aware that Wilhelm serves me?
context: You mean, as in marriage?\Oh, yeah.\I guess they're all single...\Does that bother you?\Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me? response:	Huh? Why?
context: Oh, yeah.\I guess they're all single...\Does that bother you?\Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why? response:	What are nyou doing here, Subaru- kyun?
context: I guess they're all single...\Does that bother you?\Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun? response:	And Crusch-sama!
context: Does that bother you?\Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama! response:	Why are you dressed so vulnerably?!
context: Not really. It's just...\Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?! response:	Is it strange?
context: Oh, right!\Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange? response:	It's no different than what I wear to dine with you.
context: Wilhelm-san said he had a beautiful wife.\Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you. response:	That's exactly the problem!
context: Are you aware that Wilhelm serves me?\Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem! response:	Men are nyo thing but wolves!
context: Huh? Why?\What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves! response:	You're a man, too.
context: What are nyou doing here, Subaru- kyun?\And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too. response:	That's enough joking, Felis.
context: And Crusch-sama!\Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis. response:	All who were present at the royal selection
context: Why are you dressed so vulnerably?!\Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection response:	know whom Subaru loves.
context: Is it strange?\It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves. response:	Yeah. I heard they had a fight, though.
context: It's no different than what I wear to dine with you.\That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though. response:	I swear, Subaru- kyun, you're so easy to read!
context: That's exactly the problem!\Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read! response:	Don't cast your gaze down, Natsuki Subaru.
context: Men are nyo thing but wolves!\You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru. response:	Huh?
context: You're a man, too.\That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh? response:	When your eyes are clouded, your soul darkens.
context: That's enough joking, Felis.\All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens. response:	That means your future is closed to you,
context: All who were present at the royal selection\know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you, response:	and you lose sight of your reasons to live.
context: know whom Subaru loves.\Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live. response:	When you do what you know to be right,
context: Yeah. I heard they had a fight, though.\I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right, response:	what can you do by looking downward?
context: I swear, Subaru- kyun, you're so easy to read!\Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward? response:	Lift your head, face forward,
context: Don't cast your gaze down, Natsuki Subaru.\Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward, response:	and reach out your hands.
context: Huh?\When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward,\and reach out your hands. response:	I do not want to regard you as an insignificant enemy.
context: When your eyes are clouded, your soul darkens.\That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy. response:	If Crusch-sama says so,
context: That means your future is closed to you,\and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so, response:	you have nyo choice.
context: and you lose sight of your reasons to live.\When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice. response:	The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.
context: When you do what you know to be right,\what can you do by looking downward?\Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama. response:	Think about what you can do
context: what can you do by looking downward?\Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do response:	to accomplish that, and do it.
context: Lift your head, face forward,\and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it. response:	What I can do?
context: and reach out your hands.\I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it.\What I can do? response:	There is something I can do.
context: I do not want to regard you as an insignificant enemy.\If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it.\What I can do?\There is something I can do. response:	Something that only I can do.
context: If Crusch-sama says so,\you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it.\What I can do?\There is something I can do.\Something that only I can do. response:	Yeah, that's right...
context: you have nyo choice.\The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it.\What I can do?\There is something I can do.\Something that only I can do.\Yeah, that's right... response:	You don't even have to tell me.
context: The point is, Subaru- kyun, you need to hurry and make up with Emilia-sama.\Think about what you can do\to accomplish that, and do it.\What I can do?\There is something I can do.\Something that only I can do.\Yeah, that's right...\You don't even have to tell me. response:	The wind is picking up.
context: Think about what you can do\to accomplish that, and do it.\What I can do?\There is something I can do.\Something that only I can do.\Yeah, that's right...\You don't even have to tell me.\The wind is picking up. response:	It looks as if the weather will be rough again tomorrow.
context: to accomplish that, and do it.\What I can do?\There is something I can do.\Something that only I can do.\Yeah, that's right...\You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow. response:	Shall we stop for now?
context: What I can do?\There is something I can do.\Something that only I can do.\Yeah, that's right...\You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now? response:	Don't be silly...
context: There is something I can do.\Something that only I can do.\Yeah, that's right...\You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly... response:	You've seen how far I've come in taking blows!
context: Something that only I can do.\Yeah, that's right...\You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows! response:	Your attitude seems quite different this morning.
context: Yeah, that's right...\You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning. response:	Last night, Crusch-san gave me some good advice.
context: You don't even have to tell me.\The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice. response:	If I just get a chance, I can make any problem disappear!
context: The wind is picking up.\It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear! response:	Then, let us call it a day.
context: It looks as if the weather will be rough again tomorrow.\Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day. response:	Huh?
context: Shall we stop for now?\Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh? response:	Well, I think teaching swordsmanship, which will make a man stronger,
context: Don't be silly...\You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger, response:	to one who has abandoned the option to get stronger seems meaningless.
context: You've seen how far I've come in taking blows!\Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless. response:	What do you...
context: Your attitude seems quite different this morning.\Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you... response:	Subaru-kun!
context: Last night, Crusch-san gave me some good advice.\If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun! response:	We must discuss something important.
context: If I just get a chance, I can make any problem disappear!\Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun!\We must discuss something important. response:	Has Rem told you what's going on?
context: Then, let us call it a day.\Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun!\We must discuss something important.\Has Rem told you what's going on? response:	What I felt was...
context: Huh?\Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun!\We must discuss something important.\Has Rem told you what's going on?\What I felt was... response:	Something like a presence, through the sense I share with my sister.
context: Well, I think teaching swordsmanship, which will make a man stronger,\to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun!\We must discuss something important.\Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister. response:	My sister could have used
context: to one who has abandoned the option to get stronger seems meaningless.\What do you...\Subaru-kun!\We must discuss something important.\Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used response:	her clairvoyance to get a clearer picture, but I...
context: What do you...\Subaru-kun!\We must discuss something important.\Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I... response:	So I guess you picked up a nya sty sort of synesthesia from her, huh?
context: Subaru-kun!\We must discuss something important.\Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh? response:	We don't know the details, either.
context: We must discuss something important.\Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either. response:	But it came from the Mathers domain,
context: Has Rem told you what's going on?\What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain, response:	which you know as Margrave Roswaal's territory.
context: What I felt was...\Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory. response:	Evidently, some troubling movement was seen in the vicinity of his mansion.
context: Something like a presence, through the sense I share with my sister.\My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion. response:	Parts of the domain are already on high alert.
context: My sister could have used\her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert. response:	Troubling movement?
context: her clairvoyance to get a clearer picture, but I...\So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement? response:	We did foresee this situation.
context: So I guess you picked up a nya sty sort of synesthesia from her, huh?\We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation. response:	From the moment the margrave declared his intention to back Emilia, a half-elf.
context: We don't know the details, either.\But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf. response:	You mean there's trouble happening because of that prejudice?
context: But it came from the Mathers domain,\which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice? response:	That is likely a correct summation.
context: which you know as Margrave Roswaal's territory.\Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation. response:	The moment I leave her side, this happens?
context: Evidently, some troubling movement was seen in the vicinity of his mansion.\Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens? response:	Everyone around her is an enemy.
context: Parts of the domain are already on high alert.\Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy. response:	The only one who can take her side...
context: Troubling movement?\We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side... response:	is me.
context: We did foresee this situation.\From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side...\is me. response:	Well, then...
context: From the moment the margrave declared his intention to back Emilia, a half-elf.\You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side...\is me.\Well, then... response:	We have to go and help, right?
context: You mean there's trouble happening because of that prejudice?\That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side...\is me.\Well, then...\We have to go and help, right? response:	Y-You mustn't, Subaru-kun.
context: That is likely a correct summation.\The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side...\is me.\Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun. response:	You have to obey Emilia-sama's orders.
context: The moment I leave her side, this happens?\Everyone around her is an enemy.\The only one who can take her side...\is me.\Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders. response:	She told you to focus on healing!
context: Everyone around her is an enemy.\The only one who can take her side...\is me.\Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing! response:	And I agree!
context: The only one who can take her side...\is me.\Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree! response:	Healing must take priority now.
context: is me.\Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree!\Healing must take priority now. response:	Rem, we're the only ones
context: Well, then...\We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree!\Healing must take priority now.\Rem, we're the only ones response:	who can take Emilia's side!
context: We have to go and help, right?\Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree!\Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side! response:	You heard that, Crusch-san.
context: Y-You mustn't, Subaru-kun.\You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree!\Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san. response:	We're going back to the mansion, back to where Emilia is.
context: You have to obey Emilia-sama's orders.\She told you to focus on healing!\And I agree!\Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is. response:	Until it's taken care of, my healing will
context: She told you to focus on healing!\And I agree!\Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will response:	Natsuki Subaru.
context: And I agree!\Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru. response:	If you leave here,
context: Healing must take priority now.\Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here, response:	that will make you my enemy.
context: Rem, we're the only ones\who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here,\that will make you my enemy. response:	Allow me to correct one idea you have.
context: who can take Emilia's side!\You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here,\that will make you my enemy.\Allow me to correct one idea you have. response:	I have only allowed you to stay here as a guest, receiving treatment,
context: You heard that, Crusch-san.\We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here,\that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment, response:	because I am contracted to do so.
context: We're going back to the mansion, back to where Emilia is.\Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here,\that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so. response:	Contracted?
context: Until it's taken care of, my healing will\Natsuki Subaru.\If you leave here,\that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted? response:	Emilia and I formed a contract
context: Natsuki Subaru.\If you leave here,\that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted?\Emilia and I formed a contract response:	regarding your treatment.
context: If you leave here,\that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted?\Emilia and I formed a contract\regarding your treatment. response:	However,
context: that will make you my enemy.\Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted?\Emilia and I formed a contract\regarding your treatment.\However, response:	if you abandon that contract yourself,
context: Allow me to correct one idea you have.\I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted?\Emilia and I formed a contract\regarding your treatment.\However,\if you abandon that contract yourself, response:	I am not obligated to continue protecting you.
context: I have only allowed you to stay here as a guest, receiving treatment,\because I am contracted to do so.\Contracted?\Emilia and I formed a contract\regarding your treatment.\However,\if you abandon that contract yourself,\I am not obligated to continue protecting you. response:	The moment you leave this household,
context: because I am contracted to do so.\Contracted?\Emilia and I formed a contract\regarding your treatment.\However,\if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household, response:	Emilia and I will not hesitate to become enemies.
context: Contracted?\Emilia and I formed a contract\regarding your treatment.\However,\if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies. response:	I was wrong about you.
context: Emilia and I formed a contract\regarding your treatment.\However,\if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you. response:	I thought, just maybe, you and I could get along.
context: regarding your treatment.\However,\if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along. response:	Yeah, of course... That was just a little joke over drinks, right?
context: However,\if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right? response:	I was stupid to take you seriously
context: if you abandon that contract yourself,\I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously response:	when you told me, an enemy, to do what I could.
context: I am not obligated to continue protecting you.\The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could. response:	You don't want me to leave because getting Emilia
context: The moment you leave this household,\Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia response:	out of trouble will be bad for you, right?
context: Emilia and I will not hesitate to become enemies.\I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right? response:	Nyow I think you have it all wrong
context: I was wrong about you.\I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong response:	Felis, enough.
