context: I braided it the other day, too. response:	You just let her do what she wants, huh.
context: Louder.\Oh my God!\Move your ass, Kyoko!\Later, Shindo! And this isn't anything sexual, got it?!\G-Got it.\Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell? response:	Tanihara.
context: Oh my God!\Move your ass, Kyoko!\Later, Shindo! And this isn't anything sexual, got it?!\G-Got it.\Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell?\Tanihara. response:	I'm thirsty. Buy me a drink.
context: Move your ass, Kyoko!\Later, Shindo! And this isn't anything sexual, got it?!\G-Got it.\Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink. response:	Buy your own damn drink!
context: Later, Shindo! And this isn't anything sexual, got it?!\G-Got it.\Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink! response:	Whoa, who put a stick up your ass?
context: G-Got it.\Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass? response:	Shut up.
context: Ooh, can we go by the convenience store, Miyamura?\Sure, you dumb bitch!\What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up. response:	Stop loitering in the parking lot, morons.
context: Sure, you dumb bitch!\What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons. response:	The hell's your problem, bitch?!
context: What the actual hell?\Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?! response:	It's his summon!
context: Tanihara.\I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon! response:	How about you take your bitch ass and-
context: I'm thirsty. Buy me a drink.\Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and- response:	Don't talk to her like that, you moron!
context: Buy your own damn drink!\Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron! response:	Why're you yelling at me?!
context: Whoa, who put a stick up your ass?\Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?! response:	We're not loitering! We're picking up trash!
context: Shut up.\Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash! response:	Yeah, yeah! We're Recycling Buddies!
context: Stop loitering in the parking lot, morons.\The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies! response:	Oh, is that it? Good work, guys.
context: The hell's your problem, bitch?!\It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys. response:	That was a close one.
context: It's his summon!\How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one. response:	Dude, if you'd pissed her off, she would've bashed our skulls in!
context: How about you take your bitch ass and-\Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in! response:	What, like some monster?
context: Don't talk to her like that, you moron!\Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster? response:	Hey, isn't that Miyamura?
context: Why're you yelling at me?!\We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura? response:	Ugh. Next time I see that guy-
context: We're not loitering! We're picking up trash!\Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy- response:	Got snacks!
context: Yeah, yeah! We're Recycling Buddies!\Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks! response:	Ugh. Next time I see that guy-
context: Oh, is that it? Good work, guys.\That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy- response:	WHAP You sure took your time, bitch!
context: That was a close one.\Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch! response:	You sure took your time, bitch!
context: Dude, if you'd pissed her off, she would've bashed our skulls in!\What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch! response:	I'm sorry. I'm so sorry. Get a move on, moron!
context: What, like some monster?\Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron! response:	Us < Kyoko Hori < Miyamura
context: Hey, isn't that Miyamura?\Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura response:	He's a monster, too!
context: Ugh. Next time I see that guy-\Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too! response:	He's a monster, too!
context: Got snacks!\Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too! response:	Holy shit.
context: Ugh. Next time I see that guy-\WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too!\Holy shit. response:	What the hell happened to you guys?
context: WHAP You sure took your time, bitch!\You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too!\Holy shit.\What the hell happened to you guys? response:	I don't mean to kinkshame, but...
context: You sure took your time, bitch!\I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too!\Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but... response:	Is she right in the head?
context: I'm sorry. I'm so sorry. Get a move on, moron!\Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too!\Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head? response:	Hori-san, look...
context: Us < Kyoko Hori < Miyamura\He's a monster, too!\He's a monster, too!\Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look... response:	It's fine. Whatever you want.
context: He's a monster, too!\He's a monster, too!\Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look...\It's fine. Whatever you want. response:	I'm just going to stop thinking about it.
context: He's a monster, too!\Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it. response:	Miyamura sure has changed, like damn.
context: Holy shit.\What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn. response:	A high school transformation?
context: What the hell happened to you guys?\I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation? response:	That's still some transformation.
context: I don't mean to kinkshame, but...\Is she right in the head?\Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation. response:	He barely talked back to us in middle school, and now he's hitting girls?
context: Is she right in the head?\Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls? response:	I'm leaving.
context: Hori-san, look...\It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving. response:	Wait, you're leaving?
context: It's fine. Whatever you want.\I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving? response:	Dammit.
context: I'm just going to stop thinking about it.\Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving?\Dammit. response:	I'm back!
context: Miyamura sure has changed, like damn.\A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving?\Dammit.\I'm back! response:	I'm heading out!
context: A high school transformation?\That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving?\Dammit.\I'm back!\I'm heading out! response:	Already?
context: That's still some transformation.\He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving?\Dammit.\I'm back!\I'm heading out!\Already? response:	Be back by dinner!
context: He barely talked back to us in middle school, and now he's hitting girls?\I'm leaving.\Wait, you're leaving?\Dammit.\I'm back!\I'm heading out!\Already?\Be back by dinner! response:	You're still here, Kyosuke?
context: I'm leaving.\Wait, you're leaving?\Dammit.\I'm back!\I'm heading out!\Already?\Be back by dinner!\You're still here, Kyosuke? response:	I can't believe I have to say this, but this is my house, too.
context: Wait, you're leaving?\Dammit.\I'm back!\I'm heading out!\Already?\Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too. response:	Oh, Kyosuke-san.
context: Dammit.\I'm back!\I'm heading out!\Already?\Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san. response:	Could I ask you for your advice?
context: I'm back!\I'm heading out!\Already?\Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice? response:	Hell yeah, I'm in!
context: I'm heading out!\Already?\Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in! response:	Wait, what? That's suspicious.
context: Already?\Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious. response:	Shut it, it's time for a man-to-man!
context: Be back by dinner!\You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man! response:	So, what's up? You good?
context: You're still here, Kyosuke?\I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good? response:	Why're we in the bathroom?
context: I can't believe I have to say this, but this is my house, too.\Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom? response:	I had a question for you about Hori-san.
context: Oh, Kyosuke-san.\Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san. response:	Damn, she preggers again?
context: Could I ask you for your advice?\Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again? response:	What do you mean, again?!
context: Hell yeah, I'm in!\Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?! response:	No, no, just... she really likes it when I get mad and yell at her.
context: Wait, what? That's suspicious.\Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her. response:	The hell? Is that her kink or something?
context: Shut it, it's time for a man-to-man!\So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something? response:	Deflates
context: So, what's up? You good?\Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates response:	The hell? Is that her kink or something?
context: Why're we in the bathroom?\I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something? response:	Deflates
context: I had a question for you about Hori-san.\Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something?\Deflates response:	That's what I thought, too.
context: Damn, she preggers again?\What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something?\Deflates\That's what I thought, too. response:	That's what I thought, too.
context: What do you mean, again?!\No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something?\Deflates\That's what I thought, too.\That's what I thought, too. response:	Maybe it's just'cause it's the exact opposite of how you normally act?
context: No, no, just... she really likes it when I get mad and yell at her.\The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something?\Deflates\That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act? response:	The exact opposite?
context: The hell? Is that her kink or something?\Deflates\The hell? Is that her kink or something?\Deflates\That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite? response:	Like if you got all dressed up to go to the office?
context: Deflates\The hell? Is that her kink or something?\Deflates\That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office? response:	Smart!
context: The hell? Is that her kink or something?\Deflates\That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office?\Smart! response:	Like if you got all dressed up to go to the office?
context: Deflates\That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office? response:	Smart!
context: That's what I thought, too.\That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office?\Smart! response:	Ouch, but yeah.
context: That's what I thought, too.\Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah. response:	Think of it like taming a fierce golem!
context: Maybe it's just'cause it's the exact opposite of how you normally act?\The exact opposite?\Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah.\Think of it like taming a fierce golem! response:	That makes sense.
context: The exact opposite?\Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense. response:	C'mon, get out of there. How am I supposed to bathe?
context: Like if you got all dressed up to go to the office?\Smart!\Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe? response:	Kyoko! C'mere and sit down!
context: Smart!\Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down! response:	No thanks.
context: Like if you got all dressed up to go to the office?\Smart!\Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks. response:	But look how sad and worried Miyamura-kun is!
context: Smart!\Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is! response:	You're such a pain.
context: Ouch, but yeah.\Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain. response:	Miyamura-kun's trying so hard to live up to your expectations!
context: Think of it like taming a fierce golem!\That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations! response:	What?! Where's this coming from?! I don't need you to lecture me here!
context: That makes sense.\C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here! response:	Stop blabbing about stupid crap and help out with the chores for once!
context: C'mon, get out of there. How am I supposed to bathe?\Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once! response:	She has a point.
context: Kyoko! C'mere and sit down!\No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point. response:	Ow, my feelings!
context: No thanks.\But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings! response:	Hey, I made curry the other day! That counts!
context: But look how sad and worried Miyamura-kun is!\You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts! response:	No, it doesn't!
context: You're such a pain.\Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't! response:	All you did was microwave it!
context: Miyamura-kun's trying so hard to live up to your expectations!\What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it! response:	But you said it was yummy!
context: What?! Where's this coming from?! I don't need you to lecture me here!\Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it!\But you said it was yummy! response:	Yeah, because they make the prepackaged stuff yummy!
context: Stop blabbing about stupid crap and help out with the chores for once!\She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy! response:	Hey! Sota even got seconds!
context: She has a point.\Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds! response:	Why is it perfectly warm?!
context: Ow, my feelings!\Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?! response:	Miyamura-kun's dripping wet!
context: Hey, I made curry the other day! That counts!\No, it doesn't!\All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet! response:	-Get your clothes off, quick!
context: No, it doesn't!\All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick! response:	-Wait, hold on! -Get your clothes off, quick!
context: All you did was microwave it!\But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick! response:	Don't strip in front of me, moron!
context: But you said it was yummy!\Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron! response:	So I went to karaoke with Shu the other day.
context: Yeah, because they make the prepackaged stuff yummy!\Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day. response:	Sing in English? No way, man! It's way too hard.
context: Hey! Sota even got seconds!\Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard. response:	All he ever sings are enka songs and rap.
context: Why is it perfectly warm?!\Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap. response:	He sure does listen to everything, huh.
context: Miyamura-kun's dripping wet!\-Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh. response:	I know he listens to Western pop, too, but damn...
context: -Get your clothes off, quick!\-Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn... response:	Hey, Mizouchi.
context: -Wait, hold on! -Get your clothes off, quick!\Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi. response:	Damn, straight ignored.
context: Don't strip in front of me, moron!\So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored. response:	Probably'cause I'm here.
context: So I went to karaoke with Shu the other day.\Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here. response:	Huh?
context: Sing in English? No way, man! It's way too hard.\All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here.\Huh? response:	Apparently he has a crush on Hori-san.
context: All he ever sings are enka songs and rap.\He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san. response:	Damn, how many guys want to be with her now?
context: He sure does listen to everything, huh.\I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now? response:	rrrumble... Damn, how many guys want to be with her now?
context: I know he listens to Western pop, too, but damn...\Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now? response:	rrrumble... There's one thing I know about crushing on Hori-san...
context: Hey, Mizouchi.\Damn, straight ignored.\Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san... response:	rrrumble... Don't fall for her unless you really mean it.
context: Damn, straight ignored.\Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it. response:	Don't fall for her unless you really mean it.
context: Probably'cause I'm here.\Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it. response:	Speaking of Hori, where's she at?
context: Huh?\Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at? response:	The student council room, I think.
context: Apparently he has a crush on Hori-san.\Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think. response:	Oh, I don't have my phone.
