context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: Who's that?\Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal.\Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu. response:	You've done it with him, right? How was he?
context: Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal.\Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he? response:	We haven't done anything.
context: HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal.\Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything. response:	But you two are always talking like you're really close.
context: Really? I think he looks the most normal.\Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close. response:	It's not like that. That kid's still only twenty.
context: Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty. response:	From my point of view, he's still a kid.
context: so I'm really drawn to guys like Nobu who look healthy and pure-hearted.\Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid. response:	He's only two years younger than me!
context: Don't teach him any naughty games, Yuri.\The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me! response:	I thought he was younger. This might work out.
context: The same with you, Myu.\You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out. response:	Once the show started,
context: You've done it with him, right? How was he?\We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started, response:	Ren's expression turned exceedingly cool and mature.
context: We haven't done anything.\But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature. response:	I hear you're getting ready to release an album.
context: But you two are always talking like you're really close.\It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album. response:	More or less.
context: It's not like that. That kid's still only twenty.\From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less. response:	When will it go on sale?
context: From my point of view, he's still a kid.\He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less.\When will it go on sale? response:	- Of course... - Within the year.
context: He's only two years younger than me!\I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less.\When will it go on sale?\- Of course... - Within the year. response:	he didn't butt into my talk with stupid remarks.
context: I thought he was younger. This might work out.\Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less.\When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks. response:	He's gotten used to playing the role of Trapnest's Ren.
context: Once the show started,\Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less.\When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren. response:	I don't want him fooling around,
context: Ren's expression turned exceedingly cool and mature.\I hear you're getting ready to release an album.\More or less.\When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around, response:	but something about this is so stupid and annoying.
context: I hear you're getting ready to release an album.\More or less.\When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying. response:	Now then, please take the stage!
context: More or less.\When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage! response:	The Black Stones!
context: When will it go on sale?\- Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones! response:	I wanna smash it to pieces.
context: - Of course... - Within the year.\he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces. response:	Something...
context: he didn't butt into my talk with stupid remarks.\He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces.\Something... response:	Everything...
context: He's gotten used to playing the role of Trapnest's Ren.\I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces.\Something...\Everything... response:	Trapnest's prim expressions...
context: I don't want him fooling around,\but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces.\Something...\Everything...\Trapnest's prim expressions... response:	Those smiles plastered on the MCs...
context: but something about this is so stupid and annoying.\Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces.\Something...\Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs... response:	Their proper, polite questions prepared ahead of time...
context: Now then, please take the stage!\The Black Stones!\I wanna smash it to pieces.\Something...\Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time... response:	It's all a monkey show! It's all a farce! Such a boring show!
context: The Black Stones!\I wanna smash it to pieces.\Something...\Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show! response:	But...
context: I wanna smash it to pieces.\Something...\Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But... response:	Even I...
context: Something...\Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I... response:	I'm getting paid because I play the role of BLAST's Nana
context: Everything...\Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I...\I'm getting paid because I play the role of BLAST's Nana response:	that the media created.
context: Trapnest's prim expressions...\Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created. response:	This world isn't so easy that we can make an earning
context: Those smiles plastered on the MCs...\Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning response:	just doing whatever we want.
context: Their proper, polite questions prepared ahead of time...\It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want. response:	My life has always been a B movie.
context: It's all a monkey show! It's all a farce! Such a boring show!\But...\Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie. response:	Go ahead and play up my dark past.
context: But...\Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past. response:	Spread all the rumors you want.
context: Even I...\I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want. response:	But...
context: I'm getting paid because I play the role of BLAST's Nana\that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want.\But... response:	I hafta be the one to write out... a scenario for my bright future.
context: that the media created.\This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future. response:	I'm no longer that helpless little girl just standing there.
context: This world isn't so easy that we can make an earning\just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there. response:	Marry me.
context: just doing whatever we want.\My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me. response:	Marriage is such a formal concept.
context: My life has always been a B movie.\Go ahead and play up my dark past.\Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept. response:	It was never an issue between us before...
context: Go ahead and play up my dark past.\Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept.\It was never an issue between us before... response:	but if we wanna remain together
context: Spread all the rumors you want.\But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together response:	while protecting each other's present circumstances,
context: But...\I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances, response:	that may be our best option.
context: I hafta be the one to write out... a scenario for my bright future.\I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option. response:	Marriage was probably the best solution Ren came up with
context: I'm no longer that helpless little girl just standing there.\Marry me.\Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with response:	after giving it considerable thought.
context: Marry me.\Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought. response:	We'll make an announcement to the public
context: Marriage is such a formal concept.\It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public response:	that we really are in love, and get married to prove it.
context: It was never an issue between us before...\but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it. response:	I'm sure there will be some die hard fans that will go crazy with rage,
context: but if we wanna remain together\while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage, response:	but most people will accept it as a happy ending to a love story.
context: while protecting each other's present circumstances,\that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story. response:	Everything has turned into a show now.
context: that may be our best option.\Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now. response:	But I'm fine with that.
context: Marriage was probably the best solution Ren came up with\after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that. response:	I can't stand not seeing him for an eternity.
context: after giving it considerable thought.\We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity. response:	And now for our final guests!
context: We'll make an announcement to the public\that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests! response:	Appearing after a long absence, here's Trapnest!
context: that we really are in love, and get married to prove it.\I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest! response:	Wow... Takumi!
context: I'm sure there will be some die hard fans that will go crazy with rage,\but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi! response:	I hear your new song,
context: but most people will accept it as a happy ending to a love story.\Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song, response:	Shadow of Love was written with a theme about trust, is that right?
context: Everything has turned into a show now.\But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right? response:	REALLY? Shadow of Love was written with a theme about trust, is that right?
context: But I'm fine with that.\I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right? response:	REALLY?
context: I can't stand not seeing him for an eternity.\And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY? response:	REALLY? Yes.
context: And now for our final guests!\Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes. response:	I've had the opportunity to listen to it.
context: Appearing after a long absence, here's Trapnest!\Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes.\I've had the opportunity to listen to it. response:	Why are you always able to come up with such beautiful lyrics?
context: Wow... Takumi!\I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics? response:	Beautiful?
context: I hear your new song,\Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful? response:	Trapnest's music is so dignified, but their lyrics are pretty banal.
context: Shadow of Love was written with a theme about trust, is that right?\REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal. response:	ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.
context: REALLY? Shadow of Love was written with a theme about trust, is that right?\REALLY?\REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal. response:	BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.
context: REALLY?\REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal. response:	BANAL?
context: REALLY? Yes.\I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? response:	When I listen to the music, images come pouring out all at once.
context: I've had the opportunity to listen to it.\Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once. response:	And then words come raining down to match the melody,
context: Why are you always able to come up with such beautiful lyrics?\Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody, response:	so writing the lyrics becomes a natural process.
context: Beautiful?\Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process. response:	Huh?
context: Trapnest's music is so dignified, but their lyrics are pretty banal.\ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh? response:	- That's amazing! - I can't do it!
context: ALWAYS ABOUT LOVING AND LOSING Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it! response:	Well then, please stand by!
context: BANAL? Trapnest's music is so dignified, but their lyrics are pretty banal.\BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it!\Well then, please stand by! response:	Aww, Takumi didn't even talk.
context: BANAL?\When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk. response:	I wanted to see how he shows off as he talks.
context: When I listen to the music, images come pouring out all at once.\And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks. response:	How disappointing.
context: And then words come raining down to match the melody,\so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing. response:	Until then, I was so taken by Reira's singing ability
context: so writing the lyrics becomes a natural process.\Huh?\- That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability response:	that I never really paid attention to her lyrics.
context: Huh?\- That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics. response:	Since she talked about her divine inspiration
context: - That's amazing! - I can't do it!\Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration response:	with such a straight face,
context: Well then, please stand by!\Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face, response:	I thought I'd pay attention to the lyrics.
context: Aww, Takumi didn't even talk.\I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics. response:	It was just another song about an affair.
context: I wanted to see how he shows off as he talks.\How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair. response:	The suspicion about Takumi and Reira grew stronger and stronger within me,
context: How disappointing.\Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me, response:	so after the show, I tracked Ren down and asked him.
context: Until then, I was so taken by Reira's singing ability\that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him. response:	BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.
context: that I never really paid attention to her lyrics.\Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him. response:	so after the show, I tracked Ren down and asked him.
context: Since she talked about her divine inspiration\with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him. response:	Nope. That's just not possible.
context: with such a straight face,\I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible. response:	How can you be so sure?!
context: I thought I'd pay attention to the lyrics.\It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?! response:	I dunno. But Takumi's the type who will always keep his word,
context: It was just another song about an affair.\The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word, response:	and he practically said it's impossible.
context: The suspicion about Takumi and Reira grew stronger and stronger within me,\so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible. response:	I can't trust that!
context: so after the show, I tracked Ren down and asked him.\BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that! response:	There's nothing to worry about.
context: BLACK STONES MISS NANA so after the show, I tracked Ren down and asked him.\so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that!\There's nothing to worry about. response:	I've gotta get changed and head out now.
context: so after the show, I tracked Ren down and asked him.\Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now. response:	We'll talk about that in length some other time, okay?
context: Nope. That's just not possible.\How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay? response:	When's some other time?
context: How can you be so sure?!\I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time? response:	I dunno.
context: I dunno. But Takumi's the type who will always keep his word,\and he practically said it's impossible.\I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time?\I dunno. response:	Are you really serious about getting married?!
context: and he practically said it's impossible.\I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time?\I dunno.\Are you really serious about getting married?! response:	Huh? Then you'll marry me?
context: I can't trust that!\There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time?\I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me? response:	I'll discuss it with the agency.
context: There's nothing to worry about.\I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time?\I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency. response:	You can't just do whatever you want either, right?
context: I've gotta get changed and head out now.\We'll talk about that in length some other time, okay?\When's some other time?\I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right? response:	Why should we need the consent of those around us
context: We'll talk about that in length some other time, okay?\When's some other time?\I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us response:	and a certificate for two people to love each other?
context: When's some other time?\I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other? response:	The human society is such a pain.
