context: Strawberry Custard Danish response:	Green Tea
context: Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun! response:	That was the flag for putting our desks together!
context: I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together! response:	I have a feeling I was able to talk to him more naturally
context: Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally response:	before he knew who I really was.
context: Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was. response:	I want to go back to those days...
context: Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days... response:	Oh, but he did mention that I was too sparkly and bright,
context: I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright, response:	which made me unapproachable.
context: Okay, I'll go make a copy.\Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable. response:	That means...
context: Stupid Ohta-kun!\That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means... response:	I should go back to that look.
context: That was the flag for putting our desks together!\I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means...\I should go back to that look. response:	Sacrificing everything I've gained in the name of love
context: I have a feeling I was able to talk to him more naturally\before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love response:	is one way to resolve this, I guess...
context: before he knew who I really was.\I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess... response:	I don't really get it, but it sounds very mature for some reason!
context: I want to go back to those days...\Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason! response:	What a horrible thing to say!
context: Oh, but he did mention that I was too sparkly and bright,\which made me unapproachable.\That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say! response:	I can't do such a thing!
context: which made me unapproachable.\That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing! response:	Is something wrong?
context: That means...\I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing!\Is something wrong? response:	M-Miyano-san...
context: I should go back to that look.\Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing!\Is something wrong?\M-Miyano-san... response:	Oh, it's nothing big...
context: Sacrificing everything I've gained in the name of love\is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing!\Is something wrong?\M-Miyano-san...\Oh, it's nothing big... response:	Just having problems getting along with someone.
context: is one way to resolve this, I guess...\I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing!\Is something wrong?\M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone. response:	Maybe I'm hard to open up to.
context: I don't really get it, but it sounds very mature for some reason!\What a horrible thing to say!\I can't do such a thing!\Is something wrong?\M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to. response:	That's not true!
context: What a horrible thing to say!\I can't do such a thing!\Is something wrong?\M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true! response:	You're a wonderful person, Shiraishi-san!
context: I can't do such a thing!\Is something wrong?\M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san! response:	Please have more faith in yourself!
context: Is something wrong?\M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself! response:	Don't worry! The harder you work, the luckier you'll be!
context: M-Miyano-san...\Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be! response:	I'll cheer you on!
context: Oh, it's nothing big...\Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on! response:	Miyano-san...
context: Just having problems getting along with someone.\Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san... response:	Yeah, you're right. Hard work will pay off.
context: Maybe I'm hard to open up to.\That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off. response:	Thank you, Miyano-san.
context: That's not true!\You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san. response:	I'll try my best to make this roma
context: You're a wonderful person, Shiraishi-san!\Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma response:	th-this friendship a success!
context: Please have more faith in yourself!\Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success! response:	That's the spirit! Take the initiative and get closer!
context: Don't worry! The harder you work, the luckier you'll be!\I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer! response:	3 days later
context: I'll cheer you on!\Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later response:	Um, Shiraishi-san...
context: Miyano-san...\Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san... response:	Yes?!
context: Yeah, you're right. Hard work will pay off.\Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san...\Yes?! response:	I'm sorry to make you go out of your way for me so much.
context: Thank you, Miyano-san.\I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much. response:	There's no need to bother yourself with me.
context: I'll try my best to make this roma\th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me. response:	I like being alone.
context: th-this friendship a success!\That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone. response:	It backfired!
context: That's the spirit! Take the initiative and get closer!\3 days later\Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone.\It backfired! response:	It's over... It's all over...
context: 3 days later\Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone.\It backfired!\It's over... It's all over... response:	I always believed that if you try hard, learn, and never give up,
context: Um, Shiraishi-san...\Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone.\It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up, response:	you can accomplish anything, and that's what I've always done.
context: Yes?!\I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone.\It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done. response:	But I guess people's feelings just don't work that way.
context: I'm sorry to make you go out of your way for me so much.\There's no need to bother yourself with me.\I like being alone.\It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way. response:	How do you overcome something that can't be resolved with effort?
context: There's no need to bother yourself with me.\I like being alone.\It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort? response:	That's easy.
context: I like being alone.\It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy. response:	If it can't be resolved with effort, then don't put any in.
context: It backfired!\It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in. response:	T-T-T-Tanaka-kun, you were here all this time?!
context: It's over... It's all over...\I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?! response:	I thought I was alone, so I...
context: I always believed that if you try hard, learn, and never give up,\you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I... response:	I fell asleep...
context: you can accomplish anything, and that's what I've always done.\But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep... response:	And Ohta went home already because his sister is sick.
context: But I guess people's feelings just don't work that way.\How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick. response:	I don't know exactly what's going on,
context: How do you overcome something that can't be resolved with effort?\That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on, response:	but isn't it okay to fail?
context: That's easy.\If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail? response:	Because even if you fail today, there's still tomorrow,
context: If it can't be resolved with effort, then don't put any in.\T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow, response:	or the day after that, if necessary.
context: T-T-T-Tanaka-kun, you were here all this time?!\I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary. response:	It may even get resolved a year from now.
context: I thought I was alone, so I...\I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now. response:	Life is long, so even if you can't do anything about it now,
context: I fell asleep...\And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now, response:	it will work out in the end, somehow.
context: And Ohta went home already because his sister is sick.\I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow. response:	You don't sound convincing at all.
context: I don't know exactly what's going on,\but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all. response:	That was just sort of flaky and unreliable... Totally irresponsible.
context: but isn't it okay to fail?\Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible. response:	Well, that's the type of person I am.
context: Because even if you fail today, there's still tomorrow,\or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am. response:	But I'm starting to feel like things will work out. I feel better now.
context: or the day after that, if necessary.\It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now. response:	To think I was in such a hurry to get closer to someone this laid-back...
context: It may even get resolved a year from now.\Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back... response:	I didn't know anything about Tanaka-kun.
context: Life is long, so even if you can't do anything about it now,\it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun. response:	Thank you, Tanaka-kun.
context: it will work out in the end, somehow.\You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun. response:	I'll take my time and stop rushing things.
context: You don't sound convincing at all.\That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things. response:	Hey, hey, Shimura. That's Tanaka, right?
context: That was just sort of flaky and unreliable... Totally irresponsible.\Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right? response:	N-No way!
context: Well, that's the type of person I am.\But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way! response:	Tanaka!
context: But I'm starting to feel like things will work out. I feel better now.\To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka! response:	How dare you take the first step up the stairway to adulthood before me?!
context: To think I was in such a hurry to get closer to someone this laid-back...\I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?! response:	Huh? I don't know what you mean,
context: I didn't know anything about Tanaka-kun.\Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean, response:	but I'd rather take the elevator to adulthood if I have to go up.
context: Thank you, Tanaka-kun.\I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up. response:	I don't like stairs.
context: I'll take my time and stop rushing things.\Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs. response:	Don't tell me... You've already reached the kissing step?!
context: Hey, hey, Shimura. That's Tanaka, right?\N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?! response:	No, I just meant it's a pain to climb up stairs.
context: N-No way!\Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs. response:	What?
context: Tanaka!\How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What? response:	Don't play dumb! I'm gonna have to go all-out to celebrate with you now!
context: How dare you take the first step up the stairway to adulthood before me?!\Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now! response:	I'm so jealous, damn you!
context: Huh? I don't know what you mean,\but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you! response:	Calm down, Shimura!
context: but I'd rather take the elevator to adulthood if I have to go up.\I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura! response:	What the heck happened?
context: I don't like stairs.\Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened? response:	Tanaka... has a girlfriend!
context: Don't tell me... You've already reached the kissing step?!\No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend! response:	Huh? A girlfriend?!
context: No, I just meant it's a pain to climb up stairs.\What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?! response:	What?
context: What?\Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?!\What? response:	We saw it.
context: Don't play dumb! I'm gonna have to go all-out to celebrate with you now!\I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?!\What?\We saw it. response:	Tanaka was walking with a quiet-looking girl with glasses and braided hair.
context: I'm so jealous, damn you!\Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?!\What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair. response:	Braided? Oh...
context: Calm down, Shimura!\What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?!\What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh... response:	No, that wasn't my girlfriend...
context: What the heck happened?\Tanaka... has a girlfriend!\Huh? A girlfriend?!\What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend... response:	Don't be so modest. If she's not your girlfriend, then who is she?
context: Tanaka... has a girlfriend!\Huh? A girlfriend?!\What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she? response:	It was Shirai
context: Huh? A girlfriend?!\What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai response:	Um, can you please keep this look a secret from everyone else?
context: What?\We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else? response:	A friend.
context: We saw it.\Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend. response:	A friend?
context: Tanaka was walking with a quiet-looking girl with glasses and braided hair.\Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend.\A friend? response:	I can't see you going to the trouble of making friends with someone from another class.
context: Braided? Oh...\No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class. response:	And a girl, at that.
context: No, that wasn't my girlfriend...\Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that. response:	I see. You make a good point.
context: Don't be so modest. If she's not your girlfriend, then who is she?\It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point. response:	Then she was my sister.
context: It was Shirai\Um, can you please keep this look a secret from everyone else?\A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point.\Then she was my sister. response:	Hang on. If you're gonna lie, at least put some effort into it.
context: Um, can you please keep this look a secret from everyone else?\A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it. response:	Wh-What should I do?
context: A friend.\A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do? response:	The old-model Shiraishi is suddenly the one drawing attention!
context: A friend?\I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention! response:	And, on the other hand,
context: I can't see you going to the trouble of making friends with someone from another class.\And a girl, at that.\I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand, response:	I'm kind of happy they think I'm Tanaka-kun's girlfriend...
context: And a girl, at that.\I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend... response:	But...
context: I see. You make a good point.\Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But... response:	You've got it all wrong...
context: Then she was my sister.\Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong... response:	Come on, come on. Fess up already.
context: Hang on. If you're gonna lie, at least put some effort into it.\Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong...\Come on, come on. Fess up already. response:	Tanaka-kun needs help...
context: Wh-What should I do?\The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help... response:	Sh-Shimura-kun!
context: The old-model Shiraishi is suddenly the one drawing attention!\And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun! response:	Tanaka-kun is denying it,
context: And, on the other hand,\I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it, response:	so maybe she really was just a friend?
context: I'm kind of happy they think I'm Tanaka-kun's girlfriend...\But...\You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend? response:	Non, non, non. Don't worry, Shiraishi-san.
context: But...\You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san. response:	He's only saying that to hide his embarrassment.
context: You've got it all wrong...\Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment. response:	The fact that he keeps denying it proves it.
