context: Episode 13: Memories to Come response:	Shisogapo, Lumpur International Airport
context: Hey, are you all right?\Are you the enemy...\So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started, response:	So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...
context: Are you the enemy...\So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little... response:	and he is said to have been captured at that time.
context: So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time. response:	According to government reports, this attack has killed at least 10 city legislators and injured 20 more.
context: Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more. response:	It is necessary to rest one's body every so often...
context: That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often... response:	Currently at the capital
context: Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital response:	The government has announced this morning that the leader of the coup d'etat,
context: They have announced that they have captured Mayor Muscle of their capital Hassan.\According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat, response:	Mofsen bin Yagid, has agreed to unconditional surrender.
context: According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,\So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender. response:	The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,
context: So I'm going here tomorrow... Once in a while, even if I have to force myself, I should sleep a little...\and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children, response:	What?
context: and he is said to have been captured at that time.\According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What? response:	What's going on?
context: According to government reports, this attack has killed at least 10 city legislators and injured 20 more.\It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on? response:	but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.
context: It is necessary to rest one's body every so often...\Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages. response:	What?
context: Currently at the capital\The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What? response:	With that, the coup d'etat forces
context: The government has announced this morning that the leader of the coup d'etat,\Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces response:	Did I do this?
context: Mofsen bin Yagid, has agreed to unconditional surrender.\The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces\Did I do this? response:	agreed that the syndicate led by Mofsen will not be further prosecuted...
context: The ongoing combat within the capital from last year were by a syndicate that was comprised of primarily children,\What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted... response:	This isn't good... My memory is starting to muddle...
context: What?\What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle... response:	So I shouldn't sleep after all...
context: What's going on?\but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all... response:	Southern Italy
context: but due to a skirmish yesterday instigated by a mysterious individual, it seems they have suffered major damages.\What?\With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy response:	What in the world am I doing here...?
context: What?\With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...? response:	Why am I in a battlefield..?
context: With that, the coup d'etat forces\Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..? response:	What is this?
context: Did I do this?\agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..?\What is this? response:	That's right... I made a promise...
context: agreed that the syndicate led by Mofsen will not be further prosecuted...\This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..?\What is this?\That's right... I made a promise... response:	That I would plunder every last ability in the world, and then return to her...
context: This isn't good... My memory is starting to muddle...\So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..?\What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her... response:	Her..?
context: So I shouldn't sleep after all...\Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..?\What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..? response:	Who was she..?
context: Southern Italy\What in the world am I doing here...?\Why am I in a battlefield..?\What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..? response:	I'm sure she was someone very dear to me...
context: What in the world am I doing here...?\Why am I in a battlefield..?\What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..?\I'm sure she was someone very dear to me... response:	But I can't remember who...
context: Why am I in a battlefield..?\What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who... response:	Russian Federation
context: What is this?\That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation response:	Hmm... So someone with the explosion ability will show up there...
context: That's right... I made a promise...\That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there... response:	I see! So you're that Reaper!
context: That I would plunder every last ability in the world, and then return to her...\Her..?\Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper! response:	Then, you can die off together with our principles!
context: Her..?\Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles! response:	What the... Dammit...
context: Who was she..?\I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit... response:	That ability only gives people misfortune.
context: I'm sure she was someone very dear to me...\But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune. response:	A city in the United Kingdom
context: But I can't remember who...\Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom response:	A city in Sicily
context: Russian Federation\Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily response:	One-eyed..?
context: Hmm... So someone with the explosion ability will show up there...\I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily\One-eyed..? response:	Can it be... The Reaper?
context: I see! So you're that Reaper!\Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily\One-eyed..?\Can it be... The Reaper? response:	Yeah, I'm the Reaper.
context: Then, you can die off together with our principles!\What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily\One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper. response:	Manhattan, New York
context: What the... Dammit...\That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily\One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York response:	Hello! Reaper here!
context: That ability only gives people misfortune.\A city in the United Kingdom\A city in Sicily\One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here! response:	Arizona
context: A city in the United Kingdom\A city in Sicily\One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here!\Arizona response:	This is too tough for me... I don't want to do this...
context: A city in Sicily\One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this... response:	Who the hell came up with such a huge task, and why did it end up that I had to do it..?
context: One-eyed..?\Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..? response:	This is enough, right? I'm tired now! Someone take over for me!
context: Can it be... The Reaper?\Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me! response:	I thought of something good.
context: Yeah, I'm the Reaper.\Manhattan, New York\Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good. response:	Maybe I'll just take over this entire Earth!
context: Manhattan, New York\Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth! response:	After all, I'm omnipotent!
context: Hello! Reaper here!\Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent! response:	I am God! I decide everything! That's what I'll do!
context: Arizona\This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do! response:	What is this? It's filthy.
context: This is too tough for me... I don't want to do this...\Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy. response:	Why is it...?
context: Who the hell came up with such a huge task, and why did it end up that I had to do it..?\This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...? response:	Why am I regretting kicking this thing...?
context: This is enough, right? I'm tired now! Someone take over for me!\I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...? response:	Why am I crying because of it..?
context: I thought of something good.\Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..? response:	What's up with this... I still need to keep doing my best...?
context: Maybe I'll just take over this entire Earth!\After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...? response:	Siberia, Irkutsk
context: After all, I'm omnipotent!\I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk response:	I-It's the Reaper!
context: I am God! I decide everything! That's what I'll do!\What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper! response:	Southern Cambodia
context: What is this? It's filthy.\Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia response:	Gimme that!
context: Why is it...?\Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia\Gimme that! response:	Turkey Northern Research Base
context: Why am I regretting kicking this thing...?\Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia\Gimme that!\Turkey Northern Research Base response:	Why won't any of it hit?
context: Why am I crying because of it..?\What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia\Gimme that!\Turkey Northern Research Base\Why won't any of it hit? response:	Is that a monster?
context: What's up with this... I still need to keep doing my best...?\Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia\Gimme that!\Turkey Northern Research Base\Why won't any of it hit?\Is that a monster? response:	That's the One-Eyed Grim Reaper! There's no way we can win!
context: Siberia, Irkutsk\I-It's the Reaper!\Southern Cambodia\Gimme that!\Turkey Northern Research Base\Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win! response:	Out of my way!
context: I-It's the Reaper!\Southern Cambodia\Gimme that!\Turkey Northern Research Base\Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way! response:	That surely defeated him!
context: Southern Cambodia\Gimme that!\Turkey Northern Research Base\Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him! response:	You're kidding me! That was an RPG!
context: Gimme that!\Turkey Northern Research Base\Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him!\You're kidding me! That was an RPG! response:	You saved us.
context: Turkey Northern Research Base\Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him!\You're kidding me! That was an RPG!\You saved us. response:	Thank you.
context: Why won't any of it hit?\Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him!\You're kidding me! That was an RPG!\You saved us.\Thank you. response:	We appreciate it!
context: Is that a monster?\That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him!\You're kidding me! That was an RPG!\You saved us.\Thank you.\We appreciate it! response:	Southeastern Australia
context: That's the One-Eyed Grim Reaper! There's no way we can win!\Out of my way!\That surely defeated him!\You're kidding me! That was an RPG!\You saved us.\Thank you.\We appreciate it!\Southeastern Australia response:	Beijing
context: Out of my way!\That surely defeated him!\You're kidding me! That was an RPG!\You saved us.\Thank you.\We appreciate it!\Southeastern Australia\Beijing response:	It's close to here...
context: That surely defeated him!\You're kidding me! That was an RPG!\You saved us.\Thank you.\We appreciate it!\Southeastern Australia\Beijing\It's close to here... response:	I did it!
context: You're kidding me! That was an RPG!\You saved us.\Thank you.\We appreciate it!\Southeastern Australia\Beijing\It's close to here...\I did it! response:	I finally got that Reaper!
context: You saved us.\Thank you.\We appreciate it!\Southeastern Australia\Beijing\It's close to here...\I did it!\I finally got that Reaper! response:	You shouldn't pick on the weak!
context: Thank you.\We appreciate it!\Southeastern Australia\Beijing\It's close to here...\I did it!\I finally got that Reaper!\You shouldn't pick on the weak! response:	Pick on the weak? Do you know who the hell that is?
context: We appreciate it!\Southeastern Australia\Beijing\It's close to here...\I did it!\I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is? response:	I don't know!
context: Southeastern Australia\Beijing\It's close to here...\I did it!\I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know! response:	But you can't do something like that!
context: Beijing\It's close to here...\I did it!\I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that! response:	That guy has a huge bounty on his head! If I nab him, I get a ton of cash!
context: It's close to here...\I did it!\I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash! response:	Even then, you shouldn't!
context: I did it!\I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't! response:	Then, I guess you'll have to see some pain as well.
context: I finally got that Reaper!\You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well. response:	Do as you like! I will never stand aside!
context: You shouldn't pick on the weak!\Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside! response:	What is that?
context: Pick on the weak? Do you know who the hell that is?\I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that? response:	Of all things...
context: I don't know!\But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that?\Of all things... response:	The ability of the very last ability-wielder... was the power of courage, huh...
context: But you can't do something like that!\That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh... response:	But that is merely reckless valor... You were about to die there.
context: That guy has a huge bounty on his head! If I nab him, I get a ton of cash!\Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there. response:	You should go home.
context: Even then, you shouldn't!\Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home. response:	Y-You shouldn't!
context: Then, I guess you'll have to see some pain as well.\Do as you like! I will never stand aside!\What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't! response:	You are a girl with more than enough courage. So, you should be on your way.
context: Do as you like! I will never stand aside!\What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way. response:	T-Then, I'll go call for help! I'll make sure to come back!
context: What is that?\Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back! response:	It's all over...
context: Of all things...\The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over... response:	I promised...
context: The ability of the very last ability-wielder... was the power of courage, huh...\But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised... response:	I need to get back...
context: But that is merely reckless valor... You were about to die there.\You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised...\I need to get back... response:	It's all over, so I need to get back...
context: You should go home.\Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised...\I need to get back...\It's all over, so I need to get back... response:	I accomplished everything... so I need to get back...
context: Y-You shouldn't!\You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised...\I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back... response:	Get back...? To where..?
context: You are a girl with more than enough courage. So, you should be on your way.\T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised...\I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..? response:	I need to get back...
context: T-Then, I'll go call for help! I'll make sure to come back!\It's all over...\I promised...\I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back... response:	I must have made a promise...
context: It's all over...\I promised...\I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back...\I must have made a promise... response:	Now I can spend the rest of my life fooling around.
context: I promised...\I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around. response:	W-What is that?
context: I need to get back...\It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that? response:	Yu!
context: It's all over, so I need to get back...\I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that?\Yu! response:	Are you finally awake?
context: I accomplished everything... so I need to get back...\Get back...? To where..?\I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that?\Yu!\Are you finally awake? response:	Thank you for all the hard work.
context: Get back...? To where..?\I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that?\Yu!\Are you finally awake?\Thank you for all the hard work. response:	You kept our promise.
context: I need to get back...\I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that?\Yu!\Are you finally awake?\Thank you for all the hard work.\You kept our promise. response:	Ouch...
context: I must have made a promise...\Now I can spend the rest of my life fooling around.\W-What is that?\Yu!\Are you finally awake?\Thank you for all the hard work.\You kept our promise.\Ouch... response:	Your life is not in danger.
context: Now I can spend the rest of my life fooling around.\W-What is that?\Yu!\Are you finally awake?\Thank you for all the hard work.\You kept our promise.\Ouch...\Your life is not in danger. response:	But, you need to quietly rest for a while.
context: W-What is that?\Yu!\Are you finally awake?\Thank you for all the hard work.\You kept our promise.\Ouch...\Your life is not in danger.\But, you need to quietly rest for a while. response:	Okay...
context: Yu!\Are you finally awake?\Thank you for all the hard work.\You kept our promise.\Ouch...\Your life is not in danger.\But, you need to quietly rest for a while.\Okay... response:	By the way, who are you?
context: Are you finally awake?\Thank you for all the hard work.\You kept our promise.\Ouch...\Your life is not in danger.\But, you need to quietly rest for a while.\Okay...\By the way, who are you? response:	So that's how things roll...
context: Thank you for all the hard work.\You kept our promise.\Ouch...\Your life is not in danger.\But, you need to quietly rest for a while.\Okay...\By the way, who are you?\So that's how things roll... response:	Of course, it's understandable.
context: You kept our promise.\Ouch...\Your life is not in danger.\But, you need to quietly rest for a while.\Okay...\By the way, who are you?\So that's how things roll...\Of course, it's understandable. response:	Since you plundered thousands -tens of thousands - of abilities...
context: Ouch...\Your life is not in danger.\But, you need to quietly rest for a while.\Okay...\By the way, who are you?\So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities... response:	It's a blessing that you can even talk.
context: Your life is not in danger.\But, you need to quietly rest for a while.\Okay...\By the way, who are you?\So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk. response:	I am...
context: But, you need to quietly rest for a while.\Okay...\By the way, who are you?\So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am... response:	A lover? Even though I don't recognize you at all?
context: Okay...\By the way, who are you?\So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all? response:	That hurts... a lot more than I expected.
