context: It's like the report said... response:	The entire village is devastated,
context: Even if that's true, it's no use!\We'll do it later!\Huh?!\Our chance of succeeding is way too low!\How will you get Christa out of that formation?\Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors? response:	No! I don't trust you!
context: We'll do it later!\Huh?!\Our chance of succeeding is way too low!\How will you get Christa out of that formation?\Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you! response:	Trust me! Christa is indispensable to us, too!
context: Huh?!\Our chance of succeeding is way too low!\How will you get Christa out of that formation?\Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too! response:	Then get her now! Go prove it to me this instant!
context: Our chance of succeeding is way too low!\How will you get Christa out of that formation?\Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant! response:	It has to be now or never!
context: How will you get Christa out of that formation?\Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never! response:	I want to see her right now!
context: Wait for a chance!\Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now! response:	At this rate... I'll never get a chance...
context: Wait for a chance?\Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance... response:	to see her again.
context: Seriously? Will that be after I'm eaten by one of your warriors?\No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance...\to see her again. response:	Information Available for Public Disclosure Ymir's Hometown
context: No! I don't trust you!\Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown response:	It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.
context: Trust me! Christa is indispensable to us, too!\Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls. response:	It's impossible.
context: Then get her now! Go prove it to me this instant!\It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible. response:	I'm sorry, Ymir.
context: It has to be now or never!\I want to see her right now!\At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir. response:	We don't even know if we can escape ourselves, let alone go back for her.
context: I want to see her right now!\At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her. response:	I promise you!
context: At this rate... I'll never get a chance...\to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you! response:	If anyone, it's Christa I want to save from this conflict!
context: to see her again.\Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict! response:	You have to trust us! So just bear with it!
context: Information Available for Public Disclosure Ymir's Hometown\It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it! response:	This is for Christa's own sake! Got it, Ymir?!
context: It is not known where Ymir's hometown is located. However, its location is most certainly outside the confines of the walls.\It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?! response:	Is it... really for Christa's sake?
context: It's impossible.\I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake? response:	Yeah!
context: I'm sorry, Ymir.\We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah! response:	Fine...
context: We don't even know if we can escape ourselves, let alone go back for her.\I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah!\Fine... response:	Thank you.
context: I promise you!\If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah!\Fine...\Thank you. response:	It's happening again, Christa...
context: If anyone, it's Christa I want to save from this conflict!\You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah!\Fine...\Thank you.\It's happening again, Christa... response:	I've come this far...
context: You have to trust us! So just bear with it!\This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah!\Fine...\Thank you.\It's happening again, Christa...\I've come this far... response:	Will I have to lie to myself again?
context: This is for Christa's own sake! Got it, Ymir?!\Is it... really for Christa's sake?\Yeah!\Fine...\Thank you.\It's happening again, Christa...\I've come this far...\Will I have to lie to myself again? response:	Hey... Here's a promising one.
context: Is it... really for Christa's sake?\Yeah!\Fine...\Thank you.\It's happening again, Christa...\I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one. response:	How's this kid?
context: Yeah!\Fine...\Thank you.\It's happening again, Christa...\I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid? response:	Yeah.
context: Fine...\Thank you.\It's happening again, Christa...\I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid?\Yeah. response:	Hey, you there. You're going to come live with us from now on.
context: Thank you.\It's happening again, Christa...\I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on. response:	You'll be able to live a brand-new life now.
context: It's happening again, Christa...\I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now. response:	A brand-new life... needs a brand-new name.
context: I've come this far...\Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name. response:	Understand?
context: Will I have to lie to myself again?\Hey... Here's a promising one.\How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand? response:	That day... was the first time I lied to myself.
context: Hey... Here's a promising one.\How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself. response:	From that point on, I convinced myself... that I never had a choice.
context: How's this kid?\Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice. response:	But...
context: Yeah.\Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But... response:	It is this Lady Ymir who inherits the blood of the king.
context: Hey, you there. You're going to come live with us from now on.\You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king. response:	As long as Lady Ymir is with us, we will be blessed with immortality.
context: You'll be able to live a brand-new life now.\A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality. response:	Lady Ymir!
context: A brand-new life... needs a brand-new name.\Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir! response:	To be honest... it wasn't all that bad.
context: Understand?\That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad. response:	My food wasn't cold anymore...
context: That day... was the first time I lied to myself.\From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore... response:	And neither was my bed off the ground.
context: From that point on, I convinced myself... that I never had a choice.\But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground. response:	Lady Ymir.
context: But...\It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir. response:	But more than all... was the feeling of being needed by someone.
context: It is this Lady Ymir who inherits the blood of the king.\As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone. response:	I served a purpose in someone's life for the first time ever.
context: As long as Lady Ymir is with us, we will be blessed with immortality.\Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever. response:	To me, that was more precious than anything else.
context: Lady Ymir!\To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else. response:	But then, one day...
context: To be honest... it wasn't all that bad.\My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day... response:	It's her! She's the one who did it!
context: My food wasn't cold anymore...\And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it! response:	She told us she has the blood of the king! All we did was believe her!
context: And neither was my bed off the ground.\Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her! response:	I was cruelly reminded that everything in my life...
context: Lady Ymir.\But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life... response:	Is that right?
context: But more than all... was the feeling of being needed by someone.\I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right? response:	N-N-
context: I served a purpose in someone's life for the first time ever.\To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right?\N-N- response:	It's true.
context: To me, that was more precious than anything else.\But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right?\N-N-\It's true. response:	I am Ymir! The blood of the king runs through me!
context: But then, one day...\It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right?\N-N-\It's true.\I am Ymir! The blood of the king runs through me! response:	And once again... I told more lies.
context: It's her! She's the one who did it!\She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right?\N-N-\It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies. response:	If that's what it took to save everyone else...
context: She told us she has the blood of the king! All we did was believe her!\I was cruelly reminded that everything in my life...\Is that right?\N-N-\It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else... response:	However...
context: I was cruelly reminded that everything in my life...\Is that right?\N-N-\It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else...\However... response:	Things didn't work that way.
context: Is that right?\N-N-\It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else...\However...\Things didn't work that way. response:	No!
context: N-N-\It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else...\However...\Things didn't work that way.\No! response:	Stop... Please, stop! I'm begging you!
context: It's true.\I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else...\However...\Things didn't work that way.\No!\Stop... Please, stop! I'm begging you! response:	That's when I knew...
context: I am Ymir! The blood of the king runs through me!\And once again... I told more lies.\If that's what it took to save everyone else...\However...\Things didn't work that way.\No!\Stop... Please, stop! I'm begging you!\That's when I knew... response:	This was my punishment.
context: And once again... I told more lies.\If that's what it took to save everyone else...\However...\Things didn't work that way.\No!\Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment. response:	It's not that I was being punished for deceiving all those people.
context: If that's what it took to save everyone else...\However...\Things didn't work that way.\No!\Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people. response:	It was for convincing myself to believe... to feel needed by someone.
context: However...\Things didn't work that way.\No!\Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone. response:	It's what I deserved for continuing to lie to myself.
context: Things didn't work that way.\No!\Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself. response:	This was my punishment.
context: No!\Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment. response:	It's a Titan! Run!
context: Stop... Please, stop! I'm begging you!\That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run! response:	When I opened my eyes...
context: That's when I knew...\This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run!\When I opened my eyes... response:	If there was such a thing as fate, I can only laugh at how fickle it can be.
context: This was my punishment.\It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be. response:	And in that moment...
context: It's not that I was being punished for deceiving all those people.\It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment... response:	I was done with telling lies.
context: It was for convincing myself to believe... to feel needed by someone.\It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies. response:	I wasn't going to lie to myself anymore.
context: It's what I deserved for continuing to lie to myself.\This was my punishment.\It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore. response:	From then on, I'd live honest to myself.
context: This was my punishment.\It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself. response:	So? What ever happened with that?
context: It's a Titan! Run!\When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that? response:	She was given the name Christa Lenz and sent off to become a cadet.
context: When I opened my eyes...\If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet. response:	What a pity. She would have been better off not being born.
context: If there was such a thing as fate, I can only laugh at how fickle it can be.\And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born. response:	Are you talking about me?!
context: And in that moment...\I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?! response:	Come on, now. It makes no difference to me.
context: I was done with telling lies.\I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me. response:	And then...
context: I wasn't going to lie to myself anymore.\From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me.\And then... response:	Hey, you.
context: From then on, I'd live honest to myself.\So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me.\And then...\Hey, you. response:	So you're trying to do something nice, huh?
context: So? What ever happened with that?\She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me.\And then...\Hey, you.\So you're trying to do something nice, huh? response:	Uh...
context: She was given the name Christa Lenz and sent off to become a cadet.\What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me.\And then...\Hey, you.\So you're trying to do something nice, huh?\Uh... response:	And then I met you.
context: What a pity. She would have been better off not being born.\Are you talking about me?!\Come on, now. It makes no difference to me.\And then...\Hey, you.\So you're trying to do something nice, huh?\Uh...\And then I met you. response:	I could tell right away......that you were the same as me...
context: Are you talking about me?!\Come on, now. It makes no difference to me.\And then...\Hey, you.\So you're trying to do something nice, huh?\Uh...\And then I met you.\I could tell right away......that you were the same as me... response:	That you fed yourself lies...
context: Come on, now. It makes no difference to me.\And then...\Hey, you.\So you're trying to do something nice, huh?\Uh...\And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies... response:	Give your hearts!
context: And then...\Hey, you.\So you're trying to do something nice, huh?\Uh...\And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts! response:	Yes, Sir!
context: Hey, you.\So you're trying to do something nice, huh?\Uh...\And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts!\Yes, Sir! response:	That you were someone desperately trying to convince yourself...
context: So you're trying to do something nice, huh?\Uh...\And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself... response:	But you know, Christa...
context: Uh...\And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa... response:	That's why... I won't ask you to understand.
context: And then I met you.\I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand. response:	Just that...
context: I could tell right away......that you were the same as me...\That you fed yourself lies...\Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand.\Just that... response:	I'm sorry...
context: That you fed yourself lies...\Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand.\Just that...\I'm sorry... response:	In this environment, I'm the strongest one here.
context: Give your hearts!\Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand.\Just that...\I'm sorry...\In this environment, I'm the strongest one here. response:	Q-Quit it, Ymir!
context: Yes, Sir!\That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand.\Just that...\I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir! response:	Don't you think a forest like this is where I can shine the most? Well?
context: That you were someone desperately trying to convince yourself...\But you know, Christa...\That's why... I won't ask you to understand.\Just that...\I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well? response:	Ymir! Stop! We'll fall!
context: But you know, Christa...\That's why... I won't ask you to understand.\Just that...\I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall! response:	Do you think I care?
context: That's why... I won't ask you to understand.\Just that...\I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care? response:	If I became a Titan, I might be powerless compared to you,
context: Just that...\I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you, response:	but I can jump through the trees and move swiftly.
context: I'm sorry...\In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly. response:	I could snatch Eren away from you and go back to meet up with the Scouts...
context: In this environment, I'm the strongest one here.\Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts... response:	If you don't agree to take Christa with you right now,
context: Q-Quit it, Ymir!\Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now, response:	I'll get in your way and fight you right here.
context: Don't you think a forest like this is where I can shine the most? Well?\Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here. response:	Wh-What are you saying?! Don't you care what happens to her?!
context: Ymir! Stop! We'll fall!\Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?! response:	We can't help her that way!
context: Do you think I care?\If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way! response:	Yeah, that's fine.
context: If I became a Titan, I might be powerless compared to you,\but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine. response:	Even if it means taking her future away, I'll do what it takes to live and meet her.
context: but I can jump through the trees and move swiftly.\I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her. response:	I might be the shittiest person there ever was.
context: I could snatch Eren away from you and go back to meet up with the Scouts...\If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was. response:	You guys don't know what it's like.
context: If you don't agree to take Christa with you right now,\I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like. response:	She knows how awful I am, and yet she still smiles at me... that girl.
context: I'll get in your way and fight you right here.\Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl. response:	You...
context: Wh-What are you saying?! Don't you care what happens to her?!\We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You... response:	Don't be mad at me.
context: We can't help her that way!\Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me. response:	I have a plan for it.
context: Yeah, that's fine.\Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me.\I have a plan for it. response:	If I stay and fight, it should be easier for you to escape anyways!
context: Even if it means taking her future away, I'll do what it takes to live and meet her.\I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways! response:	Or would you rather stay and kill each other?!
