context: Spring is almost here, isn't it? response:	Yeah, spring...
context: Okay.\Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming!\Woody, thank...\Huh? response:	Akari!
context: Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming!\Woody, thank...\Huh?\Akari! response:	Spring is almost here in Neo-Venezia.
context: Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming!\Woody, thank...\Huh?\Akari!\Spring is almost here in Neo-Venezia. response:	Spring is?
context: Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming!\Woody, thank...\Huh?\Akari!\Spring is almost here in Neo-Venezia.\Spring is? response:	From the sky, you can see...
context: Delivery for the Aria Company!\Coming!\Woody, thank...\Huh?\Akari!\Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see... response:	Sounds wonderful.
context: Coming!\Woody, thank...\Huh?\Akari!\Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see...\Sounds wonderful. response:	Hmm...
context: Woody, thank...\Huh?\Akari!\Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see...\Sounds wonderful.\Hmm... response:	Here you go, this is your package.
context: Huh?\Akari!\Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see...\Sounds wonderful.\Hmm...\Here you go, this is your package. response:	Thank you very much!
context: Akari!\Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see...\Sounds wonderful.\Hmm...\Here you go, this is your package.\Thank you very much! response:	Well then, see you later.
context: Spring is almost here in Neo-Venezia.\Spring is?\From the sky, you can see...\Sounds wonderful.\Hmm...\Here you go, this is your package.\Thank you very much!\Well then, see you later. response:	Yes!
context: Spring is?\From the sky, you can see...\Sounds wonderful.\Hmm...\Here you go, this is your package.\Thank you very much!\Well then, see you later.\Yes! response:	It's addressed to you, Alicia.
context: From the sky, you can see...\Sounds wonderful.\Hmm...\Here you go, this is your package.\Thank you very much!\Well then, see you later.\Yes!\It's addressed to you, Alicia. response:	My, my. I wonder what it is?
context: Sounds wonderful.\Hmm...\Here you go, this is your package.\Thank you very much!\Well then, see you later.\Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is? response:	Bringing you spring a little early.
context: Hmm...\Here you go, this is your package.\Thank you very much!\Well then, see you later.\Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early. response:	My, it's from a customer we had during Carnevale.
context: Here you go, this is your package.\Thank you very much!\Well then, see you later.\Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale. response:	Do you remember? It's the lady who came with her daughter.
context: Thank you very much!\Well then, see you later.\Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter. response:	Ah, I remember.
context: Well then, see you later.\Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember. response:	They were from the south, right?
context: Yes!\It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right? response:	It's cherry tea and cherry jam.
context: It's addressed to you, Alicia.\My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam. response:	Might as well... Why don't we invite everyone over?
context: My, my. I wonder what it is?\Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over? response:	What a great idea!
context: Bringing you spring a little early.\My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea! response:	It's slow this time of year, so Akira and Athena might be able to join us, too.
context: My, it's from a customer we had during Carnevale.\Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too. response:	I'll try calling them.
context: Do you remember? It's the lady who came with her daughter.\Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them. response:	My, my.
context: Ah, I remember.\They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my. response:	Seeing Neo-Venezia after Carnevale...
context: They were from the south, right?\It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale... response:	It's the true face of Neo-Venezia.
context: It's cherry tea and cherry jam.\Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia. response:	I see...
context: Might as well... Why don't we invite everyone over?\What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see... response:	If I think of it that way, it doesn't feel lonely at all.
context: What a great idea!\It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all. response:	My, my. If I think of it that way, it doesn't feel lonely at all.
context: It's slow this time of year, so Akira and Athena might be able to join us, too.\I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all. response:	My, my.
context: I'll try calling them.\My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my. response:	We're back! We're back!
context: My, my.\Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back! response:	How did it go, President Aria?
context: Seeing Neo-Venezia after Carnevale...\It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back!\How did it go, President Aria? response:	Did you catch any fi...
context: It's the true face of Neo-Venezia.\I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back!\How did it go, President Aria?\Did you catch any fi... response:	Oh, no!
context: I see...\If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back!\How did it go, President Aria?\Did you catch any fi...\Oh, no! response:	What happened, President Aria?
context: If I think of it that way, it doesn't feel lonely at all.\My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back!\How did it go, President Aria?\Did you catch any fi...\Oh, no!\What happened, President Aria? response:	Please pull yourself together!
context: My, my. If I think of it that way, it doesn't feel lonely at all.\My, my.\We're back! We're back!\How did it go, President Aria?\Did you catch any fi...\Oh, no!\What happened, President Aria?\Please pull yourself together! response:	President Aria, could you help us with this next?
context: My, my.\We're back! We're back!\How did it go, President Aria?\Did you catch any fi...\Oh, no!\What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next? response:	Alicia, I'll make the cookies.
context: We're back! We're back!\How did it go, President Aria?\Did you catch any fi...\Oh, no!\What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies. response:	Yes, please do.
context: How did it go, President Aria?\Did you catch any fi...\Oh, no!\What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do. response:	Hello! Hello!
context: Did you catch any fi...\Oh, no!\What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello! response:	Coming!
context: Oh, no!\What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello!\Coming! response:	Oh, something smells delicious.
context: What happened, President Aria?\Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello!\Coming!\Oh, something smells delicious. response:	Please come upstairs.
context: Please pull yourself together!\President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello!\Coming!\Oh, something smells delicious.\Please come upstairs. response:	Coming in!
context: President Aria, could you help us with this next?\Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello!\Coming!\Oh, something smells delicious.\Please come upstairs.\Coming in! response:	Thank you for inviting us today.
context: Alicia, I'll make the cookies.\Yes, please do.\Hello! Hello!\Coming!\Oh, something smells delicious.\Please come upstairs.\Coming in!\Thank you for inviting us today. response:	Athena's still working, but she said she'd come when she's done.
context: Yes, please do.\Hello! Hello!\Coming!\Oh, something smells delicious.\Please come upstairs.\Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done. response:	President Maa, President Aria's pudgy-wudgy tummy isn't a snack.
context: Hello! Hello!\Coming!\Oh, something smells delicious.\Please come upstairs.\Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack. response:	Okay everyone, let's have a seat.
context: Coming!\Oh, something smells delicious.\Please come upstairs.\Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat. response:	Akari, could you bring the tea, please?
context: Oh, something smells delicious.\Please come upstairs.\Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please? response:	Okay!
context: Please come upstairs.\Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay! response:	So that's the cherry jam?
context: Coming in!\Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay!\So that's the cherry jam? response:	I'm really looking forward to it.
context: Thank you for inviting us today.\Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay!\So that's the cherry jam?\I'm really looking forward to it. response:	My, my.
context: Athena's still working, but she said she'd come when she's done.\President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay!\So that's the cherry jam?\I'm really looking forward to it.\My, my. response:	We've made a bunch of things, so have as much as you like.
context: President Maa, President Aria's pudgy-wudgy tummy isn't a snack.\Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay!\So that's the cherry jam?\I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like. response:	Yay! Alicia's homemade cooking!
context: Okay everyone, let's have a seat.\Akari, could you bring the tea, please?\Okay!\So that's the cherry jam?\I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking! response:	We brought walnut bread, too.
context: Akari, could you bring the tea, please?\Okay!\So that's the cherry jam?\I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too. response:	Thank you, Akira!
context: Okay!\So that's the cherry jam?\I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira! response:	Smells like spring... Thank you, Akira!
context: So that's the cherry jam?\I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira! response:	Smells like spring...
context: I'm really looking forward to it.\My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring... response:	All right! First, we need to wash our hands and gargle.
context: My, my.\We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle. response:	For Primas, keeping in good health is an important part of the job.
context: We've made a bunch of things, so have as much as you like.\Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job. response:	Right! Right!
context: Yay! Alicia's homemade cooking!\We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right! response:	All right, me first!
context: We brought walnut bread, too.\Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first! response:	You're really a cheater!
context: Thank you, Akira!\Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first!\You're really a cheater! response:	I can't lose to Pony-boy, but I can't lose to Junior, either.
context: Smells like spring... Thank you, Akira!\Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either. response:	Aika...
context: Smells like spring...\All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika... response:	Yes? Aika...
context: All right! First, we need to wash our hands and gargle.\For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika... response:	You're so childish.
context: For Primas, keeping in good health is an important part of the job.\Right! Right!\All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika...\You're so childish. response:	Wha-?! You're so childish.
context: Right! Right!\All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika...\You're so childish.\Wha-?! You're so childish. response:	It smells great.
context: All right, me first!\You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika...\You're so childish.\Wha-?! You're so childish.\It smells great. response:	It makes it feel like spring, doesn't it?
context: You're really a cheater!\I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika...\You're so childish.\Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it? response:	This is the first time I've had cherry jam.
context: I can't lose to Pony-boy, but I can't lose to Junior, either.\Aika...\Yes? Aika...\You're so childish.\Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam. response:	My, my. Did you want some more tea, President Aria?
context: Aika...\Yes? Aika...\You're so childish.\Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria? response:	Ah, you'd like more bread, too? Sure.
context: Yes? Aika...\You're so childish.\Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure. response:	My, my.
context: You're so childish.\Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my. response:	Alicia, what kind of person was the customer who sent you this cherry tea?
context: Wha-?! You're so childish.\It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea? response:	It was a mother and daughter who were very close.
context: It smells great.\It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close. response:	Right, and also...
context: It makes it feel like spring, doesn't it?\This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also... response:	The building on your right is Palazzo Ducale.
context: This is the first time I've had cherry jam.\My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale. response:	And straight across is the Piazzetta of Piazza San Marco.
context: My, my. Did you want some more tea, President Aria?\Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco. response:	Once we leave this canal, the wind will become colder, so please be careful.
context: Ah, you'd like more bread, too? Sure.\My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful. response:	Neo-Venezia really is a wonderful place, isn't it?
context: My, my.\Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it? response:	You've always wanted to come here, Mother.
context: Alicia, what kind of person was the customer who sent you this cherry tea?\It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother. response:	But I guess I should have brought you when the weather was a little warmer.
context: It was a mother and daughter who were very close.\Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer. response:	I chose a bad time to come.
context: Right, and also...\The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come. response:	Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.
context: The building on your right is Palazzo Ducale.\And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come. response:	Not at all, I'm happy we came. We hardly ever see snow back home.
context: And straight across is the Piazzetta of Piazza San Marco.\Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. response:	Ma'am.
context: Once we leave this canal, the wind will become colder, so please be careful.\Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am. response:	Your daughter and Neo-Venezia have a wonderful gift for you.
context: Neo-Venezia really is a wonderful place, isn't it?\You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you. response:	My, what it could be?
context: You've always wanted to come here, Mother.\But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be? response:	Please hold out your hand.
context: But I guess I should have brought you when the weather was a little warmer.\I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand. response:	My hand?
context: I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand.\My hand? response:	Like this?
context: Not at all, I'm happy we came. We hardly ever see snow back home. I chose a bad time to come.\Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand.\My hand?\Like this? response:	Oh, my!
context: Not at all, I'm happy we came. We hardly ever see snow back home.\Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand.\My hand?\Like this?\Oh, my! response:	Snow!
context: Ma'am.\Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand.\My hand?\Like this?\Oh, my!\Snow! response:	It's snowing!
context: Your daughter and Neo-Venezia have a wonderful gift for you.\My, what it could be?\Please hold out your hand.\My hand?\Like this?\Oh, my!\Snow!\It's snowing! response:	It's beautiful.
context: My, what it could be?\Please hold out your hand.\My hand?\Like this?\Oh, my!\Snow!\It's snowing!\It's beautiful. response:	Yes, it sure is.
context: Please hold out your hand.\My hand?\Like this?\Oh, my!\Snow!\It's snowing!\It's beautiful.\Yes, it sure is. response:	What a wonderful gift!
context: My hand?\Like this?\Oh, my!\Snow!\It's snowing!\It's beautiful.\Yes, it sure is.\What a wonderful gift! response:	The cold snow brought warmth to our customers' hearts, as well as our own.
context: Like this?\Oh, my!\Snow!\It's snowing!\It's beautiful.\Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own. response:	Yes.
context: Oh, my!\Snow!\It's snowing!\It's beautiful.\Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes. response:	No sa... pp... y...
context: Snow!\It's snowing!\It's beautiful.\Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y... response:	You're too amazing, Alicia.
context: It's snowing!\It's beautiful.\Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y...\You're too amazing, Alicia. response:	My, my.
context: It's beautiful.\Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y...\You're too amazing, Alicia.\My, my. response:	Alicia's amazing, but so is Akira.
context: Yes, it sure is.\What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y...\You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira. response:	Huh? Did something happen?
context: What a wonderful gift!\The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y...\You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen? response:	How do I look? It suits me, right?
context: The cold snow brought warmth to our customers' hearts, as well as our own.\Yes.\No sa... pp... y...\You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right? response:	Hey, cut it out! How do I look? It suits me, right?
context: Yes.\No sa... pp... y...\You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right? response:	Hey, cut it out!
context: No sa... pp... y...\You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out! response:	It's not safe!
context: You're too amazing, Alicia.\My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe! response:	It's fine, it's fine! I have good sense of balance!
context: My, my.\Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance! response:	If Akira wasn't balancing you out, you'd already be at the bottom of the canal.
context: Alicia's amazing, but so is Akira.\Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal. response:	Akira should scold him.
context: Huh? Did something happen?\How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him. response:	Sir, that's a woman's mask.
context: How do I look? It suits me, right?\Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask. response:	Oh?
context: Hey, cut it out! How do I look? It suits me, right?\Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask.\Oh? response:	My beloved prince, please marry me!
context: Hey, cut it out!\It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me! response:	Ah! I said it, I said it! I proposed to Himeya's Akira!
context: It's not safe!\It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira! response:	Listen, would you just...
