context: All right. response:	We both paid our enrollment fees, so that means...
context: Noir Stardia. Step forward.\Y-Yes, ma'am!\Come at me with that sword as if you intend to kill me.\Huh? But what if I...\Don't worry. You won't even be able to scratch me.\She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills: response:	Sh-She's insanely strong!
context: Y-Yes, ma'am!\Come at me with that sword as if you intend to kill me.\Huh? But what if I...\Don't worry. You won't even be able to scratch me.\She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong! response:	I'm only level 35!
context: Come at me with that sword as if you intend to kill me.\Huh? But what if I...\Don't worry. You won't even be able to scratch me.\She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35! response:	Well? What are you waiting for?
context: Huh? But what if I...\Don't worry. You won't even be able to scratch me.\She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for? response:	I won't be able to hold back!
context: Don't worry. You won't even be able to scratch me.\She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back! response:	I have to give it my all and strike with every ounce of my strength!
context: She's so confident. Is she really that strong?\Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength! response:	The Back Step. This is what you'll be learning today.
context: Elna Stongs Lv. 232\Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today. response:	Sh-She's so fast!
context: Age: 24 Occupation: Academy Instructor Skills: Skills: Skills:\Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast! response:	Now you'll be on defense. Try doing what I just did.
context: Sh-She's insanely strong!\I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did. response:	Th-That's probably not as easy as you think...
context: I'm only level 35!\Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think... response:	But it is. You just draw me in, then take a step back.
context: Well? What are you waiting for?\I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back. response:	All right, here I come!
context: I won't be able to hold back!\I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come! response:	I-I'll be fine!
context: I have to give it my all and strike with every ounce of my strength!\The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine! response:	I've fought in a hidden dungeon plenty of times! I've got
context: The Back Step. This is what you'll be learning today.\Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got response:	this?!
context: Sh-She's so fast!\Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?! response:	Noir!
context: Now you'll be on defense. Try doing what I just did.\Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir! response:	Are you okay, Noir?
context: Th-That's probably not as easy as you think...\But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir!\Are you okay, Noir? response:	Don't worry. I'll use Heal to fix him right up.
context: But it is. You just draw me in, then take a step back.\All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up. response:	Now we can try that one more time.
context: All right, here I come!\I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time. response:	Sh-She's no demon instructor...
context: I-I'll be fine!\I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor... response:	She's just a demon.
context: I've fought in a hidden dungeon plenty of times! I've got\this?!\Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon. response:	Hmm, let's see...
context: this?!\Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see... response:	If you can successfully do a Back Step, I'll give you a prize.
context: Noir!\Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize. response:	A prize?
context: Are you okay, Noir?\Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize? response:	If you manage to evade even one of my attacks,
context: Don't worry. I'll use Heal to fix him right up.\Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks, response:	I'll do something you're sure to enjoy.
context: Now we can try that one more time.\Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy. response:	Fail, damn it!
context: Sh-She's no demon instructor...\She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it! response:	I'm gonna get that prize!
context: She's just a demon.\Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize! response:	I get to go next!
context: Hmm, let's see...\If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize!\I get to go next! response:	Boys are just so... pathetic.
context: If you can successfully do a Back Step, I'll give you a prize.\A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic. response:	I've had enough pain...
context: A prize?\If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic.\I've had enough pain... response:	Maybe I can use Get Creative to create Martial Arts C?
context: If you manage to evade even one of my attacks,\I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C? response:	Martial Arts C
context: I'll do something you're sure to enjoy.\Fail, damn it!\I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C response:	LP needed to Get Creative
context: Fail, damn it!\I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative response:	LP. 1000
context: I'm gonna get that prize!\I get to go next!\Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative\LP. 1000 response:	Damn, that's a lot!
context: I get to go next!\Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative\LP. 1000\Damn, that's a lot! response:	Remaining
context: Boys are just so... pathetic.\I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative\LP. 1000\Damn, that's a lot!\Remaining response:	LP. 830
context: I've had enough pain...\Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative\LP. 1000\Damn, that's a lot!\Remaining\LP. 830 response:	Then how about improving Back Step?
context: Maybe I can use Get Creative to create Martial Arts C?\Martial Arts C\LP needed to Get Creative\LP. 1000\Damn, that's a lot!\Remaining\LP. 830\Then how about improving Back Step? response:	Improving Back Step
context: Martial Arts C\LP needed to Get Creative\LP. 1000\Damn, that's a lot!\Remaining\LP. 830\Then how about improving Back Step?\Improving Back Step response:	LP. 200
context: LP needed to Get Creative\LP. 1000\Damn, that's a lot!\Remaining\LP. 830\Then how about improving Back Step?\Improving Back Step\LP. 200 response:	LP needed to Get Creative
context: LP. 1000\Damn, that's a lot!\Remaining\LP. 830\Then how about improving Back Step?\Improving Back Step\LP. 200\LP needed to Get Creative response:	Remaining
context: Damn, that's a lot!\Remaining\LP. 830\Then how about improving Back Step?\Improving Back Step\LP. 200\LP needed to Get Creative\Remaining response:	LP. 1630
context: Remaining\LP. 830\Then how about improving Back Step?\Improving Back Step\LP. 200\LP needed to Get Creative\Remaining\LP. 1630 response:	Yes! This is much more cost-effective!
context: LP. 830\Then how about improving Back Step?\Improving Back Step\LP. 200\LP needed to Get Creative\Remaining\LP. 1630\Yes! This is much more cost-effective! response:	Hey, wai
context: Then how about improving Back Step?\Improving Back Step\LP. 200\LP needed to Get Creative\Remaining\LP. 1630\Yes! This is much more cost-effective!\Hey, wai response:	Don't zone out on me!
context: Improving Back Step\LP. 200\LP needed to Get Creative\Remaining\LP. 1630\Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me! response:	So the agreement was that if I managed to use Back Step...
context: LP. 200\LP needed to Get Creative\Remaining\LP. 1630\Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step... response:	I'd get a prize from you, right, Ms. Elna?
context: LP needed to Get Creative\Remaining\LP. 1630\Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna? response:	The Hidden Dungeon Only I Can Enter.
context: Remaining\LP. 1630\Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter. response:	Ms. Elna.
context: LP. 1630\Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna. response:	She has trained as a mercenary ever since she was young.
context: Yes! This is much more cost-effective!\Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young. response:	She's a cool, mature woman.
context: Hey, wai\Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman. response:	And her prize happened to be...
context: Don't zone out on me!\So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be... response:	Well, how do you like that?
context: So the agreement was that if I managed to use Back Step...\I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that? response:	I got plenty of compliments about my ass when I was a mercenary.
context: I'd get a prize from you, right, Ms. Elna?\The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary. response:	I can't believe he's the only one who did a successful Back Step!
context: The Hidden Dungeon Only I Can Enter.\Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step! response:	Hey, you actually get to enjoy that prize!
context: Ms. Elna.\She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize! response:	At least sound happier!
context: She has trained as a mercenary ever since she was young.\She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier! response:	You're all fools.
context: She's a cool, mature woman.\And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools. response:	Noir...
context: And her prize happened to be...\Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools.\Noir... response:	Go on. Tell me how you feel.
context: Well, how do you like that?\I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools.\Noir...\Go on. Tell me how you feel. response:	I-I can't breathe...
context: I got plenty of compliments about my ass when I was a mercenary.\I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools.\Noir...\Go on. Tell me how you feel.\I-I can't breathe... response:	What? You've got the hots for me?
context: I can't believe he's the only one who did a successful Back Step!\Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools.\Noir...\Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me? response:	N-No, it's just... your ass is heav
context: Hey, you actually get to enjoy that prize!\At least sound happier!\You're all fools.\Noir...\Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav response:	Excuse me?!
context: At least sound happier!\You're all fools.\Noir...\Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?! response:	Right. Break and prize time is over.
context: You're all fools.\Noir...\Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over. response:	Hey, how was it?
context: Noir...\Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over.\Hey, how was it? response:	Was it soft? How'd it smell?
context: Go on. Tell me how you feel.\I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell? response:	I'm so jealous.
context: I-I can't breathe...\What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous. response:	I want to experience that, too...
context: What? You've got the hots for me?\N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too... response:	Can it over there.
context: N-No, it's just... your ass is heav\Excuse me?!\Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too...\Can it over there. response:	Noir, are you okay?!
context: Excuse me?!\Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too...\Can it over there.\Noir, are you okay?! response:	You're not going to suddenly have a thing for butts, are you?
context: Right. Break and prize time is over.\Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too...\Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you? response:	O-Of course not...
context: Hey, how was it?\Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too...\Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not... response:	I definitely don't need to do that again.
context: Was it soft? How'd it smell?\I'm so jealous.\I want to experience that, too...\Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again. response:	Yet my LP went up 400.
context: I'm so jealous.\I want to experience that, too...\Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400. response:	I might have to ask her to sit on me again.
context: I want to experience that, too...\Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again. response:	All right, time for the next lesson.
context: Can it over there.\Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson. response:	Divide up into pairs.
context: Noir, are you okay?!\You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs. response:	Noir, let's pair up!
context: You're not going to suddenly have a thing for butts, are you?\O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up! response:	Sure.
context: O-Of course not...\I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up!\Sure. response:	Hey, you two.
context: I definitely don't need to do that again.\Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up!\Sure.\Hey, you two. response:	You two can't pair up.
context: Yet my LP went up 400.\I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up!\Sure.\Hey, you two.\You two can't pair up. response:	What? But why?
context: I might have to ask her to sit on me again.\All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up!\Sure.\Hey, you two.\You two can't pair up.\What? But why? response:	You're dating, aren't you?
context: All right, time for the next lesson.\Divide up into pairs.\Noir, let's pair up!\Sure.\Hey, you two.\You two can't pair up.\What? But why?\You're dating, aren't you? response:	That gives you an unfair advantage.
context: Divide up into pairs.\Noir, let's pair up!\Sure.\Hey, you two.\You two can't pair up.\What? But why?\You're dating, aren't you?\That gives you an unfair advantage. response:	No, we aren't dating, ma'am.
context: Noir, let's pair up!\Sure.\Hey, you two.\You two can't pair up.\What? But why?\You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am. response:	What? Really?
context: Sure.\Hey, you two.\You two can't pair up.\What? But why?\You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really? response:	Correct. Not yet.
context: Hey, you two.\You two can't pair up.\What? But why?\You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really?\Correct. Not yet. response:	For now, we're just very close friends who've known each other forever.
context: You two can't pair up.\What? But why?\You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever. response:	Well, I'm still going to say no.
context: What? But why?\You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no. response:	Maria and Amane, you two can't pair up, either.
context: You're dating, aren't you?\That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either. response:	You're Maria's attendant, aren't you?
context: That gives you an unfair advantage.\No, we aren't dating, ma'am.\What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you? response:	Yes...
context: No, we aren't dating, ma'am.\What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes... response:	Glare at me all you want. The answer's still no.
context: What? Really?\Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no. response:	In that case, Maria...
context: Correct. Not yet.\For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no.\In that case, Maria... response:	Let us team up.
context: For now, we're just very close friends who've known each other forever.\Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up. response:	Both of our fathers are dukes.
context: Well, I'm still going to say no.\Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up.\Both of our fathers are dukes. response:	Let us work together as proud nobles of the same rank.
context: Maria and Amane, you two can't pair up, either.\You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank. response:	I humbly decline.
context: You're Maria's attendant, aren't you?\Yes...\Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline. response:	Wha
context: Yes...\Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline.\Wha response:	My fellow students, it is mere luck that I was born the daughter of a duke.
context: Glare at me all you want. The answer's still no.\In that case, Maria...\Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke. response:	So I am very aware of how hard I must work to be worthy of my status every day.
context: In that case, Maria...\Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day. response:	I truly respect baronets because,
context: Let us team up.\Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because, response:	despite the fact that they were once commoners,
context: Both of our fathers are dukes.\Let us work together as proud nobles of the same rank.\I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners, response:	they are warriors who put their lives on the line for this kingdom.
context: Let us work together as proud nobles of the same rank.\I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom. response:	Instead of a higher noble who will likely throw around their title,
context: I humbly decline.\Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title, response:	I'd rather be with a sincere baronet.
context: Wha\My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet. response:	Noir, may I have a round with you?
context: My fellow students, it is mere luck that I was born the daughter of a duke.\So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you? response:	I would be absolutely honored.
context: So I am very aware of how hard I must work to be worthy of my status every day.\I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored. response:	Th-They're, uh...
context: I truly respect baronets because,\despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh... response:	They're getting really close!
context: despite the fact that they were once commoners,\they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh...\They're getting really close! response:	Another new girl?!
context: they are warriors who put their lives on the line for this kingdom.\Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh...\They're getting really close!\Another new girl?! response:	Sorry.
context: Instead of a higher noble who will likely throw around their title,\I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh...\They're getting really close!\Another new girl?!\Sorry. response:	Right, then. Next, you'll be practicing Passive Defense.
context: I'd rather be with a sincere baronet.\Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh...\They're getting really close!\Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense. response:	Throw your partner around a few times, then switch.
context: Noir, may I have a round with you?\I would be absolutely honored.\Th-They're, uh...\They're getting really close!\Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch. response:	You can throw me first.
context: I would be absolutely honored.\Th-They're, uh...\They're getting really close!\Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first. response:	Yes, all right.
context: Th-They're, uh...\They're getting really close!\Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right. response:	For the Passive Defense skill...
context: They're getting really close!\Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right.\For the Passive Defense skill... response:	Skill Passive Defense
