context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien!\Thank you very much! response:	Shintani! You can leave now!
context: That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien!\Thank you very much!\Shintani! You can leave now! response:	Okay!
context: I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien!\Thank you very much!\Shintani! You can leave now!\Okay! response:	Remember to tell me what shift you want next month!
context: Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien!\Thank you very much!\Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month! response:	Sorry but... I might need to attend supplementary classes...
context: Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien!\Thank you very much!\Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes... response:	What?! You're having problems with your studies?
context: Doesn't matter!\He's just a perverted alien!\Thank you very much!\Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies? response:	You gave me a shoulder massage, so shall I tutor you?
context: He's just a perverted alien!\Thank you very much!\Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you? response:	It won't really help much.
context: Thank you very much!\Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much. response:	What are you saying, you idiot?!
context: Shintani! You can leave now!\Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?! response:	Need a ride back? I have an extra helmet.
context: Okay!\Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet. response:	It's fine, I need to make a stop today.
context: Remember to tell me what shift you want next month!\Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today. response:	Strange...
context: Sorry but... I might need to attend supplementary classes...\What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange... response:	I'm sure it was somewhere around here...
context: What?! You're having problems with your studies?\You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here... response:	This persimmon looks yummy!
context: You gave me a shoulder massage, so shall I tutor you?\It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy! response:	Wait! Be good and don't roll away!
context: It won't really help much.\What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away! response:	Oh my!
context: What are you saying, you idiot?!\Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my! response:	I wanna dance in the summer!
context: Need a ride back? I have an extra helmet.\It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer! response:	Oh no! Master's been cursed with black magic and made to dance!
context: It's fine, I need to make a stop today.\Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance! response:	Let's go, Lily!
context: Strange...\I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily! response:	Got it!
context: I'm sure it was somewhere around here...\This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it! response:	Mop Missiles!
context: This persimmon looks yummy!\Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it!\Mop Missiles! response:	Kids shows nowadays are rather... amazing, aren't they?
context: Wait! Be good and don't roll away!\Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they? response:	Mop missiles, huh... There's also rag bombs...
context: Oh my!\I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs... response:	Ah, Mom's back.
context: I wanna dance in the summer!\Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back. response:	Ah, there's a man I've never seen before.
context: Oh no! Master's been cursed with black magic and made to dance!\Let's go, Lily!\Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before. response:	No, this is...
context: Let's go, Lily!\Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is... response:	Maybe he'll be our new father?
context: Got it!\Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father? response:	Suzuna-chan!
context: Mop Missiles!\Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father?\Suzuna-chan! response:	You've gotten so big! You were so tiny back then!
context: Kids shows nowadays are rather... amazing, aren't they?\Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then! response:	Let's go, Hamburger-kun!
context: Mop missiles, huh... There's also rag bombs...\Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun! response:	I was waiting for that, Cheese-chan!
context: Ah, Mom's back.\Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan! response:	Super Mega Cheese Hamburger!
context: Ah, there's a man I've never seen before.\No, this is...\Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger! response:	What the hell was that?
context: No, this is...\Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that? response:	It's a part from an anime we watched together!
context: Maybe he'll be our new father?\Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together! response:	I know that, but still...
context: Suzuna-chan!\You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together!\I know that, but still... response:	This won't do. You don't look tasty at all.
context: You've gotten so big! You were so tiny back then!\Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all. response:	You were much bigger and juicier last time.
context: Let's go, Hamburger-kun!\I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time. response:	Eh?! What should I do then?
context: I was waiting for that, Cheese-chan!\Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then? response:	We'll lose to Tsukimi Burger-kun like this, right, Sis?
context: Super Mega Cheese Hamburger!\What the hell was that?\It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis? response:	What should I do, Misaki-chan?!
context: What the hell was that?\It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?! response:	Don't ask me! Why are you here?!
context: It's a part from an anime we watched together!\I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?! response:	He picked up some persimmons I dropped.
context: I know that, but still...\This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped. response:	We met by pure coincidence.
context: This won't do. You don't look tasty at all.\You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence. response:	Here, this too!
context: You were much bigger and juicier last time.\Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too! response:	Thank you!
context: Eh?! What should I do then?\We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too!\Thank you! response:	Wait, didn't this happen before...?
context: We'll lose to Tsukimi Burger-kun like this, right, Sis?\What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too!\Thank you!\Wait, didn't this happen before...? response:	Thank you for the meal!
context: What should I do, Misaki-chan?!\Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too!\Thank you!\Wait, didn't this happen before...?\Thank you for the meal! response:	You've gotten a lot handsomer, Hinata.
context: Don't ask me! Why are you here?!\He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too!\Thank you!\Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata. response:	Am I manlier, too?
context: He picked up some persimmons I dropped.\We met by pure coincidence.\Here, this too!\Thank you!\Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too? response:	Yes! You've grown sturdy.
context: We met by pure coincidence.\Here, this too!\Thank you!\Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy. response:	You still have that habit of eating persimmons you've picked up, though.
context: Here, this too!\Thank you!\Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though. response:	Well, I didn't know it was you who dropped them!
context: Thank you!\Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them! response:	So, what were you doing near my house?
context: Wait, didn't this happen before...?\Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house? response:	Ah, I was looking for something.
context: Thank you for the meal!\You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something. response:	You-kun, don't tell me that you still like Sis?
context: You've gotten a lot handsomer, Hinata.\Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis? response:	Suzuna! What was that for?!
context: Am I manlier, too?\Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?! response:	W-What do you mean by that?!
context: Yes! You've grown sturdy.\You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?! response:	You-kun's still as easy to read as he was back then.
context: You still have that habit of eating persimmons you've picked up, though.\Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then. response:	Back then?!
context: Well, I didn't know it was you who dropped them!\So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?! response:	No way! I was shy and kept a low profile!
context: So, what were you doing near my house?\Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile! response:	No one should have known!
context: Ah, I was looking for something.\You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile!\No one should have known! response:	Yeah... You kept staring at Misaki-chan.
context: You-kun, don't tell me that you still like Sis?\Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan. response:	Even you knew about it?!
context: Suzuna! What was that for?!\W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?! response:	You were looking for our house, right?
context: W-What do you mean by that?!\You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right? response:	You shouldn't stalk people, you know?
context: You-kun's still as easy to read as he was back then.\Back then?!\No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know? response:	No, that's not it. I was looking for the cherry tree.
context: Back then?!\No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree. response:	I thought it might still be there.
context: No way! I was shy and kept a low profile!\No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there. response:	Cherry tree? You mean the one you fell from that one time?
context: No one should have known!\Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time? response:	Oh! You remembered?!
context: Yeah... You kept staring at Misaki-chan.\Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?! response:	Hey! It's dangerous!
context: Even you knew about it?!\You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous! response:	You-kun!
context: You were looking for our house, right?\You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous!\You-kun! response:	Are you okay?!
context: You shouldn't stalk people, you know?\No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous!\You-kun!\Are you okay?! response:	I'm fine.
context: No, that's not it. I was looking for the cherry tree.\I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous!\You-kun!\Are you okay?!\I'm fine. response:	Geez, you're such a troublemaker, You-kun!
context: I thought it might still be there.\Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous!\You-kun!\Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun! response:	Don't go climbing trees again, and make sure to follow me, okay?
context: Cherry tree? You mean the one you fell from that one time?\Oh! You remembered?!\Hey! It's dangerous!\You-kun!\Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay? response:	I got it, Misaki-chan. I promise.
context: Oh! You remembered?!\Hey! It's dangerous!\You-kun!\Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise. response:	I'll follow you for life, Misaki-chan!
context: Hey! It's dangerous!\You-kun!\Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan! response:	You-kun!
context: You-kun!\Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun! response:	That's not right! That part happened in the hospital, didn't it?
context: Are you okay?!\I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it? response:	You remember it that well...
context: I'm fine.\Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well... response:	I got it, Misaki-chan.
context: Geez, you're such a troublemaker, You-kun!\Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan. response:	I promise to follow you for life, Misaki-chan!
context: Don't go climbing trees again, and make sure to follow me, okay?\I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan! response:	Also, that's not what I meant by follow me!
context: I got it, Misaki-chan. I promise.\I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me! response:	But, no matter where it happened, the promise was real!
context: I'll follow you for life, Misaki-chan!\You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real! response:	This drink tastes rather nice.
context: You-kun!\That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice. response:	I wonder if that cherry tree is still there...
context: That's not right! That part happened in the hospital, didn't it?\You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there... response:	It's finally Sunday!
context: You remember it that well...\I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday! response:	Of course, we'll spend our time here today!
context: I got it, Misaki-chan.\I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today! response:	I'm looking forward to today's event!
context: I promise to follow you for life, Misaki-chan!\Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event! response:	I've done my research since Ikkun told us about it!
context: Also, that's not what I meant by follow me!\But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it! response:	Me too!
context: But, no matter where it happened, the promise was real!\This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too! response:	It was my first time watching early morning shoujo anime!
context: This drink tastes rather nice.\I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime! response:	Get ready to be melted away by today's Latte Magic!
context: I wonder if that cherry tree is still there...\It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic! response:	Oh no! Master's been cursed with black magic!
context: It's finally Sunday!\Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic! response:	This is where Misa... No, Rose shows up!
context: Of course, we'll spend our time here today!\I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up! response:	Let's go, Lily!
context: I'm looking forward to today's event!\I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily! response:	Got it!
context: I've done my research since Ikkun told us about it!\Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it! response:	Kariron Popuron Instant Cure!
context: Me too!\It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it!\Kariron Popuron Instant Cure! response:	With this, you'll be fine!
context: It was my first time watching early morning shoujo anime!\Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine! response:	Take your time and enjoy!
context: Get ready to be melted away by today's Latte Magic!\Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy! response:	That was a perfect Magical Maids cosplay!
context: Oh no! Master's been cursed with black magic!\This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay! response:	The similarity to the original is just amazing!
context: This is where Misa... No, Rose shows up!\Let's go, Lily!\Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing! response:	I only watched it once, but I liked it!
context: Let's go, Lily!\Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it! response:	Especially the two main characters. It's just as you predicted!
context: Got it!\Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted! response:	But I didn't expect Misa-chan to do this much for us!
context: Kariron Popuron Instant Cure!\With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted!\But I didn't expect Misa-chan to do this much for us! response:	I thought she was gonna ignore us again...
context: With this, you'll be fine!\Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted!\But I didn't expect Misa-chan to do this much for us!\I thought she was gonna ignore us again... response:	That's fine by me, though.
context: Take your time and enjoy!\That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted!\But I didn't expect Misa-chan to do this much for us!\I thought she was gonna ignore us again...\That's fine by me, though. response:	That error you made when calling her name is unforgivable!
context: That was a perfect Magical Maids cosplay!\The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted!\But I didn't expect Misa-chan to do this much for us!\I thought she was gonna ignore us again...\That's fine by me, though.\That error you made when calling her name is unforgivable! response:	Do you know that?!
context: The similarity to the original is just amazing!\I only watched it once, but I liked it!\Especially the two main characters. It's just as you predicted!\But I didn't expect Misa-chan to do this much for us!\I thought she was gonna ignore us again...\That's fine by me, though.\That error you made when calling her name is unforgivable!\Do you know that?! response:	I got it...
