context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: What are you thinking? It's impossible.\The Dog and the Queen? How ridiculous. Damn it.\Saito-san and the Queen were h-hugging?\Shh! Not so loud!\I can't believe it.\With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen! response:	She can do whatever she wants!
context: The Dog and the Queen? How ridiculous. Damn it.\Saito-san and the Queen were h-hugging?\Shh! Not so loud!\I can't believe it.\With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants! response:	I bet she'll eventually make Saito-san work at the castle.
context: Saito-san and the Queen were h-hugging?\Shh! Not so loud!\I can't believe it.\With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle. response:	And when night falls...
context: Shh! Not so loud!\I can't believe it.\With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls... response:	What do you mean, when night falls?
context: I can't believe it.\With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls? response:	I can't say that!
context: With the Queen as a rival, there won't be any chance of winning.\Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls?\I can't say that! response:	You've gone that far, so out with it!
context: Don't talk like you had a chance before.\But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it! response:	Then let me put it this way.
context: But, I mean, it's the Queen!\She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it!\Then let me put it this way. response:	In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.
context: She can do whatever she wants!\I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this. response:	A noble lady invites a knight to her bedroom and says,
context: I bet she'll eventually make Saito-san work at the castle.\And when night falls...\What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says, response:	My knight. Serve me the way you wish.
context: And when night falls...\What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish. response:	Give me a delusional, sensational joy.
context: What do you mean, when night falls?\I can't say that!\You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy. response:	Wait! The Princess would never say that!
context: I can't say that!\You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that! response:	That's right! Now... come...
context: You've gone that far, so out with it!\Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come... response:	Right to my breasts!
context: Then let me put it this way.\In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts! response:	Yes! There! Right there!
context: In chapter two of The Glorious Day of Countess Butterfly, there's a scene that goes like this.\A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts!\Yes! There! Right there! response:	U-Um...
context: A noble lady invites a knight to her bedroom and says,\My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts!\Yes! There! Right there!\U-Um... response:	T-That was this stupid maid putting on an act!
context: My knight. Serve me the way you wish.\Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts!\Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act! response:	Is there something on your mind?
context: Give me a delusional, sensational joy.\Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts!\Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind? response:	Colbert-sensei.
context: Wait! The Princess would never say that!\That's right! Now... come...\Right to my breasts!\Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei. response:	Saito-kun. Do you know the origin of the name of the ship?
context: That's right! Now... come...\Right to my breasts!\Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship? response:	No.
context: Right to my breasts!\Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No. response:	Ostland.
context: Yes! There! Right there!\U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland. response:	In other words, the East.
context: U-Um...\T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland.\In other words, the East. response:	I named it hoping to go to the far eastern area with you.
context: T-That was this stupid maid putting on an act!\Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you. response:	The reason I was able to make this ship is you.
context: Is there something on your mind?\Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you. response:	Oh, please.
context: Colbert-sensei.\Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please. response:	There are many things I want to show you.
context: Saito-kun. Do you know the origin of the name of the ship?\No.\Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you. response:	Would you come with me?
context: No.\Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you.\Would you come with me? response:	Yes.
context: Ostland.\In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you.\Would you come with me?\Yes. response:	Princess?!
context: In other words, the East.\I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you.\Would you come with me?\Yes.\Princess?! response:	Why did I...
context: I named it hoping to go to the far eastern area with you.\The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you.\Would you come with me?\Yes.\Princess?!\Why did I... response:	Your Highness.
context: The reason I was able to make this ship is you.\Oh, please.\There are many things I want to show you.\Would you come with me?\Yes.\Princess?!\Why did I...\Your Highness. response:	The return carriage is ready.
context: Oh, please.\There are many things I want to show you.\Would you come with me?\Yes.\Princess?!\Why did I...\Your Highness.\The return carriage is ready. response:	I'm a queen.
context: There are many things I want to show you.\Would you come with me?\Yes.\Princess?!\Why did I...\Your Highness.\The return carriage is ready.\I'm a queen. response:	I must return to my duties.
context: Would you come with me?\Yes.\Princess?!\Why did I...\Your Highness.\The return carriage is ready.\I'm a queen.\I must return to my duties. response:	But...
context: Yes.\Princess?!\Why did I...\Your Highness.\The return carriage is ready.\I'm a queen.\I must return to my duties.\But... response:	Is there a problem, Your Highness?
context: Princess?!\Why did I...\Your Highness.\The return carriage is ready.\I'm a queen.\I must return to my duties.\But...\Is there a problem, Your Highness? response:	Just a little...
context: Why did I...\Your Highness.\The return carriage is ready.\I'm a queen.\I must return to my duties.\But...\Is there a problem, Your Highness?\Just a little... response:	I wish to remain here for a little while longer.
context: Your Highness.\The return carriage is ready.\I'm a queen.\I must return to my duties.\But...\Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer. response:	I see. Such a thing happened between Saito-san and the Queen.
context: The return carriage is ready.\I'm a queen.\I must return to my duties.\But...\Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen. response:	You don't seem to be too surprised.
context: I'm a queen.\I must return to my duties.\But...\Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised. response:	I am, but I think there must be some reason for it.
context: I must return to my duties.\But...\Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it. response:	O-Of course I think so, too!
context: But...\Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too! response:	But because Saito won't say it clearly...
context: Is there a problem, Your Highness?\Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly... response:	Louise-san.
context: Just a little...\I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san. response:	You can use this if you want to.
context: I wish to remain here for a little while longer.\I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san.\You can use this if you want to. response:	What is it?
context: I see. Such a thing happened between Saito-san and the Queen.\You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san.\You can use this if you want to.\What is it? response:	It's a magic item called Last Night Orb.
context: You don't seem to be too surprised.\I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san.\You can use this if you want to.\What is it?\It's a magic item called Last Night Orb. response:	Last Night Orb?! I've heard about them!
context: I am, but I think there must be some reason for it.\O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san.\You can use this if you want to.\What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them! response:	Why do you know about them?
context: O-Of course I think so, too!\But because Saito won't say it clearly...\Louise-san.\You can use this if you want to.\What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them? response:	They're really popular among the wives in the city.
context: But because Saito won't say it clearly...\Louise-san.\You can use this if you want to.\What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city. response:	They're disposable, so the stock keeps running out.
context: Louise-san.\You can use this if you want to.\What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out. response:	Where did you get hold of one?
context: You can use this if you want to.\What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one? response:	Beatrice-san gave it to me to settle things between us.
context: What is it?\It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us. response:	What can we do with this?
context: It's a magic item called Last Night Orb.\Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this? response:	If you look at a person through this,
context: Last Night Orb?! I've heard about them!\Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this, response:	you can see what that person did the previous night.
context: Why do you know about them?\They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this,\you can see what that person did the previous night. response:	I hear wives use them to check if their husbands are cheating on them or not.
context: They're really popular among the wives in the city.\They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not. response:	I-Is that so? But I don't need to use something like this.
context: They're disposable, so the stock keeps running out.\Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this. response:	I believe Saito-san, too.
context: Where did you get hold of one?\Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too. response:	But if this makes you feel better...
context: Beatrice-san gave it to me to settle things between us.\What can we do with this?\If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better... response:	If I use this, will this sense of anxiety go away?
context: What can we do with this?\If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away? response:	But...
context: If you look at a person through this,\you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But... response:	I'll use it, then.
context: you can see what that person did the previous night.\I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But...\I'll use it, then. response:	Huh?
context: I hear wives use them to check if their husbands are cheating on them or not.\I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But...\I'll use it, then.\Huh? response:	You don't need it, right, Miss Valliere?
context: I-Is that so? But I don't need to use something like this.\I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But...\I'll use it, then.\Huh?\You don't need it, right, Miss Valliere? response:	I never said that!
context: I believe Saito-san, too.\But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But...\I'll use it, then.\Huh?\You don't need it, right, Miss Valliere?\I never said that! response:	Of course I'll use it!
context: But if this makes you feel better...\If I use this, will this sense of anxiety go away?\But...\I'll use it, then.\Huh?\You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it! response:	He's my familiar!
context: If I use this, will this sense of anxiety go away?\But...\I'll use it, then.\Huh?\You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it!\He's my familiar! response:	Those propellers provide three times the propulsion and allow long-range flying.
context: But...\I'll use it, then.\Huh?\You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying. response:	Really?
context: I'll use it, then.\Huh?\You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really? response:	I made it based on your Dragon's Plumage.
context: Huh?\You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage. response:	It runs on coal.
context: You don't need it, right, Miss Valliere?\I never said that!\Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage.\It runs on coal. response:	The steam pressure from boiling water heated with the coal moves the propellers.
context: I never said that!\Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers. response:	I decided to call it the water vapour engine.
context: Of course I'll use it!\He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine. response:	What's wrong, Saito-kun?
context: He's my familiar!\Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun? response:	Well...
context: Those propellers provide three times the propulsion and allow long-range flying.\Really?\I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well... response:	You'll see Mr. Colbert's last night!
context: Really?\I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night! response:	I know! It's pretty hard to aim.
context: I made it based on your Dragon's Plumage.\It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim. response:	What are they doing?
context: It runs on coal.\The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing? response:	Could that be...
context: The steam pressure from boiling water heated with the coal moves the propellers.\I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing?\Could that be... response:	Partner, run!
context: I decided to call it the water vapour engine.\What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing?\Could that be...\Partner, run! response:	Now!
context: What's wrong, Saito-kun?\Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing?\Could that be...\Partner, run!\Now! response:	Okay.
context: Well...\You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing?\Could that be...\Partner, run!\Now!\Okay. response:	Sensei, excuse me!
context: You'll see Mr. Colbert's last night!\I know! It's pretty hard to aim.\What are they doing?\Could that be...\Partner, run!\Now!\Okay.\Sensei, excuse me! response:	O-Okay.
context: I know! It's pretty hard to aim.\What are they doing?\Could that be...\Partner, run!\Now!\Okay.\Sensei, excuse me!\O-Okay. response:	He ran!
context: What are they doing?\Could that be...\Partner, run!\Now!\Okay.\Sensei, excuse me!\O-Okay.\He ran! response:	Suspicious!
context: Could that be...\Partner, run!\Now!\Okay.\Sensei, excuse me!\O-Okay.\He ran!\Suspicious! response:	Let's go!
context: Partner, run!\Now!\Okay.\Sensei, excuse me!\O-Okay.\He ran!\Suspicious!\Let's go! response:	W-Why do I have to run?
context: Now!\Okay.\Sensei, excuse me!\O-Okay.\He ran!\Suspicious!\Let's go!\W-Why do I have to run? response:	What she had in her hand is a scary item that strips a man of everything.
context: Okay.\Sensei, excuse me!\O-Okay.\He ran!\Suspicious!\Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything. response:	Strips? Why?
context: Sensei, excuse me!\O-Okay.\He ran!\Suspicious!\Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why? response:	Just keep running!
context: O-Okay.\He ran!\Suspicious!\Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running! response:	Wait, Saito!
context: He ran!\Suspicious!\Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running!\Wait, Saito! response:	Saito-san!
context: Suspicious!\Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running!\Wait, Saito!\Saito-san! response:	What is this about?
context: Let's go!\W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running!\Wait, Saito!\Saito-san!\What is this about? response:	The usual, I say.
context: W-Why do I have to run?\What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running!\Wait, Saito!\Saito-san!\What is this about?\The usual, I say. response:	You won't get away, you mutt!
context: What she had in her hand is a scary item that strips a man of everything.\Strips? Why?\Just keep running!\Wait, Saito!\Saito-san!\What is this about?\The usual, I say.\You won't get away, you mutt! response:	Saito! Stop your futile resistance!
context: Strips? Why?\Just keep running!\Wait, Saito!\Saito-san!\What is this about?\The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance! response:	We'll split up!
context: Just keep running!\Wait, Saito!\Saito-san!\What is this about?\The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up! response:	Then I'll go this way.
context: Wait, Saito!\Saito-san!\What is this about?\The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way. response:	U-Um, what about me?
context: Saito-san!\What is this about?\The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way.\U-Um, what about me? response:	This is the water vapour engine?
context: What is this about?\The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way.\U-Um, what about me?\This is the water vapour engine? response:	It's amazing how he made this just from looking at the Zero.
context: The usual, I say.\You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way.\U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero. response:	It brings back memories. There were a lot of these in my world.
context: You won't get away, you mutt!\Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way.\U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world. response:	Saito-san!
context: Saito! Stop your futile resistance!\We'll split up!\Then I'll go this way.\U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san! response:	T-Tiffa?
context: We'll split up!\Then I'll go this way.\U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa? response:	I-I'm sorry.
context: Then I'll go this way.\U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa?\I-I'm sorry. response:	W-What is this about?
context: U-Um, what about me?\This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa?\I-I'm sorry.\W-What is this about? response:	It's for Louise-san's sake.
context: This is the water vapour engine?\It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa?\I-I'm sorry.\W-What is this about?\It's for Louise-san's sake. response:	No, you can't, Tiffa.
context: It's amazing how he made this just from looking at the Zero.\It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa?\I-I'm sorry.\W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa. response:	Saito-san's here!
context: It brings back memories. There were a lot of these in my world.\Saito-san!\T-Tiffa?\I-I'm sorry.\W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here! response:	Surrender, Saito.
context: Saito-san!\T-Tiffa?\I-I'm sorry.\W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito. response:	Stop! Stop it!
context: T-Tiffa?\I-I'm sorry.\W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito.\Stop! Stop it! response:	Stay still!
context: I-I'm sorry.\W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito.\Stop! Stop it!\Stay still! response:	Stay still!
context: W-What is this about?\It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito.\Stop! Stop it!\Stay still!\Stay still! response:	Gotta go.
context: It's for Louise-san's sake.\No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito.\Stop! Stop it!\Stay still!\Stay still!\Gotta go. response:	Saito!
context: No, you can't, Tiffa.\Saito-san's here!\Surrender, Saito.\Stop! Stop it!\Stay still!\Stay still!\Gotta go.\Saito! response:	So this is where you were.
context: Saito-san's here!\Surrender, Saito.\Stop! Stop it!\Stay still!\Stay still!\Gotta go.\Saito!\So this is where you were. response:	Ah, Miss Zerbst.
context: Surrender, Saito.\Stop! Stop it!\Stay still!\Stay still!\Gotta go.\Saito!\So this is where you were.\Ah, Miss Zerbst. response:	I was tuning things for the next flight.
context: Stop! Stop it!\Stay still!\Stay still!\Gotta go.\Saito!\So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight. response:	Jean.
context: Stay still!\Stay still!\Gotta go.\Saito!\So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean. response:	How many times do I have to say it?
context: Stay still!\Gotta go.\Saito!\So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean.\How many times do I have to say it? response:	Call me Kirche.
context: Gotta go.\Saito!\So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean.\How many times do I have to say it?\Call me Kirche. response:	But I'm a teacher.
context: Saito!\So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean.\How many times do I have to say it?\Call me Kirche.\But I'm a teacher. response:	It doesn't matter when there's love.
context: So this is where you were.\Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean.\How many times do I have to say it?\Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love. response:	S-Stop it, Miss -
context: Ah, Miss Zerbst.\I was tuning things for the next flight.\Jean.\How many times do I have to say it?\Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss - response:	My dear Jean...
context: I was tuning things for the next flight.\Jean.\How many times do I have to say it?\Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean... response:	S-S -
context: Jean.\How many times do I have to say it?\Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean...\S-S - response:	Oh.
context: How many times do I have to say it?\Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean...\S-S -\Oh. response:	S-Saito-kun!
context: Call me Kirche.\But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean...\S-S -\Oh.\S-Saito-kun! response:	No, you see! T-This is -
context: But I'm a teacher.\It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean...\S-S -\Oh.\S-Saito-kun!\No, you see! T-This is - response:	S-Sorry for the disturbance!
