context: It was raining... response:	It was raining...
context: I can get you a discount with an undertaker I know if you want.\There is no need.\I just found the one we were looking for.\What?\What's the matter?\I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right. response:	Therefore, I adjusted my aim.
context: There is no need.\I just found the one we were looking for.\What?\What's the matter?\I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim. response:	But you saw that future, so you adjusted as well.
context: I just found the one we were looking for.\What?\What's the matter?\I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well. response:	Which I also saw.
context: What?\What's the matter?\I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw. response:	The ability to see a few seconds into the future if you are to be in any danger...
context: What's the matter?\I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger... response:	I can do what you can do.
context: I haven't even fired a single round.\What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do. response:	The predictive ability we have is omnipotent.
context: What did you do?!\I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent. response:	You are the only one who can kill me and end this war.
context: I just saw a future where you would dodge to the right.\Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war. response:	If you are one of the Port Mafia,
context: Therefore, I adjusted my aim.\But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia, response:	killing me, the enemy leader, must be your greatest desire.
context: But you saw that future, so you adjusted as well.\Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire. response:	No thanks.
context: Which I also saw.\The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks. response:	I'm only here to help one of my own.
context: The ability to see a few seconds into the future if you are to be in any danger...\I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own. response:	What?
context: I can do what you can do.\The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own.\What? response:	You're not one of the mafia?
context: The predictive ability we have is omnipotent.\You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own.\What?\You're not one of the mafia? response:	There are different types in the mafia.
context: You are the only one who can kill me and end this war.\If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own.\What?\You're not one of the mafia?\There are different types in the mafia. response:	Guns are tools for murder!
context: If you are one of the Port Mafia,\killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own.\What?\You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder! response:	And this is a war zone!
context: killing me, the enemy leader, must be your greatest desire.\No thanks.\I'm only here to help one of my own.\What?\You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder!\And this is a war zone! response:	I'm not interested in fighting.
context: No thanks.\I'm only here to help one of my own.\What?\You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting. response:	What I'm interested in is living.
context: I'm only here to help one of my own.\What?\You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living. response:	There is nothing more important in life than death!
context: What?\You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death! response:	Good, that's how it should be...
context: You're not one of the mafia?\There are different types in the mafia.\Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be... response:	What?!
context: There are different types in the mafia.\Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be...\What?! response:	Are you refusing to fight me, then?
context: Guns are tools for murder!\And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be...\What?!\Are you refusing to fight me, then? response:	There is a reason I don't kill.
context: And this is a war zone!\I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be...\What?!\Are you refusing to fight me, then?\There is a reason I don't kill. response:	Look elsewhere.
context: I'm not interested in fighting.\What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be...\What?!\Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere. response:	Why?!
context: What I'm interested in is living.\There is nothing more important in life than death!\Good, that's how it should be...\What?!\Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere.\Why?! response:	My subordinates and I have been wandering the whole world like ghosts,
context: There is nothing more important in life than death!\Good, that's how it should be...\What?!\Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts, response:	looking for a place worthy of our deaths.
context: Good, that's how it should be...\What?!\Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths. response:	You are our only wish.
context: What?!\Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish. response:	Fight me!
context: Are you refusing to fight me, then?\There is a reason I don't kill.\Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish.\Fight me! response:	If you refuse
context: There is a reason I don't kill.\Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish.\Fight me!\If you refuse response:	The reason I can't do as you wish
context: Look elsewhere.\Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish.\Fight me!\If you refuse\The reason I can't do as you wish response:	is because I have a dream.
context: Why?!\My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish.\Fight me!\If you refuse\The reason I can't do as you wish\is because I have a dream. response:	Some day when I can quit the Port Mafia and become a free man,
context: My subordinates and I have been wandering the whole world like ghosts,\looking for a place worthy of our deaths.\You are our only wish.\Fight me!\If you refuse\The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man, response:	I want to sit down at a desk in a room where I can see the sea, and...
context: looking for a place worthy of our deaths.\You are our only wish.\Fight me!\If you refuse\The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and... response:	Then you write it.
context: You are our only wish.\Fight me!\If you refuse\The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it. response:	That's the only way you can keep that story perfect.
context: Fight me!\If you refuse\The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect. response:	I want to become a writer.
context: If you refuse\The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer. response:	I want to throw the gun aside,
context: The reason I can't do as you wish\is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside, response:	and only have pen and paper.
context: is because I have a dream.\Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside,\and only have pen and paper. response:	One man told me that to write a story is to write a person.
context: Some day when I can quit the Port Mafia and become a free man,\I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person. response:	A man who takes lives cannot write about lives.
context: I want to sit down at a desk in a room where I can see the sea, and...\Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives. response:	That's why I won't kill.
context: Then you write it.\That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill. response:	And that's the reason why you refuse to enter our battle?
context: That's the only way you can keep that story perfect.\I want to become a writer.\I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle? response:	So that's your answer?
context: I want to become a writer.\I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer? response:	That's right.
context: I want to throw the gun aside,\and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right. response:	Stop!
context: and only have pen and paper.\One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right.\Stop! response:	A bullet-proof vest.
context: One man told me that to write a story is to write a person.\A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right.\Stop!\A bullet-proof vest. response:	That pain that is a privilege of the living.
context: A man who takes lives cannot write about lives.\That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right.\Stop!\A bullet-proof vest.\That pain that is a privilege of the living. response:	It's something we lost long ago.
context: That's why I won't kill.\And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right.\Stop!\A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago. response:	We are already dead.
context: And that's the reason why you refuse to enter our battle?\So that's your answer?\That's right.\Stop!\A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead. response:	We're just soulless husks being controlled by ghosts.
context: So that's your answer?\That's right.\Stop!\A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts. response:	You're not dead.
context: That's right.\Stop!\A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead. response:	I don't know what happened to you in the past,
context: Stop!\A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past, response:	but you can still think about how you want to die.
context: A bullet-proof vest.\That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die. response:	Why won't you understand?!
context: That pain that is a privilege of the living.\It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?! response:	You are the only...
context: It's something we lost long ago.\We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?!\You are the only... response:	You will not kill me.
context: We are already dead.\We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?!\You are the only...\You will not kill me. response:	That's because you don't understand my wish.
context: We're just soulless husks being controlled by ghosts.\You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?!\You are the only...\You will not kill me.\That's because you don't understand my wish. response:	And I won't kill you right now,
context: You're not dead.\I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?!\You are the only...\You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now, response:	because you are the only one who can guide us to the battlefield of purification.
context: I don't know what happened to you in the past,\but you can still think about how you want to die.\Why won't you understand?!\You are the only...\You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification. response:	I will make you understand who we really are.
context: but you can still think about how you want to die.\Why won't you understand?!\You are the only...\You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are. response:	Then you will understand
context: Why won't you understand?!\You are the only...\You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand response:	that, between the two of us, there can be only one.
context: You are the only...\You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one. response:	You should look forward to it.
context: You will not kill me.\That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one.\You should look forward to it. response:	The night is a good time.
context: That's because you don't understand my wish.\And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time. response:	It's a time that belongs to the Port Mafia.
context: And I won't kill you right now,\because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia. response:	What now?
context: because you are the only one who can guide us to the battlefield of purification.\I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia.\What now? response:	I don't know.
context: I will make you understand who we really are.\Then you will understand\that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia.\What now?\I don't know. response:	That was quite some trouble you got into, though.
context: Then you will understand\that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia.\What now?\I don't know.\That was quite some trouble you got into, though. response:	Who would've thought that the enemy leader
context: that, between the two of us, there can be only one.\You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia.\What now?\I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader response:	you'd just met would turn into such an earnest suitor?
context: You should look forward to it.\The night is a good time.\It's a time that belongs to the Port Mafia.\What now?\I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor? response:	They're weird, looking for war so that they can find a place worthy of their deaths.
context: The night is a good time.\It's a time that belongs to the Port Mafia.\What now?\I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths. response:	Are they?
context: It's a time that belongs to the Port Mafia.\What now?\I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they? response:	Their wish to be creative about their deaths is something I hadn't thought about.
context: What now?\I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about. response:	How long will this conflict last?
context: I don't know.\That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last? response:	Mimic's soldiers aside,
context: That was quite some trouble you got into, though.\Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside, response:	their leader's ability is a nuisance.
context: Who would've thought that the enemy leader\you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance. response:	Surprise attacks won't work.
context: you'd just met would turn into such an earnest suitor?\They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work. response:	That means we need inside info.
context: They're weird, looking for war so that they can find a place worthy of their deaths.\Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info. response:	Any leads you can think of?
context: Are they?\Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info.\Any leads you can think of? response:	Only Ango.
context: Their wish to be creative about their deaths is something I hadn't thought about.\How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info.\Any leads you can think of?\Only Ango. response:	I agree.
context: How long will this conflict last?\Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info.\Any leads you can think of?\Only Ango.\I agree. response:	I wonder if there's some way we can find Ango.
context: Mimic's soldiers aside,\their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info.\Any leads you can think of?\Only Ango.\I agree.\I wonder if there's some way we can find Ango. response:	There is.
context: their leader's ability is a nuisance.\Surprise attacks won't work.\That means we need inside info.\Any leads you can think of?\Only Ango.\I agree.\I wonder if there's some way we can find Ango.\There is. response:	There is?
context: Surprise attacks won't work.\That means we need inside info.\Any leads you can think of?\Only Ango.\I agree.\I wonder if there's some way we can find Ango.\There is.\There is? response:	To be more precise,
context: That means we need inside info.\Any leads you can think of?\Only Ango.\I agree.\I wonder if there's some way we can find Ango.\There is.\There is?\To be more precise, response:	there is no need to find him.
context: Any leads you can think of?\Only Ango.\I agree.\I wonder if there's some way we can find Ango.\There is.\There is?\To be more precise,\there is no need to find him. response:	Here?
context: Only Ango.\I agree.\I wonder if there's some way we can find Ango.\There is.\There is?\To be more precise,\there is no need to find him.\Here? response:	Where else?
context: I agree.\I wonder if there's some way we can find Ango.\There is.\There is?\To be more precise,\there is no need to find him.\Here?\Where else? response:	Hey there.
context: I wonder if there's some way we can find Ango.\There is.\There is?\To be more precise,\there is no need to find him.\Here?\Where else?\Hey there. response:	I started without you.
context: There is.\There is?\To be more precise,\there is no need to find him.\Here?\Where else?\Hey there.\I started without you. response:	You could've called.
context: There is?\To be more precise,\there is no need to find him.\Here?\Where else?\Hey there.\I started without you.\You could've called. response:	I had a hard time losing my tail.
context: To be more precise,\there is no need to find him.\Here?\Where else?\Hey there.\I started without you.\You could've called.\I had a hard time losing my tail. response:	But today's fine.
context: there is no need to find him.\Here?\Where else?\Hey there.\I started without you.\You could've called.\I had a hard time losing my tail.\But today's fine. response:	I can spend as much time as I want here.
context: Here?\Where else?\Hey there.\I started without you.\You could've called.\I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here. response:	Well?
context: Where else?\Hey there.\I started without you.\You could've called.\I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here.\Well? response:	How'd you know to find me here?
context: Hey there.\I started without you.\You could've called.\I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here.\Well?\How'd you know to find me here? response:	Just a hunch, I suppose.
context: I started without you.\You could've called.\I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here.\Well?\How'd you know to find me here?\Just a hunch, I suppose. response:	I'm lucky.
context: You could've called.\I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here.\Well?\How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky. response:	I didn't think I could drink here again.
context: I had a hard time losing my tail.\But today's fine.\I can spend as much time as I want here.\Well?\How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again. response:	You're pretty sentimental for a mole.
context: But today's fine.\I can spend as much time as I want here.\Well?\How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole. response:	Even before you joined the Port Mafia, you had a different identity.
context: I can spend as much time as I want here.\Well?\How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity. response:	And that's as a secret agent of the state.
context: Well?\How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state. response:	You were an agent of the Ministry of Internal Affairs'
context: How'd you know to find me here?\Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs' response:	gifted special operations division.
context: Just a hunch, I suppose.\I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division. response:	Your mission was to monitor the Port Mafia.
context: I'm lucky.\I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia. response:	Though the division oversees all gifted within the nation,
context: I didn't think I could drink here again.\You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation, response:	should there ever be an all-out war with the Port Mafia,
context: You're pretty sentimental for a mole.\Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia, response:	the division will suffer heavy casualties.
context: Even before you joined the Port Mafia, you had a different identity.\And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties. response:	The division's primary purpose is to manage, not annihilate, the gifted.
context: And that's as a secret agent of the state.\You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted. response:	That's why they had an agent infiltrate the Port Mafia and monitor their movements.
context: You were an agent of the Ministry of Internal Affairs'\gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements. response:	Then Mimic came up at the table.
context: gifted special operations division.\Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table. response:	The gifted criminal organization had been planning to enter Japan.
context: Your mission was to monitor the Port Mafia.\Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan. response:	They were a headache for the division,
context: Though the division oversees all gifted within the nation,\should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division, response:	so the division decided to have you monitor Mimic... as the Port Mafia's spy.
context: should there ever be an all-out war with the Port Mafia,\the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy. response:	As a lowly salaried government worker,
context: the division will suffer heavy casualties.\The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker, response:	it was a job entirely above my pay grade.
context: The division's primary purpose is to manage, not annihilate, the gifted.\That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade. response:	So, in other words,
context: That's why they had an agent infiltrate the Port Mafia and monitor their movements.\Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words, response:	Ango wasn't a double agent, but a triple agent.
context: Then Mimic came up at the table.\The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent. response:	Tell us about Mimic.
context: The gifted criminal organization had been planning to enter Japan.\They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic. response:	I heard Gide and Odasaku-san traded blows.
context: They were a headache for the division,\so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows. response:	Did you see Gide's ability?
