context: Sympathetic Vibration response:	The shelter is this way.
context: Would he act without taking no for an answer?\There's no time! We have to run!\Come on, tell us, Shu!\We're friends, aren't we?\Ouma Shu, I believe you have a duty to answer.\Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them? response:	That's Gai's way of doing things.
context: There's no time! We have to run!\Come on, tell us, Shu!\We're friends, aren't we?\Ouma Shu, I believe you have a duty to answer.\Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things. response:	I can't be like Gai.
context: Come on, tell us, Shu!\We're friends, aren't we?\Ouma Shu, I believe you have a duty to answer.\Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai. response:	I'll just have to do things the way I can do them.
context: We're friends, aren't we?\Ouma Shu, I believe you have a duty to answer.\Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them. response:	Hare.
context: Ouma Shu, I believe you have a duty to answer.\Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them.\Hare. response:	What?
context: Would he get some consensus first?\Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them.\Hare.\What? response:	I'm about to do something a little scary to you.
context: Would he trick them into doing what he wanted?\Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them.\Hare.\What?\I'm about to do something a little scary to you. response:	But you don't have to worry.
context: Or would he just force orders on them?\That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them.\Hare.\What?\I'm about to do something a little scary to you.\But you don't have to worry. response:	You're not in danger.
context: That's Gai's way of doing things.\I can't be like Gai.\I'll just have to do things the way I can do them.\Hare.\What?\I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger. response:	Okay.
context: I can't be like Gai.\I'll just have to do things the way I can do them.\Hare.\What?\I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger.\Okay. response:	Go ahead.
context: I'll just have to do things the way I can do them.\Hare.\What?\I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger.\Okay.\Go ahead. response:	H-Hey!
context: Hare.\What?\I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger.\Okay.\Go ahead.\H-Hey! response:	What is this?!
context: What?\I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger.\Okay.\Go ahead.\H-Hey!\What is this?! response:	Bandaging... That's like you, Hare.
context: I'm about to do something a little scary to you.\But you don't have to worry.\You're not in danger.\Okay.\Go ahead.\H-Hey!\What is this?!\Bandaging... That's like you, Hare. response:	What happened to Hare?
context: But you don't have to worry.\You're not in danger.\Okay.\Go ahead.\H-Hey!\What is this?!\Bandaging... That's like you, Hare.\What happened to Hare? response:	It's okay.
context: You're not in danger.\Okay.\Go ahead.\H-Hey!\What is this?!\Bandaging... That's like you, Hare.\What happened to Hare?\It's okay. response:	She'll wake up when I put this back.
context: Okay.\Go ahead.\H-Hey!\What is this?!\Bandaging... That's like you, Hare.\What happened to Hare?\It's okay.\She'll wake up when I put this back. response:	Wh-What's going on, Shu?!
context: Go ahead.\H-Hey!\What is this?!\Bandaging... That's like you, Hare.\What happened to Hare?\It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?! response:	I trust you'll explain, Ouma?
context: H-Hey!\What is this?!\Bandaging... That's like you, Hare.\What happened to Hare?\It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma? response:	This is a Void.
context: What is this?!\Bandaging... That's like you, Hare.\What happened to Hare?\It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void. response:	It's someone's heart given form.
context: Bandaging... That's like you, Hare.\What happened to Hare?\It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form. response:	So its shape and effects will be different depending on the person.
context: What happened to Hare?\It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person. response:	No way!
context: It's okay.\She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way! response:	Huh? What did I...
context: She'll wake up when I put this back.\Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way!\Huh? What did I... response:	It's okay.
context: Wh-What's going on, Shu?!\I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way!\Huh? What did I...\It's okay. response:	I used your Void just now.
context: I trust you'll explain, Ouma?\This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way!\Huh? What did I...\It's okay.\I used your Void just now. response:	What did mine look like?
context: This is a Void.\It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way!\Huh? What did I...\It's okay.\I used your Void just now.\What did mine look like? response:	It was kind, like you.
context: It's someone's heart given form.\So its shape and effects will be different depending on the person.\No way!\Huh? What did I...\It's okay.\I used your Void just now.\What did mine look like?\It was kind, like you. response:	I'm pretty sure you've forgotten,
context: So its shape and effects will be different depending on the person.\No way!\Huh? What did I...\It's okay.\I used your Void just now.\What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten, response:	but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.
context: No way!\Huh? What did I...\It's okay.\I used your Void just now.\What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin. response:	Us too?
context: Huh? What did I...\It's okay.\I used your Void just now.\What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too? response:	It felt like I'd peeked into your hearts without asking, so...
context: It's okay.\I used your Void just now.\What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so... response:	I've felt guilty all along.
context: I used your Void just now.\What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along. response:	I'm sorry.
context: What did mine look like?\It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry. response:	That's not all, though, is it?
context: It was kind, like you.\I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry.\That's not all, though, is it? response:	You forgot the part where you used that power to help terrorists.
context: I'm pretty sure you've forgotten,\but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists. response:	Yahiro...
context: but I've drawn out yours before, too, Souta and Yahiro... and Kuhouin.\Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro... response:	Say it.
context: Us too?\It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro...\Say it. response:	Say who you want to go save now, too.
context: It felt like I'd peeked into your hearts without asking, so...\I've felt guilty all along.\I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro...\Say it.\Say who you want to go save now, too. response:	That's right.
context: I've felt guilty all along.\I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro...\Say it.\Say who you want to go save now, too.\That's right. response:	Gai and Inori... everyone in the Undertakers.
context: I'm sorry.\That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro...\Say it.\Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers. response:	Inori's in the Undertakers too?
context: That's not all, though, is it?\You forgot the part where you used that power to help terrorists.\Yahiro...\Say it.\Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too? response:	Answer me, Shu.
context: You forgot the part where you used that power to help terrorists.\Yahiro...\Say it.\Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu. response:	Why do you want to save people like that?
context: Yahiro...\Say it.\Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that? response:	When you couldn't even save Jun!
context: Say it.\Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun! response:	Those guys are terrorists!
context: Say who you want to go save now, too.\That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists! response:	It's because they believed that there was something I could do!
context: That's right.\Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do! response:	If it hadn't been for the Undertakers, I'd still be someone who didn't matter!
context: Gai and Inori... everyone in the Undertakers.\Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter! response:	Now they're in trouble, and there's something I can do to help!
context: Inori's in the Undertakers too?\Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help! response:	So please!
context: Answer me, Shu.\Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please! response:	Okay, then! Let's go!
context: Why do you want to save people like that?\When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go! response:	No guarantee we'll be safe here anyway, right?
context: When you couldn't even save Jun!\Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right? response:	Might as well move, then!
context: Those guys are terrorists!\It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then! response:	That's just like you, Souta.
context: It's because they believed that there was something I could do!\If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta. response:	It sounds like it's not someone else's business for me, either.
context: If it hadn't been for the Undertakers, I'd still be someone who didn't matter!\Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either. response:	All right!
context: Now they're in trouble, and there's something I can do to help!\So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right! response:	Thanks, Yahiro.
context: So please!\Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro. response:	Well, I never would've mattered either, if Jun hadn't needed me.
context: Okay, then! Let's go!\No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me. response:	You're the same, aren't you?
context: No guarantee we'll be safe here anyway, right?\Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you? response:	Is this the Gate of Hell that leads to Cocytus?
context: Might as well move, then!\That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus? response:	No.
context: That's just like you, Souta.\It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No. response:	For me, this is the Gate of Heaven.
context: It sounds like it's not someone else's business for me, either.\All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven. response:	I can't hold out very long!
context: All right!\Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven.\I can't hold out very long! response:	I never thought I'd do the practical test under these circumstances...
context: Thanks, Yahiro.\Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances... response:	Will Shu come?
context: Well, I never would've mattered either, if Jun hadn't needed me.\You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come? response:	Do I... want him to come?
context: You're the same, aren't you?\Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come? response:	I didn't know there was a pathway here.
context: Is this the Gate of Hell that leads to Cocytus?\No.\For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here. response:	We should be able to get close to the airport
context: No.\For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport response:	without getting stopped by the army this way.
context: For me, this is the Gate of Heaven.\I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way. response:	Shu.
context: I can't hold out very long!\I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way.\Shu. response:	You're all right now, right?
context: I never thought I'd do the practical test under these circumstances...\Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way.\Shu.\You're all right now, right? response:	Mm-hmm.
context: Will Shu come?\Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way.\Shu.\You're all right now, right?\Mm-hmm. response:	Thank you.
context: Do I... want him to come?\I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way.\Shu.\You're all right now, right?\Mm-hmm.\Thank you. response:	I owe it to you, Hare.
context: I didn't know there was a pathway here.\We should be able to get close to the airport\without getting stopped by the army this way.\Shu.\You're all right now, right?\Mm-hmm.\Thank you.\I owe it to you, Hare. response:	Dammit, dammit, dammit!
context: We should be able to get close to the airport\without getting stopped by the army this way.\Shu.\You're all right now, right?\Mm-hmm.\Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit! response:	Shu!
context: without getting stopped by the army this way.\Shu.\You're all right now, right?\Mm-hmm.\Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit!\Shu! response:	Almost there... Almost there!
context: Shu.\You're all right now, right?\Mm-hmm.\Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit!\Shu!\Almost there... Almost there! response:	It's open!
context: You're all right now, right?\Mm-hmm.\Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit!\Shu!\Almost there... Almost there!\It's open! response:	Inori!
context: Mm-hmm.\Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit!\Shu!\Almost there... Almost there!\It's open!\Inori! response:	Shu...
context: Thank you.\I owe it to you, Hare.\Dammit, dammit, dammit!\Shu!\Almost there... Almost there!\It's open!\Inori!\Shu... response:	I'll never be loved by you again
context: I owe it to you, Hare.\Dammit, dammit, dammit!\Shu!\Almost there... Almost there!\It's open!\Inori!\Shu...\I'll never be loved by you again response:	Or needed by you again, either
context: Dammit, dammit, dammit!\Shu!\Almost there... Almost there!\It's open!\Inori!\Shu...\I'll never be loved by you again\Or needed by you again, either response:	And so here I am, all alone
context: Shu!\Almost there... Almost there!\It's open!\Inori!\Shu...\I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone response:	You always do that, make me angry
context: Almost there... Almost there!\It's open!\Inori!\Shu...\I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone\You always do that, make me angry response:	And then make me cry in the end
context: It's open!\Inori!\Shu...\I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone\You always do that, make me angry\And then make me cry in the end response:	But when you said I'm sorry afterward,
context: Inori!\Shu...\I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone\You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward, response:	Inori.
context: Shu...\I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone\You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward,\Inori. response:	Genomic resonance is exceeding 3000?!
context: I'll never be loved by you again\Or needed by you again, either\And so here I am, all alone\You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?! response:	I always loved the look on your face
context: Or needed by you again, either\And so here I am, all alone\You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face response:	What?!
context: And so here I am, all alone\You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?! response:	This song...
context: You always do that, make me angry\And then make me cry in the end\But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?!\This song... response:	It's Inori.
context: And then make me cry in the end\But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?!\This song...\It's Inori. response:	Inori's singing!
context: But when you said I'm sorry afterward,\Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?!\This song...\It's Inori.\Inori's singing! response:	There's a barricade up ahead!
context: Inori.\Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?!\This song...\It's Inori.\Inori's singing!\There's a barricade up ahead! response:	Halt!
context: Genomic resonance is exceeding 3000?!\I always loved the look on your face\What?!\This song...\It's Inori.\Inori's singing!\There's a barricade up ahead!\Halt! response:	We'll eliminate all intruders by force!
context: I always loved the look on your face\What?!\This song...\It's Inori.\Inori's singing!\There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force! response:	Kuhouin!
context: What?!\This song...\It's Inori.\Inori's singing!\There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force!\Kuhouin! response:	Use it!
context: This song...\It's Inori.\Inori's singing!\There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force!\Kuhouin!\Use it! response:	Fire!
context: It's Inori.\Inori's singing!\There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force!\Kuhouin!\Use it!\Fire! response:	Yes, hold me tight as you can and don't let go
context: Inori's singing!\There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force!\Kuhouin!\Use it!\Fire!\Yes, hold me tight as you can and don't let go response:	Barricade 3 has been breached!
context: There's a barricade up ahead!\Halt!\We'll eliminate all intruders by force!\Kuhouin!\Use it!\Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached! response:	Is it an Endlave?
context: Halt!\We'll eliminate all intruders by force!\Kuhouin!\Use it!\Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave? response:	Well, er...
context: We'll eliminate all intruders by force!\Kuhouin!\Use it!\Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave?\Well, er... response:	I want to be in your arms
context: Kuhouin!\Use it!\Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave?\Well, er...\I want to be in your arms response:	We'll sleep with our foreheads pressed together
context: Use it!\Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave?\Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together response:	The bridge!
context: Fire!\Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave?\Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge! response:	Gai wouldn't retreat.
context: Yes, hold me tight as you can and don't let go\Barricade 3 has been breached!\Is it an Endlave?\Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat. response:	Hare!
context: Barricade 3 has been breached!\Is it an Endlave?\Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat.\Hare! response:	Wow.
context: Is it an Endlave?\Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat.\Hare!\Wow. response:	They're swarming us!
context: Well, er...\I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat.\Hare!\Wow.\They're swarming us! response:	Souta, it's your turn!
context: I want to be in your arms\We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat.\Hare!\Wow.\They're swarming us!\Souta, it's your turn! response:	Me?
context: We'll sleep with our foreheads pressed together\The bridge!\Gai wouldn't retreat.\Hare!\Wow.\They're swarming us!\Souta, it's your turn!\Me? response:	You always do that, make me angry
context: The bridge!\Gai wouldn't retreat.\Hare!\Wow.\They're swarming us!\Souta, it's your turn!\Me?\You always do that, make me angry response:	Endlave Platoon 4 has been completely wiped out!
context: Gai wouldn't retreat.\Hare!\Wow.\They're swarming us!\Souta, it's your turn!\Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out! response:	Gate 2 has been breached!
context: Hare!\Wow.\They're swarming us!\Souta, it's your turn!\Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached! response:	You can't stop one measly buggy?
context: Wow.\They're swarming us!\Souta, it's your turn!\Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy? response:	And then make me cry in the end
context: They're swarming us!\Souta, it's your turn!\Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end response:	How incompetent can you be?
context: Souta, it's your turn!\Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be? response:	Swap me into the nearest unit.
context: Me?\You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit. response:	But when you said I'm sorry afterward,
context: You always do that, make me angry\Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward, response:	I always loved the look on your face
context: Endlave Platoon 4 has been completely wiped out!\Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face response:	I'll bring them down.
context: Gate 2 has been breached!\You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down. response:	There you are!
context: You can't stop one measly buggy?\And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down.\There you are! response:	Tsugumi! The radar building!
context: And then make me cry in the end\How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down.\There you are!\Tsugumi! The radar building! response:	Aye-aye! We'll take the shortest route!
context: How incompetent can you be?\Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down.\There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route! response:	Hold on, everybody!
context: Swap me into the nearest unit.\But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down.\There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody! response:	Shu is coming!
context: But when you said I'm sorry afterward,\I always loved the look on your face\I'll bring them down.\There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming! response:	You're late, dude.
context: I always loved the look on your face\I'll bring them down.\There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming!\You're late, dude. response:	Inori!
context: I'll bring them down.\There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming!\You're late, dude.\Inori! response:	Yes, hold me tight as you can and don't let go
context: There you are!\Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming!\You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go response:	I want to be in your arms
context: Tsugumi! The radar building!\Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming!\You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms response:	We'll sleep with our foreheads pressed together
context: Aye-aye! We'll take the shortest route!\Hold on, everybody!\Shu is coming!\You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together response:	Yahiro?
context: Hold on, everybody!\Shu is coming!\You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro? response:	This is what you can do, right?
context: Shu is coming!\You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right? response:	Come on out, you little rats.
context: You're late, dude.\Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right?\Come on out, you little rats. response:	So it was you, faceless bastard?!
context: Inori!\Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?! response:	Moron. Just wasting my effort...
