context: They seem strange and alien. response:	Primitive and peculiar,
context: I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now.\Still no rain.\What could be the problem?\This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru! response:	What's going on?!
context: I wonder what's wrong.\Normally it would be here by now.\Still no rain.\What could be the problem?\This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?! response:	It'll rain very soon.
context: Normally it would be here by now.\Still no rain.\What could be the problem?\This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon. response:	How many days have you been saying that for?!
context: Still no rain.\What could be the problem?\This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon.\How many days have you been saying that for?! response:	We've used up all our water!
context: What could be the problem?\This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water! response:	Hey!
context: This isn't good.\I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water!\Hey! response:	We have an emergency!
context: I'd better finish the well soon.\Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water!\Hey!\We have an emergency! response:	It's Yasu!
context: Elder! Please let us talk to Miss Teru!\What's going on?!\It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water!\Hey!\We have an emergency!\It's Yasu! response:	Yasu!
context: What's going on?!\It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water!\Hey!\We have an emergency!\It's Yasu!\Yasu! response:	Hang in there!
context: It'll rain very soon.\How many days have you been saying that for?!\We've used up all our water!\Hey!\We have an emergency!\It's Yasu!\Yasu!\Hang in there! response:	Can anyone spare a little more water?
context: How many days have you been saying that for?!\We've used up all our water!\Hey!\We have an emergency!\It's Yasu!\Yasu!\Hang in there!\Can anyone spare a little more water? response:	No... That was the last we had.
context: We've used up all our water!\Hey!\We have an emergency!\It's Yasu!\Yasu!\Hang in there!\Can anyone spare a little more water?\No... That was the last we had. response:	Miss Teru!
context: Hey!\We have an emergency!\It's Yasu!\Yasu!\Hang in there!\Can anyone spare a little more water?\No... That was the last we had.\Miss Teru! response:	The rain! When will it rain?!
context: We have an emergency!\It's Yasu!\Yasu!\Hang in there!\Can anyone spare a little more water?\No... That was the last we had.\Miss Teru!\The rain! When will it rain?! response:	Te... ru...
context: It's Yasu!\Yasu!\Hang in there!\Can anyone spare a little more water?\No... That was the last we had.\Miss Teru!\The rain! When will it rain?!\Te... ru... response:	It'll be fine.
context: Yasu!\Hang in there!\Can anyone spare a little more water?\No... That was the last we had.\Miss Teru!\The rain! When will it rain?!\Te... ru...\It'll be fine. response:	I'm sure it'll rain soon!
context: Hang in there!\Can anyone spare a little more water?\No... That was the last we had.\Miss Teru!\The rain! When will it rain?!\Te... ru...\It'll be fine.\I'm sure it'll rain soon! response:	No...
context: Can anyone spare a little more water?\No... That was the last we had.\Miss Teru!\The rain! When will it rain?!\Te... ru...\It'll be fine.\I'm sure it'll rain soon!\No... response:	Not again! No!
context: No... That was the last we had.\Miss Teru!\The rain! When will it rain?!\Te... ru...\It'll be fine.\I'm sure it'll rain soon!\No...\Not again! No! response:	The rain's here!
context: Miss Teru!\The rain! When will it rain?!\Te... ru...\It'll be fine.\I'm sure it'll rain soon!\No...\Not again! No!\The rain's here! response:	It's raining!
context: The rain! When will it rain?!\Te... ru...\It'll be fine.\I'm sure it'll rain soon!\No...\Not again! No!\The rain's here!\It's raining! response:	Rain!
context: Te... ru...\It'll be fine.\I'm sure it'll rain soon!\No...\Not again! No!\The rain's here!\It's raining!\Rain! response:	It's finally raining!
context: It'll be fine.\I'm sure it'll rain soon!\No...\Not again! No!\The rain's here!\It's raining!\Rain!\It's finally raining! response:	Yasu, just wait.
context: I'm sure it'll rain soon!\No...\Not again! No!\The rain's here!\It's raining!\Rain!\It's finally raining!\Yasu, just wait. response:	We'll bring you some water right away.
context: No...\Not again! No!\The rain's here!\It's raining!\Rain!\It's finally raining!\Yasu, just wait.\We'll bring you some water right away. response:	Ah...
context: Not again! No!\The rain's here!\It's raining!\Rain!\It's finally raining!\Yasu, just wait.\We'll bring you some water right away.\Ah... response:	Thank goodness.
context: The rain's here!\It's raining!\Rain!\It's finally raining!\Yasu, just wait.\We'll bring you some water right away.\Ah...\Thank goodness. response:	Ah...
context: It's raining!\Rain!\It's finally raining!\Yasu, just wait.\We'll bring you some water right away.\Ah...\Thank goodness.\Ah... response:	It's beautiful.
context: Rain!\It's finally raining!\Yasu, just wait.\We'll bring you some water right away.\Ah...\Thank goodness.\Ah...\It's beautiful. response:	Leaving already?
context: It's finally raining!\Yasu, just wait.\We'll bring you some water right away.\Ah...\Thank goodness.\Ah...\It's beautiful.\Leaving already? response:	You don't look too happy, even though it rained just like you wanted.
context: Yasu, just wait.\We'll bring you some water right away.\Ah...\Thank goodness.\Ah...\It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted. response:	Did you still need something from me?
context: We'll bring you some water right away.\Ah...\Thank goodness.\Ah...\It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me? response:	I noticed something while watching you over the past few days.
context: Ah...\Thank goodness.\Ah...\It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days. response:	Even in this heat, I haven't seen a single drop of sweat on you.
context: Thank goodness.\Ah...\It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you. response:	I'm guessing you can't shed tears either.
context: Ah...\It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either. response:	You're right.
context: It's beautiful.\Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right. response:	Sometimes, I wish I could.
context: Leaving already?\You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could. response:	So, have you ever caught something you shouldn't have been able to?
context: You don't look too happy, even though it rained just like you wanted.\Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to? response:	Something I shouldn't have been able to catch...
context: Did you still need something from me?\I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch... response:	Hey!
context: I noticed something while watching you over the past few days.\Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey! response:	Teru, wait!
context: Even in this heat, I haven't seen a single drop of sweat on you.\I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey!\Teru, wait! response:	Look! That puddle isn't running away!
context: I'm guessing you can't shed tears either.\You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey!\Teru, wait!\Look! That puddle isn't running away! response:	What?
context: You're right.\Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey!\Teru, wait!\Look! That puddle isn't running away!\What? response:	See?
context: Sometimes, I wish I could.\So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey!\Teru, wait!\Look! That puddle isn't running away!\What?\See? response:	I'm almost there.
context: So, have you ever caught something you shouldn't have been able to?\Something I shouldn't have been able to catch...\Hey!\Teru, wait!\Look! That puddle isn't running away!\What?\See?\I'm almost there. response:	So?
context: Something I shouldn't have been able to catch...\Hey!\Teru, wait!\Look! That puddle isn't running away!\What?\See?\I'm almost there.\So? response:	Where's the puddle?
context: Hey!\Teru, wait!\Look! That puddle isn't running away!\What?\See?\I'm almost there.\So?\Where's the puddle? response:	Huh?
context: Teru, wait!\Look! That puddle isn't running away!\What?\See?\I'm almost there.\So?\Where's the puddle?\Huh? response:	What?
context: Look! That puddle isn't running away!\What?\See?\I'm almost there.\So?\Where's the puddle?\Huh?\What? response:	Told you. It was a mirage.
context: What?\See?\I'm almost there.\So?\Where's the puddle?\Huh?\What?\Told you. It was a mirage. response:	But it was right here.
context: See?\I'm almost there.\So?\Where's the puddle?\Huh?\What?\Told you. It was a mirage.\But it was right here. response:	You must've imagined it.
context: I'm almost there.\So?\Where's the puddle?\Huh?\What?\Told you. It was a mirage.\But it was right here.\You must've imagined it. response:	Yeah...
context: So?\Where's the puddle?\Huh?\What?\Told you. It was a mirage.\But it was right here.\You must've imagined it.\Yeah... response:	Come on. Let's go home.
context: Where's the puddle?\Huh?\What?\Told you. It was a mirage.\But it was right here.\You must've imagined it.\Yeah...\Come on. Let's go home. response:	Okay.
context: Huh?\What?\Told you. It was a mirage.\But it was right here.\You must've imagined it.\Yeah...\Come on. Let's go home.\Okay. response:	The mirage...
context: What?\Told you. It was a mirage.\But it was right here.\You must've imagined it.\Yeah...\Come on. Let's go home.\Okay.\The mirage... response:	That is one form of the Amefurashi, or Rainmaker mushi.
context: Told you. It was a mirage.\But it was right here.\You must've imagined it.\Yeah...\Come on. Let's go home.\Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi. response:	They normally hang suspended in air like fine water droplets,
context: But it was right here.\You must've imagined it.\Yeah...\Come on. Let's go home.\Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets, response:	but they fall to the ground once they gather enough moisture to cause rain to form.
context: You must've imagined it.\Yeah...\Come on. Let's go home.\Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form. response:	Then they return to the air as the water evaporates
context: Yeah...\Come on. Let's go home.\Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates response:	and gather rain again.
context: Come on. Let's go home.\Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again. response:	But when the land is stricken by drought and there is no moisture in the air,
context: Okay.\The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air, response:	they pool near the ground's surface and take on a mirage-like appearance.
context: The mirage...\That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance. response:	Aside from the fact that they are alive, they are essentially a natural phenomenon.
context: That is one form of the Amefurashi, or Rainmaker mushi.\They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon. response:	We call such mushi drifters.
context: They normally hang suspended in air like fine water droplets,\but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters. response:	They wander without a purpose.
context: but they fall to the ground once they gather enough moisture to cause rain to form.\Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose. response:	When you came in contact with them,
context: Then they return to the air as the water evaporates\and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose.\When you came in contact with them, response:	they took over the moisture within your body.
context: and gather rain again.\But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body. response:	And now they continually rise from you, gathering rain.
context: But when the land is stricken by drought and there is no moisture in the air,\they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain. response:	Then...
context: they pool near the ground's surface and take on a mirage-like appearance.\Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then... response:	They did all this?
context: Aside from the fact that they are alive, they are essentially a natural phenomenon.\We call such mushi drifters.\They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then...\They did all this? response:	I want them out of my body at once.
context: We call such mushi drifters.\They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then...\They did all this?\I want them out of my body at once. response:	I've had enough of this.
context: They wander without a purpose.\When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then...\They did all this?\I want them out of my body at once.\I've had enough of this. response:	There's no treatment for drifters.
context: When you came in contact with them,\they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then...\They did all this?\I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters. response:	You can only wait for their lifespan to reach an end.
context: they took over the moisture within your body.\And now they continually rise from you, gathering rain.\Then...\They did all this?\I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end. response:	But...
context: And now they continually rise from you, gathering rain.\Then...\They did all this?\I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But... response:	When will that be?
context: Then...\They did all this?\I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But...\When will that be? response:	I don't know.
context: They did all this?\I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But...\When will that be?\I don't know. response:	But if it's taking longer for the rain to appear,
context: I want them out of my body at once.\I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But...\When will that be?\I don't know.\But if it's taking longer for the rain to appear, response:	it may mean that they are weakening.
context: I've had enough of this.\There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But...\When will that be?\I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening. response:	It's nothing to despair about.
context: There's no treatment for drifters.\You can only wait for their lifespan to reach an end.\But...\When will that be?\I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about. response:	This rain of mine...
context: You can only wait for their lifespan to reach an end.\But...\When will that be?\I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about.\This rain of mine... response:	has claimed the lives of many people.
context: But...\When will that be?\I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about.\This rain of mine...\has claimed the lives of many people. response:	Today, I almost killed again.
context: When will that be?\I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about.\This rain of mine...\has claimed the lives of many people.\Today, I almost killed again. response:	You will have to shoulder the burden of those lives.
context: I don't know.\But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about.\This rain of mine...\has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives. response:	But you were not at fault,
context: But if it's taking longer for the rain to appear,\it may mean that they are weakening.\It's nothing to despair about.\This rain of mine...\has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault, response:	and neither were the Amefurashi.
context: it may mean that they are weakening.\It's nothing to despair about.\This rain of mine...\has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi. response:	It was just an unfortunate twist of fate.
context: It's nothing to despair about.\This rain of mine...\has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate. response:	Still, you've already figured out a relatively good way to coexist with the Amefurashi.
context: This rain of mine...\has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi. response:	I'm sure it's not all bad.
context: has claimed the lives of many people.\Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad. response:	Teru!
context: Today, I almost killed again.\You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru! response:	Thanks!
context: You will have to shoulder the burden of those lives.\But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru!\Thanks! response:	I owe you my life!
context: But you were not at fault,\and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru!\Thanks!\I owe you my life! response:	Come again, okay?
context: and neither were the Amefurashi.\It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru!\Thanks!\I owe you my life!\Come again, okay? response:	Promise me you will!
context: It was just an unfortunate twist of fate.\Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru!\Thanks!\I owe you my life!\Come again, okay?\Promise me you will! response:	Once the rain stops
context: Still, you've already figured out a relatively good way to coexist with the Amefurashi.\I'm sure it's not all bad.\Teru!\Thanks!\I owe you my life!\Come again, okay?\Promise me you will!\Once the rain stops response:	and I can shed true tears again,
context: I'm sure it's not all bad.\Teru!\Thanks!\I owe you my life!\Come again, okay?\Promise me you will!\Once the rain stops\and I can shed true tears again, response:	I will put down roots.
context: Teru!\Thanks!\I owe you my life!\Come again, okay?\Promise me you will!\Once the rain stops\and I can shed true tears again,\I will put down roots. response:	Until then,
context: Thanks!\I owe you my life!\Come again, okay?\Promise me you will!\Once the rain stops\and I can shed true tears again,\I will put down roots.\Until then, response:	I will continue to drift like the clouds
context: I owe you my life!\Come again, okay?\Promise me you will!\Once the rain stops\and I can shed true tears again,\I will put down roots.\Until then,\I will continue to drift like the clouds response:	with the rain by my side.
context: Come again, okay?\Promise me you will!\Once the rain stops\and I can shed true tears again,\I will put down roots.\Until then,\I will continue to drift like the clouds\with the rain by my side. response:	Ah, thank goodness.
context: Promise me you will!\Once the rain stops\and I can shed true tears again,\I will put down roots.\Until then,\I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness. response:	I feel alive again.
context: Once the rain stops\and I can shed true tears again,\I will put down roots.\Until then,\I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness.\I feel alive again. response:	What a strange rain, though.
context: and I can shed true tears again,\I will put down roots.\Until then,\I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness.\I feel alive again.\What a strange rain, though. response:	Maybe, but it's beautiful all the same.
context: I will put down roots.\Until then,\I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness.\I feel alive again.\What a strange rain, though.\Maybe, but it's beautiful all the same. response:	Cloudless Rain
context: Until then,\I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness.\I feel alive again.\What a strange rain, though.\Maybe, but it's beautiful all the same.\Cloudless Rain response:	The Wind Raiser
context: I will continue to drift like the clouds\with the rain by my side.\Ah, thank goodness.\I feel alive again.\What a strange rain, though.\Maybe, but it's beautiful all the same.\Cloudless Rain\The Wind Raiser response:	The Wind Raiser.
