context: Moonlight response:	Don't touch me.
context: But I couldn't be with her anymore.\I was in a hurry to become an adult.\I thought if I couldn't stand on my own two feet,\there was no way I could protect...\those who were dear to me.\I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it! response:	That old man really is tough.
context: I was in a hurry to become an adult.\I thought if I couldn't stand on my own two feet,\there was no way I could protect...\those who were dear to me.\I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough. response:	And he's scary! That face...
context: I thought if I couldn't stand on my own two feet,\there was no way I could protect...\those who were dear to me.\I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face... response:	But on top of being strong, he's not very mature.
context: there was no way I could protect...\those who were dear to me.\I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature. response:	Still...
context: those who were dear to me.\I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature.\Still... response:	I swear I won't lose next time.
context: I lost.\When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time. response:	Right!
context: When I tried to take the initiative with the one-turn loss bishop exchange,\that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time.\Right! response:	Of course, Brother!
context: that bastard fought back right away. And he was cheerful about it!\That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time.\Right!\Of course, Brother! response:	Moonlight
context: That old man really is tough.\And he's scary! That face...\But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time.\Right!\Of course, Brother!\Moonlight response:	Lump of Ego
context: And he's scary! That face...\But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time.\Right!\Of course, Brother!\Moonlight\Lump of Ego response:	Mikazuki-Dou
context: But on top of being strong, he's not very mature.\Still...\I swear I won't lose next time.\Right!\Of course, Brother!\Moonlight\Lump of Ego\Mikazuki-Dou response:	I see...
context: Still...\I swear I won't lose next time.\Right!\Of course, Brother!\Moonlight\Lump of Ego\Mikazuki-Dou\I see... response:	Blush!
context: I swear I won't lose next time.\Right!\Of course, Brother!\Moonlight\Lump of Ego\Mikazuki-Dou\I see...\Blush! response:	I wouldn't have been able to visit either.
context: Right!\Of course, Brother!\Moonlight\Lump of Ego\Mikazuki-Dou\I see...\Blush!\I wouldn't have been able to visit either. response:	Full of vigor in front of you girls, but he sunk before getting to the main event?
context: Of course, Brother!\Moonlight\Lump of Ego\Mikazuki-Dou\I see...\Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event? response:	Well, you know!
context: Moonlight\Lump of Ego\Mikazuki-Dou\I see...\Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know! response:	For a boy, that's...
context: Lump of Ego\Mikazuki-Dou\I see...\Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's... response:	Seems to be recalling different happenings from his youth
context: Mikazuki-Dou\I see...\Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth response:	Twitch Twitch
context: I see...\Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch response:	Fidget Fidget
context: Blush!\I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget response:	If it were me, I'd slit my belly.
context: I wouldn't have been able to visit either.\Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly. response:	Well, I'd shave off one eyebrow and seclude myself in the mountains.
context: Full of vigor in front of you girls, but he sunk before getting to the main event?\Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains. response:	Is it really something that shameful?
context: Well, you know!\For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful? response:	He doesn't have to worry about it.
context: For a boy, that's...\Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it. response:	He said he would do his best and I'm sure he did, knowing Rei.
context: Seems to be recalling different happenings from his youth\Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei. response:	Even if it didn't work out, no one would laugh at him.
context: Twitch Twitch\Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him. response:	You're right.
context: Fidget Fidget\If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right. response:	Shame has value, too.
context: If it were me, I'd slit my belly.\Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too. response:	Because failing means he challenged something.
context: Well, I'd shave off one eyebrow and seclude myself in the mountains.\Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too.\Because failing means he challenged something. response:	That's hell of a lot better than a life of doing nothing, and laughing at other people.
context: Is it really something that shameful?\He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people. response:	The thing is, the kid's still young and too damn serious.
context: He doesn't have to worry about it.\He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious. response:	He must really have wanted to beat that player.
context: He said he would do his best and I'm sure he did, knowing Rei.\Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player. response:	That was the first time I ever saw Rei show such fighting spirit.
context: Even if it didn't work out, no one would laugh at him.\You're right.\Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit. response:	Well, I suppose he bit off more than he could chew.
context: You're right.\Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew. response:	I bet he's eating just sweet bread and ramen.
context: Shame has value, too.\Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen. response:	What should we do at a time like this?
context: Because failing means he challenged something.\That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this? response:	You just gotta leave him be.
context: That's hell of a lot better than a life of doing nothing, and laughing at other people.\The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be. response:	The only way to make up for a blunder at work is at work.
context: The thing is, the kid's still young and too damn serious.\He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work. response:	Until the kid can think, I made good, all he can do is his best.
context: He must really have wanted to beat that player.\That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best. response:	Well, eventually, when he becomes an adult, he'll realize it, like it or not.
context: That was the first time I ever saw Rei show such fighting spirit.\Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not. response:	That out of all the people who've put themselves out there,
context: Well, I suppose he bit off more than he could chew.\I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there, response:	every single one has been humiliated at some point.
context: I bet he's eating just sweet bread and ramen.\What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point. response:	Shogi Hall
context: What should we do at a time like this?\You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall response:	You know, Shimada, recently,
context: You just gotta leave him be.\The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently, response:	you look older than me.
context: The only way to make up for a blunder at work is at work.\Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently,\you look older than me. response:	Where are you looking?
context: Until the kid can think, I made good, all he can do is his best.\Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently,\you look older than me.\Where are you looking? response:	It must be tough maintaining that muscular chest.
context: Well, eventually, when he becomes an adult, he'll realize it, like it or not.\That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently,\you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest. response:	Have you secretly been hitting the gym?
context: That out of all the people who've put themselves out there,\every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently,\you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym? response:	Narcissists have it rough.
context: every single one has been humiliated at some point.\Shogi Hall\You know, Shimada, recently,\you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough. response:	All right, then.
context: Shogi Hall\You know, Shimada, recently,\you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then. response:	Shall we go?
context: You know, Shimada, recently,\you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then.\Shall we go? response:	That was cool!
context: you look older than me.\Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then.\Shall we go?\That was cool! response:	What was that mature presence?
context: Where are you looking?\It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then.\Shall we go?\That was cool!\What was that mature presence? response:	I wonder what they were talking about!
context: It must be tough maintaining that muscular chest.\Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then.\Shall we go?\That was cool!\What was that mature presence?\I wonder what they were talking about! response:	Brother is so cool!
context: Have you secretly been hitting the gym?\Narcissists have it rough.\All right, then.\Shall we go?\That was cool!\What was that mature presence?\I wonder what they were talking about!\Brother is so cool! response:	Rank A, huh? If you become Rank A, do you naturally exude that?
context: Narcissists have it rough.\All right, then.\Shall we go?\That was cool!\What was that mature presence?\I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that? response:	Strange. I can't smell the slightest bit of it from myself. That presence...
context: All right, then.\Shall we go?\That was cool!\What was that mature presence?\I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence... response:	Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?
context: Shall we go?\That was cool!\What was that mature presence?\I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that? response:	I bet you will! I bet it'll be like an aura!
context: That was cool!\What was that mature presence?\I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura! response:	Well, let's go!
context: What was that mature presence?\I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go! response:	Their match is going to start!
context: I wonder what they were talking about!\Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start! response:	I don't think you guys ever will have it.
context: Brother is so cool!\Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start!\I don't think you guys ever will have it. response:	Not as long as you spy on people from behind bushes.
context: Rank A, huh? If you become Rank A, do you naturally exude that?\Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes. response:	At the end of World War I, as you can see, the strong recovery of productivity...
context: Strange. I can't smell the slightest bit of it from myself. That presence...\Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity... response:	10:00... The match is starting.
context: Right now I'm B-1, but if I move up to Rank A, will I suddenly smell like that?\I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting. response:	Three matches to determine the challenger for the Lion King.
context: I bet you will! I bet it'll be like an aura!\Well, let's go!\Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King. response:	Gotou 9th-Dan won the first match.
context: Well, let's go!\Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match. response:	This is Mr. Shimada's last chance.
context: Their match is going to start!\I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance. response:	In the previous match, they did the unexpected and engaged in a slugfest,
context: I don't think you guys ever will have it.\Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest, response:	but what kind of battle will it be this time?
context: Not as long as you spy on people from behind bushes.\At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time? response:	I want to watch it. I want to watch it so badly.
context: At the end of World War I, as you can see, the strong recovery of productivity...\10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly. response:	But...
context: 10:00... The match is starting.\Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But... response:	Okay! I finished calculating your days of attendance.
context: Three matches to determine the challenger for the Lion King.\Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance. response:	Bam
context: Gotou 9th-Dan won the first match.\This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance.\Bam response:	Attendance Records
context: This is Mr. Shimada's last chance.\In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance.\Bam\Attendance Records response:	And I've come to the conclusion that you can't catch a cold or even get appendicitis.
context: In the previous match, they did the unexpected and engaged in a slugfest,\but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance.\Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis. response:	You've got two scheduled days off for rank-deciding matches,
context: but what kind of battle will it be this time?\I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance.\Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches, response:	so we can't do anything about that.
context: I want to watch it. I want to watch it so badly.\But...\Okay! I finished calculating your days of attendance.\Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that. response:	But if you happen to advance in any of the tournaments, you'll be in real danger.
context: But...\Okay! I finished calculating your days of attendance.\Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger. response:	Also, in case something happens, aim to get above average scores on the year-end tests.
context: Okay! I finished calculating your days of attendance.\Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests. response:	As for which parts to study for the test...
context: Bam\Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test... response:	if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.
context: Attendance Records\And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend. response:	So instead, I asked all of the teachers on your behalf.
context: And I've come to the conclusion that you can't catch a cold or even get appendicitis.\You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf. response:	Here. Don't lose it.
context: You've got two scheduled days off for rank-deciding matches,\so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it. response:	It'll be tough if you have to repeat a year.
context: so we can't do anything about that.\But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year. response:	Your classmates might call you old man!
context: But if you happen to advance in any of the tournaments, you'll be in real danger.\Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man! response:	You're right. I know.
context: Also, in case something happens, aim to get above average scores on the year-end tests.\As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know. response:	This is a big help.
context: As for which parts to study for the test...\if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know.\This is a big help. response:	But... what is this feeling?
context: if I said, Ask a friend! the exams would be over and you'd still be looking for a friend.\So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know.\This is a big help.\But... what is this feeling? response:	Shogi Hall
context: So instead, I asked all of the teachers on your behalf.\Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know.\This is a big help.\But... what is this feeling?\Shogi Hall response:	Meanwhile...
context: Here. Don't lose it.\It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know.\This is a big help.\But... what is this feeling?\Shogi Hall\Meanwhile... response:	in the special match room...
context: It'll be tough if you have to repeat a year.\Your classmates might call you old man!\You're right. I know.\This is a big help.\But... what is this feeling?\Shogi Hall\Meanwhile...\in the special match room... response:	Boom
context: Your classmates might call you old man!\You're right. I know.\This is a big help.\But... what is this feeling?\Shogi Hall\Meanwhile...\in the special match room...\Boom response:	A slugfest. Another one.
context: You're right. I know.\This is a big help.\But... what is this feeling?\Shogi Hall\Meanwhile...\in the special match room...\Boom\A slugfest. Another one. response:	They're locked together even more.
context: This is a big help.\But... what is this feeling?\Shogi Hall\Meanwhile...\in the special match room...\Boom\A slugfest. Another one.\They're locked together even more. response:	In fact, they're using even more brute force than last time.
context: But... what is this feeling?\Shogi Hall\Meanwhile...\in the special match room...\Boom\A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time. response:	Bam!
context: Shogi Hall\Meanwhile...\in the special match room...\Boom\A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time.\Bam! response:	For some reason, everyone is sitting straight...
context: Meanwhile...\in the special match room...\Boom\A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight... response:	Bang!
context: in the special match room...\Boom\A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight...\Bang! response:	Slap!
context: Boom\A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight...\Bang!\Slap! response:	Bam!
context: A slugfest. Another one.\They're locked together even more.\In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight...\Bang!\Slap!\Bam! response:	And so, eight hours later...
context: They're locked together even more.\In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight...\Bang!\Slap!\Bam!\And so, eight hours later... response:	On top of that...
context: In fact, they're using even more brute force than last time.\Bam!\For some reason, everyone is sitting straight...\Bang!\Slap!\Bam!\And so, eight hours later...\On top of that... response:	both of them are entering their kings into the fray!
context: Bam!\For some reason, everyone is sitting straight...\Bang!\Slap!\Bam!\And so, eight hours later...\On top of that...\both of them are entering their kings into the fray! response:	Please stop! That's immature!
context: For some reason, everyone is sitting straight...\Bang!\Slap!\Bam!\And so, eight hours later...\On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature! response:	Who thinks, Since it's come to this, I'll win if I play the king?
context: Bang!\Slap!\Bam!\And so, eight hours later...\On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king? response:	That was thunder!
context: Slap!\Bam!\And so, eight hours later...\On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder! response:	It's no time to be laughing at glowing pieces!
context: Bam!\And so, eight hours later...\On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces! response:	And three more hours later...
context: And so, eight hours later...\On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later... response:	Stagger Stagger
context: On top of that...\both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger response:	I won, kiddo.
