context: The 88 Stars of the Heavens. response:	Shine!
context: They'll take care of you there.\No!\Wendy...\No!\But in the end, I was taken in by the guild,\and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards. response:	But I heard rumors later...
context: No!\Wendy...\No!\But in the end, I was taken in by the guild,\and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later... response:	About how a council member that looked just like Jellal
context: Wendy...\No!\But in the end, I was taken in by the guild,\and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal response:	had done a bunch of really bad things recently.
context: No!\But in the end, I was taken in by the guild,\and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently. response:	But he was really nice back then!
context: But in the end, I was taken in by the guild,\and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then! response:	I wonder if Jellal remembers me?
context: and that was Caitshelter...\Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me? response:	Erza? She was revived?
context: Then, what happened to Jellal?\I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived? response:	Damn it!
context: I never met him afterwards.\But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived?\Damn it! response:	How is it that I didn't notice she was so close?!
context: But I heard rumors later...\About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?! response:	I won't let you interfere until the main body of Nirvana starts up!
context: About how a council member that looked just like Jellal\had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up! response:	Jellal...
context: had done a bunch of really bad things recently.\But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal... response:	Erza...
context: But he was really nice back then!\I wonder if Jellal remembers me?\Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza... response:	Why are you here?
context: I wonder if Jellal remembers me?\Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza...\Why are you here? response:	I don't know.
context: Erza? She was revived?\Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza...\Why are you here?\I don't know. response:	Erza...
context: Damn it!\How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza...\Why are you here?\I don't know.\Erza... response:	Er...za...
context: How is it that I didn't notice she was so close?!\I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza...\Why are you here?\I don't know.\Erza...\Er...za... response:	I don't remember anything except that word...
context: I won't let you interfere until the main body of Nirvana starts up!\Jellal...\Erza...\Why are you here?\I don't know.\Erza...\Er...za...\I don't remember anything except that word... response:	Will you tell me? Who am I?
context: Jellal...\Erza...\Why are you here?\I don't know.\Erza...\Er...za...\I don't remember anything except that word...\Will you tell me? Who am I? response:	Do you know?
context: Erza...\Why are you here?\I don't know.\Erza...\Er...za...\I don't remember anything except that word...\Will you tell me? Who am I?\Do you know? response:	Who is Erza?
context: Why are you here?\I don't know.\Erza...\Er...za...\I don't remember anything except that word...\Will you tell me? Who am I?\Do you know?\Who is Erza? response:	I can't remember anything!
context: I don't know.\Erza...\Er...za...\I don't remember anything except that word...\Will you tell me? Who am I?\Do you know?\Who is Erza?\I can't remember anything! response:	He's lost all his memories?
context: Erza...\Er...za...\I don't remember anything except that word...\Will you tell me? Who am I?\Do you know?\Who is Erza?\I can't remember anything!\He's lost all his memories? response:	Jellal...
context: Er...za...\I don't remember anything except that word...\Will you tell me? Who am I?\Do you know?\Who is Erza?\I can't remember anything!\He's lost all his memories?\Jellal... response:	What was that for, Gray?!
context: I don't remember anything except that word...\Will you tell me? Who am I?\Do you know?\Who is Erza?\I can't remember anything!\He's lost all his memories?\Jellal...\What was that for, Gray?! response:	Carla, stand back!
context: Will you tell me? Who am I?\Do you know?\Who is Erza?\I can't remember anything!\He's lost all his memories?\Jellal...\What was that for, Gray?!\Carla, stand back! response:	Leave everything to me! I'll save Natsu!
context: Do you know?\Who is Erza?\I can't remember anything!\He's lost all his memories?\Jellal...\What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu! response:	Wait, no one's here...
context: Who is Erza?\I can't remember anything!\He's lost all his memories?\Jellal...\What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here... response:	What happened?
context: I can't remember anything!\He's lost all his memories?\Jellal...\What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened? response:	I can't remember anything!
context: He's lost all his memories?\Jellal...\What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened?\I can't remember anything! response:	He's lost all his memories?
context: Jellal...\What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened?\I can't remember anything!\He's lost all his memories? response:	Jellal...
context: What was that for, Gray?!\Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened?\I can't remember anything!\He's lost all his memories?\Jellal... response:	Stay back!
context: Carla, stand back!\Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened?\I can't remember anything!\He's lost all his memories?\Jellal...\Stay back! response:	Stay back...
context: Leave everything to me! I'll save Natsu!\Wait, no one's here...\What happened?\I can't remember anything!\He's lost all his memories?\Jellal...\Stay back!\Stay back... response:	Then you come to me!
context: Wait, no one's here...\What happened?\I can't remember anything!\He's lost all his memories?\Jellal...\Stay back!\Stay back...\Then you come to me! response:	For I am Erza!
context: What happened?\I can't remember anything!\He's lost all his memories?\Jellal...\Stay back!\Stay back...\Then you come to me!\For I am Erza! response:	Come here.
context: I can't remember anything!\He's lost all his memories?\Jellal...\Stay back!\Stay back...\Then you come to me!\For I am Erza!\Come here. response:	Your name is Jellal.
context: He's lost all his memories?\Jellal...\Stay back!\Stay back...\Then you come to me!\For I am Erza!\Come here.\Your name is Jellal. response:	You were once my friend.
context: Jellal...\Stay back!\Stay back...\Then you come to me!\For I am Erza!\Come here.\Your name is Jellal.\You were once my friend. response:	Friend?
context: Stay back!\Stay back...\Then you come to me!\For I am Erza!\Come here.\Your name is Jellal.\You were once my friend.\Friend? response:	But you went mad, desecrated the dead, hurt your friends,
context: Stay back...\Then you come to me!\For I am Erza!\Come here.\Your name is Jellal.\You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends, response:	and even destroyed the Magic Council.
context: Then you come to me!\For I am Erza!\Come here.\Your name is Jellal.\You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council. response:	You killed Simon.
context: For I am Erza!\Come here.\Your name is Jellal.\You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon. response:	If you...
context: Come here.\Your name is Jellal.\You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon.\If you... response:	If you are trying to say you forgot that,
context: Your name is Jellal.\You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon.\If you...\If you are trying to say you forgot that, response:	then I will thrust a blade into your chest and engrave it into your heart!
context: You were once my friend.\Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon.\If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart! response:	Come here!
context: Friend?\But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon.\If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here! response:	Come before me!
context: But you went mad, desecrated the dead, hurt your friends,\and even destroyed the Magic Council.\You killed Simon.\If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me! response:	To my friends...
context: and even destroyed the Magic Council.\You killed Simon.\If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me!\To my friends... response:	No...
context: You killed Simon.\If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me!\To my friends...\No... response:	What have I done?
context: If you...\If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me!\To my friends...\No...\What have I done? response:	What... What should I...
context: If you are trying to say you forgot that,\then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me!\To my friends...\No...\What have I done?\What... What should I... response:	Is this really that Jellal?
context: then I will thrust a blade into your chest and engrave it into your heart!\Come here!\Come before me!\To my friends...\No...\What have I done?\What... What should I...\Is this really that Jellal? response:	Ouch...
context: Come here!\Come before me!\To my friends...\No...\What have I done?\What... What should I...\Is this really that Jellal?\Ouch... response:	Huh? A bandage?
context: Come before me!\To my friends...\No...\What have I done?\What... What should I...\Is this really that Jellal?\Ouch...\Huh? A bandage? response:	And wait, what's with these clothes?
context: To my friends...\No...\What have I done?\What... What should I...\Is this really that Jellal?\Ouch...\Huh? A bandage?\And wait, what's with these clothes? response:	They are items from the Spirit World.
context: No...\What have I done?\What... What should I...\Is this really that Jellal?\Ouch...\Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World. response:	As yours were quite in tatters...
context: What have I done?\What... What should I...\Is this really that Jellal?\Ouch...\Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters... response:	Virgo!
context: What... What should I...\Is this really that Jellal?\Ouch...\Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters...\Virgo! response:	Where are we?
context: Is this really that Jellal?\Ouch...\Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters...\Virgo!\Where are we? response:	I gave Natsu-sama a matching outfit.
context: Ouch...\Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters...\Virgo!\Where are we?\I gave Natsu-sama a matching outfit. response:	That really isn't necessary!
context: Huh? A bandage?\And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters...\Virgo!\Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary! response:	Jellal! Where's that light?
context: And wait, what's with these clothes?\They are items from the Spirit World.\As yours were quite in tatters...\Virgo!\Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light? response:	It's close. And wait, hasn't the color changed?
context: They are items from the Spirit World.\As yours were quite in tatters...\Virgo!\Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed? response:	Yes. While you two were unconscious, it changed from black to white.
context: As yours were quite in tatters...\Virgo!\Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white. response:	That was a close call. Thanks.
context: Virgo!\Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks. response:	What's with you all of a sudden...
context: Where are we?\I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden... response:	He lllikes you!
context: I gave Natsu-sama a matching outfit.\That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you! response:	Would you quit it with that?!
context: That really isn't necessary!\Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you!\Would you quit it with that?! response:	Oh yeah, where's Happy?
context: Jellal! Where's that light?\It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy? response:	I have not seen him.
context: It's close. And wait, hasn't the color changed?\Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him. response:	Lucy, weren't you with Erza?
context: Yes. While you two were unconscious, it changed from black to white.\That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza? response:	We all got separated.
context: That was a close call. Thanks.\What's with you all of a sudden...\He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza?\We all got separated. response:	Oh, well... I guess the two of us should head to that light ourselves.
context: What's with you all of a sudden...\He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves. response:	Princess, I will now take my leave.
context: He lllikes you!\Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave. response:	Virgo!
context: Would you quit it with that?!\Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo! response:	Virgo just passed through the gate using her own magic...
context: Oh yeah, where's Happy?\I have not seen him.\Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic... response:	Wait, do I have zero magic power left?
context: I have not seen him.\Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left? response:	Sherry!
context: Lucy, weren't you with Erza?\We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry! response:	Thank goodness you're safe!
context: We all got separated.\Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe! response:	It's you! Weren't you on Galuna Island...
context: Oh, well... I guess the two of us should head to that light ourselves.\Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island... response:	Oh yeah, where's doggy and'brows?
context: Princess, I will now take my leave.\Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows? response:	Do you know how many episodes back that was?!
context: Virgo!\Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?! response:	I found you, Fairy Tail wizards...
context: Virgo just passed through the gate using her own magic...\Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards... response:	What?
context: Wait, do I have zero magic power left?\Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What? response:	You idiot!
context: Sherry!\Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What?\You idiot! response:	Gray!
context: Thank goodness you're safe!\It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What?\You idiot!\Gray! response:	You guys safe?
context: It's you! Weren't you on Galuna Island...\Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What?\You idiot!\Gray!\You guys safe? response:	Let me go! Damn you! You're still alive?
context: Oh yeah, where's doggy and'brows?\Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What?\You idiot!\Gray!\You guys safe?\Let me go! Damn you! You're still alive? response:	I'm getting revenge for Lyon-sama!
context: Do you know how many episodes back that was?!\I found you, Fairy Tail wizards...\What?\You idiot!\Gray!\You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama! response:	She's been acting all weird after that light appeared.
context: I found you, Fairy Tail wizards...\What?\You idiot!\Gray!\You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared. response:	You were acting pretty weird before too!
context: What?\You idiot!\Gray!\You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too! response:	Huh?
context: You idiot!\Gray!\You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh? response:	Natsu, that was a fake...
context: Gray!\You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh?\Natsu, that was a fake... response:	I won't forgive you! Revenge for Lyon-sama!
context: You guys safe?\Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama! response:	Revenge for who exactly?
context: Let me go! Damn you! You're still alive?\I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly? response:	Reports of my death are greatly exaggerated.
context: I'm getting revenge for Lyon-sama!\She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated. response:	Lyon-sama?
context: She's been acting all weird after that light appeared.\You were acting pretty weird before too!\Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama? response:	He's a stubborn one.
context: You were acting pretty weird before too!\Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one. response:	Well, it was pretty close...
context: Huh?\Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one.\Well, it was pretty close... response:	That guy's bomb lacrima was more powerful than I thought.
context: Natsu, that was a fake...\I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought. response:	It took a long time before I was able to move again.
context: I won't forgive you! Revenge for Lyon-sama!\Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again. response:	Yup, he's stubborn all right.
context: Revenge for who exactly?\Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right. response:	Well, I'm not as stubborn as this guy.
context: Reports of my death are greatly exaggerated.\Lyon-sama?\He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy. response:	Say what?!
context: Lyon-sama?\He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?! response:	You jump down his throat for that?
context: He's a stubborn one.\Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that? response:	Thank... goodness...
context: Well, it was pretty close...\That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that?\Thank... goodness... response:	What's this?
context: That guy's bomb lacrima was more powerful than I thought.\It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that?\Thank... goodness...\What's this? response:	As I thought, she was taken over by something...
context: It took a long time before I was able to move again.\Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that?\Thank... goodness...\What's this?\As I thought, she was taken over by something... response:	That's Nirvana...
context: Yup, he's stubborn all right.\Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that?\Thank... goodness...\What's this?\As I thought, she was taken over by something...\That's Nirvana... response:	The black pillar has turned white!
context: Well, I'm not as stubborn as this guy.\Say what?!\You jump down his throat for that?\Thank... goodness...\What's this?\As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white! response:	I wonder what's happening?
context: Say what?!\You jump down his throat for that?\Thank... goodness...\What's this?\As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white!\I wonder what's happening? response:	Hibiki, wake up already!
context: You jump down his throat for that?\Thank... goodness...\What's this?\As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already! response:	I hope everyone is okay...
context: Thank... goodness...\What's this?\As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay... response:	Natsu... Erza...
context: What's this?\As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza... response:	Okay, I get that you don't remember anything.
context: As I thought, she was taken over by something...\That's Nirvana...\The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything. response:	No wonder I wasn't able to hear your thoughts at all...
context: That's Nirvana...\The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all... response:	Oracion Seis!
context: The black pillar has turned white!\I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis! response:	How'd you manage to get here?
context: I wonder what's happening?\Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here? response:	And why did you unlock Nirvana's seal?
context: Hibiki, wake up already!\I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal? response:	I heard someone's voice while I was asleep.
context: I hope everyone is okay...\Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep. response:	It said, We are going to obtain Nirvana.
context: Natsu... Erza...\Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana. response:	I dimly remembered the place where that magic was hidden.
context: Okay, I get that you don't remember anything.\No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden. response:	This is a dangerous magic. It can't fall into anyone's hands.
context: No wonder I wasn't able to hear your thoughts at all...\Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands. response:	And that's why I released the seal... To destroy it completely.
context: Oracion Seis!\How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely. response:	To destroy Nirvana?
context: How'd you manage to get here?\And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana? response:	I've already set up the magic circle of self-destruction.
context: And why did you unlock Nirvana's seal?\I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana?\I've already set up the magic circle of self-destruction. response:	Nirvana will shortly destroy itself.
context: I heard someone's voice while I was asleep.\It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana?\I've already set up the magic circle of self-destruction.\Nirvana will shortly destroy itself. response:	What the heck is this high-level magic circle?
context: It said, We are going to obtain Nirvana.\I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana?\I've already set up the magic circle of self-destruction.\Nirvana will shortly destroy itself.\What the heck is this high-level magic circle? response:	At this rate, Nirvana will be destroyed!
context: I dimly remembered the place where that magic was hidden.\This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana?\I've already set up the magic circle of self-destruction.\Nirvana will shortly destroy itself.\What the heck is this high-level magic circle?\At this rate, Nirvana will be destroyed! response:	Jellal! Spit out the cancellation code!
context: This is a dangerous magic. It can't fall into anyone's hands.\And that's why I released the seal... To destroy it completely.\To destroy Nirvana?\I've already set up the magic circle of self-destruction.\Nirvana will shortly destroy itself.\What the heck is this high-level magic circle?\At this rate, Nirvana will be destroyed!\Jellal! Spit out the cancellation code! response:	Erza...
