context: You're Lilah? response:	Arnold?
context: I want to keep bringing them up here, like it or not.\Are you ready for it? All right, let me hear it.\Okay, now the next lady...\And she has a Polish husband, so I don't know which is worse.\Ladies and gentlemen, Ms. Lilah Krytsick.\Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder. response:	How's that?
context: Are you ready for it? All right, let me hear it.\Okay, now the next lady...\And she has a Polish husband, so I don't know which is worse.\Ladies and gentlemen, Ms. Lilah Krytsick.\Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that? response:	This is the first time anybody's asked me to make it smaller.
context: Okay, now the next lady...\And she has a Polish husband, so I don't know which is worse.\Ladies and gentlemen, Ms. Lilah Krytsick.\Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller. response:	Thank you, Romeo.
context: And she has a Polish husband, so I don't know which is worse.\Ladies and gentlemen, Ms. Lilah Krytsick.\Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo. response:	It's true, my husband is Polish...
context: Ladies and gentlemen, Ms. Lilah Krytsick.\Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish... response:	But if you think it's funny, I'd like to tell you that to him...
context: Come on, Lilah. Come on up here. Show them what you've got.\Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him... response:	It could happen in the same room.
context: Lilah Krytsick, ladies and gentlemen.\Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room. response:	I don't understand.
context: Quick, get her a ladder.\How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand. response:	The kids in the history classes, they love it and think it's funny.
context: How's that?\This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny. response:	It is funny.
context: This is the first time anybody's asked me to make it smaller.\Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny. response:	It is funny, but the audience goes after you because you let them.
context: Thank you, Romeo.\It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them. response:	You got to fight back.
context: It's true, my husband is Polish...\But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back. response:	If a guy heckles you, heckle him back.
context: But if you think it's funny, I'd like to tell you that to him...\It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back. response:	Excuse me, sir, is that your wife? Do you have any naked pictures of her?
context: It could happen in the same room.\I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her? response:	Would you like to buy some? Naked videos?
context: I don't understand.\The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos? response:	How about 8-millimetre pornographic loops?
context: The kids in the history classes, they love it and think it's funny.\It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops? response:	Or pictures of her with me? With farm animals?
context: It is funny.\It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals? response:	With ex-cons from New Jersey?
context: It is funny, but the audience goes after you because you let them.\You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey? response:	It's an old joke, but it shuts him up and the audience gets a laugh.
context: You got to fight back.\If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh. response:	Attack, Jerry.
context: If a guy heckles you, heckle him back.\Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry. response:	Why would he have naked pictures of his wife?
context: Excuse me, sir, is that your wife? Do you have any naked pictures of her?\Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife? response:	Forget everything I just said. Just forget everything.
context: Would you like to buy some? Naked videos?\How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything. response:	- Hey, Steven. - Yo!
context: How about 8-millimetre pornographic loops?\Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo! response:	Could I talk to you?
context: Or pictures of her with me? With farm animals?\With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you? response:	Step into my office.
context: With ex-cons from New Jersey?\It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you?\Step into my office. response:	- See you later. - Yeah.
context: It's an old joke, but it shuts him up and the audience gets a laugh.\Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you?\Step into my office.\- See you later. - Yeah. response:	- Have a good show. - I will.
context: Attack, Jerry.\Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you?\Step into my office.\- See you later. - Yeah.\- Have a good show. - I will. response:	- You'll kill them. I know you will. - See you later.
context: Why would he have naked pictures of his wife?\Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you?\Step into my office.\- See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later. response:	- What do you want? - Are you taking a bath?
context: Forget everything I just said. Just forget everything.\- Hey, Steven. - Yo!\Could I talk to you?\Step into my office.\- See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath? response:	Making a pit stop. Been sleeping on a couch lately.
context: - Hey, Steven. - Yo!\Could I talk to you?\Step into my office.\- See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately. response:	You could use my office. Do you need some money? Is that it?
context: Could I talk to you?\Step into my office.\- See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it? response:	I can't pay you back, if that's what this meeting is about.
context: Step into my office.\- See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about. response:	We're friends, we're like a family.
context: - See you later. - Yeah.\- Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family. response:	I won't ask for money when you're in a tight spot.
context: - Have a good show. - I will.\- You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot. response:	- You're a prince. - I take care of my people.
context: - You'll kill them. I know you will. - See you later.\- What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people. response:	- You're a saint. - Like I took care of Robyn Green.
context: - What do you want? - Are you taking a bath?\Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green. response:	You are God.
context: Making a pit stop. Been sleeping on a couch lately.\You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God. response:	Two years, I took him through hard times. I did.
context: You could use my office. Do you need some money? Is that it?\I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did. response:	What happened? One night, a talent scout walks in. Goodbye, Romeo.
context: I can't pay you back, if that's what this meeting is about.\We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo. response:	Not a thank you, not a postcard.
context: We're friends, we're like a family.\I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard. response:	- No 10 percent commission. - This isn't about money.
context: I won't ask for money when you're in a tight spot.\- You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money. response:	- You hurt my feelings. - It is about money.
context: - You're a prince. - I take care of my people.\- You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money. response:	You pack this place up, and pay us S15 a set.
context: - You're a saint. - Like I took care of Robyn Green.\You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set. response:	Then you get discovered and I'm still here.
context: You are God.\Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here. response:	Where you rake it in, while we sell our blood to the Red Cross.
context: Two years, I took him through hard times. I did.\What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross. response:	Don't tell us about any big favours you do.
context: What happened? One night, a talent scout walks in. Goodbye, Romeo.\Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do. response:	- I could've turned this place into a garage. - Why didn't you?
context: Not a thank you, not a postcard.\- No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you? response:	I'll tell you. God help me, I love comics.
context: - No 10 percent commission. - This isn't about money.\- You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics. response:	- Cut to the chase. - What chase? What is he talking about?
context: - You hurt my feelings. - It is about money.\You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about? response:	You want to be my agent?
context: You pack this place up, and pay us S15 a set.\Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent? response:	- You want 10 percent of my S15? - Is that a problem?
context: Then you get discovered and I'm still here.\Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem? response:	The S12 I get for selling my blood? I'm a very rich man.
context: Where you rake it in, while we sell our blood to the Red Cross.\Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man. response:	I've been selling off my body. Usually you wait until you die.
context: Don't tell us about any big favours you do.\- I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die. response:	They're making a special case for me. I got S6 for a lung...
context: - I could've turned this place into a garage. - Why didn't you?\I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung... response:	I've been selling my sperm to a fertility clinic.
context: I'll tell you. God help me, I love comics.\- Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic. response:	The sperm bank has a night-deposit slot. I'm making a fortune.
context: - Cut to the chase. - What chase? What is he talking about?\You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune. response:	I'm just tired of sticking my dick in a machine.
context: You want to be my agent?\- You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine. response:	- Funny stuff, write it down. - You're laughing?
context: - You want 10 percent of my S15? - Is that a problem?\The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing? response:	I have written it down.
context: The S12 I get for selling my blood? I'm a very rich man.\I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down. response:	- I want you to remember me, that's all. - Who's Madeline Urie?
context: I've been selling off my body. Usually you wait until you die.\They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie? response:	She provides talent for all the major networks.
context: They're making a special case for me. I got S6 for a lung...\I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks. response:	She scouts for Letterman. She scouts for Carson.
context: I've been selling my sperm to a fertility clinic.\The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson. response:	She saw your first show. She wants to see you again.
context: The sperm bank has a night-deposit slot. I'm making a fortune.\I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again. response:	Is this for real?
context: I'm just tired of sticking my dick in a machine.\- Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real? response:	She's upstairs, right this minute, waiting for you.
context: - Funny stuff, write it down. - You're laughing?\I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you. response:	Why didn't you just say so? What should I do?
context: I have written it down.\- I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do? response:	- I'll do the subway stuff. - No.
context: - I want you to remember me, that's all. - Who's Madeline Urie?\She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No. response:	- I'll do the medical stuff. - Yes.
context: She provides talent for all the major networks.\She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes. response:	- Do up your fly. - Aren't we trying to impress her?
context: She scouts for Letterman. She scouts for Carson.\She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her? response:	- Put some money in your pocket. - I don't need your money.
context: She saw your first show. She wants to see you again.\Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money. response:	It'll make you feel strong.
context: Is this for real?\She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong. response:	You do many interesting things in medical school, play fascinating games.
context: She's upstairs, right this minute, waiting for you.\Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games. response:	There's Name that Organ.
context: Why didn't you just say so? What should I do?\- I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ. response:	It's small, shaped like a swimming pool. I'm going to guess kidney.
context: - I'll do the subway stuff. - No.\- I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney. response:	Am I right?
context: - I'll do the medical stuff. - Yes.\- Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right? response:	Of course, you do have to go...
context: - Do up your fly. - Aren't we trying to impress her?\- Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go... response:	You don't know his name? We've had the same pediatrician for 8 years.
context: - Put some money in your pocket. - I don't need your money.\It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years. response:	How could you not know his name?
context: It'll make you feel strong.\You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name? response:	I have to call my manager.
context: You do many interesting things in medical school, play fascinating games.\There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager. response:	How high?
context: There's Name that Organ.\It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager.\How high? response:	Is she up? Can I talk to her? Would you put her on?
context: It's small, shaped like a swimming pool. I'm going to guess kidney.\Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on? response:	There's a talent coordinator here and I want to find out who it is.
context: Am I right?\Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is. response:	Heidi, honey.
context: Of course, you do have to go...\You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey. response:	Tell me what's the matter?
context: You don't know his name? We've had the same pediatrician for 8 years.\How could you not know his name?\I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter? response:	When did it start?
context: How could you not know his name?\I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter?\When did it start? response:	Advanced Bedside Manner.
context: I have to call my manager.\How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter?\When did it start?\Advanced Bedside Manner. response:	This class teaches you how not to do a shudder-take...
context: How high?\Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter?\When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take... response:	Let's see, we just got these X-rays back from the lab.
context: Is she up? Can I talk to her? Would you put her on?\There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter?\When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab. response:	Let's take a...
context: There's a talent coordinator here and I want to find out who it is.\Heidi, honey.\Tell me what's the matter?\When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a... response:	Taxi!
context: Heidi, honey.\Tell me what's the matter?\When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi! response:	Taxi!
context: Tell me what's the matter?\When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi!\Taxi! response:	Roll down the window.
context: When did it start?\Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi!\Taxi!\Roll down the window. response:	I'm going to the garage. How far are you going?
context: Advanced Bedside Manner.\This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi!\Taxi!\Roll down the window.\I'm going to the garage. How far are you going? response:	- Just a couple of blocks down the street. - All right, get in. Come on.
context: This class teaches you how not to do a shudder-take...\Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi!\Taxi!\Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on. response:	I lied. I'm going to Jersey.
