context: Raven Tail... response:	Molding Magic wizard...
context: Can't stand so easily, huh?\My red hair hurt your legs.\That red hair...\It must've been burning through when it had a hold on her!\Hang in there, Lucy!\Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair... response:	That's all the damage it did?!
context: My red hair hurt your legs.\That red hair...\It must've been burning through when it had a hold on her!\Hang in there, Lucy!\Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?! response:	Blondie...
context: That red hair...\It must've been burning through when it had a hold on her!\Hang in there, Lucy!\Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?!\Blondie... response:	I'd say she's off to a good start...
context: It must've been burning through when it had a hold on her!\Hang in there, Lucy!\Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?!\Blondie...\I'd say she's off to a good start... response:	Yeah. She's doing great. Very impressive.
context: Hang in there, Lucy!\Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?!\Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive. response:	You wouldn't think there was a seven-year period of nothing
context: Stand up!\Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?!\Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing response:	when she was sealed away on Tenroujima.
context: Dang it! I really liked these boots!\My burning hair... My red hair...\That's all the damage it did?!\Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima. response:	We once fought alongside each other against the Six Generals,
context: My burning hair... My red hair...\That's all the damage it did?!\Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals, response:	but it's clear that the magic power she had seven years ago
context: That's all the damage it did?!\Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago response:	is nothing compared to what she has now.
context: Blondie...\I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now. response:	According to Ichiya-sama,
context: I'd say she's off to a good start...\Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama, response:	all of their magic power has increased even more since the Zentopia affair.
context: Yeah. She's doing great. Very impressive.\You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair. response:	But the red-haired girl is no slouch either.
context: You wouldn't think there was a seven-year period of nothing\when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either. response:	I wonder how she'll attack next...
context: when she was sealed away on Tenroujima.\We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next... response:	W-What?! You're aiming for my legs again?!
context: We once fought alongside each other against the Six Generals,\but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?! response:	Now she's barefoot.
context: but it's clear that the magic power she had seven years ago\is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot. response:	If that hair gets a hold of her again, there will be damage.
context: is nothing compared to what she has now.\According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage. response:	Be careful, Lucy!
context: According to Ichiya-sama,\all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy! response:	Strange...
context: all of their magic power has increased even more since the Zentopia affair.\But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange... response:	This time, I'm not sensing anything...
context: But the red-haired girl is no slouch either.\I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange...\This time, I'm not sensing anything... response:	Where will she attack from?!
context: I wonder how she'll attack next...\W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange...\This time, I'm not sensing anything...\Where will she attack from?! response:	What's she doin'?!
context: W-What?! You're aiming for my legs again?!\Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange...\This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?! response:	Go on! Keep attacking her!
context: Now she's barefoot.\If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange...\This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her! response:	Take that Raven witch down a peg!
context: If that hair gets a hold of her again, there will be damage.\Be careful, Lucy!\Strange...\This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg! response:	Calm down!
context: Be careful, Lucy!\Strange...\This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down! response:	Asuka-chan!
context: Strange...\This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down!\Asuka-chan! response:	Get a hold of yourself!
context: This time, I'm not sensing anything...\Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down!\Asuka-chan!\Get a hold of yourself! response:	Stand up dance!
context: Where will she attack from?!\What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down!\Asuka-chan!\Get a hold of yourself!\Stand up dance! response:	I guess her legs were injured more than we thought?
context: What's she doin'?!\Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down!\Asuka-chan!\Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought? response:	Don't say anything.
context: Go on! Keep attacking her!\Take that Raven witch down a peg!\Calm down!\Asuka-chan!\Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything. response:	That's an order.
context: Take that Raven witch down a peg!\Calm down!\Asuka-chan!\Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything.\That's an order. response:	If you disobey,
context: Calm down!\Asuka-chan!\Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything.\That's an order.\If you disobey, response:	you know what'll happen, right?
context: Asuka-chan!\Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything.\That's an order.\If you disobey,\you know what'll happen, right? response:	Even a blond bimbo like you can understand.
context: Get a hold of yourself!\Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything.\That's an order.\If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand. response:	That's low...
context: Stand up dance!\I guess her legs were injured more than we thought?\Don't say anything.\That's an order.\If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low... response:	Captain of the Guard,
context: I guess her legs were injured more than we thought?\Don't say anything.\That's an order.\If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low...\Captain of the Guard, response:	you've been watching the game from up here?
context: Don't say anything.\That's an order.\If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low...\Captain of the Guard,\you've been watching the game from up here? response:	She's ripening...
context: That's an order.\If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low...\Captain of the Guard,\you've been watching the game from up here?\She's ripening... response:	Matured fruit is ripening.
context: If you disobey,\you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low...\Captain of the Guard,\you've been watching the game from up here?\She's ripening...\Matured fruit is ripening. response:	It may be accomplished this year.
context: you know what'll happen, right?\Even a blond bimbo like you can understand.\That's low...\Captain of the Guard,\you've been watching the game from up here?\She's ripening...\Matured fruit is ripening.\It may be accomplished this year. response:	Just you wait...
context: Even a blond bimbo like you can understand.\That's low...\Captain of the Guard,\you've been watching the game from up here?\She's ripening...\Matured fruit is ripening.\It may be accomplished this year.\Just you wait... response:	What's wrong, Master?
context: That's low...\Captain of the Guard,\you've been watching the game from up here?\She's ripening...\Matured fruit is ripening.\It may be accomplished this year.\Just you wait...\What's wrong, Master? response:	Maybe just my imagination?
context: Captain of the Guard,\you've been watching the game from up here?\She's ripening...\Matured fruit is ripening.\It may be accomplished this year.\Just you wait...\What's wrong, Master?\Maybe just my imagination? response:	I felt something odd...
context: you've been watching the game from up here?\She's ripening...\Matured fruit is ripening.\It may be accomplished this year.\Just you wait...\What's wrong, Master?\Maybe just my imagination?\I felt something odd... response:	Blame it on your age.
context: She's ripening...\Matured fruit is ripening.\It may be accomplished this year.\Just you wait...\What's wrong, Master?\Maybe just my imagination?\I felt something odd...\Blame it on your age. response:	Easy, easy...
context: Matured fruit is ripening.\It may be accomplished this year.\Just you wait...\What's wrong, Master?\Maybe just my imagination?\I felt something odd...\Blame it on your age.\Easy, easy... response:	Quiet, you!
context: It may be accomplished this year.\Just you wait...\What's wrong, Master?\Maybe just my imagination?\I felt something odd...\Blame it on your age.\Easy, easy...\Quiet, you! response:	Old mustache man!
context: Just you wait...\What's wrong, Master?\Maybe just my imagination?\I felt something odd...\Blame it on your age.\Easy, easy...\Quiet, you!\Old mustache man! response:	No one notices.
context: What's wrong, Master?\Maybe just my imagination?\I felt something odd...\Blame it on your age.\Easy, easy...\Quiet, you!\Old mustache man!\No one notices. response:	There's no way they will notice.
context: Maybe just my imagination?\I felt something odd...\Blame it on your age.\Easy, easy...\Quiet, you!\Old mustache man!\No one notices.\There's no way they will notice. response:	If I feel like it, I could take down that brat in an instant...
context: I felt something odd...\Blame it on your age.\Easy, easy...\Quiet, you!\Old mustache man!\No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant... response:	What kind of a monster is she?!
context: Blame it on your age.\Easy, easy...\Quiet, you!\Old mustache man!\No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?! response:	The breathtaking battle part continues!
context: Easy, easy...\Quiet, you!\Old mustache man!\No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues! response:	It's Lucy Heartfilia versus Flare Corona!
context: Quiet, you!\Old mustache man!\No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona! response:	Come to think of it, Yajima-san, when you were in the Council,
context: Old mustache man!\No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council, response:	Fairy Tail enjoyed a very different reputation than they do today, correct?
context: No one notices.\There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct? response:	They were popular. They were top class when it came to raw power.
context: There's no way they will notice.\If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power. response:	Unfortunately, we had a heck of a time with all the problems they caused.
context: If I feel like it, I could take down that brat in an instant...\What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused. response:	Well, I bet a lot of people here don't know what they were like back then.
context: What kind of a monster is she?!\The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then. response:	How dirty can you get?!
context: The breathtaking battle part continues!\It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?! response:	Don't say anything. Don't move. Don't use any magic.
context: It's Lucy Heartfilia versus Flare Corona!\Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic. response:	You know what'll happen if you don't obey, right?
context: Come to think of it, Yajima-san, when you were in the Council,\Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right? response:	Blondie!
context: Fairy Tail enjoyed a very different reputation than they do today, correct?\They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie! response:	Did keeping two gates open at the same time backfire on her?
context: They were popular. They were top class when it came to raw power.\Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her? response:	Is her magic cupboard bare?
context: Unfortunately, we had a heck of a time with all the problems they caused.\Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare? response:	She's not naked!
context: Well, I bet a lot of people here don't know what they were like back then.\How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked! response:	That's not what she means.
context: How dirty can you get?!\Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked!\That's not what she means. response:	Lucy! What's wrong?!
context: Don't say anything. Don't move. Don't use any magic.\You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked!\That's not what she means.\Lucy! What's wrong?! response:	They were neck and neck just before!
context: You know what'll happen if you don't obey, right?\Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked!\That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before! response:	Lucy, what about your Celestial Spirits?!
context: Blondie!\Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked!\That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?! response:	I can't watch! She's getting beaten to a pulp!
context: Did keeping two gates open at the same time backfire on her?\Is her magic cupboard bare?\She's not naked!\That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp! response:	Endurance Dance!
context: Is her magic cupboard bare?\She's not naked!\That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance! response:	Is she conserving magic?
context: She's not naked!\That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic? response:	I don't get it, but at this rate...
context: That's not what she means.\Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate... response:	What happened?!
context: Lucy! What's wrong?!\They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate...\What happened?! response:	She's suddenly stopped movin' around!
context: They were neck and neck just before!\Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around! response:	Get a grip, Blondie!
context: Lucy, what about your Celestial Spirits?!\I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie! response:	What in the world is going on?!
context: I can't watch! She's getting beaten to a pulp!\Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?! response:	What was a fierce battle just moments ago has turned into a one-sided beat down!
context: Endurance Dance!\Is she conserving magic?\I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down! response:	Hang in there!
context: Is she conserving magic?\I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there! response:	Take that! And that!
context: I don't get it, but at this rate...\What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that! response:	Everyone...
context: What happened?!\She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that!\Everyone... response:	Wendy...
context: She's suddenly stopped movin' around!\Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that!\Everyone...\Wendy... response:	Gray...
context: Get a grip, Blondie!\What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that!\Everyone...\Wendy...\Gray... response:	I'm sorry...
context: What in the world is going on?!\What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that!\Everyone...\Wendy...\Gray...\I'm sorry... response:	I give up...
context: What was a fierce battle just moments ago has turned into a one-sided beat down!\Hang in there!\Take that! And that!\Everyone...\Wendy...\Gray...\I'm sorry...\I give up... response:	Lu-chan!
context: Hang in there!\Take that! And that!\Everyone...\Wendy...\Gray...\I'm sorry...\I give up...\Lu-chan! response:	Maybe she's so hungry she can't move...
context: Take that! And that!\Everyone...\Wendy...\Gray...\I'm sorry...\I give up...\Lu-chan!\Maybe she's so hungry she can't move... response:	Yeah, right!
context: Everyone...\Wendy...\Gray...\I'm sorry...\I give up...\Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right! response:	Who told you it was okay to talk,
context: Wendy...\Gray...\I'm sorry...\I give up...\Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk, response:	Blondie?!
context: Gray...\I'm sorry...\I give up...\Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk,\Blondie?! response:	I'm not gonna let you surrender.
context: I'm sorry...\I give up...\Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender. response:	I'm just getting started here playing with you.
context: I give up...\Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you. response:	Understand? Don't say a word.
context: Lu-chan!\Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word. response:	However...
context: Maybe she's so hungry she can't move...\Yeah, right!\Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word.\However... response:	Now let's see...
context: Yeah, right!\Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word.\However...\Now let's see... response:	What shall I do to you first?
context: Who told you it was okay to talk,\Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word.\However...\Now let's see...\What shall I do to you first? response:	Maybe I'll tear off your clothes in front of all these people...
context: Blondie?!\I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word.\However...\Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people... response:	That would be funny,
context: I'm not gonna let you surrender.\I'm just getting started here playing with you.\Understand? Don't say a word.\However...\Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny, response:	but I've just thought of an even better idea!
context: I'm just getting started here playing with you.\Understand? Don't say a word.\However...\Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea! response:	I'll brand the insignia of Raven Tail onto your body!
context: Understand? Don't say a word.\However...\Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body! response:	A brand that'll never fade away!
context: However...\Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away! response:	Where would you like me to put it?
context: Now let's see...\What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it? response:	I see!
context: What shall I do to you first?\Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it?\I see! response:	You want me to put it right over your Fairy Tail insignia, huh?
context: Maybe I'll tear off your clothes in front of all these people...\That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh? response:	Please! Anything but that!
context: That would be funny,\but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that! response:	I told you not to talk!
context: but I've just thought of an even better idea!\I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk! response:	Don't! Anywhere but there!
context: I'll brand the insignia of Raven Tail onto your body!\A brand that'll never fade away!\Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there! response:	Lucy's actin' kinda weird!
context: A brand that'll never fade away!\Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird! response:	Where's Natsu?!
context: Where would you like me to put it?\I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?! response:	He was here a minute ago...
context: I see!\You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago... response:	I've got good ears!
context: You want me to put it right over your Fairy Tail insignia, huh?\Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago...\I've got good ears! response:	I know what I heard!
context: Please! Anything but that!\I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago...\I've got good ears!\I know what I heard! response:	Asuka-chan, huh?!
context: I told you not to talk!\Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago...\I've got good ears!\I know what I heard!\Asuka-chan, huh?! response:	Natsu!
context: Don't! Anywhere but there!\Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago...\I've got good ears!\I know what I heard!\Asuka-chan, huh?!\Natsu! response:	What's that doing here?!
context: Lucy's actin' kinda weird!\Where's Natsu?!\He was here a minute ago...\I've got good ears!\I know what I heard!\Asuka-chan, huh?!\Natsu!\What's that doing here?! response:	What?!
context: Where's Natsu?!\He was here a minute ago...\I've got good ears!\I know what I heard!\Asuka-chan, huh?!\Natsu!\What's that doing here?!\What?! response:	Lucy! Now!
context: He was here a minute ago...\I've got good ears!\I know what I heard!\Asuka-chan, huh?!\Natsu!\What's that doing here?!\What?!\Lucy! Now! response:	Thank you, Natsu!
context: I've got good ears!\I know what I heard!\Asuka-chan, huh?!\Natsu!\What's that doing here?!\What?!\Lucy! Now!\Thank you, Natsu! response:	Gemini!
context: I know what I heard!\Asuka-chan, huh?!\Natsu!\What's that doing here?!\What?!\Lucy! Now!\Thank you, Natsu!\Gemini! response:	Take this!
context: Asuka-chan, huh?!\Natsu!\What's that doing here?!\What?!\Lucy! Now!\Thank you, Natsu!\Gemini!\Take this! response:	Do that thing!
context: Natsu!\What's that doing here?!\What?!\Lucy! Now!\Thank you, Natsu!\Gemini!\Take this!\Do that thing! response:	We haven't practiced enough!
context: What's that doing here?!\What?!\Lucy! Now!\Thank you, Natsu!\Gemini!\Take this!\Do that thing!\We haven't practiced enough! response:	We don't know if we can do it or not!
context: What?!\Lucy! Now!\Thank you, Natsu!\Gemini!\Take this!\Do that thing!\We haven't practiced enough!\We don't know if we can do it or not! response:	Anyway, turn into me!
context: Lucy! Now!\Thank you, Natsu!\Gemini!\Take this!\Do that thing!\We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me! response:	Roger!
context: Thank you, Natsu!\Gemini!\Take this!\Do that thing!\We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me!\Roger! response:	What are you dressed like that for?!
