context: J To catch them is my real test J response:	J To train them is my cause J
context: Were going to have a picnic!\You guys got a problem?\Squirtle. Squirtle. Squirtle. Squirtle.\Meowth, whats it saying?\I think it said, give us your food or else!\Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game. response:	Squirtle. Squirtle. Squirtle. Squirtle.
context: You guys got a problem?\Squirtle. Squirtle. Squirtle. Squirtle.\Meowth, whats it saying?\I think it said, give us your food or else!\Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle. response:	Squirtle. Squirtle. Squirtle.
context: Squirtle. Squirtle. Squirtle. Squirtle.\Meowth, whats it saying?\I think it said, give us your food or else!\Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle. response:	Oh, no. Theyre eating all the jelly donuts and eclairs!
context: Meowth, whats it saying?\I think it said, give us your food or else!\Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs! response:	Theyre drinking all the lemonade!
context: I think it said, give us your food or else!\Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade! response:	This is cruel and unusual!
context: Youre threatening us? Were Team Rocket. We threaten!\Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual! response:	Squirtle. Squirtle. Squirtle. Squirtle...
context: Squirtle. Squirtle. Squirtle.\-Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle... response:	-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.
context: -Lets show these little creeps. -Im game.\Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches. response:	Weve got to do something!
context: Squirtle. Squirtle. Squirtle. Squirtle.\Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something! response:	Oh, wait! You Squirtles, howd you like to do a little job for us?
context: Squirtle. Squirtle. Squirtle.\Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us? response:	There are these three kids with a Pikachu.
context: Oh, no. Theyre eating all the jelly donuts and eclairs!\Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu. response:	Our boss would be most appreciative if you helped us capture them.
context: Theyre drinking all the lemonade!\This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them. response:	Hed make it worth your while.
context: This is cruel and unusual!\Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while. response:	Squirtle. Squirtle.
context: Squirtle. Squirtle. Squirtle. Squirtle...\-Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle. response:	What did Squirtle answer?
context: -Those arent Squirtles. Theyre piggles! -Theyre starting on the sandwiches.\Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer? response:	The Squirtle said, Forget it. We know humans cant be trusted.
context: Weve got to do something!\Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted. response:	So make them trust us!
context: Oh, wait! You Squirtles, howd you like to do a little job for us?\There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us! response:	Hmm, that wont be easy but Ill see what I can do.
context: There are these three kids with a Pikachu.\Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do. response:	Squirtle, both of these humans belong to Meowth!
context: Our boss would be most appreciative if you helped us capture them.\Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth! response:	-Huh, belong to? -Theyll never trust you two.
context: Hed make it worth your while.\Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two. response:	Youve got liar written all over you. Just let me handle this!
context: Squirtle. Squirtle.\What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this! response:	Ugh, oh, you little...
context: What did Squirtle answer?\The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little... response:	These humans are my pets. I trained them but theyre pretty stupid.
context: The Squirtle said, Forget it. We know humans cant be trusted.\So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid. response:	Squirtle.
context: So make them trust us!\Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle. response:	Dont ever raise your voice to me again, you bad human!
context: Hmm, that wont be easy but Ill see what I can do.\Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human! response:	-Bad human! Bad, bad human! -
context: Squirtle, both of these humans belong to Meowth!\-Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! - response:	Squirtle. Squirtle. Squirtle. Squirtle...
context: -Huh, belong to? -Theyll never trust you two.\Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle... response:	Squirtle.
context: Youve got liar written all over you. Just let me handle this!\Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle. response:	See, you guys can trust me!
context: Ugh, oh, you little...\These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me! response:	Squirtle. Squirtle.
context: These humans are my pets. I trained them but theyre pretty stupid.\Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me!\Squirtle. Squirtle. response:	Meowth, what about us? Untie us too!
context: Squirtle.\Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too! response:	-I want a donut! -Be quiet.
context: Dont ever raise your voice to me again, you bad human!\-Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet. response:	We got to keep up this act till the Squirtles trust me
context: -Bad human! Bad, bad human! -\Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me response:	and thats going to a little time!
context: Squirtle. Squirtle. Squirtle. Squirtle...\Squirtle.\See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time! response:	-I caught something! -Huh?
context: Squirtle.\See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh? response:	Squirtle.
context: See, you guys can trust me!\Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh?\Squirtle. response:	-Im soaked. -Me too.
context: Squirtle. Squirtle.\Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh?\Squirtle.\-Im soaked. -Me too. response:	Pik! Pikachu!
context: Meowth, what about us? Untie us too!\-I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh?\Squirtle.\-Im soaked. -Me too.\Pik! Pikachu! response:	Knock it off, Pikachu!
context: -I want a donut! -Be quiet.\We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh?\Squirtle.\-Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu! response:	Wet clothes conduct electricity!
context: We got to keep up this act till the Squirtles trust me\and thats going to a little time!\-I caught something! -Huh?\Squirtle.\-Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity! response:	Squirtle. Squirtle.
context: and thats going to a little time!\-I caught something! -Huh?\Squirtle.\-Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle. response:	Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!
context: -I caught something! -Huh?\Squirtle.\-Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now! response:	Huh?
context: Squirtle.\-Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh? response:	Oh! Pikachu!
context: -Im soaked. -Me too.\Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu! response:	Oh, its a Goldeen! Watch out for its horn!
context: Pik! Pikachu!\Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn! response:	Pika? Pik!
context: Knock it off, Pikachu!\Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik! response:	Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...
context: Wet clothes conduct electricity!\Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen... response:	Swim to shore, Pikachu. Hurry up!
context: Squirtle. Squirtle.\Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up! response:	Faster! Faster!
context: Ive had enough of your pranks, Squirtle! Pikachu, its out of the water now!\Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster! response:	Pikachu!
context: Huh?\Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu! response:	Ugh, they got us!
context: Oh! Pikachu!\Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu!\Ugh, they got us! response:	Squirtle.
context: Oh, its a Goldeen! Watch out for its horn!\Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu!\Ugh, they got us!\Squirtle. response:	-Squirtle. -
context: Pika? Pik!\Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu!\Ugh, they got us!\Squirtle.\-Squirtle. - response:	Youre not going to Squirtle out of this one!
context: Goldeen. Goldeen. Goldeen. Goldeen. Goldeen...\Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu!\Ugh, they got us!\Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one! response:	-Its Meowth! -Meowth?
context: Swim to shore, Pikachu. Hurry up!\Faster! Faster!\Pikachu!\Ugh, they got us!\Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth? response:	Im the Pokemon in charge here. Just wait till my human pets get back!
context: Faster! Faster!\Pikachu!\Ugh, they got us!\Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back! response:	Na-na-na-na-na!
context: Pikachu!\Ugh, they got us!\Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na! response:	Dont believe him, Squirtles. Meowths a big liar.
context: Ugh, they got us!\Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar. response:	Those humans arent Meowths pets.
context: Squirtle.\-Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets. response:	Team Rockets trying to trick you all into doing their dirty work.
context: -Squirtle. -\Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work. response:	Squirtle.
context: Youre not going to Squirtle out of this one!\-Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle. response:	Quiet, human!
context: -Its Meowth! -Meowth?\Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human! response:	Who are you going to believe, this human or a fellow Pokemon?
context: Im the Pokemon in charge here. Just wait till my human pets get back!\Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon? response:	Squirtle. Squirtle...
context: Na-na-na-na-na!\Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle... response:	-Ash, Pikachus in bad shape! -Huh?
context: Dont believe him, Squirtles. Meowths a big liar.\Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh? response:	Weve got to do something!
context: Those humans arent Meowths pets.\Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something! response:	Weve got to heal Pikachu with super potion before its too late.
context: Team Rockets trying to trick you all into doing their dirty work.\Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late. response:	But we dont have any super potion. What can we do?
context: Squirtle.\Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do? response:	-A shop in town sells it. -In town?
context: Quiet, human!\Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town? response:	Squirtle Squad, please, youve got to let me go into town.
context: Who are you going to believe, this human or a fellow Pokemon?\Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town. response:	If I dont get the medicine, Pikachus in a lot of trouble!
context: Squirtle. Squirtle...\-Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble! response:	Squirtle. Squirtle. Squirtle. Squirtle...
context: -Ash, Pikachus in bad shape! -Huh?\Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle... response:	They know you humans are just trying to get away!
context: Weve got to do something!\Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away! response:	Trust me. I wont run away!
context: Weve got to heal Pikachu with super potion before its too late.\But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away! response:	As soon as I buy the medicine, Ill come back. I promise!
context: But we dont have any super potion. What can we do?\-A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise! response:	Squirtle.
context: -A shop in town sells it. -In town?\Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle. response:	Squirtle says promises are cheap!
context: Squirtle Squad, please, youve got to let me go into town.\If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap! response:	Im begging you. Please trust me.
context: If I dont get the medicine, Pikachus in a lot of trouble!\Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me. response:	Squirtle. Squirtle. Squirtle. Squirtle...
context: Squirtle. Squirtle. Squirtle. Squirtle...\They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle... response:	The Squirtle says if youre not back here by noon tomorrow,
context: They know you humans are just trying to get away!\Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow, response:	the red-headed girl gets her hair dyed purple!
context: Trust me. I wont run away!\As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple! response:	-Purple! Why you mangy little flea trap! -Huh?
context: As soon as I buy the medicine, Ill come back. I promise!\Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh? response:	When I get out of this, Im going to wrap your tail-
context: Squirtle.\Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail- response:	Misty, dont worry. Ill be back, okay?
context: Squirtle says promises are cheap!\Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay? response:	So long! Be back in a flash!
context: Im begging you. Please trust me.\Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash! response:	Good luck.
context: Squirtle. Squirtle. Squirtle. Squirtle...\The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck. response:	Even if that kid does make it back, well all be long gone.
context: The Squirtle says if youre not back here by noon tomorrow,\the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone. response:	Just hold on a little longer, Pikachu. Ill get you that super potion!
context: the red-headed girl gets her hair dyed purple!\-Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion! response:	I got to keep going. Pikachu needs me to get that medicine.
context: -Purple! Why you mangy little flea trap! -Huh?\When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine. response:	Just dont look down.
context: When I get out of this, Im going to wrap your tail-\Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down. response:	Man, that was close!
context: Misty, dont worry. Ill be back, okay?\So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close! response:	Thats it. Thats the place!
