context: Wh-Who are you... response:	I'll just tell you.
context: You're alive, too.\Everyone alive must become happy.\Hatate-kun, I'll...\I'll make you happy.\Is this a flag, too?\I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you, response:	I'll be there for you, Souta-kun.
context: Everyone alive must become happy.\Hatate-kun, I'll...\I'll make you happy.\Is this a flag, too?\I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun. response:	I'm sorry. I called you by your name.
context: Hatate-kun, I'll...\I'll make you happy.\Is this a flag, too?\I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name. response:	It's fine. I don't really mind.
context: I'll make you happy.\Is this a flag, too?\I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind. response:	Really?!
context: Is this a flag, too?\I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?! response:	I mean, really?
context: I'll do what I can to help you.\I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?!\I mean, really? response:	Cool.
context: I mean... You can depend on me. Yeah.\If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?!\I mean, really?\Cool. response:	Souta-kun. Souta-kun.
context: If everyone turns against you,\I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?!\I mean, really?\Cool.\Souta-kun. Souta-kun. response:	I'll take care of Kurumiko-kun, okay?
context: I'll be there for you, Souta-kun.\I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?!\I mean, really?\Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay? response:	I'll...
context: I'm sorry. I called you by your name.\It's fine. I don't really mind.\Really?!\I mean, really?\Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll... response:	I'll do what I can for you.
context: It's fine. I don't really mind.\Really?!\I mean, really?\Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you. response:	Okay, everyone, get on the bus.
context: Really?!\I mean, really?\Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you.\Okay, everyone, get on the bus. response:	Stay in line and don't fight.
context: I mean, really?\Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight. response:	I see...
context: Cool.\Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight.\I see... response:	I'm sorry.
context: Souta-kun. Souta-kun.\I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight.\I see...\I'm sorry. response:	I told you to come, and then...
context: I'll take care of Kurumiko-kun, okay?\I'll...\I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight.\I see...\I'm sorry.\I told you to come, and then... response:	Hatate-kun isn't the one at fault.
context: I'll...\I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight.\I see...\I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault. response:	I wasn't able to do anything...
context: I'll do what I can for you.\Okay, everyone, get on the bus.\Stay in line and don't fight.\I see...\I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything... response:	I'm sad I'll have to be away from you,
context: Okay, everyone, get on the bus.\Stay in line and don't fight.\I see...\I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you, response:	but our hearts will be together.
context: Stay in line and don't fight.\I see...\I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together. response:	Right?
context: I see...\I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together.\Right? response:	Yeah.
context: I'm sorry.\I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together.\Right?\Yeah. response:	I'm glad we were just able to meet
context: I told you to come, and then...\Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together.\Right?\Yeah.\I'm glad we were just able to meet response:	and become brother and sister.
context: Hatate-kun isn't the one at fault.\I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together.\Right?\Yeah.\I'm glad we were just able to meet\and become brother and sister. response:	Kurumiko...
context: I wasn't able to do anything...\I'm sad I'll have to be away from you,\but our hearts will be together.\Right?\Yeah.\I'm glad we were just able to meet\and become brother and sister.\Kurumiko... response:	Souta-kun, the beach was fun, wasn't it?
context: I'm sad I'll have to be away from you,\but our hearts will be together.\Right?\Yeah.\I'm glad we were just able to meet\and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it? response:	Y-Yeah.
context: but our hearts will be together.\Right?\Yeah.\I'm glad we were just able to meet\and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah. response:	I guess so.
context: Right?\Yeah.\I'm glad we were just able to meet\and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so. response:	I want to go again with you.
context: Yeah.\I'm glad we were just able to meet\and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so.\I want to go again with you. response:	If Souta's going, I'm going, too.
context: I'm glad we were just able to meet\and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so.\I want to go again with you.\If Souta's going, I'm going, too. response:	Me, too.
context: and become brother and sister.\Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so.\I want to go again with you.\If Souta's going, I'm going, too.\Me, too. response:	Me, too.
context: Kurumiko...\Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so.\I want to go again with you.\If Souta's going, I'm going, too.\Me, too.\Me, too. response:	W-Well, if everyone's going, I guess I'll go, too.
context: Souta-kun, the beach was fun, wasn't it?\Y-Yeah.\I guess so.\I want to go again with you.\If Souta's going, I'm going, too.\Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too. response:	Yeah.
context: Y-Yeah.\I guess so.\I want to go again with you.\If Souta's going, I'm going, too.\Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah. response:	I guess we can go if we don't have to go to the sea.
context: I guess so.\I want to go again with you.\If Souta's going, I'm going, too.\Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea. response:	What does that mean?
context: I want to go again with you.\If Souta's going, I'm going, too.\Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean? response:	Huh? Kurumiko?
context: If Souta's going, I'm going, too.\Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko? response:	Why are you here?
context: Me, too.\Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko?\Why are you here? response:	A nice girl brought me.
context: Me, too.\W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko?\Why are you here?\A nice girl brought me. response:	Hello there.
context: W-Well, if everyone's going, I guess I'll go, too.\Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko?\Why are you here?\A nice girl brought me.\Hello there. response:	Daimyouzamurai Mei.
context: Yeah.\I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko?\Why are you here?\A nice girl brought me.\Hello there.\Daimyouzamurai Mei. response:	What's going on?
context: I guess we can go if we don't have to go to the sea.\What does that mean?\Huh? Kurumiko?\Why are you here?\A nice girl brought me.\Hello there.\Daimyouzamurai Mei.\What's going on? response:	I just altered the
context: What does that mean?\Huh? Kurumiko?\Why are you here?\A nice girl brought me.\Hello there.\Daimyouzamurai Mei.\What's going on?\I just altered the response:	school's data, that's all.
context: Huh? Kurumiko?\Why are you here?\A nice girl brought me.\Hello there.\Daimyouzamurai Mei.\What's going on?\I just altered the\school's data, that's all. response:	I didn't think of that!
context: Why are you here?\A nice girl brought me.\Hello there.\Daimyouzamurai Mei.\What's going on?\I just altered the\school's data, that's all.\I didn't think of that! response:	You're useless when it matters.
context: A nice girl brought me.\Hello there.\Daimyouzamurai Mei.\What's going on?\I just altered the\school's data, that's all.\I didn't think of that!\You're useless when it matters. response:	I did my best!
context: Hello there.\Daimyouzamurai Mei.\What's going on?\I just altered the\school's data, that's all.\I didn't think of that!\You're useless when it matters.\I did my best! response:	How mean!
context: Daimyouzamurai Mei.\What's going on?\I just altered the\school's data, that's all.\I didn't think of that!\You're useless when it matters.\I did my best!\How mean! response:	So why are the student council president and Granny here?
context: What's going on?\I just altered the\school's data, that's all.\I didn't think of that!\You're useless when it matters.\I did my best!\How mean!\So why are the student council president and Granny here? response:	That's because we're going to live here at Quest Dorm, too.
context: I just altered the\school's data, that's all.\I didn't think of that!\You're useless when it matters.\I did my best!\How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too. response:	We already completed the paperwork.
context: school's data, that's all.\I didn't think of that!\You're useless when it matters.\I did my best!\How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork. response:	What was that?!
context: I didn't think of that!\You're useless when it matters.\I did my best!\How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?! response:	Are you trying to get me to owe you a favor?
context: You're useless when it matters.\I did my best!\How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor? response:	Not really.
context: I did my best!\How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor?\Not really. response:	I just didn't like what was happening, is all.
context: How mean!\So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all. response:	Huh?
context: So why are the student council president and Granny here?\That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all.\Huh? response:	I'm glad everyone's here.
context: That's because we're going to live here at Quest Dorm, too.\We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here. response:	Kurumiko-chan, the student council president,
context: We already completed the paperwork.\What was that?!\Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president, response:	Granny, and Mei! All four of you are moving in!
context: What was that?!\Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in! response:	Why me?
context: Are you trying to get me to owe you a favor?\Not really.\I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me? response:	I have no plans on getting friendly with you all.
context: Not really.\I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all. response:	Are you leaving?
context: I just didn't like what was happening, is all.\Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all.\Are you leaving? response:	I'd like it if a nice girl
context: Huh?\I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl response:	like you was around...
context: I'm glad everyone's here.\Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl\like you was around... response:	I'll live here, too.
context: Kurumiko-chan, the student council president,\Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl\like you was around...\I'll live here, too. response:	Okay, then let's sleep together tonight.
context: Granny, and Mei! All four of you are moving in!\Why me?\I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl\like you was around...\I'll live here, too.\Okay, then let's sleep together tonight. response:	Wait. Why?
context: Why me?\I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl\like you was around...\I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why? response:	I won't be able to sleep by myself.
context: I have no plans on getting friendly with you all.\Are you leaving?\I'd like it if a nice girl\like you was around...\I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself. response:	Just ask Hatate Souta for
context: Are you leaving?\I'd like it if a nice girl\like you was around...\I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for response:	Fine. Just today.
context: I'd like it if a nice girl\like you was around...\I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today. response:	She doesn't look it, but she was easy.
context: like you was around...\I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy. response:	Okay, I'm off.
context: I'll live here, too.\Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off. response:	Tell me, Daimyouzamurai... You
context: Okay, then let's sleep together tonight.\Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You response:	Call me Mei.
context: Wait. Why?\I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei. response:	You can see flags, right?
context: I won't be able to sleep by myself.\Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right? response:	Yes, but my power is
context: Just ask Hatate Souta for\Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right?\Yes, but my power is response:	artificial and limited.
context: Fine. Just today.\She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right?\Yes, but my power is\artificial and limited. response:	However, you're different.
context: She doesn't look it, but she was easy.\Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right?\Yes, but my power is\artificial and limited.\However, you're different. response:	The ability to alter flags...
context: Okay, I'm off.\Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right?\Yes, but my power is\artificial and limited.\However, you're different.\The ability to alter flags... response:	You were given that power by the sacraments.
context: Tell me, Daimyouzamurai... You\Call me Mei.\You can see flags, right?\Yes, but my power is\artificial and limited.\However, you're different.\The ability to alter flags...\You were given that power by the sacraments. response:	Sacrament?
context: Call me Mei.\You can see flags, right?\Yes, but my power is\artificial and limited.\However, you're different.\The ability to alter flags...\You were given that power by the sacraments.\Sacrament? response:	You mean Sakura?
context: You can see flags, right?\Yes, but my power is\artificial and limited.\However, you're different.\The ability to alter flags...\You were given that power by the sacraments.\Sacrament?\You mean Sakura? response:	It's something which a human would
context: Yes, but my power is\artificial and limited.\However, you're different.\The ability to alter flags...\You were given that power by the sacraments.\Sacrament?\You mean Sakura?\It's something which a human would response:	normally never be able to possess.
context: artificial and limited.\However, you're different.\The ability to alter flags...\You were given that power by the sacraments.\Sacrament?\You mean Sakura?\It's something which a human would\normally never be able to possess. response:	A power which allows one to alter fate itself.
context: However, you're different.\The ability to alter flags...\You were given that power by the sacraments.\Sacrament?\You mean Sakura?\It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself. response:	The Angel Boat.
context: The ability to alter flags...\You were given that power by the sacraments.\Sacrament?\You mean Sakura?\It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat. response:	What's that?
context: You were given that power by the sacraments.\Sacrament?\You mean Sakura?\It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat.\What's that? response:	It travels all water in existence,
context: Sacrament?\You mean Sakura?\It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat.\What's that?\It travels all water in existence, response:	a boat of fate capable of controlling all there is.
context: You mean Sakura?\It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat.\What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is. response:	You have a power on that level, Hatate Souta,
context: It's something which a human would\normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat.\What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta, response:	and what do you wish to do with it?
context: normally never be able to possess.\A power which allows one to alter fate itself.\The Angel Boat.\What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it? response:	First, I'd like to rid myself of this death flag.
context: A power which allows one to alter fate itself.\The Angel Boat.\What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag. response:	First?
context: The Angel Boat.\What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First? response:	Yes.
context: What's that?\It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First?\Yes. response:	The second is a request from Sakura,
context: It travels all water in existence,\a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First?\Yes.\The second is a request from Sakura, response:	I guess.
context: a boat of fate capable of controlling all there is.\You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First?\Yes.\The second is a request from Sakura,\I guess. response:	I will give you my power.
context: You have a power on that level, Hatate Souta,\and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First?\Yes.\The second is a request from Sakura,\I guess.\I will give you my power. response:	And in exchange,
context: and what do you wish to do with it?\First, I'd like to rid myself of this death flag.\First?\Yes.\The second is a request from Sakura,\I guess.\I will give you my power.\And in exchange, response:	you must learn the ultimate truth of this world.
context: First, I'd like to rid myself of this death flag.\First?\Yes.\The second is a request from Sakura,\I guess.\I will give you my power.\And in exchange,\you must learn the ultimate truth of this world. response:	The ultimate truth of this world?
context: First?\Yes.\The second is a request from Sakura,\I guess.\I will give you my power.\And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world? response:	I see.
context: Yes.\The second is a request from Sakura,\I guess.\I will give you my power.\And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see. response:	So that's it.
context: The second is a request from Sakura,\I guess.\I will give you my power.\And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see.\So that's it. response:	Huh? You know something?
context: I guess.\I will give you my power.\And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see.\So that's it.\Huh? You know something? response:	Those who seek will find happiness,
context: I will give you my power.\And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see.\So that's it.\Huh? You know something?\Those who seek will find happiness, response:	for you learn the most when you realize how little you know.
context: And in exchange,\you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see.\So that's it.\Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know. response:	Very well.
context: you must learn the ultimate truth of this world.\The ultimate truth of this world?\I see.\So that's it.\Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well. response:	Phase shift, clear.
context: The ultimate truth of this world?\I see.\So that's it.\Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well.\Phase shift, clear. response:	Spacial link, clear.
context: I see.\So that's it.\Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well.\Phase shift, clear.\Spacial link, clear. response:	Gate release.
context: So that's it.\Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well.\Phase shift, clear.\Spacial link, clear.\Gate release. response:	I'll shall show you
context: Huh? You know something?\Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well.\Phase shift, clear.\Spacial link, clear.\Gate release.\I'll shall show you response:	part of the truth of this world.
context: Those who seek will find happiness,\for you learn the most when you realize how little you know.\Very well.\Phase shift, clear.\Spacial link, clear.\Gate release.\I'll shall show you\part of the truth of this world. response:	We didn't go anywhere?
context: for you learn the most when you realize how little you know.\Very well.\Phase shift, clear.\Spacial link, clear.\Gate release.\I'll shall show you\part of the truth of this world.\We didn't go anywhere? response:	Hey, wait. Mei!
context: Very well.\Phase shift, clear.\Spacial link, clear.\Gate release.\I'll shall show you\part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei! response:	We're in the Hatagaya Academy building, right?
context: Phase shift, clear.\Spacial link, clear.\Gate release.\I'll shall show you\part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right? response:	What are you trying to do?
context: Spacial link, clear.\Gate release.\I'll shall show you\part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do? response:	You'll understand soon.
context: Gate release.\I'll shall show you\part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon. response:	S-Sorry.
context: I'll shall show you\part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon.\S-Sorry. response:	Okiku-nee?
context: part of the truth of this world.\We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon.\S-Sorry.\Okiku-nee? response:	What's up with you?
context: We didn't go anywhere?\Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon.\S-Sorry.\Okiku-nee?\What's up with you? response:	Another first year trying to do something to Kikuno?
context: Hey, wait. Mei!\We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon.\S-Sorry.\Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno? response:	R-Rin-kun...
context: We're in the Hatagaya Academy building, right?\What are you trying to do?\You'll understand soon.\S-Sorry.\Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun... response:	How dare you?
context: What are you trying to do?\You'll understand soon.\S-Sorry.\Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you? response:	I never said you could call me by my name.
context: You'll understand soon.\S-Sorry.\Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you?\I never said you could call me by my name. response:	Huh? What's going on?
context: S-Sorry.\Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you?\I never said you could call me by my name.\Huh? What's going on? response:	Sorry about my friend.
context: Okiku-nee?\What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you?\I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend. response:	It seems we mistook you for someone else.
context: What's up with you?\Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you?\I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else. response:	I see.
context: Another first year trying to do something to Kikuno?\R-Rin-kun...\How dare you?\I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else.\I see. response:	Be careful.
context: R-Rin-kun...\How dare you?\I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else.\I see.\Be careful. response:	It seems the girls in this world
context: How dare you?\I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else.\I see.\Be careful.\It seems the girls in this world response:	don't know you.
context: I never said you could call me by my name.\Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else.\I see.\Be careful.\It seems the girls in this world\don't know you. response:	This world...
context: Huh? What's going on?\Sorry about my friend.\It seems we mistook you for someone else.\I see.\Be careful.\It seems the girls in this world\don't know you.\This world... response:	In order to put it into something you'd understand...
context: Sorry about my friend.\It seems we mistook you for someone else.\I see.\Be careful.\It seems the girls in this world\don't know you.\This world...\In order to put it into something you'd understand... response:	We're on an Earth from a parallel universe.
context: It seems we mistook you for someone else.\I see.\Be careful.\It seems the girls in this world\don't know you.\This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe. response:	Parallel universe?
context: I see.\Be careful.\It seems the girls in this world\don't know you.\This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe? response:	The Council of the Seven Virtues watches the worlds.
context: Be careful.\It seems the girls in this world\don't know you.\This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds. response:	The Council of the Seven Virtues?
context: It seems the girls in this world\don't know you.\This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues? response:	Right now we're currently watching
context: don't know you.\This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching response:	the Sacraments and you, Hatate Souta, the closest.
context: This world...\In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest. response:	It is my job to figure out if
context: In order to put it into something you'd understand...\We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if response:	you will bring harm to the worlds.
context: We're on an Earth from a parallel universe.\Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds. response:	I couldn't...
context: Parallel universe?\The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds.\I couldn't... response:	Your power is far greater than you realize.
