context: OP end ED start response:	ED End
context: Good grief.\So we're finally here.\A half-built house?\Didn't you say she lived alone?\That's what I heard.\Madame?\I see. So Yuuko sent you.\Right. response:	She's such a nice girl.
context: So we're finally here.\A half-built house?\Didn't you say she lived alone?\That's what I heard.\Madame?\I see. So Yuuko sent you.\Right.\She's such a nice girl. response:	Too good for that bratty little Martin.
context: A half-built house?\Didn't you say she lived alone?\That's what I heard.\Madame?\I see. So Yuuko sent you.\Right.\She's such a nice girl.\Too good for that bratty little Martin. response:	This is a wonderful house.
context: Didn't you say she lived alone?\That's what I heard.\Madame?\I see. So Yuuko sent you.\Right.\She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house. response:	Thank you.
context: That's what I heard.\Madame?\I see. So Yuuko sent you.\Right.\She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house.\Thank you. response:	I built this house myself.
context: Madame?\I see. So Yuuko sent you.\Right.\She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house.\Thank you.\I built this house myself. response:	Amazing!
context: I see. So Yuuko sent you.\Right.\She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house.\Thank you.\I built this house myself.\Amazing! response:	But...
context: Right.\She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house.\Thank you.\I built this house myself.\Amazing!\But... response:	What about that one?
context: She's such a nice girl.\Too good for that bratty little Martin.\This is a wonderful house.\Thank you.\I built this house myself.\Amazing!\But...\What about that one? response:	That one is for my son.
context: Too good for that bratty little Martin.\This is a wonderful house.\Thank you.\I built this house myself.\Amazing!\But...\What about that one?\That one is for my son. response:	Is your son coming?
context: This is a wonderful house.\Thank you.\I built this house myself.\Amazing!\But...\What about that one?\That one is for my son.\Is your son coming? response:	He lives in a city far away now,
context: Thank you.\I built this house myself.\Amazing!\But...\What about that one?\That one is for my son.\Is your son coming?\He lives in a city far away now, response:	but I'll keep it ready for him.
context: I built this house myself.\Amazing!\But...\What about that one?\That one is for my son.\Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him. response:	So he and my son can feel at home anytime.
context: Amazing!\But...\What about that one?\That one is for my son.\Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime. response:	I have to keep it ready.
context: But...\What about that one?\That one is for my son.\Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready. response:	And when will this son of yours come home, Madame?
context: What about that one?\That one is for my son.\Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame? response:	He'll come home soon.
context: That one is for my son.\Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon. response:	Winter will come home soon.
context: Is your son coming?\He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon. response:	You'd better leave the mountain before the snow starts falling.
context: He lives in a city far away now,\but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling. response:	I can't do that.
context: but I'll keep it ready for him.\So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that. response:	You know,
context: So he and my son can feel at home anytime.\I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that.\You know, response:	I have to finish that house. I have no intention to move until I do, or die.
context: I have to keep it ready.\And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die. response:	But...
context: And when will this son of yours come home, Madame?\He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die.\But... response:	Enough with this absurd act!
context: He'll come home soon.\Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act! response:	Are you prepared for winter? Firewood? Food?
context: Winter will come home soon.\You'd better leave the mountain before the snow starts falling.\I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food? response:	You haven't prepared anything!
context: You'd better leave the mountain before the snow starts falling.\I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything! response:	It'll work out somehow. Thank you for worrying about me.
context: I can't do that.\You know,\I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me. response:	You're such nice girls.
context: You know,\I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls. response:	Madame!
context: I have to finish that house. I have no intention to move until I do, or die.\But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame! response:	Seriously, what a stubborn old lady.
context: But...\Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame!\Seriously, what a stubborn old lady. response:	You're just so similar, I'm sure.
context: Enough with this absurd act!\Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure. response:	Don't give me that. How am I similar to...
context: Are you prepared for winter? Firewood? Food?\You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to... response:	Sometimes you don't say or listen to what you want
context: You haven't prepared anything!\It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want response:	Oh, shut up.
context: It'll work out somehow. Thank you for worrying about me.\You're such nice girls.\Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up. response:	You know, that letter...
context: You're such nice girls.\Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter... response:	Why did you show it to me?
context: Madame!\Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter...\Why did you show it to me? response:	There was a report in last week's regular communications.
context: Seriously, what a stubborn old lady.\You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications. response:	It looks like
context: You're just so similar, I'm sure.\Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications.\It looks like response:	Roman forces on the eastern borders have been mobilized.
context: Don't give me that. How am I similar to...\Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized. response:	Sound of the Skies
context: Sometimes you don't say or listen to what you want\Oh, shut up.\You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies response:	Sound of the Skies
context: Oh, shut up.\You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies response:	Oh really? For Madame Jacquotte?
context: You know, that letter...\Why did you show it to me?\There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte? response:	Alright!
context: Why did you show it to me?\There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte?\Alright! response:	Take these to her too!
context: There was a report in last week's regular communications.\It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte?\Alright!\Take these to her too! response:	Thank you very much!
context: It looks like\Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte?\Alright!\Take these to her too!\Thank you very much! response:	By the way, have you heard anything about how the conferences are going?
context: Roman forces on the eastern borders have been mobilized.\Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte?\Alright!\Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going? response:	Sorry... I haven't...
context: Sound of the Skies\Sound of the Skies\Oh really? For Madame Jacquotte?\Alright!\Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't... response:	If only Princess Iliya were still alive...
context: Sound of the Skies\Oh really? For Madame Jacquotte?\Alright!\Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive... response:	Oh, wait, Martin. Didn't Princess Iliya have a sister?
context: Oh really? For Madame Jacquotte?\Alright!\Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister? response:	And here's Y4,000,000.
context: Alright!\Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000. response:	First I've heard it.
context: Take these to her too!\Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it. response:	Well, she wasn't exactly legitimate, so it was never made public,
context: Thank you very much!\By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public, response:	but she's third in line for the throne or something.
context: By the way, have you heard anything about how the conferences are going?\Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something. response:	Um... Is her sister-
context: Sorry... I haven't...\If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister- response:	Bye!
context: If only Princess Iliya were still alive...\Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister-\Bye! response:	Thanks again!
context: Oh, wait, Martin. Didn't Princess Iliya have a sister?\And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister-\Bye!\Thanks again! response:	Sorry!
context: And here's Y4,000,000.\First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister-\Bye!\Thanks again!\Sorry! response:	How about a little walk?
context: First I've heard it.\Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister-\Bye!\Thanks again!\Sorry!\How about a little walk? response:	Hey, Kanata...
context: Well, she wasn't exactly legitimate, so it was never made public,\but she's third in line for the throne or something.\Um... Is her sister-\Bye!\Thanks again!\Sorry!\How about a little walk?\Hey, Kanata... response:	What was your village like?
context: but she's third in line for the throne or something.\Um... Is her sister-\Bye!\Thanks again!\Sorry!\How about a little walk?\Hey, Kanata...\What was your village like? response:	It was just a normal country village.
context: Um... Is her sister-\Bye!\Thanks again!\Sorry!\How about a little walk?\Hey, Kanata...\What was your village like?\It was just a normal country village. response:	There were plenty of fields and cows and goats,
context: Bye!\Thanks again!\Sorry!\How about a little walk?\Hey, Kanata...\What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats, response:	but not many people.
context: Thanks again!\Sorry!\How about a little walk?\Hey, Kanata...\What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people. response:	It was... a bit different from here.
context: Sorry!\How about a little walk?\Hey, Kanata...\What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here. response:	But it was a nice place.
context: How about a little walk?\Hey, Kanata...\What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here.\But it was a nice place. response:	And you had good parents too.
context: Hey, Kanata...\What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here.\But it was a nice place.\And you had good parents too. response:	I can tell just by looking at you.
context: What was your village like?\It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here.\But it was a nice place.\And you had good parents too.\I can tell just by looking at you. response:	What kind of place did you grow up in, Rio?
context: It was just a normal country village.\There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here.\But it was a nice place.\And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio? response:	I grew up in a small village near the capital,
context: There were plenty of fields and cows and goats,\but not many people.\It was... a bit different from here.\But it was a nice place.\And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital, response:	surrounded by beautiful lakes and forests.
context: but not many people.\It was... a bit different from here.\But it was a nice place.\And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests. response:	I lived there with just my mother.
context: It was... a bit different from here.\But it was a nice place.\And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother. response:	A peaceful, boring life where nothing happened.
context: But it was a nice place.\And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened. response:	My only consolation was that my sister -
context: And you had good parents too.\I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister - response:	she was born from a different mother - would come to see us sometimes.
context: I can tell just by looking at you.\What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes. response:	I admired her more than anything.
context: What kind of place did you grow up in, Rio?\I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything. response:	She was brave, kind, and accepted her fate without a word.
context: I grew up in a small village near the capital,\surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word. response:	I learned the trumpet from her.
context: surrounded by beautiful lakes and forests.\I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her. response:	But she... was too kind.
context: I lived there with just my mother.\A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind. response:	She was too kind and gave her life because she was.
context: A peaceful, boring life where nothing happened.\My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was. response:	When I first came here, I thought this town was a labyrinth.
context: My only consolation was that my sister -\she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth. response:	When I was lost, I came upon this place. I thought I reached some sort of goal.
context: she was born from a different mother - would come to see us sometimes.\I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal. response:	But later I realized.
context: I admired her more than anything.\She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized. response:	That this was just a dead end.
context: She was brave, kind, and accepted her fate without a word.\I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end. response:	This isn't a dead end.
context: I learned the trumpet from her.\But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end.\This isn't a dead end. response:	I tend to get lost on the road.
context: But she... was too kind.\She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road. response:	But I like being lost.
context: She was too kind and gave her life because she was.\When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road.\But I like being lost. response:	That's okay! Even if you're lost! Even if it's a dead end!
context: When I first came here, I thought this town was a labyrinth.\When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end! response:	That's how I met you!
context: When I was lost, I came upon this place. I thought I reached some sort of goal.\But later I realized.\That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you! response:	Sometimes I'm jealous of you, Kanata.
context: But later I realized.\That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata. response:	If only I could be as honest as you.
context: That this was just a dead end.\This isn't a dead end.\I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you. response:	That should do it.
context: This isn't a dead end.\I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it. response:	Why are you so concerned about me?
context: I tend to get lost on the road.\But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it.\Why are you so concerned about me? response:	You're just like her. You're just like my mother.
context: But I like being lost.\That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother. response:	I don't remember bearing a beautiful daughter like you.
context: That's okay! Even if you're lost! Even if it's a dead end!\That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you. response:	She had a forbidden love and bore me.
context: That's how I met you!\Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me. response:	She was always waiting for him.
context: Sometimes I'm jealous of you, Kanata.\If only I could be as honest as you.\That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him. response:	A man who might never come.
context: If only I could be as honest as you.\That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come. response:	And living that nightmare, my mother passed away.
context: That should do it.\Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away. response:	Why did you decide that it was a nightmare?
context: Why are you so concerned about me?\You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare? response:	Think about it!
context: You're just like her. You're just like my mother.\I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it! response:	I'm perfectly happy.
context: I don't remember bearing a beautiful daughter like you.\She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy. response:	He promised me that he would come back someday.
context: She had a forbidden love and bore me.\She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy.\He promised me that he would come back someday. response:	That he would come back for me. I'm content with a promise like that.
context: She was always waiting for him.\A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that. response:	Like that?
context: A man who might never come.\And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that? response:	What else could I have done?
context: And living that nightmare, my mother passed away.\Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done? response:	That's right. If there were anything else, I would have done it.
context: Why did you decide that it was a nightmare?\Think about it!\I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done?\That's right. If there were anything else, I would have done it. response:	But you see...
context: Think about it!\I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done?\That's right. If there were anything else, I would have done it.\But you see... response:	And you're content with that?
context: I'm perfectly happy.\He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done?\That's right. If there were anything else, I would have done it.\But you see...\And you're content with that? response:	Are you truly happy with that?
context: He promised me that he would come back someday.\That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done?\That's right. If there were anything else, I would have done it.\But you see...\And you're content with that?\Are you truly happy with that? response:	Because I remember loving him.
context: That he would come back for me. I'm content with a promise like that.\Like that?\What else could I have done?\That's right. If there were anything else, I would have done it.\But you see...\And you're content with that?\Are you truly happy with that?\Because I remember loving him. response:	Because I have my memories of him. Because I have hope to meet him again.
context: Like that?\What else could I have done?\That's right. If there were anything else, I would have done it.\But you see...\And you're content with that?\Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again. response:	With that, I'm content.
context: What else could I have done?\That's right. If there were anything else, I would have done it.\But you see...\And you're content with that?\Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content. response:	I am content.
context: That's right. If there were anything else, I would have done it.\But you see...\And you're content with that?\Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content. response:	Just when you think it's cold...
context: But you see...\And you're content with that?\Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content.\Just when you think it's cold... response:	When I first met you, it was snowing like this, too.
context: And you're content with that?\Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too. response:	When the Madame was still young, Seize was a thriving resort town.
context: Are you truly happy with that?\Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town. response:	She fell madly in love with the son of a merchant.
context: Because I remember loving him.\Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant. response:	And she became pregnant with his son.
context: Because I have my memories of him. Because I have hope to meet him again.\With that, I'm content.\I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son. response:	But the boy already had a family.
context: With that, I'm content.\I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family. response:	Blessing or curse, the boy's wife couldn't bear children.
context: I am content.\Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children. response:	So the boy took her child and left for home.
context: Just when you think it's cold...\When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home. response:	Promising her that he would come back for her one day.
context: When I first met you, it was snowing like this, too.\When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day. response:	Madame! Madame!
context: When the Madame was still young, Seize was a thriving resort town.\She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame! response:	Now that I'm this old, sometimes I think
context: She fell madly in love with the son of a merchant.\And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think response:	if only, back then...
