context: Sign: Akemi Homura response:	Bring a condom! >_> Buy a condominium! <_<
context: Everyone... Everyone believed in you.\Clearly believing in you, yet only to be betrayed.\We did not betray them.\You could say that it was their own wishes.\No matter what the wish is, even if it's something within rational bounds,\can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal, response:	then the wish itself was a mistake.
context: Clearly believing in you, yet only to be betrayed.\We did not betray them.\You could say that it was their own wishes.\No matter what the wish is, even if it's something within rational bounds,\can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake. response:	But, I wouldn't say it's foolish.
context: We did not betray them.\You could say that it was their own wishes.\No matter what the wish is, even if it's something within rational bounds,\can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish. response:	Because of their sacrifice,
context: You could say that it was their own wishes.\No matter what the wish is, even if it's something within rational bounds,\can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice, response:	it's true that the development of human history is pushed a little forward.
context: No matter what the wish is, even if it's something within rational bounds,\can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward. response:	Like that, in exchange for the the tears shed in the past, you have your lives now.
context: can definitely create a twist of sorts.\And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now. response:	If you can correctly be aware of that fact, how can you treat these few people's fates differently?
context: And from that day on, it's only rational to proceed to the worst conclusion.\If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently? response:	I've always been looking at them.
context: If you want to call this kind of unpreventable conclusion a betrayal,\then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them. response:	Don't you have any sympathy?
context: then the wish itself was a mistake.\But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy? response:	Have you even tried to understand how painful it is for everyone?
context: But, I wouldn't say it's foolish.\Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone? response:	If we could understand that,
context: Because of their sacrifice,\it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that, response:	then we wouldn't have come all the way to this planet.
context: it's true that the development of human history is pushed a little forward.\Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet. response:	On our civilization's star,
context: Like that, in exchange for the the tears shed in the past, you have your lives now.\If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star, response:	emotions are an extremely rare phenomenon and considered a mental illness.
context: If you can correctly be aware of that fact, how can you treat these few people's fates differently?\I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness. response:	That's why we were surprised when we found you humans.
context: I've always been looking at them.\Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans. response:	A world where each individual has its own set of emotions, yet live in harmony.
context: Don't you have any sympathy?\Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony. response:	We have never even imagined such a thing.
context: Have you even tried to understand how painful it is for everyone?\If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing. response:	If...
context: If we could understand that,\then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If... response:	you had never come to this planet...
context: then we wouldn't have come all the way to this planet.\On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If...\you had never come to this planet... response:	It might be that you all would still be naked and living in caves.
context: On our civilization's star,\emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If...\you had never come to this planet...\It might be that you all would still be naked and living in caves. response:	It's difficult.
context: emotions are an extremely rare phenomenon and considered a mental illness.\That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If...\you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult. response:	Saying farewell to my own students in this way.
context: That's why we were surprised when we found you humans.\A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If...\you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way. response:	How painful.
context: A world where each individual has its own set of emotions, yet live in harmony.\We have never even imagined such a thing.\If...\you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way.\How painful. response:	Yeah.
context: We have never even imagined such a thing.\If...\you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way.\How painful.\Yeah. response:	Not even knowing what exactly happened is even harder...
context: If...\you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way.\How painful.\Yeah.\Not even knowing what exactly happened is even harder... response:	There's a missing 3rd year, too.
context: you had never come to this planet...\It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way.\How painful.\Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too. response:	Every faculty member was stirred up.
context: It might be that you all would still be naked and living in caves.\It's difficult.\Saying farewell to my own students in this way.\How painful.\Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up. response:	Is it true that nobody knows anything?
context: It's difficult.\Saying farewell to my own students in this way.\How painful.\Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything? response:	Sayaka-chan seems to have had some problems with a friend involving love.
context: Saying farewell to my own students in this way.\How painful.\Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love. response:	That child was greatly impacted, too.
context: How painful.\Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too. response:	Normally, that would end up becoming mere bittersweet memories,
context: Yeah.\Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories, response:	but it actually turned into this.
context: Not even knowing what exactly happened is even harder...\There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this. response:	The police are planning to close the investigation
context: There's a missing 3rd year, too.\Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation response:	by concluding the death was from weakness after running away from home.
context: Every faculty member was stirred up.\Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home. response:	They don't have any leads at all.
context: Is it true that nobody knows anything?\Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all. response:	How's Madoka-chan?
context: Sayaka-chan seems to have had some problems with a friend involving love.\That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan? response:	I don't know.
context: That child was greatly impacted, too.\Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan?\I don't know. response:	My instincts tell me that she should know something,
context: Normally, that would end up becoming mere bittersweet memories,\but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan?\I don't know.\My instincts tell me that she should know something, response:	but I can't tell if she's lying either.
context: but it actually turned into this.\The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan?\I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either. response:	This is the first time that I couldn't see through her heart.
context: The police are planning to close the investigation\by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan?\I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart. response:	How sad, she's clearly my own daughter...
context: by concluding the death was from weakness after running away from home.\They don't have any leads at all.\How's Madoka-chan?\I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter... response:	Shunko is actually saying pessimistic things.
context: They don't have any leads at all.\How's Madoka-chan?\I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things. response:	I felt that she was acting pretty strange recently.
context: How's Madoka-chan?\I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently. response:	She might be bearing some sort of burden on her own.
context: I don't know.\My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own. response:	No matter how long I wait, she doesn't come and talk to me about it.
context: My instincts tell me that she should know something,\but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it. response:	I had always felt that she relied on me quite a lot.
context: but I can't tell if she's lying either.\This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot. response:	Kids that age...
context: This is the first time that I couldn't see through her heart.\How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age... response:	will someday suddenly turn into adults.
context: How sad, she's clearly my own daughter...\Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults. response:	Although it's a shock for the parents...
context: Shunko is actually saying pessimistic things.\I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents... response:	That's how it is?
context: I felt that she was acting pretty strange recently.\She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is? response:	You can only believe in her.
context: She might be bearing some sort of burden on her own.\No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is?\You can only believe in her. response:	Now Madoka-chan needs time to properly sort out her feelings.
context: No matter how long I wait, she doesn't come and talk to me about it.\I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings. response:	You have to patiently wait it out.
context: I had always felt that she relied on me quite a lot.\Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out. response:	Not being able to do anything is painful.
context: Kids that age...\will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful. response:	You can't always get what you want, Shunko.
context: will someday suddenly turn into adults.\Although it's a shock for the parents...\That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko. response:	Akemi Homura
context: Although it's a shock for the parents...\That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura response:	Can I come in?
context: That's how it is?\You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura\Can I come in? response:	This is... Walpurgis Night.
context: You can only believe in her.\Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura\Can I come in?\This is... Walpurgis Night. response:	Kyoko-chan said so.
context: Now Madoka-chan needs time to properly sort out her feelings.\You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura\Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so. response:	In order to eliminate a Mahou that one person alone could not defeat,
context: You have to patiently wait it out.\Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura\Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat, response:	she must fight together along with Homura-chan.
context: Not being able to do anything is painful.\You can't always get what you want, Shunko.\Akemi Homura\Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan. response:	You were preparing here all this time, right?
context: You can't always get what you want, Shunko.\Akemi Homura\Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right? response:	Will the whole city be in danger?
context: Akemi Homura\Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger? response:	It's different from previous Majou.
context: Can I come in?\This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou. response:	This one does not have the need to protect herself inside the barriers.
context: This is... Walpurgis Night.\Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers. response:	She just has to materialize once,
context: Kyoko-chan said so.\In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once, response:	and thousands of people will be sacrificed.
context: In order to eliminate a Mahou that one person alone could not defeat,\she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed. response:	Then, she must definitely be defeated!
context: she must fight together along with Homura-chan.\You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated! response:	Kyoko-chan is dead too.
context: You were preparing here all this time, right?\Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too. response:	The only Mahou Shoujo that can still fight her is you, Homura-chan.
context: Will the whole city be in danger?\It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan. response:	So
context: It's different from previous Majou.\This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So response:	I will be enough by myself.
context: This one does not have the need to protect herself inside the barriers.\She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself. response:	Even without Sakura Kyoko,
context: She just has to materialize once,\and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself.\Even without Sakura Kyoko, response:	I can defeat Walpurgis Night by myself.
context: and thousands of people will be sacrificed.\Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself. response:	Kyoko's help isn't something that I really need.
context: Then, she must definitely be defeated!\Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need. response:	I was just giving her some face.
context: Kyoko-chan is dead too.\The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face. response:	Really?
context: The only Mahou Shoujo that can still fight her is you, Homura-chan.\So\I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face.\Really? response:	How?
context: So\I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face.\Really?\How? response:	I really want to believe in you.
context: I will be enough by myself.\Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face.\Really?\How?\I really want to believe in you. response:	I don't want to think that you're a liar.
context: Even without Sakura Kyoko,\I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face.\Really?\How?\I really want to believe in you.\I don't want to think that you're a liar. response:	But it doesn't feel like it will be so simple.
context: I can defeat Walpurgis Night by myself.\Kyoko's help isn't something that I really need.\I was just giving her some face.\Really?\How?\I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple. response:	I can't believe that your words are true.
context: Kyoko's help isn't something that I really need.\I was just giving her some face.\Really?\How?\I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true. response:	How can I show you my true feelings?
context: I was just giving her some face.\Really?\How?\I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings? response:	Homura-chan?
context: Really?\How?\I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan? response:	Because, I am...
context: How?\I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan?\Because, I am... response:	Me and Madoka are...
context: I really want to believe in you.\I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan?\Because, I am...\Me and Madoka are... response:	people living in different times!
context: I don't want to think that you're a liar.\But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan?\Because, I am...\Me and Madoka are...\people living in different times! response:	I'm a person from the future.
context: But it doesn't feel like it will be so simple.\I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan?\Because, I am...\Me and Madoka are...\people living in different times!\I'm a person from the future. response:	Meeting Madoka over and over again.
context: I can't believe that your words are true.\How can I show you my true feelings?\Homura-chan?\Because, I am...\Me and Madoka are...\people living in different times!\I'm a person from the future.\Meeting Madoka over and over again. response:	Also watching you die, over and over again.
context: How can I show you my true feelings?\Homura-chan?\Because, I am...\Me and Madoka are...\people living in different times!\I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again. response:	How can I save you?
context: Homura-chan?\Because, I am...\Me and Madoka are...\people living in different times!\I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you? response:	How can I change destiny?
context: Because, I am...\Me and Madoka are...\people living in different times!\I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you?\How can I change destiny? response:	I searched for these answers, going back in time, over and over again.
context: Me and Madoka are...\people living in different times!\I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again. response:	That means...
context: people living in different times!\I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means... response:	Sorry!
context: I'm a person from the future.\Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means...\Sorry! response:	It's really ridiculous, right?
context: Meeting Madoka over and over again.\Also watching you die, over and over again.\How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means...\Sorry!\It's really ridiculous, right? response:	It's sickening, right?
context: Also watching you die, over and over again.\How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means...\Sorry!\It's really ridiculous, right?\It's sickening, right? response:	To you, I'm only...
context: How can I save you?\How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means...\Sorry!\It's really ridiculous, right?\It's sickening, right?\To you, I'm only... response:	a transfer student that you've barely known for a month.
context: How can I change destiny?\I searched for these answers, going back in time, over and over again.\That means...\Sorry!\It's really ridiculous, right?\It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month. response:	But, to me...
context: I searched for these answers, going back in time, over and over again.\That means...\Sorry!\It's really ridiculous, right?\It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month.\But, to me... response:	To me, you are...
context: That means...\Sorry!\It's really ridiculous, right?\It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month.\But, to me...\To me, you are... response:	The more I go back,
context: Sorry!\It's really ridiculous, right?\It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month.\But, to me...\To me, you are...\The more I go back, response:	the more skewed the time that you and I spend together become.
context: It's really ridiculous, right?\It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month.\But, to me...\To me, you are...\The more I go back,\the more skewed the time that you and I spend together become. response:	The feelings are skewed too, and our conversations are gradually becoming impossible to understand.
context: It's sickening, right?\To you, I'm only...\a transfer student that you've barely known for a month.\But, to me...\To me, you are...\The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand. response:	I've probably been lost for so long.
context: To you, I'm only...\a transfer student that you've barely known for a month.\But, to me...\To me, you are...\The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long. response:	Homura-chan...
context: a transfer student that you've barely known for a month.\But, to me...\To me, you are...\The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan... response:	To save you.
context: But, to me...\To me, you are...\The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan...\To save you. response:	That was my final wish.
context: To me, you are...\The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan...\To save you.\That was my final wish. response:	And now,
context: The more I go back,\the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan...\To save you.\That was my final wish.\And now, response:	it is already my final checkpoint.
context: the more skewed the time that you and I spend together become.\The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan...\To save you.\That was my final wish.\And now,\it is already my final checkpoint. response:	It's fine if you don't understand.
context: The feelings are skewed too, and our conversations are gradually becoming impossible to understand.\I've probably been lost for so long.\Homura-chan...\To save you.\That was my final wish.\And now,\it is already my final checkpoint.\It's fine if you don't understand. response:	It's fine if I can't make you understand anything.
context: I've probably been lost for so long.\Homura-chan...\To save you.\That was my final wish.\And now,\it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything. response:	But I am still...
