context: A celestial nymph? response:	Uh, hi...
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	That's why you didn't let me use your bathroom?!
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?! response:	I thought a woman should have the use of a clean flush toilet.
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet. response:	The one here is a pit latrine, so...
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so... response:	Great dinner topic.
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic. response:	But enough of that, Brother Suirou.
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou. response:	How about we talk about the problems the mountain's facing?
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing? response:	Oh-ho! You even ate all your pickled vegetables, Shinjurou.
context: Beautiful, even with a race paddle\That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou. response:	So you can even eat vinegar pickles now.
context: That's why you didn't let me use your bathroom?!\I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now. response:	Oh, these pickled vegetables are delicious!
context: I thought a woman should have the use of a clean flush toilet.\The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious! response:	That's when I was a kid.
context: The one here is a pit latrine, so...\Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid. response:	Forget that. I'm talking about my sire's illness.
context: Great dinner topic.\But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness. response:	This is a miracle cure that Nanami got from the medicine god in Izumo.
context: But enough of that, Brother Suirou.\How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo. response:	Peach Pills.
context: How about we talk about the problems the mountain's facing?\Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills. response:	These might be able to cure even my sire's illness.
context: Oh-ho! You even ate all your pickled vegetables, Shinjurou.\So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness. response:	Have him take a few of these.
context: So you can even eat vinegar pickles now.\Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these. response:	Once he's well, the mountain will go back to the way it was too.
context: Oh, these pickled vegetables are delicious!\That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too. response:	Then Brother Jirou's succession won't happen either.
context: That's when I was a kid.\Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either. response:	If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.
context: Forget that. I'm talking about my sire's illness.\This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's. response:	But you won't be able to deliver these to him.
context: This is a miracle cure that Nanami got from the medicine god in Izumo.\Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him. response:	He collapsed about two months ago.
context: Peach Pills.\These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago. response:	Ever since then, he's been hidden away in some sanctum of the compound.
context: These might be able to cure even my sire's illness.\Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound. response:	As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.
context: Have him take a few of these.\Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight. response:	No outsiders are permitted within.
context: Once he's well, the mountain will go back to the way it was too.\Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within. response:	Due to my banishment, that includes me as well.
context: Then Brother Jirou's succession won't happen either.\If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well. response:	We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.
context: If they are what you claim, I do not doubt their potency, even against an illness as grave as the master's.\But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark. response:	Jirou would be quick to stop such an operation.
context: But you won't be able to deliver these to him.\He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation. response:	He would do something like that.
context: He collapsed about two months ago.\Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that. response:	Well, don't brood about it too much, Shinjurou.
context: Ever since then, he's been hidden away in some sanctum of the compound.\As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou. response:	Things have a way of working themselves out.
context: As Master of the Hall, Jirou handles the official duties, and security on the compound is tight.\No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out. response:	Have some apples or something.
context: No outsiders are permitted within.\Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something. response:	Then you're fine with things staying like this?!
context: Due to my banishment, that includes me as well.\We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?! response:	I'll go settle things with Brother Jirou!
context: We could entrust the medicine to an insider, but it's unlikely to reach its intended mark.\Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou! response:	I'll get him to let me see my sire in person!
context: Jirou would be quick to stop such an operation.\He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person! response:	No, that's dangerous.
context: He would do something like that.\Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous. response:	I can't allow you to do that.
context: Well, don't brood about it too much, Shinjurou.\Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that. response:	Brother Suirou!
context: Things have a way of working themselves out.\Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that.\Brother Suirou! response:	I'm not a little kid anymore.
context: Have some apples or something.\Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore. response:	I came here because I thought there was something I could do.
context: Then you're fine with things staying like this?!\I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do. response:	I'm not who I used to be.
context: I'll go settle things with Brother Jirou!\I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be. response:	Kurama...
context: I'll get him to let me see my sire in person!\No, that's dangerous.\I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama... response:	No, this is still too much for you.
context: No, that's dangerous.\I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama...\No, this is still too much for you. response:	Why...
context: I can't allow you to do that.\Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama...\No, this is still too much for you.\Why... response:	Shinjurou!
context: Brother Suirou!\I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama...\No, this is still too much for you.\Why...\Shinjurou! response:	It's so good of you to return to Kurama!
context: I'm not a little kid anymore.\I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama...\No, this is still too much for you.\Why...\Shinjurou!\It's so good of you to return to Kurama! response:	Ah! How fine you've grown!
context: I came here because I thought there was something I could do.\I'm not who I used to be.\Kurama...\No, this is still too much for you.\Why...\Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown! response:	Uh... Who're you again?
context: I'm not who I used to be.\Kurama...\No, this is still too much for you.\Why...\Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again? response:	It's me!
context: Kurama...\No, this is still too much for you.\Why...\Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again?\It's me! response:	Oh...
context: No, this is still too much for you.\Why...\Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again?\It's me!\Oh... response:	I informed him of your return.
context: Why...\Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again?\It's me!\Oh...\I informed him of your return. response:	Shinjurou!
context: Shinjurou!\It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again?\It's me!\Oh...\I informed him of your return.\Shinjurou! response:	Shinjurou has return to succeed as the Fourth!
context: It's so good of you to return to Kurama!\Ah! How fine you've grown!\Uh... Who're you again?\It's me!\Oh...\I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth! response:	Is that not right, Shinjurou?!
context: Ah! How fine you've grown!\Uh... Who're you again?\It's me!\Oh...\I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?! response:	Uh...
context: Uh... Who're you again?\It's me!\Oh...\I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh... response:	Hold on. Who said anything about that?
context: It's me!\Oh...\I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that? response:	The master grows old.
context: Oh...\I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that?\The master grows old. response:	Even if he pulls through this time, the future remains uncertain.
context: I informed him of your return.\Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain. response:	The question of a successor cannot be avoided.
context: Shinjurou!\Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided. response:	Shinjurou, this is all for the sake of the mountain.
context: Shinjurou has return to succeed as the Fourth!\Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain. response:	Surely, you wouldn't say no?
context: Is that not right, Shinjurou?!\Uh...\Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no? response:	No.
context: Uh...\Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No. response:	I don't want to be the Fourth.
context: Hold on. Who said anything about that?\The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No.\I don't want to be the Fourth. response:	You returned because you were prepared to do so, didn't you?
context: The master grows old.\Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you? response:	Yes, that's right!
context: Even if he pulls through this time, the future remains uncertain.\The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right! response:	Clap
context: The question of a successor cannot be avoided.\Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap response:	Clap
context: Shinjurou, this is all for the sake of the mountain.\Surely, you wouldn't say no?\No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap\Clap response:	I think that's enough, Great Brothers.
context: Surely, you wouldn't say no?\No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap\Clap\I think that's enough, Great Brothers. response:	Shinjurou hasn't been home in a long time, and he's still tired.
context: No.\I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap\Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired. response:	Leave the complicated matters for later.
context: I don't want to be the Fourth.\You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap\Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later. response:	Right...
context: You returned because you were prepared to do so, didn't you?\Yes, that's right!\Clap\Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right... response:	Agreed.
context: Yes, that's right!\Clap\Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right...\Agreed. response:	Shinjurou, you should not let their words weigh on your mind.
context: Clap\Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind. response:	Shinjurou?
context: Clap\I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou? response:	Sorry, Brother Suirou.
context: I think that's enough, Great Brothers.\Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou. response:	I'm going to go cool my head a little.
context: Shinjurou hasn't been home in a long time, and he's still tired.\Leave the complicated matters for later.\Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little. response:	Do you think Kurama's okay?
context: Leave the complicated matters for later.\Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay? response:	I imagine he does not wish to succeed as the Fourth.
context: Right...\Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth. response:	It's hardly surprising.
context: Agreed.\Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising. response:	He's lived in the mundane world for seventeen years now.
context: Shinjurou, you should not let their words weigh on your mind.\Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now. response:	Lady Land God, I'll take a small share of these Peach Pills for the master,
context: Shinjurou?\Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master, response:	but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.
context: Sorry, Brother Suirou.\I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning. response:	You need not become involved in our affairs.
context: I'm going to go cool my head a little.\Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs. response:	We're already involved.
context: Do you think Kurama's okay?\I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved. response:	We came to support Kura to support Shinjurou.
context: I imagine he does not wish to succeed as the Fourth.\It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou. response:	We're not leaving until he says so.
context: It's hardly surprising.\He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so. response:	When I was reunited with Shinjurou at the main gate,
context: He's lived in the mundane world for seventeen years now.\Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate, response:	imagine my surprise to see that he brought a woman.
context: Lady Land God, I'll take a small share of these Peach Pills for the master,\but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman. response:	I realized then that he was no longer the child I once knew.
context: but I must ask you two to go with Shinjurou and descend the mountain early tomorrow morning.\You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew. response:	He has grown so much while away from this mountain.
context: You need not become involved in our affairs.\We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain. response:	He's surely left behind an entire life in the mundane world that he can't abandon.
context: We're already involved.\We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon. response:	That is why expecting him to become part of the mountain is not fair.
context: We came to support Kura to support Shinjurou.\We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair. response:	Tell me, Lady Land God. Do you truly know Shinjurou?
context: We're not leaving until he says so.\When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou? response:	What?
context: When I was reunited with Shinjurou at the main gate,\imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What? response:	He has always faced his challenges alone.
context: imagine my surprise to see that he brought a woman.\I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone. response:	Even if they overwhelm him,
context: I realized then that he was no longer the child I once knew.\He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone.\Even if they overwhelm him, response:	he'll recklessly push himself, for he can never exploit another's kindness.
context: He has grown so much while away from this mountain.\He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness. response:	I've been with him ever since he was little,
context: He's surely left behind an entire life in the mundane world that he can't abandon.\That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little, response:	and he's never even come to me for help.
