context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: But if two of the people in the strongest team clash...\Strongest team?\What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry! response:	I do recognize Natsu's and Gray's manly spirit.
context: Strongest team?\What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit. response:	But I wouldn't go calling them the strongest.
context: What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest. response:	There's a ton more strong people in Fairy Tail.
context: You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail. response:	Like me, for example!
context: You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example! response:	Erza is probably the strongest woman, though.
context: Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though. response:	If you're talking about the strongest man, it's probably Mystogan or Laxus.
context: Oh, it was Mira-chan...\You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus. response:	I just thought that Natsu, Gray, and Erza worked the best together!
context: You made her cry!\I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together! response:	Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?
context: I do recognize Natsu's and Gray's manly spirit.\But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around? response:	Regardless, I think this will be an interesting battle.
context: But I wouldn't go calling them the strongest.\There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle. response:	Really? I expect Erza to win easily.
context: There's a ton more strong people in Fairy Tail.\Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily. response:	How many years has it been since we've pitted our magic head to head like this?
context: Like me, for example!\Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this? response:	I was just a kid then!
context: Erza is probably the strongest woman, though.\If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then! response:	Things will be different this time!
context: If you're talking about the strongest man, it's probably Mystogan or Laxus.\I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time! response:	Today's the day! I'm going to beat you!
context: I just thought that Natsu, Gray, and Erza worked the best together!\Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you! response:	I don't plan on holding back.
context: Oh? Weren't you saying how you were always worried Gray and Natsu would fight without Erza around?\Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back. response:	It's been a while since I truly tested my own limits!
context: Regardless, I think this will be an interesting battle.\Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits! response:	Flame Empress Armor!
context: Really? I expect Erza to win easily.\How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor! response:	That armor resists fire!
context: How many years has it been since we've pitted our magic head to head like this?\I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire! response:	Natsu's flames effectiveness are halved!
context: I was just a kid then!\Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved! response:	Erza, that's going too far!
context: Things will be different this time!\Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far! response:	Yeah, I'll betting on Erza after all. That okay?
context: Today's the day! I'm going to beat you!\I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay? response:	What a heartless cat!
context: I don't plan on holding back.\It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat! response:	I don't like this sort of thing! I don't want either one to lose!
context: It's been a while since I truly tested my own limits!\Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose! response:	You're unexpectedly innocent, aren't you?
context: Flame Empress Armor!\That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you? response:	Flame Empress Armor?
context: That armor resists fire!\Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor? response:	In that case, guess I have go full power, no holding back!
context: Natsu's flames effectiveness are halved!\Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back! response:	Begin!
context: Erza, that's going too far!\Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin! response:	Wow!
context: Yeah, I'll betting on Erza after all. That okay?\What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin!\Wow! response:	See? I told you it would be a good battle.
context: What a heartless cat!\I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin!\Wow!\See? I told you it would be a good battle. response:	What's good about it?
context: I don't like this sort of thing! I don't want either one to lose!\You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin!\Wow!\See? I told you it would be a good battle.\What's good about it? response:	That's enough.
context: You're unexpectedly innocent, aren't you?\Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin!\Wow!\See? I told you it would be a good battle.\What's good about it?\That's enough. response:	Everyone stay where you are.
context: Flame Empress Armor?\In that case, guess I have go full power, no holding back!\Begin!\Wow!\See? I told you it would be a good battle.\What's good about it?\That's enough.\Everyone stay where you are. response:	I am a messenger from the Council.
context: In that case, guess I have go full power, no holding back!\Begin!\Wow!\See? I told you it would be a good battle.\What's good about it?\That's enough.\Everyone stay where you are.\I am a messenger from the Council. response:	The Council?
context: Begin!\Wow!\See? I told you it would be a good battle.\What's good about it?\That's enough.\Everyone stay where you are.\I am a messenger from the Council.\The Council? response:	A messenger?
context: Wow!\See? I told you it would be a good battle.\What's good about it?\That's enough.\Everyone stay where you are.\I am a messenger from the Council.\The Council?\A messenger? response:	Why did they send one here?
context: See? I told you it would be a good battle.\What's good about it?\That's enough.\Everyone stay where you are.\I am a messenger from the Council.\The Council?\A messenger?\Why did they send one here? response:	They're ignoring the scene in front of them, aren't they?
context: What's good about it?\That's enough.\Everyone stay where you are.\I am a messenger from the Council.\The Council?\A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they? response:	Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.
context: That's enough.\Everyone stay where you are.\I am a messenger from the Council.\The Council?\A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage. response:	Erza Scarlet, you are under arrest.
context: Everyone stay where you are.\I am a messenger from the Council.\The Council?\A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest. response:	Say what?!
context: I am a messenger from the Council.\The Council?\A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?! response:	And so...
context: The Council?\A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?!\And so... response:	Let me out! Let me out of here!
context: A messenger?\Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?!\And so...\Let me out! Let me out of here! response:	Natsu, quiet down.
context: Why did they send one here?\They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?!\And so...\Let me out! Let me out of here!\Natsu, quiet down. response:	Let me out!!
context: They're ignoring the scene in front of them, aren't they?\Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?!\And so...\Let me out! Let me out of here!\Natsu, quiet down.\Let me out!! response:	You'll just go on a rampage if we let you out.
context: Stemming from the recent Eisenwald incident, we hereby charge you with 11 counts of criminal property damage.\Erza Scarlet, you are under arrest.\Say what?!\And so...\Let me out! Let me out of here!\Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out. response:	No, I won't! So turn me back!
context: Erza Scarlet, you are under arrest.\Say what?!\And so...\Let me out! Let me out of here!\Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back! response:	If I do that, you'll go to rescue her, right?
context: Say what?!\And so...\Let me out! Let me out of here!\Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right? response:	No, I won't! Who cares about Erza anyway!
context: And so...\Let me out! Let me out of here!\Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway! response:	It's the Council we're dealing with here. This one's out of our hands.
context: Let me out! Let me out of here!\Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands. response:	Let me out! I have something I want to say!
context: Natsu, quiet down.\Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say! response:	Council or no Council, those guys were the bad ones!
context: Let me out!!\You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones! response:	If you're innocent and the Council says you're guilty, then you're guilty.
context: You'll just go on a rampage if we let you out.\No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty. response:	You seriously think they'd listen to us?
context: No, I won't! So turn me back!\If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us? response:	But we've done all that stuff before... Why this time?
context: If I do that, you'll go to rescue her, right?\No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time? response:	Yeah, it's hard to understand.
context: No, I won't! Who cares about Erza anyway!\It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand. response:	There's got to be... Got to be something behind it!
context: It's the Council we're dealing with here. This one's out of our hands.\Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it! response:	This is the Council's Fiore Branch.
context: Let me out! I have something I want to say!\Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch. response:	This is where judgment will be passed on Erza, but just then...
context: Council or no Council, those guys were the bad ones!\If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then... response:	Siegrain!
context: If you're innocent and the Council says you're guilty, then you're guilty.\You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain! response:	Long time no see, Erza.
context: You seriously think they'd listen to us?\But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza. response:	Don't be so on guard.
context: But we've done all that stuff before... Why this time?\Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza.\Don't be so on guard. response:	This is a thought projection.
context: Yeah, it's hard to understand.\There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza.\Don't be so on guard.\This is a thought projection. response:	My body is now in ERA.
context: There's got to be... Got to be something behind it!\This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza.\Don't be so on guard.\This is a thought projection.\My body is now in ERA. response:	The old men in the next room are also all thought projections.
context: This is the Council's Fiore Branch.\This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza.\Don't be so on guard.\This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections. response:	It's not like they'd actually come all the way here for such a trivial matter.
context: This is where judgment will be passed on Erza, but just then...\Siegrain!\Long time no see, Erza.\Don't be so on guard.\This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter. response:	I see.
context: Siegrain!\Long time no see, Erza.\Don't be so on guard.\This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see. response:	This is all your doing, isn't it?
context: Long time no see, Erza.\Don't be so on guard.\This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it? response:	What a pointless farce!
context: Don't be so on guard.\This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it?\What a pointless farce! response:	Don't be harsh. After all, I'm on Fairy Tail's side.
context: This is a thought projection.\My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side. response:	The old men were afraid that they would share in the blame,
context: My body is now in ERA.\The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame, response:	so they created a plan to push responsibility onto others.
context: The old men in the next room are also all thought projections.\It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others. response:	Scapegoating, if you will.
context: It's not like they'd actually come all the way here for such a trivial matter.\I see.\This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will. response:	Enough!
context: I see.\This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough! response:	As you wish.
context: This is all your doing, isn't it?\What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough!\As you wish. response:	I wanted to see you before the trial and warn you.
context: What a pointless farce!\Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough!\As you wish.\I wanted to see you before the trial and warn you. response:	Say nothing of the past to the old men.
context: Don't be harsh. After all, I'm on Fairy Tail's side.\The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough!\As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men. response:	For both our sakes.
context: The old men were afraid that they would share in the blame,\so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough!\As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes. response:	I'll be waiting on the other side of the door.
context: so they created a plan to push responsibility onto others.\Scapegoating, if you will.\Enough!\As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door. response:	As a member of the Council.
context: Scapegoating, if you will.\Enough!\As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council. response:	You know some powerful people, don't you?
context: Enough!\As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you? response:	He's evil.
context: As you wish.\I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you?\He's evil. response:	Don't get in my way, Erza.
context: I wanted to see you before the trial and warn you.\Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza. response:	Not after I've come this far...
context: Say nothing of the past to the old men.\For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza.\Not after I've come this far... response:	We will now commence this Wizard's Trial.
context: For both our sakes.\I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial. response:	The accused, Erza Scarlet!
context: I'll be waiting on the other side of the door.\As a member of the Council.\You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet! response:	Take the stand.
context: As a member of the Council.\You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand. response:	I can't just stay here! Let's go testify on her behalf!
context: You know some powerful people, don't you?\He's evil.\Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf! response:	Lucy...
context: He's evil.\Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy... response:	No, wait!
context: Don't get in my way, Erza.\Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait! response:	What are you talking about?
context: Not after I've come this far...\We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait!\What are you talking about? response:	This arrest is an injustice!
context: We will now commence this Wizard's Trial.\The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait!\What are you talking about?\This arrest is an injustice! response:	Once they decide on a verdict, it'll be too late!
context: The accused, Erza Scarlet!\Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait!\What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late! response:	It doesn't matter how fast we go, if we leave now we won't make it in time!
context: Take the stand.\I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait!\What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time! response:	But...
context: I can't just stay here! Let's go testify on her behalf!\Lucy...\No, wait!\What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But... response:	Let me out! I said, let me out!
context: Lucy...\No, wait!\What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out! response:	You sure you want out?
context: No, wait!\What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out!\You sure you want out? response:	Yes...
context: What are you talking about?\This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out!\You sure you want out?\Yes... response:	What's the matter, Natsu? You suddenly run out of steam?
context: This arrest is an injustice!\Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out!\You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam? response:	Macao?!
context: Once they decide on a verdict, it'll be too late!\It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out!\You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?! response:	But, why?
context: It doesn't matter how fast we go, if we leave now we won't make it in time!\But...\Let me out! I said, let me out!\You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why? response:	Sorry...
context: But...\Let me out! I said, let me out!\You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why?\Sorry... response:	I owed Natsu one.
context: Let me out! I said, let me out!\You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why?\Sorry...\I owed Natsu one. response:	In order to pose as Natsu, I transformed myself into a gecko.
context: You sure you want out?\Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why?\Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko. response:	My dad caught Natsu!
context: Yes...\What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why?\Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu! response:	Get to it! I'll pretend to be you!
context: What's the matter, Natsu? You suddenly run out of steam?\Macao?!\But, why?\Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you! response:	So then, where's the real Natsu?
context: Macao?!\But, why?\Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu? response:	He didn't go after Erza, did he?
context: But, why?\Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he? response:	Yeah, probably.
context: Sorry...\I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably. response:	You've got to be kidding me!
