context: Now my life is blooming then falling response:	I grab destiny tight
context: Minato-san!\Mi-na-to-saaan!\I'm sorry. Are you okay, Minato-san?\I'm alive...\Come with me right now, please!\Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody! response:	Me?
context: Mi-na-to-saaan!\I'm sorry. Are you okay, Minato-san?\I'm alive...\Come with me right now, please!\Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me? response:	This is the apartment I used to live in...
context: I'm sorry. Are you okay, Minato-san?\I'm alive...\Come with me right now, please!\Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me?\This is the apartment I used to live in... response:	Yes.
context: I'm alive...\Come with me right now, please!\Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me?\This is the apartment I used to live in...\Yes. response:	Isn't there somebody already here?
context: Come with me right now, please!\Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me?\This is the apartment I used to live in...\Yes.\Isn't there somebody already here? response:	This is Musubi.
context: Now, hurry!\Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me?\This is the apartment I used to live in...\Yes.\Isn't there somebody already here?\This is Musubi. response:	I'm Minato Sahashi... I'm the one who used to live here.
context: Wha-What's going on all of a sudden?\I would like you to meet somebody!\Me?\This is the apartment I used to live in...\Yes.\Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here. response:	Eh? So are you the failed college prep student the landlord talked about
context: I would like you to meet somebody!\Me?\This is the apartment I used to live in...\Yes.\Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about response:	who brought in women and had good times?
context: Me?\This is the apartment I used to live in...\Yes.\Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times? response:	Had good times?
context: This is the apartment I used to live in...\Yes.\Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times? response:	Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.
context: Yes.\Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi. response:	Ashikabi?
context: Isn't there somebody already here?\This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi? response:	Yes. Is this guy your Ashikabi?
context: This is Musubi.\I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi? response:	Yes. You don't need to worry anymore. Minato-san can help you somehow.
context: I'm Minato Sahashi... I'm the one who used to live here.\Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow. response:	Somehow? Uh... what?
context: Eh? So are you the failed college prep student the landlord talked about\who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what? response:	Minato-san, I want to help them.
context: who brought in women and had good times?\Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them. response:	Musubi! Musubi!
context: Had good times?\Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi! response:	Hasn't Musubi returned yet?
context: Minato-san, this is Shigi-san. Number 95, Kuno-san's Ashikabi.\Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet? response:	She took Mina-tan and went out again.
context: Ashikabi?\Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again. response:	What?!
context: Yes. Is this guy your Ashikabi?\Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?! response:	Where did they go?
context: Yes. You don't need to worry anymore. Minato-san can help you somehow.\Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?!\Where did they go? response:	I have no idea. Did something happen?
context: Somehow? Uh... what?\Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?!\Where did they go?\I have no idea. Did something happen? response:	The veiled Sekirei?
context: Minato-san, I want to help them.\Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?!\Where did they go?\I have no idea. Did something happen?\The veiled Sekirei? response:	Yes.
context: Musubi! Musubi!\Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?!\Where did they go?\I have no idea. Did something happen?\The veiled Sekirei?\Yes. response:	I see...
context: Hasn't Musubi returned yet?\She took Mina-tan and went out again.\What?!\Where did they go?\I have no idea. Did something happen?\The veiled Sekirei?\Yes.\I see... response:	I have no doubt about it. She is the perpetrator who has been hunting Sekireis.
context: She took Mina-tan and went out again.\What?!\Where did they go?\I have no idea. Did something happen?\The veiled Sekirei?\Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis. response:	Then, you say that number 95 was chased by the Veiled Sekirei
context: What?!\Where did they go?\I have no idea. Did something happen?\The veiled Sekirei?\Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei response:	and disappeared with Musubi-tan.
context: Where did they go?\I have no idea. Did something happen?\The veiled Sekirei?\Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan. response:	Anyway, it's impossible for her to fight.
context: I have no idea. Did something happen?\The veiled Sekirei?\Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight. response:	You mean number 95?
context: The veiled Sekirei?\Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95? response:	She's as frail as one can be.
context: Yes.\I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be. response:	Why did Minaka release such a girl to the earth?
context: I see...\I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth? response:	Even that is one of the possibilities for the future.
context: I have no doubt about it. She is the perpetrator who has been hunting Sekireis.\Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future. response:	That's what the Sekirei Plan is.
context: Then, you say that number 95 was chased by the Veiled Sekirei\and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is. response:	Thou art using sophistry!
context: and disappeared with Musubi-tan.\Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry! response:	What canst thou expect of one who can't even make a fist to fight?
context: Anyway, it's impossible for her to fight.\You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight? response:	Physical fights are not the only way to fight for Sekireis.
context: You mean number 95?\She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis. response:	Especially in a battle royale, one must be able to use this too.
context: She's as frail as one can be.\Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too. response:	I wonder why I feel abominable when I'm talking with thee.
context: Why did Minaka release such a girl to the earth?\Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee. response:	Oh, sounds like we feel the same way.
context: Even that is one of the possibilities for the future.\That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way. response:	No!
context: That's what the Sekirei Plan is.\Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No! response:	No fighting!
context: Thou art using sophistry!\What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No!\No fighting! response:	W-We understand, so stop that, Kusano!
context: What canst thou expect of one who can't even make a fist to fight?\Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No!\No fighting!\W-We understand, so stop that, Kusano! response:	We'll make up and take a bath together.
context: Physical fights are not the only way to fight for Sekireis.\Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No!\No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together. response:	I've lost...
context: Especially in a battle royale, one must be able to use this too.\I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No!\No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost... response:	Nobody can win against crying kids.
context: I wonder why I feel abominable when I'm talking with thee.\Oh, sounds like we feel the same way.\No!\No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids. response:	That landlord is really annoying!
context: Oh, sounds like we feel the same way.\No!\No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids.\That landlord is really annoying! response:	He casually storms in to complain about every single detail.
context: No!\No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail. response:	I know, I know!
context: No fighting!\W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know! response:	He just comes to annoy tenants for no reason at all.
context: W-We understand, so stop that, Kusano!\We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all. response:	Yeah, yeah! And when I'm a delicate exam-taker too!
context: We'll make up and take a bath together.\I've lost...\Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too! response:	You're an entrance exam taker?
context: I've lost...\Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker? response:	This is the second year I failed...
context: Nobody can win against crying kids.\That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed... response:	though I'm aiming for the Shintou Teito University.
context: That landlord is really annoying!\He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University. response:	My comrade!
context: He casually storms in to complain about every single detail.\I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade! response:	No way! You also failed twice? And aiming for Shintou Teito U?
context: I know, I know!\He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U? response:	And also, I'm an Ashikabi like you.
context: He just comes to annoy tenants for no reason at all.\Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you. response:	They say even a chance acquaintance is part of one's destiny.
context: Yeah, yeah! And when I'm a delicate exam-taker too!\You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny. response:	Musubi-chan...
context: You're an entrance exam taker?\This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan... response:	In addition, you are both Ashikabi-sama, you've lived in the same room,
context: This is the second year I failed...\though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room, response:	and you also both failed the entrance exams twice!
context: though I'm aiming for the Shintou Teito University.\My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice! response:	Do you understand what you're saying?
context: My comrade!\No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying? response:	The only difference is that my Sekirei is incompetent...
context: No way! You also failed twice? And aiming for Shintou Teito U?\And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent... response:	No, I'm Kuno...
context: And also, I'm an Ashikabi like you.\They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno... response:	Um... so what is your problem?
context: They say even a chance acquaintance is part of one's destiny.\Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem? response:	You don't look like a bad guy, so I will be honest with you, but...
context: Musubi-chan...\In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but... response:	It's dangerous stuff. Can you keep it a secret?
context: In addition, you are both Ashikabi-sama, you've lived in the same room,\and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret? response:	Yes, a secret.
context: and you also both failed the entrance exams twice!\Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret. response:	To tell you the truth, we don't want to fight.
context: Do you understand what you're saying?\The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight. response:	No, rather it's impossible to fight.
context: The only difference is that my Sekirei is incompetent...\No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight. response:	She's really weak, and her only weapon is a loud voice.
context: No, I'm Kuno...\Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice. response:	So that's why we want to drop out from the Sekirei Plan.
context: Um... so what is your problem?\You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan. response:	We want to escape from the capital!
context: You don't look like a bad guy, so I will be honest with you, but...\It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital! response:	Escape from the capital?
context: It's dangerous stuff. Can you keep it a secret?\Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital? response:	Mina-tan and Musubi-tan are late.
context: Yes, a secret.\To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late. response:	That bloody Musubi! How long will she drag him around?!
context: To tell you the truth, we don't want to fight.\No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?! response:	Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.
context: No, rather it's impossible to fight.\She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more. response:	Why?
context: She's really weak, and her only weapon is a loud voice.\So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why? response:	Because you'd be defenseless.
context: So that's why we want to drop out from the Sekirei Plan.\We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless. response:	Kusano-tan, you too.
context: We want to escape from the capital!\Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless.\Kusano-tan, you too. response:	No matter where you are, you must be attentive.
context: Escape from the capital?\Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive. response:	The battle royale has already begun in this inescapable cage named Shintou Teito.
context: Mina-tan and Musubi-tan are late.\That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito. response:	Escape from the capital?
context: That bloody Musubi! How long will she drag him around?!\Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital? response:	Yes.
context: Tsukiumi-tan, don't bathe with other Ashikabis' Sekireis any more.\Why?\Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes. response:	Um... Why don't you leave if you want to?
context: Why?\Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes.\Um... Why don't you leave if you want to? response:	Don't you know?!
context: Because you'd be defenseless.\Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes.\Um... Why don't you leave if you want to?\Don't you know?! response:	MBI choppers are flying all over day and night.
context: Kusano-tan, you too.\No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes.\Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night. response:	Tons of soldiers are at the train stations and airports.
context: No matter where you are, you must be attentive.\The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes.\Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports. response:	We have actually tried to escape across the bridge, but there was...
context: The battle royale has already begun in this inescapable cage named Shintou Teito.\Escape from the capital?\Yes.\Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was... response:	The Discipline Squad?
context: Escape from the capital?\Yes.\Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad? response:	Yes. According to her, they are dangerously strong Sekireis following MBI's orders,
context: Yes.\Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders, response:	and they don't even hesitate to kill Ashikabis if they decide it's necessary.
context: Um... Why don't you leave if you want to?\Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary. response:	Even Ashikabis?!
context: Don't you know?!\MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?! response:	We are watched by such guys!
context: MBI choppers are flying all over day and night.\Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys! response:	MBI is to not going to let us Sekireis and Ashikabis
context: Tons of soldiers are at the train stations and airports.\We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis response:	get away from the capital no matter what!
context: We have actually tried to escape across the bridge, but there was...\The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what! response:	The capital will become a battlefield!
context: The Discipline Squad?\Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield! response:	So... that's what is going on...
context: Yes. According to her, they are dangerously strong Sekireis following MBI's orders,\and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on... response:	Shit! That must be nice...
context: and they don't even hesitate to kill Ashikabis if they decide it's necessary.\Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice... response:	Huh?
context: Even Ashikabis?!\We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice...\Huh? response:	I'm sure you can be so relaxed because you have a good Sekirei.
context: We are watched by such guys!\MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei. response:	Oh no, that's because I'm too carefree... I'm sorry.
