context: Hold on a minute, Natsume. response:	Could you write your name on this?
context: Natsume-dono!\The Dew God lives in the Seven Forests, right ahead.\Well, I brought it because you told me to,\but what is it used for?\It's a precaution. Just put it away.\Oh, thank you.\Ah, it's nothing.\Here you go. response:	Thank you for your kindness.
context: The Dew God lives in the Seven Forests, right ahead.\Well, I brought it because you told me to,\but what is it used for?\It's a precaution. Just put it away.\Oh, thank you.\Ah, it's nothing.\Here you go.\Thank you for your kindness. response:	If it isn't bruised, please have it.
context: Well, I brought it because you told me to,\but what is it used for?\It's a precaution. Just put it away.\Oh, thank you.\Ah, it's nothing.\Here you go.\Thank you for your kindness.\If it isn't bruised, please have it. response:	I can't eat it all by myself.
context: but what is it used for?\It's a precaution. Just put it away.\Oh, thank you.\Ah, it's nothing.\Here you go.\Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself. response:	Thank you. I'll keep it, then.
context: It's a precaution. Just put it away.\Oh, thank you.\Ah, it's nothing.\Here you go.\Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then. response:	The weather is great, isn't it?
context: Oh, thank you.\Ah, it's nothing.\Here you go.\Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it? response:	Ah, I guess.
context: Ah, it's nothing.\Here you go.\Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess. response:	Excuse me, then.
context: Here you go.\Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess.\Excuse me, then. response:	I wish I could say more thoughtful things at times like this.
context: Thank you for your kindness.\If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this. response:	I hate being a poor speaker.
context: If it isn't bruised, please have it.\I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker. response:	That old lady doesn't have much longer.
context: I can't eat it all by myself.\Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer. response:	She didn't give off much of a delicious smell.
context: Thank you. I'll keep it, then.\The weather is great, isn't it?\Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell. response:	Don't be so rude.
context: The weather is great, isn't it?\Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude. response:	This is the Dew God's place?
context: Ah, I guess.\Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place? response:	What's with the weird face?
context: Excuse me, then.\I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place?\What's with the weird face? response:	The Dew God is a real god? And not just a name?
context: I wish I could say more thoughtful things at times like this.\I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name? response:	You came, Natsume-dono?
context: I hate being a poor speaker.\That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono? response:	Damn, I was rude to him last night!
context: That old lady doesn't have much longer.\She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night! response:	He'll curse me!
context: She didn't give off much of a delicious smell.\Don't be so rude.\This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me! response:	And Reiko-san, why'd you do something that'll get you cursed?
context: Don't be so rude.\This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed? response:	Oh? What's wrong?
context: This is the Dew God's place?\What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong? response:	He's in a panic because he believes you're a real god.
context: What's with the weird face?\The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god. response:	A-Ah, Dew God-sama!
context: The Dew God is a real god? And not just a name?\You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama! response:	No, no!
context: You came, Natsume-dono?\Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no! response:	I'm called a god,
context: Damn, I was rude to him last night!\He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no!\I'm called a god, response:	but I'm just a wanderer that settled in this small shrine.
context: He'll curse me!\And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine. response:	A long time ago, there was a long drought in this area.
context: And Reiko-san, why'd you do something that'll get you cursed?\Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area. response:	Distressed by the disaster, the young villagers prayed at this small shrine.
context: Oh? What's wrong?\He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine. response:	And on the following day, it happened to rain.
context: He's in a panic because he believes you're a real god.\A-Ah, Dew God-sama!\No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain. response:	Ever since then, the villagers would worship the Dew God,
context: A-Ah, Dew God-sama!\No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God, response:	and would leave many offerings.
context: No, no!\I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings. response:	And before I realized it, I was overflowing with power,
context: I'm called a god,\but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power, response:	and my form became just as grand.
context: but I'm just a wanderer that settled in this small shrine.\A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand. response:	Grand, huh?
context: A long time ago, there was a long drought in this area.\Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh? response:	The last time I met you, you were as tall as a human.
context: Distressed by the disaster, the young villagers prayed at this small shrine.\And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human. response:	Now I barely come up to their feet.
context: And on the following day, it happened to rain.\Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet. response:	And just as my body grew because of people's faith in me,
context: Ever since then, the villagers would worship the Dew God,\and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me, response:	I have diminished in size like this due to the lack of it.
context: and would leave many offerings.\And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it. response:	I see.
context: And before I realized it, I was overflowing with power,\and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see. response:	Should I offer you a peach, then?
context: and my form became just as grand.\Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then? response:	I already have a peach.
context: Grand, huh?\The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then?\I already have a peach. response:	Right here.
context: The last time I met you, you were as tall as a human.\Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then?\I already have a peach.\Right here. response:	I see, it was her.
context: Now I barely come up to their feet.\And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then?\I already have a peach.\Right here.\I see, it was her. response:	You met Hana-san?
context: And just as my body grew because of people's faith in me,\I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then?\I already have a peach.\Right here.\I see, it was her.\You met Hana-san? response:	Yeah.
context: I have diminished in size like this due to the lack of it.\I see.\Should I offer you a peach, then?\I already have a peach.\Right here.\I see, it was her.\You met Hana-san?\Yeah. response:	So her name is Hana.
context: I see.\Should I offer you a peach, then?\I already have a peach.\Right here.\I see, it was her.\You met Hana-san?\Yeah.\So her name is Hana. response:	She is the sole person to come here and worship me now.
context: Should I offer you a peach, then?\I already have a peach.\Right here.\I see, it was her.\You met Hana-san?\Yeah.\So her name is Hana.\She is the sole person to come here and worship me now. response:	I see. Together, huh?
context: I already have a peach.\Right here.\I see, it was her.\You met Hana-san?\Yeah.\So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh? response:	Yeah.
context: Right here.\I see, it was her.\You met Hana-san?\Yeah.\So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah. response:	If I return the name stuck to yours, I won't have to force them apart.
context: I see, it was her.\You met Hana-san?\Yeah.\So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart. response:	However, one problem came up.
context: You met Hana-san?\Yeah.\So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up. response:	We don't know the other Youkai.
context: Yeah.\So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai. response:	In that case, I know him.
context: So her name is Hana.\She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai.\In that case, I know him. response:	Really?
context: She is the sole person to come here and worship me now.\I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai.\In that case, I know him.\Really? response:	After losing to Reiko, I was really frustrated.
context: I see. Together, huh?\Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai.\In that case, I know him.\Really?\After losing to Reiko, I was really frustrated. response:	After hearing that the next Ayakashi's name was taken,
context: Yeah.\If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai.\In that case, I know him.\Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken, response:	I went to see him to gloat.
context: If I return the name stuck to yours, I won't have to force them apart.\However, one problem came up.\We don't know the other Youkai.\In that case, I know him.\Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat. response:	All right, it's done.
context: However, one problem came up.\We don't know the other Youkai.\In that case, I know him.\Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done. response:	I may have forgotten his name, but he was like this.
context: We don't know the other Youkai.\In that case, I know him.\Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this. response:	Is this really him?
context: In that case, I know him.\Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him? response:	Yes, it's drawn quite well if I say so myself.
context: Really?\After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself. response:	Did he have any hair?
context: After losing to Reiko, I was really frustrated.\After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair? response:	He... didn't have any.
context: After hearing that the next Ayakashi's name was taken,\I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any. response:	Not even one strand?
context: I went to see him to gloat.\All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any.\Not even one strand? response:	Not one strand.
context: All right, it's done.\I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any.\Not even one strand?\Not one strand. response:	He happens to live at Sannozuka.
context: I may have forgotten his name, but he was like this.\Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any.\Not even one strand?\Not one strand.\He happens to live at Sannozuka. response:	He's also the god of shadows and moves by walking among them.
context: Is this really him?\Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any.\Not even one strand?\Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them. response:	What? What is it?
context: Yes, it's drawn quite well if I say so myself.\Did he have any hair?\He... didn't have any.\Not even one strand?\Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it? response:	H-Hey! Why are you laughing?
context: Did he have any hair?\He... didn't have any.\Not even one strand?\Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing? response:	Are you making fun of my drawing?
context: He... didn't have any.\Not even one strand?\Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing? response:	You damned, accursed fools!
context: Not even one strand?\Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools! response:	And so, our Youkai search began at Sannozuka.
context: Not one strand.\He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka. response:	But after spending several days searching for him,
context: He happens to live at Sannozuka.\He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him, response:	we were unable to find him.
context: He's also the god of shadows and moves by walking among them.\What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him. response:	Hey, you look sleepy.
context: What? What is it?\H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy. response:	Tired from all the searching?
context: H-Hey! Why are you laughing?\Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy.\Tired from all the searching? response:	Yeah.
context: Are you making fun of my drawing?\You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy.\Tired from all the searching?\Yeah. response:	That's right, Hana-san can't see him.
context: You damned, accursed fools!\And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy.\Tired from all the searching?\Yeah.\That's right, Hana-san can't see him. response:	Even though he's within breath's reach.
context: And so, our Youkai search began at Sannozuka.\But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy.\Tired from all the searching?\Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach. response:	Oh!
context: But after spending several days searching for him,\we were unable to find him.\Hey, you look sleepy.\Tired from all the searching?\Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh! response:	Hello.
context: we were unable to find him.\Hey, you look sleepy.\Tired from all the searching?\Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh!\Hello. response:	Did you come to pray too?
context: Hey, you look sleepy.\Tired from all the searching?\Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh!\Hello.\Did you come to pray too? response:	Ah, yeah.
context: Tired from all the searching?\Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh!\Hello.\Did you come to pray too?\Ah, yeah. response:	That's great.
context: Yeah.\That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh!\Hello.\Did you come to pray too?\Ah, yeah.\That's great. response:	It seemed like I was the only one coming recently.
context: That's right, Hana-san can't see him.\Even though he's within breath's reach.\Oh!\Hello.\Did you come to pray too?\Ah, yeah.\That's great.\It seemed like I was the only one coming recently. response:	I was thinking that the Dew God was lonely.
context: Even though he's within breath's reach.\Oh!\Hello.\Did you come to pray too?\Ah, yeah.\That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely. response:	When did you start worshipping him?
context: Oh!\Hello.\Did you come to pray too?\Ah, yeah.\That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him? response:	Ever since I was a kid.
context: Hello.\Did you come to pray too?\Ah, yeah.\That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid. response:	Promise you won't laugh, okay?
context: Did you come to pray too?\Ah, yeah.\That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay? response:	I think that I saw the Dew God once.
context: Ah, yeah.\That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once. response:	I was on my way back from girls' school.
context: That's great.\It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school. response:	The weather was just like today's, too.
context: It seemed like I was the only one coming recently.\I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too. response:	I came to pray just as I always do, and when I raised my face,
context: I was thinking that the Dew God was lonely.\When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face, response:	I saw a leg behind the shrine.
context: When did you start worshipping him?\Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine. response:	I was surprised, but I pretended not to notice.
context: Ever since I was a kid.\Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice. response:	I then saw a person wearing an old man's mask, who was in quite a good mood.
context: Promise you won't laugh, okay?\I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood. response:	The weather is great today, he said.
context: I think that I saw the Dew God once.\I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said. response:	I almost replied without thinking, Yes, you're right.
context: I was on my way back from girls' school.\The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right. response:	But I felt that if a human saw him, the Dew God would disappear.
context: The weather was just like today's, too.\I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear. response:	But even now, I think to myself that it would've been better if I had replied.
context: I came to pray just as I always do, and when I raised my face,\I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied. response:	The Dew God is always alone, right?
context: I saw a leg behind the shrine.\I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right? response:	I don't think I'd be able to handle being alone.
context: I was surprised, but I pretended not to notice.\I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone. response:	So, I thought I should at least talk to him.
context: I then saw a person wearing an old man's mask, who was in quite a good mood.\The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him. response:	He's always alone, right?
context: The weather is great today, he said.\I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right? response:	Alone...
context: I almost replied without thinking, Yes, you're right.\But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right?\Alone... response:	Being alone is lonely.
context: But I felt that if a human saw him, the Dew God would disappear.\But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right?\Alone...\Being alone is lonely. response:	Being alone is painful.
context: But even now, I think to myself that it would've been better if I had replied.\The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right?\Alone...\Being alone is lonely.\Being alone is painful. response:	Being alone...
context: The Dew God is always alone, right?\I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right?\Alone...\Being alone is lonely.\Being alone is painful.\Being alone... response:	is painful...
context: I don't think I'd be able to handle being alone.\So, I thought I should at least talk to him.\He's always alone, right?\Alone...\Being alone is lonely.\Being alone is painful.\Being alone...\is painful... response:	It's painful...
context: So, I thought I should at least talk to him.\He's always alone, right?\Alone...\Being alone is lonely.\Being alone is painful.\Being alone...\is painful...\It's painful... response:	It's heavy...
context: He's always alone, right?\Alone...\Being alone is lonely.\Being alone is painful.\Being alone...\is painful...\It's painful...\It's heavy... response:	Don't sleepwalk!
context: Alone...\Being alone is lonely.\Being alone is painful.\Being alone...\is painful...\It's painful...\It's heavy...\Don't sleepwalk! response:	You had a nightmare last night, didn't you?
context: Being alone is lonely.\Being alone is painful.\Being alone...\is painful...\It's painful...\It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you? response:	You were heavy!
context: Being alone is painful.\Being alone...\is painful...\It's painful...\It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy! response:	You had an opening in your mind.
context: Being alone...\is painful...\It's painful...\It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind. response:	Weak minds invite spirits.
context: is painful...\It's painful...\It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind.\Weak minds invite spirits. response:	If you don't want to lose your life,
context: It's painful...\It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life, response:	you should never let your guard down.
context: It's heavy...\Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down. response:	Well, if you lose your life quickly,
context: Don't sleepwalk!\You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly, response:	I'll be able to get my hands on the Book of Friends fast and be happy.
context: You had a nightmare last night, didn't you?\You were heavy!\You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy. response:	The next time you sleepwalk, I'll pull out the fur on your tail.
context: You were heavy!\You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail. response:	You're a demon.
