context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Natsu, check it out! Wait, who's Natsu?\Huh? What?\And man, why's it so dark in here?\I've got two neato boobs stuck to my chest!\Look, look!\Cease that!\That didn't hurt much.\What is the reason for this cat form? response:	Wait... I truly am a cat!
context: Huh? What?\And man, why's it so dark in here?\I've got two neato boobs stuck to my chest!\Look, look!\Cease that!\That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat! response:	I don't remember requiping this!
context: And man, why's it so dark in here?\I've got two neato boobs stuck to my chest!\Look, look!\Cease that!\That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this! response:	Sheesh, I can't drink in peace.
context: I've got two neato boobs stuck to my chest!\Look, look!\Cease that!\That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace. response:	Magic is so cool, totally!
context: Look, look!\Cease that!\That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally! response:	You're kidding me...
context: Cease that!\That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me... response:	What in the world is going on?
context: That didn't hurt much.\What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me...\What in the world is going on? response:	It's so damn cold!
context: What is the reason for this cat form?\Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me...\What in the world is going on?\It's so damn cold! response:	And why is there someone here that looks just like me?
context: Wait... I truly am a cat!\I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me...\What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me? response:	Huh? What are you talkin' about?
context: I don't remember requiping this!\Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me...\What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about? response:	Haven't you realized yet?
context: Sheesh, I can't drink in peace.\Magic is so cool, totally!\You're kidding me...\What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet? response:	Our minds and bodies have... switched places!
context: Magic is so cool, totally!\You're kidding me...\What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places! response:	What do you mean, Happy?
context: You're kidding me...\What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy? response:	I am Erza!
context: What in the world is going on?\It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza! response:	I'm Happy! You're so mean, Loke...
context: It's so damn cold!\And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke... response:	Be quiet!
context: And why is there someone here that looks just like me?\Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet! response:	Which means...
context: Huh? What are you talkin' about?\Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet!\Which means... response:	Natsu and Loke...
context: Haven't you realized yet?\Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet!\Which means...\Natsu and Loke... response:	Gray and Lucy...
context: Our minds and bodies have... switched places!\What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet!\Which means...\Natsu and Loke...\Gray and Lucy... response:	And worst of all, Happy and I have switched places!
context: What do you mean, Happy?\I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet!\Which means...\Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places! response:	What do you mean, worst of all?
context: I am Erza!\I'm Happy! You're so mean, Loke...\Be quiet!\Which means...\Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all? response:	Magical words of ancient Umpera-ese.
context: I'm Happy! You're so mean, Loke...\Be quiet!\Which means...\Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese. response:	You have activated Changeling.
context: Be quiet!\Which means...\Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling. response:	Master!
context: Which means...\Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling.\Master! response:	Gramps!
context: Natsu and Loke...\Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling.\Master!\Gramps! response:	That request is the cause.
context: Gray and Lucy...\And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling.\Master!\Gramps!\That request is the cause. response:	When you read that spell, the people nearby swap minds.
context: And worst of all, Happy and I have switched places!\What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling.\Master!\Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds. response:	That is Changeling.
context: What do you mean, worst of all?\Magical words of ancient Umpera-ese.\You have activated Changeling.\Master!\Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling. response:	Changeling?
context: Magical words of ancient Umpera-ese.\You have activated Changeling.\Master!\Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling? response:	You're Natsu, right?
context: You have activated Changeling.\Master!\Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling?\You're Natsu, right? response:	Yeah.
context: Master!\Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling?\You're Natsu, right?\Yeah. response:	What the hell have you done?
context: Gramps!\That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling?\You're Natsu, right?\Yeah.\What the hell have you done? response:	Don't ask me!
context: That request is the cause.\When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling?\You're Natsu, right?\Yeah.\What the hell have you done?\Don't ask me! response:	All I did was try and read the request a little!
context: When you read that spell, the people nearby swap minds.\That is Changeling.\Changeling?\You're Natsu, right?\Yeah.\What the hell have you done?\Don't ask me!\All I did was try and read the request a little! response:	And would someone turn on the lights?!
context: That is Changeling.\Changeling?\You're Natsu, right?\Yeah.\What the hell have you done?\Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?! response:	Enough, Lucy!
context: Changeling?\You're Natsu, right?\Yeah.\What the hell have you done?\Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy! response:	I mean Gray.
context: You're Natsu, right?\Yeah.\What the hell have you done?\Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy!\I mean Gray. response:	It's not just your minds that swap...
context: Yeah.\What the hell have you done?\Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy!\I mean Gray.\It's not just your minds that swap... response:	Your magic swaps as well.
context: What the hell have you done?\Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy!\I mean Gray.\It's not just your minds that swap...\Your magic swaps as well. response:	I'm hot...
context: Don't ask me!\All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy!\I mean Gray.\It's not just your minds that swap...\Your magic swaps as well.\I'm hot... response:	It's like there's boiling magma in my stomach...
context: All I did was try and read the request a little!\And would someone turn on the lights?!\Enough, Lucy!\I mean Gray.\It's not just your minds that swap...\Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach... response:	Hey, how about you and I go out for dinner sometime?
context: And would someone turn on the lights?!\Enough, Lucy!\I mean Gray.\It's not just your minds that swap...\Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime? response:	What the heck?!
context: Enough, Lucy!\I mean Gray.\It's not just your minds that swap...\Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?! response:	And one last thing!
context: I mean Gray.\It's not just your minds that swap...\Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing! response:	If you don't undo the spell within 30 minutes of activation...
context: It's not just your minds that swap...\Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation... response:	You will never be able to return to normal.
context: Your magic swaps as well.\I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal. response:	Or so the legend goes.
context: I'm hot...\It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes. response:	How long has it been since then?
context: It's like there's boiling magma in my stomach...\Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes.\How long has it been since then? response:	16 minutes.
context: Hey, how about you and I go out for dinner sometime?\What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes.\How long has it been since then?\16 minutes. response:	So you have 14 minutes left.
context: What the heck?!\And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes.\How long has it been since then?\16 minutes.\So you have 14 minutes left. response:	Gramps! What's the spell to return us to normal?
context: And one last thing!\If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes.\How long has it been since then?\16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal? response:	Well, it is an ancient magic...
context: If you don't undo the spell within 30 minutes of activation...\You will never be able to return to normal.\Or so the legend goes.\How long has it been since then?\16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic... response:	When it comes to something this old...
context: You will never be able to return to normal.\Or so the legend goes.\How long has it been since then?\16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old... response:	I have no clue!
context: Or so the legend goes.\How long has it been since then?\16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old...\I have no clue! response:	And I was so looking forward to punishing you for going on that S class quest...
context: How long has it been since then?\16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest... response:	That's out of the question now!
context: 16 minutes.\So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now! response:	Well! Give it your best shot.
context: So you have 14 minutes left.\Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot. response:	What the hell?!
context: Gramps! What's the spell to return us to normal?\Well, it is an ancient magic...\When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot.\What the hell?! response:	I'm gonna do it!
context: Well, it is an ancient magic...\When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot.\What the hell?!\I'm gonna do it! response:	P-Please, don't do that!
context: When it comes to something this old...\I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot.\What the hell?!\I'm gonna do it!\P-Please, don't do that! response:	Oh, I see. Since that's Gray in there, he still has his stripping fetish.
context: I have no clue!\And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot.\What the hell?!\I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish. response:	Hey, that's right!
context: And I was so looking forward to punishing you for going on that S class quest...\That's out of the question now!\Well! Give it your best shot.\What the hell?!\I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right! response:	Happy?
context: That's out of the question now!\Well! Give it your best shot.\What the hell?!\I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy? response:	What are you...
context: Well! Give it your best shot.\What the hell?!\I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy?\What are you... response:	This'll be fun! I wanna try!
context: What the hell?!\I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy?\What are you...\This'll be fun! I wanna try! response:	Don't!
context: I'm gonna do it!\P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy?\What are you...\This'll be fun! I wanna try!\Don't! response:	Requip, requip! Look at me requip!
context: P-Please, don't do that!\Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy?\What are you...\This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip! response:	Now that's something!
context: Oh, I see. Since that's Gray in there, he still has his stripping fetish.\Hey, that's right!\Happy?\What are you...\This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip!\Now that's something! response:	Stop that!
context: Hey, that's right!\Happy?\What are you...\This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip!\Now that's something!\Stop that! response:	What has happened to my pride as an S class wizard?
context: Happy?\What are you...\This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip!\Now that's something!\Stop that!\What has happened to my pride as an S class wizard? response:	Huh? This is strange... I wanted to show people some cool armor, but this...
context: What are you...\This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip!\Now that's something!\Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this... response:	I get it! It's true we've swapped techniques, but now we're all crappy at them!
context: This'll be fun! I wanna try!\Don't!\Requip, requip! Look at me requip!\Now that's something!\Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them! response:	Hey, Loke!
context: Don't!\Requip, requip! Look at me requip!\Now that's something!\Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke! response:	Er, wait! The dude that's inside'im.
context: Requip, requip! Look at me requip!\Now that's something!\Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im. response:	Don't call me the dude inside him!
context: Now that's something!\Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him! response:	What?
context: Stop that!\What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What? response:	What is your magic anyway?
context: What has happened to my pride as an S class wizard?\Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What?\What is your magic anyway? response:	Yeah, that's right.
context: Huh? This is strange... I wanted to show people some cool armor, but this...\I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What?\What is your magic anyway?\Yeah, that's right. response:	What kind of magic is it? Show it to us.
context: I get it! It's true we've swapped techniques, but now we're all crappy at them!\Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What?\What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us. response:	I dunno...
context: Hey, Loke!\Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What?\What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno... response:	I can't feel anything. Nothing's happening.
context: Er, wait! The dude that's inside'im.\Don't call me the dude inside him!\What?\What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening. response:	I just feel sort of hazy...
context: Don't call me the dude inside him!\What?\What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy... response:	What is with this nervous feeling?!
context: What?\What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?! response:	Somebody do something!
context: What is your magic anyway?\Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something! response:	What's with that fire?
context: Yeah, that's right.\What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something!\What's with that fire? response:	Looks more like drool...
context: What kind of magic is it? Show it to us.\I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something!\What's with that fire?\Looks more like drool... response:	Yup, definitely quite crappy.
context: I dunno...\I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something!\What's with that fire?\Looks more like drool...\Yup, definitely quite crappy. response:	Oh, I see! So this is what it's like to fly!
context: I can't feel anything. Nothing's happening.\I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something!\What's with that fire?\Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly! response:	Wait, this is no time to be impressed!
context: I just feel sort of hazy...\What is with this nervous feeling?!\Somebody do something!\What's with that fire?\Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed! response:	We don't have time to spare!
context: What is with this nervous feeling?!\Somebody do something!\What's with that fire?\Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare! response:	What in the world should we do?
context: Somebody do something!\What's with that fire?\Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do? response:	Gray... I mean, Lucy... Ice is coming out of your mouth.
context: What's with that fire?\Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth. response:	Eww! I hate this!
context: Looks more like drool...\Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this! response:	Lu-chan, leave this to me!
context: Yup, definitely quite crappy.\Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me! response:	Levy-chan!
context: Oh, I see! So this is what it's like to fly!\Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan! response:	Levy!
context: Wait, this is no time to be impressed!\We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan!\Levy! response:	With Team Shadow Gear here, we'll make sure to turn you back to normal!
context: We don't have time to spare!\What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal! response:	Yeah! Don't sweat it.
context: What in the world should we do?\Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it. response:	So without further ado, do it, Levy!
context: Gray... I mean, Lucy... Ice is coming out of your mouth.\Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy! response:	In other words, Levy is going to handle it herself.
context: Eww! I hate this!\Lu-chan, leave this to me!\Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself. response:	Thank you, Levy-chan!
context: Lu-chan, leave this to me!\Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan! response:	I'll do my best for you, Lu-chan!
context: Levy-chan!\Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan! response:	I want to be the first person to read your novel,'kay, Lu-chan?
context: Levy!\With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan? response:	What should we do?
context: With Team Shadow Gear here, we'll make sure to turn you back to normal!\Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do? response:	I know a thing or two about ancient writing.
context: Yeah! Don't sweat it.\So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing. response:	So first thing to do is examine the request carefully.
context: So without further ado, do it, Levy!\In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully. response:	We don't have any time! Will you make it?
context: In other words, Levy is going to handle it herself.\Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it? response:	Anyway, let's trust this to Levy!
context: Thank you, Levy-chan!\I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy! response:	Why am I eating a fish?
context: I'll do my best for you, Lu-chan!\I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish? response:	They're delicious!
context: I want to be the first person to read your novel,'kay, Lu-chan?\What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious! response:	Um... Uugo deru...
context: What should we do?\I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious!\Um... Uugo deru... response:	Only 10 minutes to go!
context: I know a thing or two about ancient writing.\So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious!\Um... Uugo deru...\Only 10 minutes to go! response:	And wait! You can read the words safely, Levy?
context: So first thing to do is examine the request carefully.\We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious!\Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy? response:	It's safe to read the ancient spell writing as long as it isn't read in order.
context: We don't have any time! Will you make it?\Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious!\Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order. response:	There's no time! Ah, everything's so hazy!
context: Anyway, let's trust this to Levy!\Why am I eating a fish?\They're delicious!\Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy! response:	I couldn't stand being like this forever!
context: Why am I eating a fish?\They're delicious!\Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever! response:	Well, I kind of like this.
context: They're delicious!\Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this. response:	One more time!
context: Um... Uugo deru...\Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this.\One more time! response:	Requip!
context: Only 10 minutes to go!\And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this.\One more time!\Requip! response:	I said stop it!
context: And wait! You can read the words safely, Levy?\It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this.\One more time!\Requip!\I said stop it! response:	So, Levy-chan...
context: It's safe to read the ancient spell writing as long as it isn't read in order.\There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this.\One more time!\Requip!\I said stop it!\So, Levy-chan... response:	Have you figured anything out?
context: There's no time! Ah, everything's so hazy!\I couldn't stand being like this forever!\Well, I kind of like this.\One more time!\Requip!\I said stop it!\So, Levy-chan...\Have you figured anything out? response:	Not a thing!
context: I couldn't stand being like this forever!\Well, I kind of like this.\One more time!\Requip!\I said stop it!\So, Levy-chan...\Have you figured anything out?\Not a thing! response:	I see... So from now on I'll exist as an odd winged cat?
