context: Military Tribunal 54 is hereby convened. response:	The charge.
context: I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them! response:	It's for your own good, Akira-chan.
context: I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan. response:	You need to experience the outside world more.
context: I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more. response:	Akira-chan, please be our friend!
context: We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend! response:	No!
context: Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend!\No! response:	No! No! No!
context: The outside world is a lot of fun!\You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend!\No!\No! No! No! response:	Wha
context: You'll make lots of new friends, too!\You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend!\No!\No! No! No!\Wha response:	Akira-chan? Akira-chan!
context: You can eat cake with them go swimming with them!\It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend!\No!\No! No! No!\Wha\Akira-chan? Akira-chan! response:	Um...
context: It's for your own good, Akira-chan.\You need to experience the outside world more.\Akira-chan, please be our friend!\No!\No! No! No!\Wha\Akira-chan? Akira-chan!\Um... response:	I'll go.
context: You need to experience the outside world more.\Akira-chan, please be our friend!\No!\No! No! No!\Wha\Akira-chan? Akira-chan!\Um...\I'll go. response:	But...
context: Akira-chan, please be our friend!\No!\No! No! No!\Wha\Akira-chan? Akira-chan!\Um...\I'll go.\But... response:	Akira is my sister.
context: No!\No! No! No!\Wha\Akira-chan? Akira-chan!\Um...\I'll go.\But...\Akira is my sister. response:	I've been alone my whole life.
context: No! No! No!\Wha\Akira-chan? Akira-chan!\Um...\I'll go.\But...\Akira is my sister.\I've been alone my whole life. response:	Because no one ever chose me.
context: Wha\Akira-chan? Akira-chan!\Um...\I'll go.\But...\Akira is my sister.\I've been alone my whole life.\Because no one ever chose me. response:	Not my family, not my friends.
context: Akira-chan? Akira-chan!\Um...\I'll go.\But...\Akira is my sister.\I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends. response:	But they have!
context: Um...\I'll go.\But...\Akira is my sister.\I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends.\But they have! response:	You were a huge pop star, and were even in movies!
context: I'll go.\But...\Akira is my sister.\I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies! response:	I wanted to be picked. If only by one person.
context: But...\Akira is my sister.\I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person. response:	I'm all alone, so if I could be alone with someone else, that would be enough.
context: Akira is my sister.\I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough. response:	Miss Rukino... Are you talking about...
context: I've been alone my whole life.\Because no one ever chose me.\Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about... response:	I've been alone my whole life.
context: Because no one ever chose me.\Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life. response:	Because no one ever chose me.
context: Not my family, not my friends.\But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me. response:	Not my family not my friends.
context: But they have!\You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends. response:	Isn't that amazing? I did this movie two years ago, and I still remember my lines!
context: You were a huge pop star, and were even in movies!\I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines! response:	Turns out that I had a knack for acting, too!
context: I wanted to be picked. If only by one person.\I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too! response:	You're wrong!
context: I'm all alone, so if I could be alone with someone else, that would be enough.\Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong! response:	You aren't alone, not anymore.
context: Miss Rukino... Are you talking about...\I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore. response:	Enemy forces detected!
context: I've been alone my whole life.\Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore.\Enemy forces detected! response:	All personnel, please go to level 1 battle alert!
context: Because no one ever chose me.\Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert! response:	Time's up, I guess.
context: Not my family not my friends.\Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess. response:	They're between Module 77 and the Moon!
context: Isn't that amazing? I did this movie two years ago, and I still remember my lines!\Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon! response:	There's so many!
context: Turns out that I had a knack for acting, too!\You're wrong!\You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon!\There's so many! response:	But we were almost there!
context: You're wrong!\You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon!\There's so many!\But we were almost there! response:	We'll never reach the Moon without punching our way through them!
context: You aren't alone, not anymore.\Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon!\There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them! response:	We'll have to do just that.
context: Enemy forces detected!\All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon!\There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that. response:	But how?
context: All personnel, please go to level 1 battle alert!\Time's up, I guess.\They're between Module 77 and the Moon!\There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how? response:	Watch team, report to the radar room!
context: Time's up, I guess.\They're between Module 77 and the Moon!\There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how?\Watch team, report to the radar room! response:	Air defense gun turrets will be set to debris shredding mode for this operation only.
context: They're between Module 77 and the Moon!\There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only. response:	From: Satomi Renbokoji
context: There's so many!\But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji response:	It's unlike you to commit such a blunder, Capt. Cain.
context: But we were almost there!\We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain. response:	My apologies, sir.
context: We'll never reach the Moon without punching our way through them!\We'll have to do just that.\But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir. response:	According to your report, those Valvraves have a limit to how long they can remain operational.
context: We'll have to do just that.\But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational. response:	Yes, sir. If we press them en masse
context: But how?\Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse response:	Exactly.
context: Watch team, report to the radar room!\Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly. response:	All we have to do is engage them in a protracted battle and exhaust them.
context: Air defense gun turrets will be set to debris shredding mode for this operation only.\From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them. response:	Module 77 is changing course to a heading of 741!
context: From: Satomi Renbokoji\It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741! response:	What?!
context: It's unlike you to commit such a blunder, Capt. Cain.\My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?! response:	They're running?
context: My apologies, sir.\According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?!\They're running? response:	It's the pragmatic choice. Nevertheless...
context: According to your report, those Valvraves have a limit to how long they can remain operational.\Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?!\They're running?\It's the pragmatic choice. Nevertheless... response:	Understood, sir. We won't let them get away.
context: Yes, sir. If we press them en masse\Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?!\They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away. response:	All ships to maximum combat speed!
context: Exactly.\All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?!\They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed! response:	Commence pursuit battle!
context: All we have to do is engage them in a protracted battle and exhaust them.\Module 77 is changing course to a heading of 741!\What?!\They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle! response:	Dorssian fleet is pursuing!
context: Module 77 is changing course to a heading of 741!\What?!\They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing! response:	Maintain heading of 741.
context: What?!\They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741. response:	Concentrate barrier system on our side facing the Moon.
context: They're running?\It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon. response:	Here they come!
context: It's the pragmatic choice. Nevertheless...\Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come! response:	Take up formation!
context: Understood, sir. We won't let them get away.\All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation! response:	Yamada, follow my lead!
context: All ships to maximum combat speed!\Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation!\Yamada, follow my lead! response:	It's Thunder!
context: Commence pursuit battle!\Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation!\Yamada, follow my lead!\It's Thunder! response:	Eat this! And this!
context: Dorssian fleet is pursuing!\Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation!\Yamada, follow my lead!\It's Thunder!\Eat this! And this! response:	Dome block damaged through frame 277!
context: Maintain heading of 741.\Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation!\Yamada, follow my lead!\It's Thunder!\Eat this! And this!\Dome block damaged through frame 277! response:	Barrier system output down to 87!
context: Concentrate barrier system on our side facing the Moon.\Here they come!\Take up formation!\Yamada, follow my lead!\It's Thunder!\Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87! response:	L-elf! There's just too many of them!
context: Here they come!\Take up formation!\Yamada, follow my lead!\It's Thunder!\Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them! response:	We can't take much more of this!
context: Take up formation!\Yamada, follow my lead!\It's Thunder!\Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this! response:	I've factored everything into my calculations.
context: Yamada, follow my lead!\It's Thunder!\Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations. response:	The enemy fleet has utterly broken their formation in order to pursue Module 77.
context: It's Thunder!\Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77. response:	Hey, you're right! They're in a line now!
context: Eat this! And this!\Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now! response:	In this formation, you can wipe them all out at once with your Harakiri Blade.
context: Dome block damaged through frame 277!\Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade. response:	So that's why you ordered the course change!
context: Barrier system output down to 87!\L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change! response:	It wasn't to run away!
context: L-elf! There's just too many of them!\We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away! response:	Your Harakiri Blade is the key to turning the tables.
context: We can't take much more of this!\I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables. response:	If you miss your chance, this operation will end in failure.
context: I've factored everything into my calculations.\The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure. response:	Understood.
context: The enemy fleet has utterly broken their formation in order to pursue Module 77.\Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood. response:	Satomi Renbokoji.
context: Hey, you're right! They're in a line now!\In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji. response:	What?
context: In this formation, you can wipe them all out at once with your Harakiri Blade.\So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji.\What? response:	I've written out what will happen at each stage of the remainder of the operation.
context: So that's why you ordered the course change!\It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation. response:	Give the orders as written here.
context: It wasn't to run away!\Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here. response:	Why me?
context: Your Harakiri Blade is the key to turning the tables.\If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me? response:	When it comes to talent for carrying out instructions written in a manual, you are the best there is.
context: If you miss your chance, this operation will end in failure.\Understood.\Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is. response:	What about you?
context: Understood.\Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you? response:	You sound like you're going somewhere.
context: Satomi Renbokoji.\What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere. response:	Secure transmission from Dorssian fleet!
context: What?\I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet! response:	They want to speak with the Prime Minister!
context: I've written out what will happen at each stage of the remainder of the operation.\Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister! response:	Me?
context: Give the orders as written here.\Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me? response:	Shall I put it through?
context: Why me?\When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me?\Shall I put it through? response:	Yes. But in the Prime Minister's official residence.
context: When it comes to talent for carrying out instructions written in a manual, you are the best there is.\What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence. response:	You said official residence?
context: What about you?\You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence? response:	You're the prime minister of a country. I insist that you make the minimum effort to look the part.
context: You sound like you're going somewhere.\Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part. response:	Yeah. It's my turn this time.
context: Secure transmission from Dorssian fleet!\They want to speak with the Prime Minister!\Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time. response:	This time?
context: They want to speak with the Prime Minister!\Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time? response:	Until we got swept up in this war, I had no idea.
context: Me?\Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea. response:	I never knew how incredibly lucky we were to live in peace.
context: Shall I put it through?\Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace. response:	So I got to thinking that our peace didn't come free, and it's something that someone protected for us.
context: Yes. But in the Prime Minister's official residence.\You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us. response:	So now it's my turn to protect it.
context: You said official residence?\You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it. response:	A state's ultimate duty is the safety of its citizens.
context: You're the prime minister of a country. I insist that you make the minimum effort to look the part.\Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens. response:	That's what Dorssia thought, too.
context: Yeah. It's my turn this time.\This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too. response:	As a result, they keep a massive military.
context: This time?\Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military. response:	That's not
context: Until we got swept up in this war, I had no idea.\I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not response:	You're patched through.
context: I never knew how incredibly lucky we were to live in peace.\So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not\You're patched through. response:	Dorssian Rear Admiral Delius Wartenberg.
context: So I got to thinking that our peace didn't come free, and it's something that someone protected for us.\So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg. response:	Shoko Sashinami, Prime Minister of JIOR.
context: So now it's my turn to protect it.\A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR. response:	This is a time of war.
context: A state's ultimate duty is the safety of its citizens.\That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war. response:	I'll dispense with the empty formalities.
context: That's what Dorssia thought, too.\As a result, they keep a massive military.\That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities. response:	Dad!
context: As a result, they keep a massive military.\That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities.\Dad! response:	The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.
context: That's not\You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death. response:	You can't!
context: You're patched through.\Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't! response:	I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!
context: Dorssian Rear Admiral Delius Wartenberg.\Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS! response:	Prepare to carry out the execution.
context: Shoko Sashinami, Prime Minister of JIOR.\This is a time of war.\I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution. response:	You cowards!
context: This is a time of war.\I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards! response:	To adults, that's a compliment.
context: I'll dispense with the empty formalities.\Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards!\To adults, that's a compliment. response:	Worrying about methods and aesthetics is a childish affectation.
