context: So we meet at last, Ayato Amagiri! response:	I have been looking forward to this day!
context: Of course I did.\After all, our master told us not to use it lightly.\But in order to defeat you two for sure,\there doesn't seem to be any other choice.\That fusion thing of yours takes forever to prepare.\And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif... response:	Mode: Wolkenwurf...
context: After all, our master told us not to use it lightly.\But in order to defeat you two for sure,\there doesn't seem to be any other choice.\That fusion thing of yours takes forever to prepare.\And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf... response:	Oh, no, you're not!
context: But in order to defeat you two for sure,\there doesn't seem to be any other choice.\That fusion thing of yours takes forever to prepare.\And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not! response:	Maximum...
context: there doesn't seem to be any other choice.\That fusion thing of yours takes forever to prepare.\And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not!\Maximum... response:	Julis! Get back!
context: That fusion thing of yours takes forever to prepare.\And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not!\Maximum...\Julis! Get back! response:	Let's go, RM-C!
context: And we're not going to miss our chance!\Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not!\Maximum...\Julis! Get back!\Let's go, RM-C! response:	ACM Unit, First External Armor, purging all Luxes...
context: Do you really think our master wouldn't have a countermeasure in place?\Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not!\Maximum...\Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes... response:	Ceding Limit Control.
context: Ruin-Sharif...\Mode: Wolkenwurf...\Oh, no, you're not!\Maximum...\Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control. response:	There they are, there they are, there they are! Oh, yes, they're here!
context: Mode: Wolkenwurf...\Oh, no, you're not!\Maximum...\Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here! response:	Start linking!
context: Oh, no, you're not!\Maximum...\Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking! response:	Now that it's come to this!
context: Maximum...\Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this! response:	Amagiri just charged in, risking certain damage!
context: Julis! Get back!\Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage! response:	Well, he's desperate to stop the fusion, after all.
context: Let's go, RM-C!\ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all. response:	How unfortunate for you, Ayato Amagiri.
context: ACM Unit, First External Armor, purging all Luxes...\Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri. response:	Camilla Pareto... Badge broken!
context: Ceding Limit Control.\There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken! response:	Looks like you were a step too late!
context: There they are, there they are, there they are! Oh, yes, they're here!\Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late! response:	Fusion complete!
context: Start linking!\Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete! response:	Oh, my...
context: Now that it's come to this!\Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete!\Oh, my... response:	All right, I'm leaving the rest to you.
context: Amagiri just charged in, risking certain damage!\Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete!\Oh, my...\All right, I'm leaving the rest to you. response:	Right! Good work!
context: Well, he's desperate to stop the fusion, after all.\How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete!\Oh, my...\All right, I'm leaving the rest to you.\Right! Good work! response:	All right, why don't we get Round 2 started?
context: How unfortunate for you, Ayato Amagiri.\Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete!\Oh, my...\All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started? response:	Saya...
context: Camilla Pareto... Badge broken!\Looks like you were a step too late!\Fusion complete!\Oh, my...\All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started?\Saya... response:	Saya, let me go first.
context: Looks like you were a step too late!\Fusion complete!\Oh, my...\All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started?\Saya...\Saya, let me go first. response:	Flora!
context: Fusion complete!\Oh, my...\All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started?\Saya...\Saya, let me go first.\Flora! response:	You mustn't come near!
context: Oh, my...\All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started?\Saya...\Saya, let me go first.\Flora!\You mustn't come near! response:	We're going to rescue you now.
context: All right, I'm leaving the rest to you.\Right! Good work!\All right, why don't we get Round 2 started?\Saya...\Saya, let me go first.\Flora!\You mustn't come near!\We're going to rescue you now. response:	First the Shadows from the first floor, and now this...
context: Right! Good work!\All right, why don't we get Round 2 started?\Saya...\Saya, let me go first.\Flora!\You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this... response:	It must be someone with the ability to weaponize Shadows.
context: All right, why don't we get Round 2 started?\Saya...\Saya, let me go first.\Flora!\You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows. response:	Meaning that...
context: Saya...\Saya, let me go first.\Flora!\You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that... response:	This location is...
context: Saya, let me go first.\Flora!\You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is... response:	I see.
context: Flora!\You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is...\I see. response:	Kirin Toudou, eh?
context: You mustn't come near!\We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is...\I see.\Kirin Toudou, eh? response:	So they sent in one of their big guns.
context: We're going to rescue you now.\First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is...\I see.\Kirin Toudou, eh?\So they sent in one of their big guns. response:	Are you the kidnapper?
context: First the Shadows from the first floor, and now this...\It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is...\I see.\Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper? response:	Please, that's enough!
context: It must be someone with the ability to weaponize Shadows.\Meaning that...\This location is...\I see.\Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough! response:	If you get in my way, this girl's life will be in the balance.
context: Meaning that...\This location is...\I see.\Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance. response:	It'll only put you at a disadvantage if you do such a thing!
context: This location is...\I see.\Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing! response:	Then go ahead and give it a shot.
context: I see.\Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot. response:	But let me advise you of one thing.
context: Kirin Toudou, eh?\So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing. response:	As far as my own welfare is concerned,
context: So they sent in one of their big guns.\Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned, response:	that doesn't concern me in the least.
context: Are you the kidnapper?\Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least. response:	First, toss away your weapon.
context: Please, that's enough!\If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon. response:	Kirin!
context: If you get in my way, this girl's life will be in the balance.\It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon.\Kirin! response:	This sniper... Saya Sasamiya, huh?
context: It'll only put you at a disadvantage if you do such a thing!\Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh? response:	Kirin! Take Flora!
context: Then go ahead and give it a shot.\But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora! response:	Right!
context: But let me advise you of one thing.\As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right! response:	I won't let you!
context: As far as my own welfare is concerned,\that doesn't concern me in the least.\First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right!\I won't let you! response:	Thank you very much, Saya!
context: that doesn't concern me in the least.\First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right!\I won't let you!\Thank you very much, Saya! response:	Come on, Flora!
context: First, toss away your weapon.\Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right!\I won't let you!\Thank you very much, Saya!\Come on, Flora! response:	Lady Toudou!
context: Kirin!\This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right!\I won't let you!\Thank you very much, Saya!\Come on, Flora!\Lady Toudou! response:	Kirin!
context: This sniper... Saya Sasamiya, huh?\Kirin! Take Flora!\Right!\I won't let you!\Thank you very much, Saya!\Come on, Flora!\Lady Toudou!\Kirin! response:	I'm all right!
context: Kirin! Take Flora!\Right!\I won't let you!\Thank you very much, Saya!\Come on, Flora!\Lady Toudou!\Kirin!\I'm all right! response:	Don't worry about me. Please take Flora!
context: Right!\I won't let you!\Thank you very much, Saya!\Come on, Flora!\Lady Toudou!\Kirin!\I'm all right!\Don't worry about me. Please take Flora! response:	L-Lady Toudou...
context: I won't let you!\Thank you very much, Saya!\Come on, Flora!\Lady Toudou!\Kirin!\I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou... response:	Hurry, go through that door.
context: Thank you very much, Saya!\Come on, Flora!\Lady Toudou!\Kirin!\I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door. response:	Okay!
context: Come on, Flora!\Lady Toudou!\Kirin!\I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door.\Okay! response:	So powerful!
context: Lady Toudou!\Kirin!\I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door.\Okay!\So powerful! response:	It's over.
context: Kirin!\I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door.\Okay!\So powerful!\It's over. response:	Kirin!
context: I'm all right!\Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door.\Okay!\So powerful!\It's over.\Kirin! response:	Kirin!
context: Don't worry about me. Please take Flora!\L-Lady Toudou...\Hurry, go through that door.\Okay!\So powerful!\It's over.\Kirin!\Kirin! response:	Don't move another muscle.
context: L-Lady Toudou...\Hurry, go through that door.\Okay!\So powerful!\It's over.\Kirin!\Kirin!\Don't move another muscle. response:	That's a vital spot.
context: Hurry, go through that door.\Okay!\So powerful!\It's over.\Kirin!\Kirin!\Don't move another muscle.\That's a vital spot. response:	If you don't get it treated right away...
context: Okay!\So powerful!\It's over.\Kirin!\Kirin!\Don't move another muscle.\That's a vital spot.\If you don't get it treated right away... response:	you'll die.
context: So powerful!\It's over.\Kirin!\Kirin!\Don't move another muscle.\That's a vital spot.\If you don't get it treated right away...\you'll die. response:	I'm not done yet.
context: It's over.\Kirin!\Kirin!\Don't move another muscle.\That's a vital spot.\If you don't get it treated right away...\you'll die.\I'm not done yet. response:	What can you do in the shape you're in?
context: Kirin!\Kirin!\Don't move another muscle.\That's a vital spot.\If you don't get it treated right away...\you'll die.\I'm not done yet.\What can you do in the shape you're in? response:	Would you like to test me?
context: Kirin!\Don't move another muscle.\That's a vital spot.\If you don't get it treated right away...\you'll die.\I'm not done yet.\What can you do in the shape you're in?\Would you like to test me? response:	Is that iai?
context: Don't move another muscle.\That's a vital spot.\If you don't get it treated right away...\you'll die.\I'm not done yet.\What can you do in the shape you're in?\Would you like to test me?\Is that iai? response:	Toudou Style Art of Sword-drawing...
context: That's a vital spot.\If you don't get it treated right away...\you'll die.\I'm not done yet.\What can you do in the shape you're in?\Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing... response:	FOLDED WING
context: If you don't get it treated right away...\you'll die.\I'm not done yet.\What can you do in the shape you're in?\Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING response:	Folded Wing!
context: you'll die.\I'm not done yet.\What can you do in the shape you're in?\Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing! response:	What's this?
context: I'm not done yet.\What can you do in the shape you're in?\Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing!\What's this? response:	Here I come.
context: What can you do in the shape you're in?\Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing!\What's this?\Here I come. response:	Impossible... a virtual image of a sword?
context: Would you like to test me?\Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing!\What's this?\Here I come.\Impossible... a virtual image of a sword? response:	It's a great skill,
context: Is that iai?\Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing!\What's this?\Here I come.\Impossible... a virtual image of a sword?\It's a great skill, response:	but not great enough.
context: Toudou Style Art of Sword-drawing...\FOLDED WING\Folded Wing!\What's this?\Here I come.\Impossible... a virtual image of a sword?\It's a great skill,\but not great enough. response:	No, no...
context: FOLDED WING\Folded Wing!\What's this?\Here I come.\Impossible... a virtual image of a sword?\It's a great skill,\but not great enough.\No, no... response:	That's good enough.
context: Folded Wing!\What's this?\Here I come.\Impossible... a virtual image of a sword?\It's a great skill,\but not great enough.\No, no...\That's good enough. response:	Kirin,
context: What's this?\Here I come.\Impossible... a virtual image of a sword?\It's a great skill,\but not great enough.\No, no...\That's good enough.\Kirin, response:	hang in there!
context: Here I come.\Impossible... a virtual image of a sword?\It's a great skill,\but not great enough.\No, no...\That's good enough.\Kirin,\hang in there! response:	Lady Toudou! Lady Toudou!
context: Impossible... a virtual image of a sword?\It's a great skill,\but not great enough.\No, no...\That's good enough.\Kirin,\hang in there!\Lady Toudou! Lady Toudou! response:	Are you okay? Lady Toudou!
context: It's a great skill,\but not great enough.\No, no...\That's good enough.\Kirin,\hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou! response:	Please stay with us, Lady Toudou!
context: but not great enough.\No, no...\That's good enough.\Kirin,\hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou! response:	Oh, right...
context: No, no...\That's good enough.\Kirin,\hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right... response:	Ayato-senpai and Julis-senpai's match...
context: That's good enough.\Kirin,\hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match... response:	How did it go, I wonder?
context: Kirin,\hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder? response:	What's the matter with you, Ayato Amagiri?
context: hang in there!\Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri? response:	Ayato!
context: Lady Toudou! Lady Toudou!\Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato! response:	Burst into bloom...
context: Are you okay? Lady Toudou!\Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom... response:	Primrose!
context: Please stay with us, Lady Toudou!\Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom...\Primrose! response:	Seriously! What's going on here?!
context: Oh, right...\Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom...\Primrose!\Seriously! What's going on here?! response:	Any way you look at it, he's gotten way too powerful!
context: Ayato-senpai and Julis-senpai's match...\How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom...\Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful! response:	Seriously. I totally agree.
context: How did it go, I wonder?\What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom...\Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree. response:	He's on a whole different level than he was in the semifinals!
context: What's the matter with you, Ayato Amagiri?\Ayato!\Burst into bloom...\Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals! response:	Right.
context: Ayato!\Burst into bloom...\Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right. response:	And he didn't throw up multiple protective walls, either!
context: Burst into bloom...\Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either! response:	I am now able to master the use of this surging power far better than before!
context: Primrose!\Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before! response:	How do I describe this joy? How do I describe this thrill?
context: Seriously! What's going on here?!\Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill? response:	This is the true power my master granted me!
context: Any way you look at it, he's gotten way too powerful!\Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me! response:	True power?
context: Seriously. I totally agree.\He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power? response:	Hey, Julis...
context: He's on a whole different level than he was in the semifinals!\Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power?\Hey, Julis... response:	What if this is AR-D at his normal specs right now... What then?
context: Right.\And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then? response:	You mean like your seal?
context: And he didn't throw up multiple protective walls, either!\I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal? response:	It's not impossible, but why would he do such a...
context: I am now able to master the use of this surging power far better than before!\How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a... response:	Now, then, let's see you take this hit!
context: How do I describe this joy? How do I describe this thrill?\This is the true power my master granted me!\True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit! response:	This is my...
context: This is the true power my master granted me!\True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my... response:	Not good!
context: True power?\Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my...\Not good! response:	Wolnir Hammer!
context: Hey, Julis...\What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my...\Not good!\Wolnir Hammer! response:	Julis, hang on!
context: What if this is AR-D at his normal specs right now... What then?\You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my...\Not good!\Wolnir Hammer!\Julis, hang on! response:	Looks like he's upped the impact, as well.
context: You mean like your seal?\It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my...\Not good!\Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well. response:	Come on, we're not done yet by a long shot!
context: It's not impossible, but why would he do such a...\Now, then, let's see you take this hit!\This is my...\Not good!\Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot! response:	And continuous fire, as well?!
context: Now, then, let's see you take this hit!\This is my...\Not good!\Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?! response:	Run, Julis!
context: This is my...\Not good!\Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis! response:	Then how do you like this method?
context: Not good!\Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis!\Then how do you like this method? response:	Wh-What the...
context: Wolnir Hammer!\Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis!\Then how do you like this method?\Wh-What the... response:	Oh, crap!
context: Julis, hang on!\Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis!\Then how do you like this method?\Wh-What the...\Oh, crap! response:	You won't be dodging me so easily now!
context: Looks like he's upped the impact, as well.\Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis!\Then how do you like this method?\Wh-What the...\Oh, crap!\You won't be dodging me so easily now! response:	Wolnir Hammer...
context: Come on, we're not done yet by a long shot!\And continuous fire, as well?!\Run, Julis!\Then how do you like this method?\Wh-What the...\Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer... response:	Fire!
context: And continuous fire, as well?!\Run, Julis!\Then how do you like this method?\Wh-What the...\Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer...\Fire! response:	Burst into bloom...
context: Run, Julis!\Then how do you like this method?\Wh-What the...\Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer...\Fire!\Burst into bloom... response:	Anthurium!
context: Then how do you like this method?\Wh-What the...\Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer...\Fire!\Burst into bloom...\Anthurium! response:	Julis...
context: Wh-What the...\Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer...\Fire!\Burst into bloom...\Anthurium!\Julis... response:	Are you all right?
context: Oh, crap!\You won't be dodging me so easily now!\Wolnir Hammer...\Fire!\Burst into bloom...\Anthurium!\Julis...\Are you all right? response:	Yes, somehow...
context: You won't be dodging me so easily now!\Wolnir Hammer...\Fire!\Burst into bloom...\Anthurium!\Julis...\Are you all right?\Yes, somehow... response:	So you can stand even after absorbing that direct hit...
context: Wolnir Hammer...\Fire!\Burst into bloom...\Anthurium!\Julis...\Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit... response:	Just what I'd expect of you!
context: Fire!\Burst into bloom...\Anthurium!\Julis...\Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you! response:	Now that it's come to this, even if we both go down...
context: Burst into bloom...\Anthurium!\Julis...\Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down... response:	How overwhelming is AR-D's power?
context: Anthurium!\Julis...\Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down...\How overwhelming is AR-D's power? response:	Now then, looks like this final match has been decided
context: Julis...\Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down...\How overwhelming is AR-D's power?\Now then, looks like this final match has been decided response:	H-H-Hold up!
context: Are you all right?\Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down...\How overwhelming is AR-D's power?\Now then, looks like this final match has been decided\H-H-Hold up! response:	What's going on? What's going on?
context: Yes, somehow...\So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down...\How overwhelming is AR-D's power?\Now then, looks like this final match has been decided\H-H-Hold up!\What's going on? What's going on? response:	Uh... ahem.
context: So you can stand even after absorbing that direct hit...\Just what I'd expect of you!\Now that it's come to this, even if we both go down...\How overwhelming is AR-D's power?\Now then, looks like this final match has been decided\H-H-Hold up!\What's going on? What's going on?\Uh... ahem. response:	Claudia?
