context: 117,000... Unbelievable! response:	Even Commander Ginyu's highest battle rating only reached 120,000.
context: After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama. response:	My children...
context: Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children... response:	Do you know the password for the Dragon Balls?
context: Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls? response:	Well?
context: I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls?\Well? response:	No, I suppose that rubbish like you would not know.
context: As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know. response:	It was silly of me to have even asked.
context: What did you call us!?\Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked. response:	I think it would be best for you to accommodate me.
context: Stop it! Your deaths will be meaningless!\Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me. response:	There is no reason why I should not kill you.
context: Nail, you take care of Grand Elder- sama.\My children...\Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you. response:	There are two of you here, are there not?
context: My children...\Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not? response:	Either one of you would be acceptable in answering my request.
context: Do you know the password for the Dragon Balls?\Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request. response:	The other one, who resides within this house,
context: Well?\No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house, response:	is the Grand Elder- sama of Planet Namek.
context: No, I suppose that rubbish like you would not know.\It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek. response:	The Dragon Balls are the creation of this Grand Elder- sama.
context: It was silly of me to have even asked.\I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama. response:	Listen well, and get this through that head of yours!
context: I think it would be best for you to accommodate me.\There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours! response:	If you kill Grand Elder- sama, the Dragon Balls will also disappear!
context: There is no reason why I should not kill you.\There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear! response:	Grand Elder?
context: There are two of you here, are there not?\Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder? response:	Now I see. Apparently, you are telling the truth.
context: Either one of you would be acceptable in answering my request.\The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth. response:	He is certainly different from the other Namekians.
context: The other one, who resides within this house,\is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians. response:	Grand Elder- san, I do not suppose that you
context: is the Grand Elder- sama of Planet Namek.\The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you response:	would be of a mind to tell me, would you?
context: The Dragon Balls are the creation of this Grand Elder- sama.\Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you? response:	However,
context: Listen well, and get this through that head of yours!\If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However, response:	you would not refuse to tell me if this gentleman here
context: If you kill Grand Elder- sama, the Dragon Balls will also disappear!\Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here response:	were about to be killed, would you?
context: Grand Elder?\Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you? response:	Nail will not be as easy to defeat as you may think.
context: Now I see. Apparently, you are telling the truth.\He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think. response:	He is the strongest of the warrior-type Namekians.
context: He is certainly different from the other Namekians.\Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians. response:	You will not be able to do to him
context: Grand Elder- san, I do not suppose that you\would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him response:	as you have the other Namekians you have killed up to now.
context: would be of a mind to tell me, would you?\However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now. response:	It appears you have no intention of telling me, no matter what, do you?
context: However,\you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you? response:	l'm counting on you, Nail. Buy us as much time as you can.
context: you would not refuse to tell me if this gentleman here\were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can. response:	Understood.
context: were about to be killed, would you?\Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood. response:	Very well. If you are going to be as stubborn as this,
context: Nail will not be as easy to defeat as you may think.\He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this, response:	then I will show you the terror of the strongest being in the universe.
context: He is the strongest of the warrior-type Namekians.\You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe. response:	You are not a Super Saiyan.
context: You will not be able to do to him\as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe.\You are not a Super Saiyan. response:	But you are at least far stronger than I am.
context: as you have the other Namekians you have killed up to now.\It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe.\You are not a Super Saiyan.\But you are at least far stronger than I am. response:	Such incredible strength!
context: It appears you have no intention of telling me, no matter what, do you?\l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe.\You are not a Super Saiyan.\But you are at least far stronger than I am.\Such incredible strength! response:	Freeza's evil grasp closes around the Grand Elder and Nail.
context: l'm counting on you, Nail. Buy us as much time as you can.\Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe.\You are not a Super Saiyan.\But you are at least far stronger than I am.\Such incredible strength!\Freeza's evil grasp closes around the Grand Elder and Nail. response:	Will they be able to keep the secret of the Dragon Balls safe?
context: Understood.\Very well. If you are going to be as stubborn as this,\then I will show you the terror of the strongest being in the universe.\You are not a Super Saiyan.\But you are at least far stronger than I am.\Such incredible strength!\Freeza's evil grasp closes around the Grand Elder and Nail.\Will they be able to keep the secret of the Dragon Balls safe? response:	And what will be the outcome of the fight between Goku and Ginyu?
