context: Dammit! response:	Don't worry, you're just entangled in them.
context: At that moment,\Vegeta was hastening along his route toward Planet Namek from a different direction.\l won't let Freeza have it his way any longer.\l will make sure I get the Dragon Balls, just you watch!\Say, Goku- sa...\W- what?\It's been a month already, huh?\Y- yeah... response:	I forgot to give him some nail clippers.
context: Vegeta was hastening along his route toward Planet Namek from a different direction.\l won't let Freeza have it his way any longer.\l will make sure I get the Dragon Balls, just you watch!\Say, Goku- sa...\W- what?\It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers. response:	I'd send him some if there were a delivery service.
context: l won't let Freeza have it his way any longer.\l will make sure I get the Dragon Balls, just you watch!\Say, Goku- sa...\W- what?\It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service. response:	Y- yeah, I guess so. That's too bad, huh?
context: l will make sure I get the Dragon Balls, just you watch!\Say, Goku- sa...\W- what?\It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh? response:	Y- you were standing guard, huh?
context: Say, Goku- sa...\W- what?\It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh? response:	34 days after blasting off from Earth,
context: W- what?\It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth, response:	Bulma and the others had finally arrived at their destination of Planet Namek.
context: It's been a month already, huh?\Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek. response:	We made it! There it is! There it is!
context: Y- yeah...\I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is! response:	Wow, it sure is pretty.
context: I forgot to give him some nail clippers.\I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty. response:	It's the real one this time, right?
context: I'd send him some if there were a delivery service.\Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right? response:	No question about it. The computer says that this is the genuine Planet Namek.
context: Y- yeah, I guess so. That's too bad, huh?\Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek. response:	We got here four days later than we planned.
context: Y- you were standing guard, huh?\34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned. response:	It's just like those kids said.
context: 34 days after blasting off from Earth,\Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said. response:	It's a good thing we took that shortcut.
context: Bulma and the others had finally arrived at their destination of Planet Namek.\We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut. response:	Everything turned out all right, didn't it?
context: We made it! There it is! There it is!\Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it? response:	I guess so. Now, we're going to land, so sit down and fasten your seatbelts.
context: Wow, it sure is pretty.\It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts. response:	There's going to be quite a jolt.
context: It's the real one this time, right?\No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt. response:	Commence landing in a suitable location.
context: No question about it. The computer says that this is the genuine Planet Namek.\We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location. response:	We did it! We've landed on Planet Namek!
context: We got here four days later than we planned.\It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek! response:	We're here!
context: It's just like those kids said.\It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here! response:	Hang on, now. I'll examine the composition of the atmosphere.
context: It's a good thing we took that shortcut.\Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere. response:	I made sure to install some sensors. Wasn't that prudent of me?
context: Everything turned out all right, didn't it?\I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me? response:	We'll be lucky enough if there's some level of oxygen here,
context: I guess so. Now, we're going to land, so sit down and fasten your seatbelts.\There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here, response:	but I also prepared some atmospheric masks,
context: There's going to be quite a jolt.\Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks, response:	though that will limit our time out there to roughly...
context: Commence landing in a suitable location.\We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly... response:	This looks sort of like the place where I trained with Piccolo- san.
context: We did it! We've landed on Planet Namek!\We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san. response:	Yeah, where we first fought the Saiyans, right?
context: We're here!\Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right? response:	I suppose a place that was similar to his home would instinctively be more settling.
context: Hang on, now. I'll examine the composition of the atmosphere.\I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling. response:	Piccolo- san...
context: I made sure to install some sensors. Wasn't that prudent of me?\We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san... response:	You guys don't ever learn from your previous lessons, do you!?
context: We'll be lucky enough if there's some level of oxygen here,\but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!? response:	How can you just waltz on out here like this!?
context: but I also prepared some atmospheric masks,\though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!? response:	You sure are as scary as ever.
context: though that will limit our time out there to roughly...\This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever. response:	For crying out loud. Well, it's okay, as long as there are Dragon Balls here.
context: This looks sort of like the place where I trained with Piccolo- san.\Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here. response:	Please...
context: Yeah, where we first fought the Saiyans, right?\I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please... response:	Look! I'm reading them!
context: I suppose a place that was similar to his home would instinctively be more settling.\Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them! response:	Hooray! Now we can finally-
context: Piccolo- san...\You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them!\Hooray! Now we can finally- response:	What are you doing?
context: You guys don't ever learn from your previous lessons, do you!?\How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them!\Hooray! Now we can finally-\What are you doing? response:	Oh, I was wondering if we weren't being tricked again, so just to make sure...
context: How can you just waltz on out here like this!?\You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them!\Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure... response:	It's for real, I tell you!
context: You sure are as scary as ever.\For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them!\Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you! response:	Yow! All right!
context: For crying out loud. Well, it's okay, as long as there are Dragon Balls here.\Please...\Look! I'm reading them!\Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right! response:	Hooray!
context: Please...\Look! I'm reading them!\Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right!\Hooray! response:	-Hooray, hooray! -Hooray, hooray, hooray!
context: Look! I'm reading them!\Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray! response:	Kuririn- san, there's a strong Ki coming from over there.
context: Hooray! Now we can finally-\What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there. response:	A Ki?
context: What are you doing?\Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki? response:	You're right.
context: Oh, I was wondering if we weren't being tricked again, so just to make sure...\It's for real, I tell you!\Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right. response:	I'm sensing a lot of them.
context: It's for real, I tell you!\Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right.\I'm sensing a lot of them. response:	Yeah, and they're all incredible Ki, too.
context: Yow! All right!\Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too. response:	W- what does it mean?
context: Hooray!\-Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean? response:	Oh, come on, what are you talking about? Those are the Namekians.
context: -Hooray, hooray! -Hooray, hooray, hooray!\Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians. response:	With Kami- sama and Piccolo being as strong as they were,
context: Kuririn- san, there's a strong Ki coming from over there.\A Ki?\You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were, response:	it's not at all strange that the Namekians from their home
context: A Ki?\You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home response:	would have incredible Ki, too.
context: You're right.\I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too. response:	But still...
context: I'm sensing a lot of them.\Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still... response:	Those Ki do feel a little bit evil, huh?
context: Yeah, and they're all incredible Ki, too.\W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh? response:	It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?
context: W- what does it mean?\Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he? response:	There are four Dragon Balls gathered together in that direction.
context: Oh, come on, what are you talking about? Those are the Namekians.\With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction. response:	Come on, let's go meet the Namekians.
context: With Kami- sama and Piccolo being as strong as they were,\it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians. response:	Oh, yeah. Yeah, you're right. They must be Namekians.
context: it's not at all strange that the Namekians from their home\would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians. response:	I shouldn't have gotten so jittery, huh?
context: would have incredible Ki, too.\But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh? response:	H- haven't we seen that someplace before?
context: But still...\Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before? response:	It's a Saiyan spaceship!
context: Those Ki do feel a little bit evil, huh?\It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship! response:	I knew it!
context: It's okay, I tell you. Kaio- sama said that Namekians were gentle by nature, didn't he?\There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it! response:	It can't be!
context: There are four Dragon Balls gathered together in that direction.\Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it!\It can't be! response:	Again? Are you serious? How?
context: Come on, let's go meet the Namekians.\Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it!\It can't be!\Again? Are you serious? How? response:	Gohan, mask your presence! We'll be detected!
context: Oh, yeah. Yeah, you're right. They must be Namekians.\I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it!\It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected! response:	R- right.
context: I shouldn't have gotten so jittery, huh?\H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it!\It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right. response:	I- it's Vegeta. He's the only one it could be.
context: H- haven't we seen that someplace before?\It's a Saiyan spaceship!\I knew it!\It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be. response:	Dammit!
context: It's a Saiyan spaceship!\I knew it!\It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be.\Dammit! response:	Has he already healed?
context: I knew it!\It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed? response:	Come to think about it, he knows about the Dragon Balls, too.
context: It can't be!\Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too. response:	What do we do? It's hopeless. The only thing we can do now is return to Earth, right?
context: Again? Are you serious? How?\Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right? response:	Isn't that so? Let's hurry back.
context: Gohan, mask your presence! We'll be detected!\R- right.\I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back. response:	If that guy gets the Dragon Balls, it's over.
context: R- right.\I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over. response:	Bulma- san, please contact Earth and tell them about this, then go on back by yourself.
context: I- it's Vegeta. He's the only one it could be.\Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself. response:	Me and Gohan will stay here and try to collect the Dragon Balls.
context: Dammit!\Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls. response:	But...
context: Has he already healed?\Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But... response:	It's okay. We'll have the Dragon Radar.
context: Come to think about it, he knows about the Dragon Balls, too.\What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar. response:	Isn't that right, Gohan?
context: What do we do? It's hopeless. The only thing we can do now is return to Earth, right?\Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan? response:	Right.
context: Isn't that so? Let's hurry back.\If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right. response:	All right.
context: If that guy gets the Dragon Balls, it's over.\Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right.\All right. response:	Once I get back to Earth, I'll bring Son- kun on board and come back for you.
context: Bulma- san, please contact Earth and tell them about this, then go on back by yourself.\Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you. response:	The round trip will take a little over two months, though. Wait for us!
context: Me and Gohan will stay here and try to collect the Dragon Balls.\But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us! response:	It's okay! Two months will pass like that!
context: But...\It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that! response:	I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!
context: It's okay. We'll have the Dragon Radar.\Isn't that right, Gohan?\Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds! response:	Right!?
context: Isn't that right, Gohan?\Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!? response:	R- right. A little more than two months, right?
context: Right.\All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right? response:	Freeza, you bastard! I won't let you snatch them away from me!
context: All right.\Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me! response:	I should be able to handle everyone besides Freeza,
context: Once I get back to Earth, I'll bring Son- kun on board and come back for you.\The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me!\I should be able to handle everyone besides Freeza, response:	but I don't stand a chance of winning if I fight him head-to-head.
context: The round trip will take a little over two months, though. Wait for us!\It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me!\I should be able to handle everyone besides Freeza,\but I don't stand a chance of winning if I fight him head-to-head. response:	Whatever happens, I have to get the Balls away from him and gain eternal life.
context: It's okay! Two months will pass like that!\I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me!\I should be able to handle everyone besides Freeza,\but I don't stand a chance of winning if I fight him head-to-head.\Whatever happens, I have to get the Balls away from him and gain eternal life. response:	Tch! To think I'd be stuck using a Scouter again...
context: I mean, it's only 60 days! 1440 hours! 86,400 minutes! 5,184,000 seconds!\Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me!\I should be able to handle everyone besides Freeza,\but I don't stand a chance of winning if I fight him head-to-head.\Whatever happens, I have to get the Balls away from him and gain eternal life.\Tch! To think I'd be stuck using a Scouter again... response:	This way, huh?
context: Right!?\R- right. A little more than two months, right?\Freeza, you bastard! I won't let you snatch them away from me!\I should be able to handle everyone besides Freeza,\but I don't stand a chance of winning if I fight him head-to-head.\Whatever happens, I have to get the Balls away from him and gain eternal life.\Tch! To think I'd be stuck using a Scouter again...\This way, huh? response:	He's brought Zarbon and Dodoria with him too, has he?
