context: We can't catch up! response:	It's definitely'Dash'!
context: Fast, isn't she?\They say she should win the 100 meters\at the next Track and Field Tournament.\Wow. She's a 6th grader, right?\What's her name?\Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament' response:	'they say she's looking very good.
context: They say she should win the 100 meters\at the next Track and Field Tournament.\Wow. She's a 6th grader, right?\What's her name?\Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good. response:	Oh,
context: at the next Track and Field Tournament.\Wow. She's a 6th grader, right?\What's her name?\Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh, response:	Sakura.
context: Wow. She's a 6th grader, right?\What's her name?\Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh,\Sakura. response:	W' what?
context: What's her name?\Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh,\Sakura.\W' what? response:	We're going to the tournament next week.
context: Tachibana Rei.\She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh,\Sakura.\W' what?\We're going to the tournament next week. response:	Eh?
context: She's faster than the boys, isn't she?\Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh,\Sakura.\W' what?\We're going to the tournament next week.\Eh? response:	The cheerleading club is going to
context: Speaking of the Track and Field Tournament'\'they say she's looking very good.\Oh,\Sakura.\W' what?\We're going to the tournament next week.\Eh?\The cheerleading club is going to response:	The Track and Field Tournament to root.
context: 'they say she's looking very good.\Oh,\Sakura.\W' what?\We're going to the tournament next week.\Eh?\The cheerleading club is going to\The Track and Field Tournament to root. response:	Really'
context: Oh,\Sakura.\W' what?\We're going to the tournament next week.\Eh?\The cheerleading club is going to\The Track and Field Tournament to root.\Really' response:	Let's go root for Tachibana!
context: Sakura.\W' what?\We're going to the tournament next week.\Eh?\The cheerleading club is going to\The Track and Field Tournament to root.\Really'\Let's go root for Tachibana! response:	Okay!
context: W' what?\We're going to the tournament next week.\Eh?\The cheerleading club is going to\The Track and Field Tournament to root.\Really'\Let's go root for Tachibana!\Okay! response:	Rooting?'Rooting' you see,
context: We're going to the tournament next week.\Eh?\The cheerleading club is going to\The Track and Field Tournament to root.\Really'\Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see, response:	comes from the ancient Roman classics' In war, the sea would overwhelm many boats.
context: Eh?\The cheerleading club is going to\The Track and Field Tournament to root.\Really'\Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats. response:	When people cried for help, an angel would lend a hand.
context: The cheerleading club is going to\The Track and Field Tournament to root.\Really'\Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand. response:	As more and more ships heard about this, they'd cry out more.
context: The Track and Field Tournament to root.\Really'\Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more. response:	Their cries for help became known as today's'rooting.'
context: Really'\Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.' response:	Another lie.
context: Let's go root for Tachibana!\Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie. response:	It's true. I hear that'
context: Okay!\Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that' response:	Working hard, I see. Let's call it a day.
context: Rooting?'Rooting' you see,\comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day. response:	Okay.
context: comes from the ancient Roman classics' In war, the sea would overwhelm many boats.\When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay. response:	Sakura!
context: When people cried for help, an angel would lend a hand.\As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay.\Sakura! response:	You're in the cheerleading club, right?
context: As more and more ships heard about this, they'd cry out more.\Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay.\Sakura!\You're in the cheerleading club, right? response:	You're coming to the tournament next week?
context: Their cries for help became known as today's'rooting.'\Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay.\Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week? response:	Root for me!
context: Another lie.\It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay.\Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me! response:	Okay.
context: It's true. I hear that'\Working hard, I see. Let's call it a day.\Okay.\Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me!\Okay. response:	Tachibana!
context: Working hard, I see. Let's call it a day.\Okay.\Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me!\Okay.\Tachibana! response:	I'll be right there!
context: Okay.\Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me!\Okay.\Tachibana!\I'll be right there! response:	Pee Wee's gotten a lot better,
context: Sakura!\You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me!\Okay.\Tachibana!\I'll be right there!\Pee Wee's gotten a lot better, response:	so come on over to see him sometime.
context: You're in the cheerleading club, right?\You're coming to the tournament next week?\Root for me!\Okay.\Tachibana!\I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime. response:	O' okay'
context: You're coming to the tournament next week?\Root for me!\Okay.\Tachibana!\I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay' response:	Later!
context: Root for me!\Okay.\Tachibana!\I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay'\Later! response:	I guess I can't do it.
context: Okay.\Tachibana!\I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay'\Later!\I guess I can't do it. response:	What're you talking about?!
context: Tachibana!\I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay'\Later!\I guess I can't do it.\What're you talking about?! response:	Let's wait until after the Track and Field Tournament to seal it.
context: I'll be right there!\Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay'\Later!\I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it. response:	Our best chance is while it's still weak!
context: Pee Wee's gotten a lot better,\so come on over to see him sometime.\O' okay'\Later!\I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak! response:	I know that,
context: so come on over to see him sometime.\O' okay'\Later!\I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that, response:	but Rei was saying that she's running well because of Pee Wee, right?
context: O' okay'\Later!\I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right? response:	So let's wait until after the tournament to seal it'
context: Later!\I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it' response:	If you wait until next week, the injury will heal
context: I guess I can't do it.\What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal response:	and it'll be harder than ever to catch!
context: What're you talking about?!\Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch! response:	Don't worry, I'll give it my all!
context: Let's wait until after the Track and Field Tournament to seal it.\Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all! response:	But, Sakura'
context: Our best chance is while it's still weak!\I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura' response:	Let's go home.
context: I know that,\but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura'\Let's go home. response:	I understand how you feel, Sakura.
context: but Rei was saying that she's running well because of Pee Wee, right?\So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura'\Let's go home.\I understand how you feel, Sakura. response:	But if not for the magic, none of this would have happened.
context: So let's wait until after the tournament to seal it'\If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura'\Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened. response:	I know.
context: If you wait until next week, the injury will heal\and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura'\Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know. response:	The Track and Field Tournament is this Sunday, right?
context: and it'll be harder than ever to catch!\Don't worry, I'll give it my all!\But, Sakura'\Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right? response:	Yes.
context: Don't worry, I'll give it my all!\But, Sakura'\Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right?\Yes. response:	I need to make lunch, right?
context: But, Sakura'\Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right? response:	I can do it myself.
context: Let's go home.\I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right?\I can do it myself. response:	I have some important things to take care of at the University'
context: I understand how you feel, Sakura.\But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University' response:	'so I'll make your lunch when I make mine.
context: But if not for the magic, none of this would have happened.\I know.\The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine. response:	You competing?
context: I know.\The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing? response:	No, I'm going there to root with the cheerleading club.
context: The Track and Field Tournament is this Sunday, right?\Yes.\I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club. response:	Who's competing from Tomoeda?
context: Yes.\I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda? response:	A girl from the 6th grade.
context: I need to make lunch, right?\I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade. response:	Wow, that's something.
context: I can do it myself.\I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something. response:	Actually, last year, Touya qualified
context: I have some important things to take care of at the University'\'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified response:	to go to the Interhigh in the 100 meters.
context: 'so I'll make your lunch when I make mine.\You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters. response:	You were in that?
context: You competing?\No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that? response:	Nope.
context: No, I'm going there to root with the cheerleading club.\Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that?\Nope. response:	But he was good enough to.
context: Who's competing from Tomoeda?\A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that?\Nope.\But he was good enough to. response:	He won the school
context: A girl from the 6th grade.\Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that?\Nope.\But he was good enough to.\He won the school response:	and the regional tournaments' but he didn't go to the Interhigh.
context: Wow, that's something.\Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that?\Nope.\But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh. response:	Why not?
context: Actually, last year, Touya qualified\to go to the Interhigh in the 100 meters.\You were in that?\Nope.\But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not? response:	Didn't want to miss work.
context: to go to the Interhigh in the 100 meters.\You were in that?\Nope.\But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work. response:	Really sounds like Touya, doesn't it?
context: You were in that?\Nope.\But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it? response:	Too bad, I would've rooted for you.
context: Nope.\But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you. response:	If you're rooting for that girl,
context: But he was good enough to.\He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl, response:	I'm sure she'll do her best.
context: He won the school\and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best. response:	That would be nice'
context: and the regional tournaments' but he didn't go to the Interhigh.\Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice' response:	Hoo-ray! Hoo-ray! To-mo-e-da!
context: Why not?\Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da! response:	Hoo-ray! Hoo-ray! To-mo-e-da!
context: Didn't want to miss work.\Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da! response:	Tachibana's about to run!
context: Really sounds like Touya, doesn't it?\Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run! response:	You're right!
context: Too bad, I would've rooted for you.\If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right! response:	Wow'
context: If you're rooting for that girl,\I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right!\Wow' response:	She's really fast.
context: I'm sure she'll do her best.\That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right!\Wow'\She's really fast. response:	Thanks for helping me, Shao Lan.
context: That would be nice'\Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right!\Wow'\She's really fast.\Thanks for helping me, Shao Lan. response:	Shao Lan?
context: Hoo-ray! Hoo-ray! To-mo-e-da!\Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right!\Wow'\She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan? response:	What's wrong?
context: Hoo-ray! Hoo-ray! To-mo-e-da!\Tachibana's about to run!\You're right!\Wow'\She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong? response:	Nothing.
context: Tachibana's about to run!\You're right!\Wow'\She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong?\Nothing. response:	If you keep this up,
context: You're right!\Wow'\She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong?\Nothing.\If you keep this up, response:	you'll do fine in the tournament day after tomorrow.
context: Wow'\She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong?\Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow. response:	I'll do my best!
context: She's really fast.\Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong?\Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best! response:	All right,
context: Thanks for helping me, Shao Lan.\Shao Lan?\What's wrong?\Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right, response:	everyone, one more time from the top!
context: Shao Lan?\What's wrong?\Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right,\everyone, one more time from the top! response:	Okay!
context: What's wrong?\Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right,\everyone, one more time from the top!\Okay! response:	Day after tomorrow'
context: Nothing.\If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right,\everyone, one more time from the top!\Okay!\Day after tomorrow' response:	Looks like you healed up just fine.
context: If you keep this up,\you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right,\everyone, one more time from the top!\Okay!\Day after tomorrow'\Looks like you healed up just fine. response:	That's great!
context: you'll do fine in the tournament day after tomorrow.\I'll do my best!\All right,\everyone, one more time from the top!\Okay!\Day after tomorrow'\Looks like you healed up just fine.\That's great! response:	You know, I set another school record today.
context: I'll do my best!\All right,\everyone, one more time from the top!\Okay!\Day after tomorrow'\Looks like you healed up just fine.\That's great!\You know, I set another school record today. response:	Ever since you came here,
context: All right,\everyone, one more time from the top!\Okay!\Day after tomorrow'\Looks like you healed up just fine.\That's great!\You know, I set another school record today.\Ever since you came here, response:	everything's been going well.
context: everyone, one more time from the top!\Okay!\Day after tomorrow'\Looks like you healed up just fine.\That's great!\You know, I set another school record today.\Ever since you came here,\everything's been going well. response:	Hey, Sakura' you really should seal Dash
context: Okay!\Day after tomorrow'\Looks like you healed up just fine.\That's great!\You know, I set another school record today.\Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash response:	Before the tournament.
context: Day after tomorrow'\Looks like you healed up just fine.\That's great!\You know, I set another school record today.\Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament. response:	You can't let that girl think she's fast
context: Looks like you healed up just fine.\That's great!\You know, I set another school record today.\Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast response:	because of Dash's power, can you?
context: That's great!\You know, I set another school record today.\Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you? response:	Li-kun?
context: You know, I set another school record today.\Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun? response:	Over there' is Rei's house!
context: Ever since you came here,\everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun?\Over there' is Rei's house! response:	Root for me, Pee Wee.
context: everything's been going well.\Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee. response:	He must've found Dash!
context: Hey, Sakura' you really should seal Dash\Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash! response:	I'm positive. It's this house.
context: Before the tournament.\You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house. response:	Oh, Pee Wee.
context: You can't let that girl think she's fast\because of Dash's power, can you?\Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee. response:	How funny!
context: because of Dash's power, can you?\Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee.\How funny! response:	That's'
context: Li-kun?\Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee.\How funny!\That's' response:	Don't!
context: Over there' is Rei's house!\Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee.\How funny!\That's'\Don't! response:	Dash!
context: Root for me, Pee Wee.\He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee.\How funny!\That's'\Don't!\Dash! response:	Pee Wee!
context: He must've found Dash!\I'm positive. It's this house.\Oh, Pee Wee.\How funny!\That's'\Don't!\Dash!\Pee Wee! response:	Hold it!
context: I'm positive. It's this house.\Oh, Pee Wee.\How funny!\That's'\Don't!\Dash!\Pee Wee!\Hold it! response:	Li-kun!
context: Oh, Pee Wee.\How funny!\That's'\Don't!\Dash!\Pee Wee!\Hold it!\Li-kun! response:	Li-kun, wait!
context: How funny!\That's'\Don't!\Dash!\Pee Wee!\Hold it!\Li-kun!\Li-kun, wait! response:	Lightning, come forth. Attack!
context: That's'\Don't!\Dash!\Pee Wee!\Hold it!\Li-kun!\Li-kun, wait!\Lightning, come forth. Attack! response:	Sakura, seal it!
context: Don't!\Dash!\Pee Wee!\Hold it!\Li-kun!\Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it! response:	But if I seal it, Rei will'
context: Dash!\Pee Wee!\Hold it!\Li-kun!\Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will' response:	Don't you get it?
context: Pee Wee!\Hold it!\Li-kun!\Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will'\Don't you get it? response:	If she wins because of magic,
context: Hold it!\Li-kun!\Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will'\Don't you get it?\If she wins because of magic, response:	it won't be due to her own ability!
context: Li-kun!\Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will'\Don't you get it?\If she wins because of magic,\it won't be due to her own ability! response:	Is that what you want?!
context: Li-kun, wait!\Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will'\Don't you get it?\If she wins because of magic,\it won't be due to her own ability!\Is that what you want?! response:	Can you really congratulate her for that?!
context: Lightning, come forth. Attack!\Sakura, seal it!\But if I seal it, Rei will'\Don't you get it?\If she wins because of magic,\it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?! response:	Sakura!
context: Sakura, seal it!\But if I seal it, Rei will'\Don't you get it?\If she wins because of magic,\it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?!\Sakura! response:	Hurry up and seal it!
context: But if I seal it, Rei will'\Don't you get it?\If she wins because of magic,\it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?!\Sakura!\Hurry up and seal it! response:	Rei'
context: Don't you get it?\If she wins because of magic,\it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?!\Sakura!\Hurry up and seal it!\Rei' response:	What's wrong?
context: If she wins because of magic,\it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?!\Sakura!\Hurry up and seal it!\Rei'\What's wrong? response:	Sakura!
context: it won't be due to her own ability!\Is that what you want?!\Can you really congratulate her for that?!\Sakura!\Hurry up and seal it!\Rei'\What's wrong?\Sakura! response:	Release!
context: Is that what you want?!\Can you really congratulate her for that?!\Sakura!\Hurry up and seal it!\Rei'\What's wrong?\Sakura!\Release! response:	Return to thy true form, Clow Card!
context: Can you really congratulate her for that?!\Sakura!\Hurry up and seal it!\Rei'\What's wrong?\Sakura!\Release!\Return to thy true form, Clow Card! response:	You knew this card was at that house?
context: Sakura!\Hurry up and seal it!\Rei'\What's wrong?\Sakura!\Release!\Return to thy true form, Clow Card!\You knew this card was at that house? response:	Then why?
context: Hurry up and seal it!\Rei'\What's wrong?\Sakura!\Release!\Return to thy true form, Clow Card!\You knew this card was at that house?\Then why? response:	Pee Wee! Pee Wee!
context: Rei'\What's wrong?\Sakura!\Release!\Return to thy true form, Clow Card!\You knew this card was at that house?\Then why?\Pee Wee! Pee Wee! response:	Pee Wee, where are you?
context: What's wrong?\Sakura!\Release!\Return to thy true form, Clow Card!\You knew this card was at that house?\Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you? response:	You did the right thing.
context: Sakura!\Release!\Return to thy true form, Clow Card!\You knew this card was at that house?\Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing. response:	So, see you tomorrow.
context: Release!\Return to thy true form, Clow Card!\You knew this card was at that house?\Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing.\So, see you tomorrow. response:	Bye bye!
context: Return to thy true form, Clow Card!\You knew this card was at that house?\Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing.\So, see you tomorrow.\Bye bye! response:	She did it! Tachibana made it to the finals!
context: You knew this card was at that house?\Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing.\So, see you tomorrow.\Bye bye!\She did it! Tachibana made it to the finals! response:	That's great!
context: Then why?\Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing.\So, see you tomorrow.\Bye bye!\She did it! Tachibana made it to the finals!\That's great! response:	She'll be fine,
context: Pee Wee! Pee Wee!\Pee Wee, where are you?\You did the right thing.\So, see you tomorrow.\Bye bye!\She did it! Tachibana made it to the finals!\That's great!\She'll be fine, response:	she practiced so hard.
