context: I just hope he'll get used to the stables. response:	He'll be fine. He's a calm one.
context: when we ride together, I want to be the best!\You need to sing.\then I'm quitting the choir club!\You jerk! Idiot!\Wakana?\Yes?\Is that falsetto?\No, I don't think so... response:	Hmm. I see.
context: You need to sing.\then I'm quitting the choir club!\You jerk! Idiot!\Wakana?\Yes?\Is that falsetto?\No, I don't think so...\Hmm. I see. response:	All right, let's get started!
context: then I'm quitting the choir club!\You jerk! Idiot!\Wakana?\Yes?\Is that falsetto?\No, I don't think so...\Hmm. I see.\All right, let's get started! response:	We should leave soon.
context: You jerk! Idiot!\Wakana?\Yes?\Is that falsetto?\No, I don't think so...\Hmm. I see.\All right, let's get started!\We should leave soon. response:	A pro should never be late.
context: Wakana?\Yes?\Is that falsetto?\No, I don't think so...\Hmm. I see.\All right, let's get started!\We should leave soon.\A pro should never be late. response:	Umm, I...
context: Yes?\Is that falsetto?\No, I don't think so...\Hmm. I see.\All right, let's get started!\We should leave soon.\A pro should never be late.\Umm, I... response:	Would you like us to give you our slot on stage?
context: Is that falsetto?\No, I don't think so...\Hmm. I see.\All right, let's get started!\We should leave soon.\A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage? response:	You're a senior, right?
context: No, I don't think so...\Hmm. I see.\All right, let's get started!\We should leave soon.\A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right? response:	You can keep on singing long after graduation,
context: Hmm. I see.\All right, let's get started!\We should leave soon.\A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation, response:	but it won't be the same.
context: All right, let's get started!\We should leave soon.\A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same. response:	You've got a song you can only sing
context: We should leave soon.\A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing response:	with the people and feelings you've got now.
context: A pro should never be late.\Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now. response:	Would you like our spot?
context: Umm, I...\Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot? response:	Yes.
context: Would you like us to give you our slot on stage?\You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot?\Yes. response:	You can't have it.
context: You're a senior, right?\You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot?\Yes.\You can't have it. response:	You think graduation's a big deal?
context: You can keep on singing long after graduation,\but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot?\Yes.\You can't have it.\You think graduation's a big deal? response:	We're about to graduate from life!
context: but it won't be the same.\You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot?\Yes.\You can't have it.\You think graduation's a big deal?\We're about to graduate from life! response:	We're not old enough to give up the things we love.
context: You've got a song you can only sing\with the people and feelings you've got now.\Would you like our spot?\Yes.\You can't have it.\You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love. response:	You need to go back to your own stage, amigo.
context: with the people and feelings you've got now.\Would you like our spot?\Yes.\You can't have it.\You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo. response:	Shiho-san!
context: Would you like our spot?\Yes.\You can't have it.\You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san! response:	You're just in time!
context: Yes.\You can't have it.\You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san!\You're just in time! response:	Here are your clothes.
context: You can't have it.\You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san!\You're just in time!\Here are your clothes. response:	Sawa's not home, though.
context: You think graduation's a big deal?\We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san!\You're just in time!\Here are your clothes.\Sawa's not home, though. response:	I didn't come for her.
context: We're about to graduate from life!\We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san!\You're just in time!\Here are your clothes.\Sawa's not home, though.\I didn't come for her. response:	I want to ask you a question.
context: We're not old enough to give up the things we love.\You need to go back to your own stage, amigo.\Shiho-san!\You're just in time!\Here are your clothes.\Sawa's not home, though.\I didn't come for her.\I want to ask you a question. response:	What's that?
context: You need to go back to your own stage, amigo.\Shiho-san!\You're just in time!\Here are your clothes.\Sawa's not home, though.\I didn't come for her.\I want to ask you a question.\What's that? response:	Is there a stage left that we could sing on?!
context: Shiho-san!\You're just in time!\Here are your clothes.\Sawa's not home, though.\I didn't come for her.\I want to ask you a question.\What's that?\Is there a stage left that we could sing on?! response:	Was that falsetto?
context: You're just in time!\Here are your clothes.\Sawa's not home, though.\I didn't come for her.\I want to ask you a question.\What's that?\Is there a stage left that we could sing on?!\Was that falsetto? response:	Falsetto?
context: Here are your clothes.\Sawa's not home, though.\I didn't come for her.\I want to ask you a question.\What's that?\Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto? response:	I mean this.
context: Sawa's not home, though.\I didn't come for her.\I want to ask you a question.\What's that?\Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto?\I mean this. response:	Where's Miyamoto?
context: I didn't come for her.\I want to ask you a question.\What's that?\Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto?\I mean this.\Where's Miyamoto? response:	Without her, all we can do are sit-ups.
context: I want to ask you a question.\What's that?\Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto?\I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups. response:	I'm sure she's on her way.
context: What's that?\Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto?\I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way. response:	That reminds me. Sakai's in this club, right?
context: Is there a stage left that we could sing on?!\Was that falsetto?\Falsetto?\I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right? response:	And she used to be in the music school?
context: Was that falsetto?\Falsetto?\I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school? response:	Vocal Training
context: Falsetto?\I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training response:	You know, I've never actually heard her sing.
context: I mean this.\Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing. response:	She's taking a supplementary class.
context: Where's Miyamoto?\Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class. response:	Should I invite her next time?
context: Without her, all we can do are sit-ups.\I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time? response:	Yeah.
context: I'm sure she's on her way.\That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time?\Yeah. response:	Hey, that's pretty good!
context: That reminds me. Sakai's in this club, right?\And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time?\Yeah.\Hey, that's pretty good! response:	Can I see that?
context: And she used to be in the music school?\Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time?\Yeah.\Hey, that's pretty good!\Can I see that? response:	Me, too!
context: Vocal Training\You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time?\Yeah.\Hey, that's pretty good!\Can I see that?\Me, too! response:	It might be...
context: You know, I've never actually heard her sing.\She's taking a supplementary class.\Should I invite her next time?\Yeah.\Hey, that's pretty good!\Can I see that?\Me, too!\It might be... response:	I think so.
context: She's taking a supplementary class.\Should I invite her next time?\Yeah.\Hey, that's pretty good!\Can I see that?\Me, too!\It might be...\I think so. response:	Hang on.
context: Should I invite her next time?\Yeah.\Hey, that's pretty good!\Can I see that?\Me, too!\It might be...\I think so.\Hang on. response:	There's one place that hasn't found a performer yet.
context: Yeah.\Hey, that's pretty good!\Can I see that?\Me, too!\It might be...\I think so.\Hang on.\There's one place that hasn't found a performer yet. response:	Where are they?
context: Hey, that's pretty good!\Can I see that?\Me, too!\It might be...\I think so.\Hang on.\There's one place that hasn't found a performer yet.\Where are they? response:	Right here.
context: Can I see that?\Me, too!\It might be...\I think so.\Hang on.\There's one place that hasn't found a performer yet.\Where are they?\Right here. response:	I don't know if they'll use you, but it's worth a shot.
context: Me, too!\It might be...\I think so.\Hang on.\There's one place that hasn't found a performer yet.\Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot. response:	I'm going to try!
context: It might be...\I think so.\Hang on.\There's one place that hasn't found a performer yet.\Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try! response:	Good luck!
context: I think so.\Hang on.\There's one place that hasn't found a performer yet.\Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck! response:	Jeez, your family!
context: Hang on.\There's one place that hasn't found a performer yet.\Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck!\Jeez, your family! response:	Excuse me!
context: There's one place that hasn't found a performer yet.\Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck!\Jeez, your family!\Excuse me! response:	Have you chosen a performer for the World Music Festival?
context: Where are they?\Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck!\Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival? response:	Yes, just now.
context: Right here.\I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck!\Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now. response:	She said she knew someone who might be
context: I don't know if they'll use you, but it's worth a shot.\I'm going to try!\Good luck!\Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be response:	interested, and would introduce us.
context: I'm going to try!\Good luck!\Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be\interested, and would introduce us. response:	I think she might still be around.
context: Good luck!\Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be\interested, and would introduce us.\I think she might still be around. response:	Friends
context: Jeez, your family!\Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be\interested, and would introduce us.\I think she might still be around.\Friends response:	Sakai Wakana
context: Excuse me!\Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be\interested, and would introduce us.\I think she might still be around.\Friends\Sakai Wakana response:	Oh, there she is.
context: Have you chosen a performer for the World Music Festival?\Yes, just now.\She said she knew someone who might be\interested, and would introduce us.\I think she might still be around.\Friends\Sakai Wakana\Oh, there she is. response:	Sakai-san!
context: Yes, just now.\She said she knew someone who might be\interested, and would introduce us.\I think she might still be around.\Friends\Sakai Wakana\Oh, there she is.\Sakai-san! response:	Thanks!
context: She said she knew someone who might be\interested, and would introduce us.\I think she might still be around.\Friends\Sakai Wakana\Oh, there she is.\Sakai-san!\Thanks! response:	No problem. I'm just glad you found a stage.
context: interested, and would introduce us.\I think she might still be around.\Friends\Sakai Wakana\Oh, there she is.\Sakai-san!\Thanks!\No problem. I'm just glad you found a stage. response:	Yeah. I haven't ran that hard in ages.
context: I think she might still be around.\Friends\Sakai Wakana\Oh, there she is.\Sakai-san!\Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages. response:	So, have you found an answer?
context: Friends\Sakai Wakana\Oh, there she is.\Sakai-san!\Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer? response:	If only I was a virtuoso...
context: Sakai Wakana\Oh, there she is.\Sakai-san!\Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso... response:	I bet by now I'd...
context: Oh, there she is.\Sakai-san!\Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd... response:	What?
context: Sakai-san!\Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd...\What? response:	I can't do it. I can't sing alone.
context: Thanks!\No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd...\What?\I can't do it. I can't sing alone. response:	What are you talking about?
context: No problem. I'm just glad you found a stage.\Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd...\What?\I can't do it. I can't sing alone.\What are you talking about? response:	When you said you quit music, did you mean...
context: Yeah. I haven't ran that hard in ages.\So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd...\What?\I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean... response:	I'm no virtuoso, either.
context: So, have you found an answer?\If only I was a virtuoso...\I bet by now I'd...\What?\I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either. response:	Oh, yeah.
context: If only I was a virtuoso...\I bet by now I'd...\What?\I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah. response:	Miyamoto-san, do you know anything about this song?
context: I bet by now I'd...\What?\I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song? response:	You can call me Konatsu.
context: What?\I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu. response:	Oh, this? I'm not all that familiar with it.
context: I can't do it. I can't sing alone.\What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it. response:	Okay.
context: What are you talking about?\When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay. response:	It's really pretty, though.
context: When you said you quit music, did you mean...\I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though. response:	See you later.
context: I'm no virtuoso, either.\Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though.\See you later. response:	Yeah.
context: Oh, yeah.\Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though.\See you later.\Yeah. response:	Sakai-san, thanks!
context: Miyamoto-san, do you know anything about this song?\You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though.\See you later.\Yeah.\Sakai-san, thanks! response:	You can call me Wakana.
context: You can call me Konatsu.\Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though.\See you later.\Yeah.\Sakai-san, thanks!\You can call me Wakana. response:	Miyamoto never showed.
context: Oh, this? I'm not all that familiar with it.\Okay.\It's really pretty, though.\See you later.\Yeah.\Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed. response:	I want you guys to listen to the CD and practice your parts.
context: Okay.\It's really pretty, though.\See you later.\Yeah.\Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts. response:	We need to maximize our time.
context: It's really pretty, though.\See you later.\Yeah.\Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time. response:	Especially you, Tanaka!
context: See you later.\Yeah.\Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka! response:	I know!
context: Yeah.\Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka!\I know! response:	I don't want a consolation prize,
context: Sakai-san, thanks!\You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka!\I know!\I don't want a consolation prize, response:	so let's win the popularity vote and sing on the main stage!
context: You can call me Wakana.\Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka!\I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage! response:	Fight!
context: Miyamoto never showed.\I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka!\I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight! response:	Heave ho!
context: I want you guys to listen to the CD and practice your parts.\We need to maximize our time.\Especially you, Tanaka!\I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho! response:	Let's give our best!
context: We need to maximize our time.\Especially you, Tanaka!\I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho!\Let's give our best! response:	Not one match...
context: Especially you, Tanaka!\I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho!\Let's give our best!\Not one match... response:	Lasso?
context: I know!\I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho!\Let's give our best!\Not one match...\Lasso? response:	Let's give our best...
context: I don't want a consolation prize,\so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho!\Let's give our best!\Not one match...\Lasso?\Let's give our best... response:	Together, guys!
context: so let's win the popularity vote and sing on the main stage!\Fight!\Heave ho!\Let's give our best!\Not one match...\Lasso?\Let's give our best...\Together, guys! response:	The waves break on the shore. The waves retreat.
context: Fight!\Heave ho!\Let's give our best!\Not one match...\Lasso?\Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat. response:	My thoughts ride...
context: Heave ho!\Let's give our best!\Not one match...\Lasso?\Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride... response:	Wakana!
context: Let's give our best!\Not one match...\Lasso?\Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana! response:	You came.
context: Not one match...\Lasso?\Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana!\You came. response:	Konatsu, is everything okay?
context: Lasso?\Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana!\You came.\Konatsu, is everything okay? response:	The beach is far from us, so nobody's come.
context: Let's give our best...\Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana!\You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come. response:	At least there's the consolation prize.
context: Together, guys!\The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana!\You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize. response:	Ouch!
context: The waves break on the shore. The waves retreat.\My thoughts ride...\Wakana!\You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch! response:	Everyone's really into their show.
context: My thoughts ride...\Wakana!\You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch!\Everyone's really into their show. response:	Not surprising.
context: Wakana!\You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch!\Everyone's really into their show.\Not surprising. response:	This is the song that your mom helped compose, right?
context: You came.\Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch!\Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right? response:	Come on in.
context: Konatsu, is everything okay?\The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch!\Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right?\Come on in. response:	Shouldn't you be on stage?
context: The beach is far from us, so nobody's come.\At least there's the consolation prize.\Ouch!\Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage? response:	Nobody's there.
context: At least there's the consolation prize.\Ouch!\Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage?\Nobody's there. response:	You don't wait for an audience to sing!
context: Ouch!\Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing! response:	You sing to make the audience come!
context: Everyone's really into their show.\Not surprising.\This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come! response:	We know that.
context: Not surprising.\This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come!\We know that. response:	Want us to go out with you for an encore?
context: This is the song that your mom helped compose, right?\Come on in.\Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come!\We know that.\Want us to go out with you for an encore? response:	No, thank you.
context: Come on in.\Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come!\We know that.\Want us to go out with you for an encore?\No, thank you. response:	That stage is ours, even if it's a small one.
context: Shouldn't you be on stage?\Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come!\We know that.\Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one. response:	Are you sure?
context: Nobody's there.\You don't wait for an audience to sing!\You sing to make the audience come!\We know that.\Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one.\Are you sure? response:	We have to do this on our own.
context: You don't wait for an audience to sing!\You sing to make the audience come!\We know that.\Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own. response:	Let's go back to our stage!
context: You sing to make the audience come!\We know that.\Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own.\Let's go back to our stage! response:	Yeah!
context: We know that.\Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own.\Let's go back to our stage!\Yeah! response:	Bye.
context: Want us to go out with you for an encore?\No, thank you.\That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own.\Let's go back to our stage!\Yeah!\Bye. response:	Thank you.
context: No, thank you.\That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own.\Let's go back to our stage!\Yeah!\Bye.\Thank you. response:	Wakana.
context: That stage is ours, even if it's a small one.\Are you sure?\We have to do this on our own.\Let's go back to our stage!\Yeah!\Bye.\Thank you.\Wakana. response:	I heard that you gave up music.
context: Are you sure?\We have to do this on our own.\Let's go back to our stage!\Yeah!\Bye.\Thank you.\Wakana.\I heard that you gave up music. response:	I did.
context: We have to do this on our own.\Let's go back to our stage!\Yeah!\Bye.\Thank you.\Wakana.\I heard that you gave up music.\I did. response:	Whether healthy or sick...
context: Let's go back to our stage!\Yeah!\Bye.\Thank you.\Wakana.\I heard that you gave up music.\I did.\Whether healthy or sick... response:	Whether happy or sad,
context: Yeah!\Bye.\Thank you.\Wakana.\I heard that you gave up music.\I did.\Whether healthy or sick...\Whether happy or sad, response:	I want to write songs that always fit.
context: Bye.\Thank you.\Wakana.\I heard that you gave up music.\I did.\Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit. response:	At the time, we didn't understand what she meant,
context: Thank you.\Wakana.\I heard that you gave up music.\I did.\Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant, response:	and laughed it off as some crazy dream...
context: Wakana.\I heard that you gave up music.\I did.\Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream... response:	But maybe she was talking about you.
context: I heard that you gave up music.\I did.\Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you. response:	You can't give up music.
context: I did.\Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music. response:	It's not something you do or don't do.
context: Whether healthy or sick...\Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do. response:	Music is a constant companion.
context: Whether happy or sad,\I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do.\Music is a constant companion. response:	Even your heartbeat is music.
context: I want to write songs that always fit.\At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music. response:	That's what your mother told us, long ago.
context: At the time, we didn't understand what she meant,\and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago. response:	You can't quit.
context: and laughed it off as some crazy dream...\But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit. response:	Encore!
context: But maybe she was talking about you.\You can't give up music.\It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit.\Encore! response:	That's a letter we got from your mother when you were born.
context: You can't give up music.\It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit.\Encore!\That's a letter we got from your mother when you were born. response:	I'd like you to have it.
context: It's not something you do or don't do.\Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit.\Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it. response:	We should talk sometime.
context: Music is a constant companion.\Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit.\Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it.\We should talk sometime. response:	There really is nobody here.
context: Even your heartbeat is music.\That's what your mother told us, long ago.\You can't quit.\Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it.\We should talk sometime.\There really is nobody here. response:	Not true. We've got three people.
context: That's what your mother told us, long ago.\You can't quit.\Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it.\We should talk sometime.\There really is nobody here.\Not true. We've got three people. response:	You better sing good.
context: You can't quit.\Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it.\We should talk sometime.\There really is nobody here.\Not true. We've got three people.\You better sing good. response:	That kid is so not cute.
context: Encore!\That's a letter we got from your mother when you were born.\I'd like you to have it.\We should talk sometime.\There really is nobody here.\Not true. We've got three people.\You better sing good.\That kid is so not cute. response:	He's just like you.
